rollout/episodes,reference_Q_std,reference_action_std,reference_actor_Q_std,rollout/Q_mean,reference_Q_mean,total/episodes,total/steps,total/epochs,reference_actor_Q_mean,rollout/actions_std,eval/episodes,obs_rms_std,rollout/episode_steps,reference_perturbed_action_std,train/param_noise_distance,reference_action_mean,total/duration,ret_rms_mean,ret_rms_std,obs_rms_mean,eval/Q,total/steps_per_second,param_noise_stddev,eval/return,rollout/return,reference_perturbed_action_mean,rollout/actions_mean,train/loss_critic,train/loss_actor,eval/return_history,rollout/return_history
29.0,0.8312128782272339,0.3147951662540436,0.7072412967681885,21.889997482299805,57.71671676635742,29.0,26000,26,58.996826171875,0.4916676878929138,26.0,0.3259580433368683,889.6551724137931,0.3578053414821625,0.23336561024188995,-0.02095603197813034,451.04663157463074,0.0,1.0,0.02084609679877758,60.23396301269531,57.643707279738344,0.034027141129503384,742.8036206393374,27.23101293890222,0.17477738857269287,-0.059891343116760254,2.4050133228302,-58.151607513427734,109.03406630072092,27.23101293890222
30.0,1.1818221807479858,0.3226751387119293,0.8553652167320251,23.360023498535156,60.7265625,30.0,27000,27,62.069480895996094,0.4876927137374878,27.0,0.32651522755622864,893.3333333333334,0.28997963666915894,0.2337673157453537,-0.020659884437918663,469.13821601867676,0.0,1.0,0.020910879597067833,63.129241943359375,57.552335491093544,0.032055106170371106,654.2498205423051,43.42422423638955,0.20749115943908691,-0.05281519144773483,4.053606033325195,-61.40745162963867,129.22724238374255,43.42422423638955
31.0,0.8759686946868896,0.3543921411037445,0.6841807961463928,24.843862533569336,64.08207702636719,31.0,28000,28,65.56282806396484,0.48289474844932556,28.0,0.32642239332199097,896.7741935483871,0.30537548661231995,0.2312491238117218,0.026314903050661087,487.0530934333801,0.0,1.0,0.02155063860118389,66.44722747802734,57.48859904085566,0.03142349394213421,543.0463571536089,63.03285261238905,0.12696559727191925,-0.04829207435250282,6.292055130004883,-64.57146453857422,144.00649648266636,63.03285261238905
32.0,0.8687427639961243,0.37023210525512695,0.6715512871742249,26.32553482055664,67.38847351074219,32.0,29000,29,68.80437469482422,0.47843125462532043,29.0,0.32822588086128235,900.0,0.4452809691429138,0.18099287152290344,-0.10756083577871323,503.98694801330566,0.0,1.0,0.02172035537660122,69.00908660888672,57.541172671865255,0.03335667202186392,275.55948046541846,85.11725416396187,-0.023384470492601395,-0.04622704163193703,3.018874168395996,-67.90838623046875,148.54280627517505,85.11725416396187
33.0,0.7965360283851624,0.30294233560562134,0.6653628349304199,27.822099685668945,70.49327087402344,33.0,30000,30,71.85941314697266,0.4751553535461426,30.0,0.329938143491745,903.030303030303,0.38208359479904175,0.16382023692131042,0.05420596897602081,521.9883687496185,0.0,1.0,0.02116484008729458,72.14115142822266,57.47254497616988,0.03269941380439557,579.4845810340254,94.58062291977889,-0.08342660963535309,-0.04814615100622177,5.283295154571533,-71.19542694091797,162.9075321004701,94.58062291977889
34.0,0.965779185295105,0.3743411600589752,0.6789129972457886,29.32453155517578,73.59612274169922,34.0,31000,31,75.28311157226562,0.4712182581424713,31.0,0.33158159255981445,905.8823529411765,0.34598174691200256,0.22483254969120026,0.08852137625217438,539.8907735347748,0.0,1.0,0.020974231883883476,75.51548767089844,57.419021623645634,0.034027141129503384,570.9074576239101,106.06872447675342,0.02598711848258972,-0.049349043518304825,5.679315090179443,-74.19119262695312,176.06882002058106,106.06872447675342
35.0,1.2431795597076416,0.39616861939430237,0.7176451683044434,30.801172256469727,76.0579605102539,35.0,32000,32,77.64070129394531,0.4681198000907898,32.0,0.3330984115600586,908.5714285714286,0.36988508701324463,0.22833065688610077,0.048835352063179016,557.8451662063599,0.0,1.0,0.02106708101928234,78.00035858154297,57.363587494388106,0.03269941380439557,517.2454790266278,119.07914112548067,0.09572009742259979,-0.048406392335891724,9.197731018066406,-76.72500610351562,186.73059061452,119.07914112548067
36.0,0.8953968286514282,0.3409956693649292,0.7487863898277283,32.25910568237305,78.42364501953125,36.0,33000,33,79.63720703125,0.4644583463668823,33.0,0.3344612717628479,911.1111111111111,0.3598962128162384,0.30392220616340637,-0.0387389101088047,575.1765110492706,0.0,1.0,0.021084051579236984,79.44650268554688,57.37369201638549,0.032055106170371106,301.7752523240307,129.40759762513576,0.18841145932674408,-0.045520931482315063,12.93188762664795,-78.99090576171875,190.21679248450516,129.40759762513576
37.0,0.8860724568367004,0.31710606813430786,0.6736704707145691,33.66908645629883,80.4153060913086,37.0,34000,34,81.59925842285156,0.46239331364631653,34.0,0.33417078852653503,913.5135135135135,0.33606815338134766,0.2763760983943939,-0.025080973282456398,593.1551547050476,0.0,1.0,0.021210651844739914,82.84749603271484,57.32058421865497,0.034027141129503384,695.7322765305273,137.72807279013216,0.07591045647859573,-0.040615715086460114,5.550288200378418,-81.59539794921875,205.084894956447,137.72807279013216
38.0,0.9767141342163086,0.3420355021953583,0.7883845567703247,35.10081481933594,82.64187622070312,38.0,35000,35,83.93597412109375,0.4595426619052887,35.0,0.33547326922416687,915.7894736842105,0.3351810574531555,0.18504451215267181,-0.06111861765384674,610.274943113327,0.0,1.0,0.020760321989655495,85.33470153808594,57.351199479773754,0.03335667202186392,360.86688764264306,148.28350522524954,0.000705234706401825,-0.041172467172145844,8.810165405273438,-84.19440460205078,209.53580903319545,148.28350522524954
39.0,1.1008191108703613,0.33932629227638245,0.7666487693786621,36.52716827392578,85.26640319824219,39.0,36000,36,86.38615417480469,0.4574261009693146,36.0,0.33574792742729187,917.9487179487179,0.3717745244503021,0.17734327912330627,0.009801158681511879,628.0626838207245,0.0,1.0,0.02081459015607834,87.61690521240234,57.319119456356546,0.032055106170371106,634.560141704186,157.54588245940073,0.1657513827085495,-0.04072624444961548,3.00140380859375,-86.52001190185547,221.3420404962785,157.54588245940073
40.0,0.9935168623924255,0.3364056944847107,0.7453616261482239,37.937191009521484,87.76719665527344,40.0,37000,37,88.72417449951172,0.45579904317855835,37.0,0.33660343289375305,920.0,0.38518428802490234,0.2081167995929718,-0.062339864671230316,645.2869720458984,0.0,1.0,0.020705359056591988,89.41007232666016,57.33883001339788,0.030804326970036475,375.74614364648903,166.24852521191434,-0.0958079844713211,-0.038349322974681854,6.684920787811279,-88.80238342285156,225.51512436520312,166.24852521191434
41.0,0.7468146085739136,0.38117024302482605,0.6980001330375671,39.32146453857422,89.42269897460938,41.0,38000,38,90.46322631835938,0.453389436006546,38.0,0.3370009958744049,921.9512195121952,0.3836555480957031,0.19223780930042267,-0.02405836060643196,663.1823024749756,0.0,1.0,0.020267238840460777,91.4540023803711,57.29947837598378,0.030804326970036475,433.4691320598061,172.00487158213764,-0.0609474778175354,-0.04070943593978882,5.297842502593994,-91.01395416259766,230.98759825190322,172.00487158213764
42.0,0.9385222792625427,0.38945460319519043,0.8275578022003174,40.69255828857422,91.54823303222656,42.0,39000,39,92.71710205078125,0.45198333263397217,39.0,0.3390573263168335,907.6190476190476,0.3922235071659088,0.2449701875448227,0.01857122778892517,681.0626311302185,0.0,1.0,0.020091913640499115,93.82720184326172,57.26345598389356,0.030804326970036475,546.8723026863231,171.95678436876634,-0.06652847677469254,-0.042395878583192825,6.5560150146484375,-93.2236328125,239.087206057914,171.95678436876634
43.0,0.947479248046875,0.34685415029525757,1.0243109464645386,42.04088592529297,93.24893188476562,43.0,40000,40,94.57758331298828,0.45006871223449707,40.0,0.3388146162033081,909.7674418604652,0.4483598470687866,0.28822582960128784,0.1619286835193634,698.9599599838257,0.0,1.0,0.020194457843899727,95.68260955810547,57.227884700184575,0.03269941380439557,577.2971129614909,175.77023974677041,0.14068913459777832,-0.04128767177462578,7.28437614440918,-95.44451141357422,247.54245373050338,175.77023974677041
44.0,0.9835238456726074,0.36089906096458435,0.9896607398986816,43.398128509521484,95.32052612304688,44.0,41000,41,96.37110137939453,0.4483722746372223,41.0,0.33845484256744385,911.8181818181819,0.4162805676460266,0.21764738857746124,0.06853549927473068,716.9976532459259,0.0,1.0,0.020286692306399345,98.14849853515625,57.18289287892166,0.03335667202186392,596.1913791539682,182.57446726540977,0.20974183082580566,-0.037904638797044754,7.512109279632568,-97.40782928466797,256.046086057905,182.57446726540977
45.0,0.9126091003417969,0.3235151767730713,0.8427867293357849,44.73563003540039,97.18789672851562,45.0,42000,42,98.29718017578125,0.44624200463294983,42.0,0.33829760551452637,913.7777777777778,0.341924786567688,0.3050181269645691,0.09637001901865005,734.2061476707458,0.0,1.0,0.019902357831597328,99.3064193725586,57.20464222922152,0.03269941380439557,523.7478096336865,189.7145036165367,-0.1717507541179657,-0.041818734258413315,7.82994270324707,-99.5361328125,262.4199366192331,189.7145036165367
46.0,0.8603743314743042,0.36883875727653503,0.784498929977417,46.04798126220703,99.13322448730469,46.0,43000,43,100.30681610107422,0.4459012746810913,43.0,0.33812084794044495,915.6521739130435,0.2774665951728821,0.2612465023994446,-0.014309234917163849,751.5696558952332,0.0,1.0,0.02057565376162529,102.16358947753906,57.2135924630705,0.03269941380439557,490.26741650122966,197.07885382010528,0.32372963428497314,-0.0367436446249485,14.872912406921387,-101.46090698242188,267.71871522114003,197.07885382010528
47.0,0.7352904081344604,0.3808061182498932,0.7248737215995789,47.340396881103516,101.661376953125,47.0,44000,44,102.7675552368164,0.44553640484809875,44.0,0.3386470079421997,917.4468085106383,0.3564634621143341,0.26430875062942505,-0.019072938710451126,769.3797664642334,0.0,1.0,0.02044662833213806,103.71246337890625,57.18892271135058,0.032055106170371106,488.3433682374065,199.46049567821532,0.22932995855808258,-0.034679707139730453,8.63022232055664,-103.37765502929688,272.7329118806006,199.46049567821532
49.0,0.957669198513031,0.367159366607666,0.6858122944831848,48.62335968017578,103.30033874511719,49.0,45000,45,104.43032836914062,0.4432011842727661,45.0,0.3394055664539337,901.9387755102041,0.32388174533843994,0.14388792216777802,-0.026389706879854202,787.3365776538849,0.0,1.0,0.02033882401883602,105.03070068359375,57.154717915039015,0.03269941380439557,530.7592492711731,196.92031148360758,0.006301013752818108,-0.03475746139883995,3.526945114135742,-105.35055541992188,278.46683048928,196.92031148360758
50.0,0.9065806269645691,0.31101194024086,0.7348807454109192,49.89881896972656,104.75347900390625,50.0,46000,46,105.70196533203125,0.4412248432636261,46.0,0.3393741548061371,903.9,0.31223270297050476,0.16502699255943298,-0.025637172162532806,804.747508764267,0.0,1.0,0.019891407340765,107.4251480102539,57.1607858353429,0.032055106170371106,552.9141244196277,208.16628880279305,-0.1807471215724945,-0.03810286149382591,8.52724838256836,-106.94366455078125,284.433076009505,208.16628880279305
51.0,0.6711339354515076,0.4180465638637543,0.630782961845398,51.15206527709961,106.20027923583984,51.0,47000,47,107.1858139038086,0.44060981273651123,47.0,0.33926069736480713,905.7843137254902,0.40405601263046265,0.1819348782300949,0.03153848648071289,822.7180843353271,0.0,1.0,0.0197210144251585,108.95394897460938,57.127709837533516,0.034711086666206405,480.3714427437694,212.43862313758498,-0.14837580919265747,-0.04012162610888481,6.008774280548096,-108.56019592285156,288.60197742938294,212.43862313758498
52.0,0.824593186378479,0.37923282384872437,0.7763730883598328,52.36283493041992,107.9583969116211,52.0,48000,48,109.0050048828125,0.44097766280174255,48.0,0.339019238948822,907.5961538461538,0.4329446852207184,0.21252498030662537,-0.03130335360765457,840.6211218833923,0.0,1.0,0.01992885395884514,111.01872253417969,57.100635173735704,0.030804326970036475,437.3107432240546,212.30786744531676,0.01524997130036354,-0.03894754871726036,8.934167861938477,-109.89399719238281,291.7000767167719,212.30786744531676
53.0,0.9243296384811401,0.41558316349983215,0.8793491125106812,53.562713623046875,109.3561019897461,53.0,49000,49,110.13980102539062,0.44064584374427795,49.0,0.3391428291797638,909.3396226415094,0.40784889459609985,0.1540873795747757,0.03845170885324478,858.6715295314789,0.0,1.0,0.019817985594272614,111.59784698486328,57.06489421715904,0.032055106170371106,295.3012008325249,210.78809072159908,-0.12126651406288147,-0.040585216134786606,11.527573585510254,-111.46586608886719,291.77356904566483,210.78809072159908
54.0,0.8926979899406433,0.36128342151641846,0.6824082732200623,54.73683166503906,110.79873657226562,54.0,50000,50,112.05973815917969,0.43984341621398926,50.0,0.33971458673477173,911.0185185185185,0.4837110936641693,0.14242073893547058,-0.05228634923696518,876.477706193924,0.0,1.0,0.019333917647600174,114.07811737060547,57.04651658183456,0.03142349394213421,537.6417802685446,214.96698213983984,-0.0561210960149765,-0.04151901975274086,9.002662658691406,-113.12075805664062,296.6909332701224,214.96698213983984
55.0,0.7765631675720215,0.3960447311401367,0.6760073304176331,55.907501220703125,112.70307922363281,55.0,51000,51,113.67655181884766,0.43891268968582153,51.0,0.34047940373420715,912.6363636363636,0.3765152394771576,0.14556115865707397,-0.007314309477806091,893.8761606216431,0.0,1.0,0.019158078357577324,114.76985931396484,57.05488326764664,0.032055106170371106,438.32902220201504,215.34835301313998,0.09291819483041763,-0.03973647207021713,10.686279296875,-114.63304901123047,299.4681507001595,215.34835301313998
56.0,0.8150133490562439,0.37733539938926697,0.803798496723175,57.05222702026367,113.82701873779297,56.0,52000,52,114.74579620361328,0.43875938653945923,52.0,0.33995893597602844,914.1964285714286,0.39871281385421753,0.23469065129756927,-0.013301290571689606,912.0398170948029,0.0,1.0,0.0194462351500988,116.86507415771484,57.015054633952246,0.03019736003336582,364.06555498415577,218.36337131931072,-0.032819561660289764,-0.039072081446647644,6.712839126586914,-116.20187377929688,300.71040847485176,218.36337131931072
58.0,1.9717961549758911,0.4015536606311798,0.8009247183799744,58.17784118652344,114.93296813964844,58.0,53000,53,116.34629821777344,0.43851491808891296,53.0,0.3403885066509247,903.0862068965517,0.43072494864463806,0.23528055846691132,-0.16264775395393372,929.1086893081665,0.0,1.0,0.019505776464939117,117.00106048583984,57.043918122717045,0.03142349394213421,235.3486734754831,215.23756932036093,-0.06138022989034653,-0.040215540677309036,4.85236930847168,-117.47196960449219,299.4771681918448,215.23756932036093
59.0,0.8656826615333557,0.34165310859680176,0.6623605489730835,59.299072265625,116.81749725341797,59.0,54000,54,117.94104766845703,0.4378342628479004,54.0,0.34061673283576965,904.728813559322,0.40956035256385803,0.2017650604248047,-0.0678367093205452,946.0807161331177,0.0,1.0,0.019416747614741325,119.5352783203125,57.07758236602929,0.02901906944733551,456.658067096436,216.79822801638466,-0.09160853177309036,-0.04209897294640541,18.40123176574707,-118.78156280517578,302.3879255789668,216.79822801638466
60.0,0.6884751915931702,0.3994205892086029,0.5340493321418762,60.40406036376953,118.33927154541016,60.0,55000,55,119.39688873291016,0.4375804662704468,55.0,0.3411277234554291,906.3166666666667,0.43816938996315,0.20324884355068207,-0.1459982693195343,963.9855670928955,0.0,1.0,0.019540734589099884,121.02633666992188,57.05479612714976,0.02901906944733551,446.05912717209185,219.41766544765358,0.07423679530620575,-0.04156070575118065,6.870278835296631,-120.35171508789062,305.0001292442964,219.41766544765358
61.0,0.8884612321853638,0.4001025855541229,0.763034999370575,61.50775146484375,119.40155029296875,61.0,56000,56,120.63223266601562,0.43714120984077454,56.0,0.3409044146537781,907.8524590163935,0.38346603512763977,0.1501392424106598,-0.1352863907814026,981.9809565544128,0.0,1.0,0.019441775977611542,121.99222564697266,57.0275824864196,0.028447279136688076,375.9507371118694,220.88446383546486,-0.23291760683059692,-0.04288358986377716,7.341797351837158,-121.903564453125,306.26710438478875,220.88446383546486
