rollout/episode_steps,total/epochs,ret_rms_std,reference_action_std,rollout/actions_mean,reference_perturbed_action_std,param_noise_stddev,reference_action_mean,train/param_noise_distance,rollout/actions_std,reference_Q_std,eval/return,obs_rms_std,total/steps,obs_rms_mean,rollout/return,rollout/Q_mean,eval/return_history,reference_perturbed_action_mean,eval/episodes,reference_actor_Q_std,rollout/return_history,train/loss_critic,total/duration,reference_Q_mean,total/steps_per_second,ret_rms_mean,train/loss_actor,eval/Q,rollout/episodes,reference_actor_Q_mean,total/episodes
27.027027027027028,1,1.0,0.40592142939567566,-0.03440959006547928,0.5486807227134705,0.16720346283821505,-0.1060163751244545,0.488266259431839,0.5129361152648926,2.7019577026367188,77.75031269901305,6.948266983032227,1000,0.8356168866157532,131.4383155270423,8.992195129394531,77.75031269901305,-0.24366508424282074,1.0,2.0712292194366455,131.4383155270423,1.4792927503585815,14.259150266647339,19.640159606933594,70.13040618128807,0.0,-19.438356399536133,20.1231632232666,37.0,19.943679809570312,37.0
27.942857142857143,2,1.0,0.5551915764808655,-0.03754636272788048,0.5340541005134583,0.1370306733903066,-0.06188059598207474,0.6353721022605896,0.5284310579299927,8.720356941223145,197.08325566697619,7.042207717895508,2000,0.8447157740592957,134.75529264871537,18.868671417236328,137.4167841829946,-0.1328064650297165,2.0,6.588103294372559,134.75529264871537,3.3743340969085693,28.035783529281616,39.22608947753906,71.3374034262722,0.0,-39.47101974487305,36.7320442199707,70.0,40.27830505371094,70.0
27.495412844036696,3,1.0,0.577867865562439,-0.04963091388344765,0.6101199984550476,0.11230273064362171,-0.0014142401050776243,0.6527461409568787,0.542280375957489,14.751029014587402,83.27944214784117,7.143243789672852,3000,0.7901092171669006,132.86752978709043,28.199304580688477,119.37100350461013,-0.13499422371387482,3.0,12.504258155822754,135.05804984035072,7.33689022064209,41.46485757827759,57.66895294189453,72.35042335154735,0.0,-57.89969253540039,58.78811264038086,109.0,59.116607666015625,109.0
29.52238805970149,4,1.0,0.6624659895896912,-0.01717720553278923,0.5974230170249939,0.09203708190275892,0.16802829504013062,0.6238616108894348,0.5602193474769592,24.137630462646484,228.39739788759806,7.196811199188232,4000,0.933709979057312,142.87354946443944,37.766395568847656,146.6276021003571,0.13958844542503357,4.0,22.356470108032227,148.83886206476058,4.538514614105225,55.19973969459534,73.52762603759766,72.46410983332308,0.0,-75.38349914550781,73.07757568359375,134.0,75.53239440917969,134.0
32.920529801324506,5,1.0,0.730301558971405,0.023071981966495514,0.6994674801826477,0.07542848153938683,0.10918062925338745,0.5686311721801758,0.5856810808181763,33.13258361816406,246.9209728964619,7.1209821701049805,5000,1.1145254373550415,159.28180950534775,47.65793991088867,166.68627625957805,0.11130287498235703,5.0,30.453155517578125,177.91041688688892,9.407219886779785,69.03432083129883,90.24305725097656,72.42774231412582,0.0,-94.00318145751953,84.10979461669922,151.0,93.60802459716797,151.0
35.83734939759036,6,1.0,0.7469697594642639,0.047627732157707214,0.716433048248291,0.06181699495154324,0.09432260692119598,0.48253050446510315,0.6141448020935059,40.921478271484375,360.0077423383224,7.171712875366211,6000,1.2510886192321777,173.418778446508,56.85469436645508,198.90652060603543,0.17369917035102844,6.0,36.91218566894531,199.2845380206658,9.2247896194458,83.0527663230896,107.45732879638672,72.24322880057919,0.0,-112.70402526855469,118.17076110839844,166.0,112.16650390625,166.0
38.10382513661202,7,1.0,0.7553008198738098,0.06261208653450012,0.723371684551239,0.05066177638540577,0.10034347325563431,0.4247523248195648,0.6357881426811218,50.590599060058594,284.06399091388715,7.173947811126709,7000,1.3582066297531128,184.95308077911824,65.81037139892578,211.0718735071571,0.16105219721794128,7.0,47.31270980834961,228.19445172017484,11.662386894226074,96.98759007453918,122.99943542480469,72.17418222908925,0.0,-129.85093688964844,139.8987274169922,183.0,128.3368377685547,183.0
40.166666666666664,8,1.0,0.7770547866821289,0.07385433465242386,0.7548098564147949,0.04151957869412388,0.07582535594701767,0.3877563178539276,0.6520636081695557,60.232784271240234,275.9665490175987,7.151681900024414,8000,1.432151198387146,194.84672898322845,74.68401336669922,219.18370794596234,0.04303707554936409,8.0,56.548072814941406,259.971580161024,18.598575592041016,110.8304922580719,138.66650390625,72.18230143173754,0.0,-147.22930908203125,134.86477661132812,198.0,145.2388916015625,198.0
41.34722222222222,9,1.0,0.7308961749076843,0.09120480716228485,0.7379839420318604,0.034027141129503384,0.2177582085132599,0.3759845495223999,0.6633139848709106,71.31510925292969,190.3929326618746,7.174718856811523,9000,1.4931387901306152,199.77616758287022,83.73189544677734,215.98473291439703,0.2622571885585785,9.0,68.91157531738281,278.548977006426,30.092029571533203,124.54983901977539,150.01849365234375,72.26022988733872,0.0,-165.9893035888672,181.64796447753906,216.0,157.21612548828125,216.0
41.520833333333336,10,1.0,0.7635635733604431,0.10444485396146774,0.7712758779525757,0.027886755354071244,0.15563298761844635,0.32100197672843933,0.6738956570625305,79.4657211303711,161.07024209121528,7.438728332519531,10000,1.5256083011627197,199.6520727972594,91.24903869628906,210.49328383207884,0.11489085853099823,10.0,77.48037719726562,274.6671989886508,48.64573287963867,138.25036883354187,163.75103759765625,72.3325375865025,0.0,-176.39202880859375,170.66073608398438,240.0,170.3474578857422,240.0
