ret_rms_std,eval/return,eval/return_history,reference_action_mean,reference_perturbed_action_std,total/steps,rollout/return_history,train/loss_critic,total/epochs,rollout/return,obs_rms_std,total/episodes,train/loss_actor,obs_rms_mean,rollout/Q_mean,rollout/actions_mean,rollout/actions_std,reference_Q_std,total/steps_per_second,reference_action_std,reference_actor_Q_mean,eval/Q,reference_actor_Q_std,rollout/episode_steps,reference_Q_mean,rollout/episodes,total/duration,ret_rms_mean,train/param_noise_distance,param_noise_stddev,eval/episodes,reference_perturbed_action_mean
1.0,309.73397225530016,259.6679260787793,0.12380930781364441,0.7779706120491028,29000,356.3860450273152,426.5865173339844,29,239.96333835136403,6.419303894042969,594.0,-343.92047119140625,1.642258644104004,223.13673400878906,0.11593833565711975,0.7152048945426941,210.99807739257812,85.04362163727514,0.7859594821929932,305.8691101074219,413.122802734375,222.43914794921875,48.755892255892256,273.27838134765625,594.0,341.00147008895874,0.0,0.1998923122882843,0.019106704324195603,29.0,0.13861465454101562
1.0,418.3754981005819,264.9581784795061,0.1619187295436859,0.7698020935058594,30000,361.05036708359853,503.3725891113281,30,242.07424511221166,6.394333839416504,608.0,-354.25390625,1.648569107055664,228.93836975097656,0.11901737749576569,0.7167895436286926,218.26869201660156,84.97764665031968,0.7799800634384155,316.56201171875,434.3565979003906,228.38816833496094,49.30592105263158,284.32086181640625,608.0,353.0340175628662,0.0,0.19338586926460266,0.019882513137642284,30.0,0.20159022510051727
1.0,388.65165279677876,268.9482905542568,-0.0001340280578006059,0.798242449760437,31000,358.8299719190259,515.0543823242188,31,243.97128576097342,6.369053840637207,621.0,-361.30841064453125,1.6506248712539673,235.65757751464844,0.11958763748407364,0.7197468876838684,230.2178192138672,84.90069279517739,0.7984797358512878,316.03546142578125,408.37188720703125,238.8730926513672,49.848631239935585,285.5057373046875,621.0,365.1324739456177,0.0,0.19080950319766998,0.0211056883401964,31.0,-0.02893642894923687
1.0,409.06791226288,273.32702873265123,0.053702276200056076,0.8170070648193359,32000,349.95400394610886,541.97900390625,32,245.92506046704548,6.346349716186523,635.0,-378.6270751953125,1.6518523693084717,241.30299377441406,0.11859020590782166,0.7226784229278564,231.94732666015625,84.85041740316046,0.8197741508483887,323.9255065917969,468.15557861328125,242.03392028808594,50.36062992125984,290.50665283203125,635.0,377.1342673301697,0.0,0.21018026769161224,0.0211056883401964,32.0,0.08045806735754013
1.0,579.4857549497733,282.60456589074585,0.10168706625699997,0.8091054558753967,33000,352.61271834927334,539.9258422851562,33,248.49246953768323,6.327051639556885,648.0,-386.5304260253906,1.6596333980560303,246.76995849609375,0.11905491352081299,0.7251856923103333,229.7744598388672,84.74927556368203,0.8158826231956482,330.25634765625,460.0052795410156,241.3545684814453,50.89969135802469,294.86663818359375,648.0,389.38385939598083,0.0,0.20952226221561432,0.021962663920618616,33.0,0.10399143397808075
1.0,480.578895344365,288.42734028644054,0.1738985776901245,0.7741788029670715,34000,357.4172458235622,559.8436279296875,34,251.3535501127827,6.303125858306885,660.0,-400.70074462890625,1.6673341989517212,252.9222412109375,0.12092015892267227,0.7262777090072632,242.39842224121094,84.67983319080062,0.772074282169342,339.49365234375,469.2042236328125,255.20086669921875,51.515151515151516,307.30218505859375,660.0,401.51236391067505,0.0,0.21177184581756592,0.0211056883401964,34.0,0.17234303057193756
1.0,280.16670058838633,288.19132200935326,0.061532363295555115,0.7915084362030029,35000,359.56011725968295,638.4404907226562,35,253.67772079995788,6.308791160583496,672.0,-413.0710144042969,1.675590991973877,258.30377197265625,0.12336912751197815,0.7274267077445984,246.33401489257812,84.6733309232609,0.7915953397750854,337.0294189453125,388.7508239746094,259.375,52.01636904761905,303.8350830078125,672.0,413.3532910346985,0.0,0.2025698721408844,0.0211056883401964,35.0,0.08797180652618408
1.0,253.84319396408904,287.2372073414292,0.04253240302205086,0.8028623461723328,36000,342.99047016027333,667.287353515625,36,254.5674592117398,6.310922622680664,688.0,-405.41839599609375,1.680729627609253,262.782470703125,0.12567414343357086,0.7295739054679871,250.5891876220703,84.68259441525029,0.8041304349899292,347.1220703125,366.1716613769531,268.7538146972656,52.30523255813954,309.0375671386719,688.0,425.1168761253357,0.0,0.19434243440628052,0.0211056883401964,36.0,0.0766308456659317
1.0,260.76906159989164,286.5218520511174,0.07008960843086243,0.8096598982810974,37000,351.779425018656,664.1397094726562,37,256.2309453404881,6.313058853149414,700.0,-429.37188720703125,1.6855549812316895,265.2437438964844,0.12671661376953125,0.7322179675102234,257.1863708496094,84.6784567364818,0.7976341843605042,345.1181640625,464.38275146484375,274.88262939453125,52.73571428571429,305.61016845703125,700.0,436.94702792167664,0.0,0.18472109735012054,0.02240411346542305,37.0,0.09074505418539047
1.0,506.5380876742731,292.31175298856886,0.1338387429714203,0.79691082239151,38000,359.319329733403,798.4335327148438,38,258.76297818698606,6.299047470092773,712.0,-418.0378112792969,1.6871248483657837,270.6305847167969,0.12637169659137726,0.7343764901161194,265.3330078125,84.61216239368161,0.8097441792488098,361.29632568359375,491.0970458984375,279.7356262207031,53.33005617977528,321.7333984375,712.0,449.1080114841461,0.0,0.21203383803367615,0.02152991267583435,38.0,0.1954473853111267
1.0,232.1592890415207,290.7693821181317,0.1794518083333969,0.8003769516944885,39000,358.8214215575603,837.543701171875,39,260.26924798012953,6.307300090789795,726.0,-433.4800720214844,1.6915740966796875,275.2492370605469,0.12713222205638885,0.7359488010406494,264.00103759765625,84.64057673534776,0.7972516417503357,352.561279296875,426.4053955078125,281.7404479980469,53.6831955922865,313.942626953125,726.0,460.7719075679779,0.0,0.19634178280830383,0.0211056883401964,39.0,0.17512400448322296
1.0,331.32008402538145,291.783149665813,0.20117950439453125,0.7880394458770752,40000,360.06932486658746,887.7554931640625,40,261.9758376171317,6.310672283172607,739.0,-430.3028869628906,1.6954371929168701,279.8243103027344,0.12890902161598206,0.7378858923912048,272.3547058105469,84.64198758554187,0.7907440066337585,373.596435546875,503.0574645996094,290.8523254394531,54.11772665764547,328.05255126953125,739.0,472.5786945819855,0.0,0.21074071526527405,0.0211056883401964,40.0,0.19481822848320007
1.0,373.2246035790733,293.7695265905267,0.07063577324151993,0.8202466368675232,41000,358.5873441109043,1033.5146484375,41,263.9034977330779,6.311774730682373,751.0,-437.66082763671875,1.7012861967086792,285.4106750488281,0.12862913310527802,0.7394500970840454,272.8964538574219,84.6071252398431,0.8173694610595703,380.7127685546875,470.58526611328125,290.77734375,54.52596537949401,333.2629089355469,751.0,484.5927560329437,0.0,0.20520760118961334,0.020282151651708893,41.0,0.07606121897697449
1.0,345.448495668611,294.99997823524296,0.18619795143604279,0.8117313981056213,42000,344.7920338115548,1057.9971923828125,42,264.95320110659975,6.325307846069336,766.0,-420.06109619140625,1.7059988975524902,289.0894470214844,0.12858529388904572,0.7417035698890686,277.6979675292969,84.55873052769392,0.802284836769104,384.15985107421875,477.2577209472656,295.73504638671875,54.76762402088773,345.1842041015625,766.0,496.69619846343994,0.0,0.18552236258983612,0.0211056883401964,42.0,0.1712629348039627
1.0,314.5536558486059,295.45471492392585,0.04203945770859718,0.8218797445297241,43000,353.68447215952597,974.9962768554688,43,266.8754615432221,6.329484462738037,778.0,-439.968505859375,1.7104172706604004,292.5789489746094,0.12968173623085022,0.7437548637390137,272.78070068359375,84.51576228904547,0.8089689612388611,381.8536376953125,457.08697509765625,297.4589538574219,55.231362467866326,338.5588684082031,778.0,508.7808337211609,0.0,0.1863270401954651,0.02152991267583435,43.0,0.053464651107788086
1.0,217.45110360655585,293.6819055758038,0.1368747055530548,0.7767922282218933,44000,347.3970908068529,1078.9124755859375,44,267.0595559977118,6.3270368576049805,794.0,-441.6456604003906,1.7111469507217407,296.7558288574219,0.13085459172725677,0.745182454586029,278.24566650390625,84.50775608351253,0.7891576290130615,395.3839111328125,481.2772521972656,300.4574890136719,55.367758186397985,348.2392578125,794.0,520.6622686386108,0.0,0.20990122854709625,0.0211056883401964,44.0,0.13859498500823975
1.0,217.23219497922545,291.98302311810204,0.23750442266464233,0.7638034820556641,45000,335.820268594091,1252.292236328125,45,267.7967092702837,6.362190246582031,809.0,-437.1614074707031,1.7168835401535034,299.45074462890625,0.1347995549440384,0.746151328086853,267.6985778808594,84.47941183753241,0.7653785347938538,403.43817138671875,554.1683349609375,292.64105224609375,55.57972805933251,357.2171630859375,809.0,532.6741631031036,0.0,0.2143249362707138,0.02152991267583435,45.0,0.24583664536476135
1.0,321.9537690307292,292.6345610727244,0.22117532789707184,0.780396580696106,46000,326.2987284774435,1175.8087158203125,46,268.3150173892667,6.364052772521973,825.0,-449.4967956542969,1.7213631868362427,303.0966491699219,0.13782653212547302,0.7469990849494934,287.2184143066406,84.45046432568581,0.7727832794189453,435.6391906738281,481.0932312011719,310.916259765625,55.736969696969695,384.34197998046875,825.0,544.698011636734,0.0,0.19751188158988953,0.0211056883401964,46.0,0.20626741647720337
1.0,277.125768536028,292.304586763433,0.16659462451934814,0.7977166175842285,47000,316.3810760969341,1377.3890380859375,47,268.6601607407942,6.355470180511475,840.0,-455.0285949707031,1.7208588123321533,307.6763000488281,0.13940365612506866,0.7479549646377563,289.0095520019531,84.43208909849409,0.7961682677268982,438.4193420410156,430.5899353027344,318.0541076660156,55.89404761904762,384.8906555175781,840.0,556.660394191742,0.0,0.20725905895233154,0.020689822899908242,47.0,0.20166060328483582
1.0,414.68179158681625,294.8541118639201,0.06712516397237778,0.8167319297790527,48000,315.4460595006799,1530.6417236328125,48,270.0179490160716,6.338943958282471,852.0,-458.04461669921875,1.720596194267273,312.76190185546875,0.13908100128173828,0.7494229078292847,309.12066650390625,84.39705755411588,0.8226317763328552,441.9860534667969,581.8184204101562,333.8528137207031,56.23004694835681,392.3753662109375,852.0,568.740207195282,0.0,0.20302146673202515,0.02152991267583435,48.0,0.10759612917900085
1.0,392.8179544768089,296.8533739580607,0.1055348739027977,0.7954570651054382,49000,326.74564596381856,1588.77587890625,49,272.2378806713618,6.3215460777282715,864.0,-462.76434326171875,1.7249177694320679,317.4794616699219,0.14022774994373322,0.7503419518470764,298.50457763671875,84.37508288726788,0.8159860968589783,426.04290771484375,537.0646362304688,326.0472412109375,56.68055555555556,372.4220275878906,864.0,580.7401702404022,0.0,0.20267678797245026,0.02152991267583435,49.0,0.15050281584262848
1.0,400.4836899256872,298.9259802774132,0.15379250049591064,0.8197822570800781,50000,324.2466039043654,1295.4119873046875,50,273.4024474721409,6.3303961753845215,877.0,-459.0091552734375,1.726239800453186,320.2264099121094,0.1404683142900467,0.7520126700401306,300.7889404296875,84.35574878471604,0.8139504790306091,436.0103759765625,564.9168090820312,328.16015625,57.0,383.4059753417969,877.0,592.7278308868408,0.0,0.22039353847503662,0.02240411346542305,50.0,0.17294953763484955
1.0,462.2949965801922,302.1292943225658,0.10801883041858673,0.8408436179161072,51000,342.61984957272006,1453.955810546875,51,275.5965279015204,6.318917751312256,887.0,-484.1772155761719,1.727921485900879,323.743896484375,0.13965348899364471,0.7538263201713562,302.1507263183594,84.33186122794085,0.8352632522583008,439.6650085449219,569.1990966796875,333.1265869140625,57.468996617812856,380.9580078125,887.0,604.75363945961,0.0,0.1969866305589676,0.023782417899897774,51.0,0.09350942075252533
1.0,545.1537489035002,306.80284152604526,0.1386440247297287,0.8155874013900757,52000,354.4853594263916,1670.529052734375,52,277.2053996783186,6.314995765686035,898.0,-477.9384765625,1.7316361665725708,327.4696960449219,0.1402217447757721,0.7556617856025696,326.7095031738281,84.28400045594336,0.8202317357063293,455.02777099609375,594.3419189453125,347.0739440917969,57.842984409799556,403.92022705078125,898.0,616.9616975784302,0.0,0.22661557793617249,0.023313810312614227,52.0,0.19085563719272614
1.0,628.2968703633379,312.86876659844705,0.05098159983754158,0.8489264249801636,53000,365.341675101319,1518.7479248046875,53,278.6233924060705,6.301312446594238,911.0,-484.8353576660156,1.730892300605774,332.11138916015625,0.1384061574935913,0.7577838897705078,317.412841796875,84.21739207850082,0.8371753096580505,464.1006164550781,563.8717651367188,342.080078125,58.165751920965974,405.0594482421875,911.0,629.3236906528473,0.0,0.18827033042907715,0.02240411346542305,53.0,0.024428103119134903
1.0,355.1037730924735,313.6508963483364,0.09894201159477234,0.8105807900428772,54000,374.84111316361407,1596.5557861328125,54,279.9062697269509,6.299366474151611,923.0,-489.5665283203125,1.731699824333191,336.184814453125,0.13758452236652374,0.7593068480491638,329.8359680175781,84.21449347473269,0.8182674050331116,489.2429504394531,662.156494140625,356.5723876953125,58.465872156013,429.1747741699219,923.0,641.2197921276093,0.0,0.18786968290805817,0.02240411346542305,54.0,0.11937817186117172
1.0,361.8449478483813,314.5271518301554,0.25975143909454346,0.7879555225372314,55000,382.9328556326593,1584.498291015625,55,280.8034440459867,6.294642448425293,937.0,-503.6879577636719,1.7352317571640015,339.75714111328125,0.1381695568561554,0.760584831237793,337.0350341796875,84.20601011014604,0.7855482697486877,497.361572265625,753.2772827148438,361.9929504394531,58.67982924226254,437.2308349609375,937.0,653.1600289344788,0.0,0.20803889632225037,0.022854436146078055,55.0,0.24100157618522644
1.0,459.0098169198657,317.10719942104305,0.16088148951530457,0.8203335404396057,56000,389.3379302261642,1583.87158203125,56,282.1516843055374,6.287651062011719,949.0,-490.8177490234375,1.7372514009475708,343.8522033691406,0.1400061547756195,0.7612159848213196,338.6632385253906,84.18853766472373,0.8184561133384705,464.3782043457031,572.4135131835938,366.8578186035156,58.97471022128556,408.6685791015625,949.0,665.1736869812012,0.0,0.18842481076717377,0.02152991267583435,56.0,0.17271944880485535
