rollout/episodes,reference_action_std,reference_perturbed_action_mean,eval/return,eval/episodes,rollout/return_history,rollout/return,total/duration,ret_rms_std,total/epochs,rollout/Q_mean,obs_rms_std,ret_rms_mean,total/episodes,reference_Q_std,rollout/actions_mean,total/steps_per_second,reference_perturbed_action_std,eval/Q,param_noise_stddev,total/steps,reference_actor_Q_mean,reference_actor_Q_std,rollout/actions_std,eval/return_history,reference_action_mean,train/loss_critic,train/loss_actor,obs_rms_mean,reference_Q_mean,train/param_noise_distance,rollout/episode_steps
1.0,0.7617756724357605,-0.013649716973304749,-162.4002463987524,1.0,-459.85883704693885,-459.85883704693885,18.709980964660645,1.0,1,-0.9734990000724792,2.1866917610168457,0.0,1.0,2.873086929321289,-0.005637812428176403,53.447408732739866,0.7513062357902527,1.0587048530578613,0.16720346283821505,1000,-0.6002655625343323,2.6312806606292725,0.5923993587493896,-162.4002463987524,0.2030910700559616,0.1802140474319458,0.5828352570533752,-0.010379815474152565,-1.389404535293579,0.7945665121078491,1000.0
2.0,0.7921578288078308,0.013185868971049786,96.70438688290645,2.0,-217.57649485848833,-217.57649485848833,37.129127502441406,1.0,2,1.3777650594711304,1.9521172046661377,0.0,2.0,2.724001407623291,-0.03429725393652916,53.86606512282011,0.6720517873764038,5.3878583908081055,0.1370306733903066,2000,2.611741781234741,2.3204307556152344,0.6754124760627747,-32.84792975792297,0.03549087420105934,0.0925242006778717,-3.9386098384857178,-0.015541307628154755,1.6744978427886963,0.6329537630081177,1000.0
3.0,0.6067541241645813,0.0588318407535553,-268.02761271124274,3.0,-216.7280424471919,-216.7280424471919,55.565752029418945,1.0,3,2.7003979682922363,1.7923041582107544,0.0,3.0,3.379709005355835,-0.03932954743504524,53.9900908460965,0.626308798789978,7.374473571777344,0.11230273064362171,3000,5.46522331237793,3.042895793914795,0.6808114051818848,-111.24115740902955,0.19097749888896942,0.1800006628036499,-7.293893337249756,-0.011013471521437168,4.691283226013184,0.6516275405883789,1000.0
4.0,0.6016610860824585,0.27422890067100525,386.76936235512903,4.0,-260.8233658054646,-260.8233658054646,73.93033003807068,1.0,4,4.047076225280762,1.6563329696655273,0.0,4.0,3.4154934883117676,-0.011544001288712025,54.104993146117245,0.6714558005332947,12.8013916015625,0.09203708190275892,4000,8.59205150604248,3.050976037979126,0.675325334072113,13.261472532010089,0.05838823318481445,0.2620013952255249,-10.097867012023926,-0.011078767478466034,7.775798320770264,0.4984453022480011,1000.0
5.0,0.5736255645751953,0.11133071780204773,544.3463307601625,5.0,-289.9383792535632,-289.9383792535632,92.25757503509521,1.0,5,5.622150897979736,1.5027310848236084,0.0,5.0,3.706718921661377,0.06908997148275375,54.19609173661866,0.5634236335754395,16.501136779785156,0.07542848153938683,5000,11.748674392700195,3.449144124984741,0.7043258547782898,119.47844417764057,0.06473046541213989,0.27852436900138855,-13.371070861816406,0.0031451950781047344,10.895554542541504,0.5817914605140686,1000.0
6.0,0.5550438165664673,0.06397227197885513,622.8701018380923,6.0,-247.47868665885449,-247.47868665885449,110.58080720901489,1.0,6,7.500035762786865,1.5634959936141968,0.0,6.0,4.148225784301758,0.06913059204816818,54.25896366137994,0.523625373840332,20.649133682250977,0.06181699495154324,6000,15.203338623046875,3.916811466217041,0.6758952140808105,203.37705378771588,0.027365634217858315,0.372249960899353,-17.34690284729004,0.0035633090883493423,14.322668075561523,0.4024897813796997,1000.0
7.0,0.5539323687553406,-0.14758241176605225,509.19538750194687,7.0,-145.75249218601633,-145.75249218601633,128.92221069335938,1.0,7,9.733846664428711,1.601861834526062,0.0,7.0,4.594670295715332,0.07322091609239578,54.296307535785694,0.5934157967567444,25.818805694580078,0.05066177638540577,7000,19.9632625579834,4.408936023712158,0.6460385918617249,247.06538717546317,-0.1314157098531723,0.39541807770729065,-22.51870346069336,0.008188880980014801,18.949928283691406,0.2973564565181732,1000.0
8.0,0.5708954930305481,0.024238765239715576,1020.44889722268,8.0,-150.0816640040852,-150.0816640040852,147.25176548957825,1.0,8,11.838958740234375,1.5379709005355835,0.0,8.0,4.001621723175049,0.04451591521501541,54.32872042927187,0.5914114117622375,31.161800384521484,0.04151957869412388,8000,24.974769592285156,3.6298017501831055,0.6520559191703796,343.7383259313653,-0.09189316630363464,0.8853304386138916,-27.643390655517578,0.0030741479713469744,24.03337287902832,0.27032575011253357,1000.0
9.0,0.5785436630249023,0.06968297064304352,626.9670240995131,9.0,-49.64417781690442,-49.64417781690442,165.58392333984375,1.0,9,14.231371879577637,1.6422603130340576,0.0,9.0,4.574733257293701,0.04722650721669197,54.353102755805814,0.5471992492675781,36.0223503112793,0.034027141129503384,9000,29.562480926513672,4.1948957443237305,0.6410828232765198,375.20818128338175,-0.004648412112146616,1.226240873336792,-33.0287971496582,0.0069863460958004,28.46885871887207,0.24795040488243103,1000.0
10.0,0.5685778856277466,0.06412007659673691,989.3128344499312,10.0,-20.381109691581532,-20.381109691581532,183.95338821411133,1.0,10,16.60826301574707,1.6229066848754883,0.0,10.0,3.8897035121917725,0.04807467758655548,54.36159723440683,0.5874455571174622,41.572837829589844,0.02901906944733551,10000,34.717586517333984,3.4736807346343994,0.6266387701034546,436.61864660003664,0.09843791276216507,2.010160446166992,-38.259033203125,0.00647890055552125,33.73061752319336,0.22815005481243134,1000.0
11.0,0.5551421642303467,0.03782464191317558,196.97311796320693,11.0,58.41968052337083,58.41968052337083,202.3271119594574,1.0,11,19.094011306762695,1.7255877256393433,0.0,11.0,4.397463321685791,0.04387657716870308,54.367404810306375,0.5718169212341309,43.63645553588867,0.027886755354071244,11000,39.759788513183594,3.6146647930145264,0.6213134527206421,414.832689451234,0.18226565420627594,3.1341910362243652,-43.69365310668945,0.009868436492979527,38.61048889160156,0.14745141565799713,1000.0
12.0,0.5639614462852478,0.1320030838251114,636.9257633869503,12.0,68.14744519442813,68.14744519442813,220.65460896492004,1.0,12,21.354162216186523,1.7513236999511719,0.0,12.0,3.8972246646881104,0.04864869266748428,54.383636291539126,0.5151857733726501,52.90753936767578,0.026270585008002556,12000,44.93053436279297,3.715672254562378,0.6149625182151794,433.34044561254365,0.012008865363895893,3.1348514556884766,-49.44063949584961,0.011206074617803097,43.98179626464844,0.24126242101192474,1000.0
13.0,0.6036026477813721,0.09903744608163834,840.7863338946123,13.0,115.79384186471498,115.79384186471498,239.1939446926117,1.0,13,23.979290008544922,1.816315770149231,0.0,13.0,4.323509693145752,0.051011186093091965,54.349201927775844,0.5963772535324097,59.53422546386719,0.026270585008002556,13000,51.21052551269531,3.832719564437866,0.608002245426178,464.68243701885666,0.03878346458077431,2.4694390296936035,-55.843101501464844,0.013112746179103851,49.66181945800781,0.235654816031456,1000.0
14.0,0.5765775442123413,0.03196754679083824,-259.6749124843538,14.0,178.5563295587846,178.5563295587846,257.6988651752472,1.0,14,26.740598678588867,1.8734039068222046,0.0,14.0,4.081860542297363,0.04676218330860138,54.326975753189096,0.5497174859046936,57.09221267700195,0.026270585008002556,14000,57.8790283203125,3.6387786865234375,0.6038795709609985,412.94262634005594,0.21072900295257568,5.384783744812012,-62.3312873840332,0.015462889336049557,56.39071273803711,0.20596642792224884,1000.0
15.0,0.555619478225708,0.20436294376850128,1056.3023466450209,15.0,228.79415413221489,228.79415413221489,276.0320243835449,1.0,15,29.627309799194336,1.9136444330215454,0.0,15.0,4.795956134796143,0.035766035318374634,54.34152081990887,0.553499698638916,73.79045867919922,0.026798623766663407,15000,64.8667221069336,3.879303216934204,0.6014637351036072,455.83327436038695,0.15660984814167023,6.560198783874512,-69.45242309570312,0.0143901901319623,63.18177032470703,0.1611756980419159,1000.0
