eval/return_history,total/steps_per_second,rollout/actions_mean,ret_rms_mean,rollout/episode_steps,total/duration,total/epochs,ret_rms_std,reference_actor_Q_std,rollout/actions_std,rollout/return_history,train/loss_critic,train/loss_actor,reference_action_std,train/param_noise_distance,rollout/episodes,eval/return,reference_Q_std,total/steps,obs_rms_mean,obs_rms_std,reference_Q_mean,reference_action_mean,total/episodes,eval/episodes,reference_actor_Q_mean,eval/Q,rollout/Q_mean,rollout/return
-33.82130421306684,24.77180431697895,0.02864491008222103,0.0,1000.0,524.790194272995,13,1.0,1.3228280544281006,0.719081699848175,50.64509886486849,3.986360549926758,-81.46703338623047,0.7867948412895203,0.0,13.0,85.77008243878166,1.4102085828781128,13000,0.14367496967315674,2.360032081604004,78.04933166503906,0.20248943567276,13.0,13.0,79.02456665039062,82.02391815185547,35.295936584472656,50.64509886486849
0.535358513706545,24.793479324449677,0.037757087498903275,0.0,1000.0,564.6645965576172,14,1.0,2.197279691696167,0.7190159559249878,45.38611739055468,6.249572277069092,-87.58863067626953,0.8321271538734436,0.0,14.0,447.1719739617605,2.1373367309570312,14000,0.14410467445850372,2.3614935874938965,83.76412963867188,-0.01277071237564087,14.0,14.0,85.06352233886719,91.02362823486328,38.80023193359375,45.38611739055468
38.121001224963514,24.819481302674067,0.037086371332407,0.0,1000.0,604.3639597892761,15,1.0,2.623169183731079,0.7193761467933655,64.59432606839128,4.269324779510498,-94.83428955078125,0.8301789164543152,0.0,15.0,564.3199991825611,2.6209306716918945,15000,0.14682045578956604,2.37591814994812,91.38093566894531,0.05535280331969261,15.0,15.0,92.58866119384766,99.56570434570312,42.524295806884766,64.59432606839128
66.97496112610835,24.846444319996944,0.0334489606320858,0.0,1000.0,643.9553198814392,16,1.0,1.766474962234497,0.7202149629592896,74.7455123401165,4.736354351043701,-101.63285064697266,0.8256461024284363,0.0,16.0,499.78435964328116,1.8896349668502808,16000,0.14869379997253418,2.409073829650879,98.43449401855469,0.17243289947509766,16.0,16.0,99.55757141113281,105.1098861694336,46.14836883544922,74.7455123401165
99.44636515036457,24.875572194724946,0.032002899795770645,0.0,1000.0,683.4013652801514,17,1.0,1.4330809116363525,0.7206869721412659,94.52735070214767,3.6648192405700684,-107.08184814453125,0.8290182948112488,0.0,17.0,618.9888295384638,1.5422320365905762,17000,0.15155203640460968,2.433905601501465,103.77073669433594,0.1941710114479065,17.0,17.0,104.8958740234375,109.94102478027344,49.71038055419922,94.52735070214767
118.16378273857327,24.897249773037068,0.0328381322324276,0.0,1000.0,722.971419095993,18,1.0,1.6341561079025269,0.7234810590744019,116.07084328098215,3.5224881172180176,-111.42533111572266,0.8120279908180237,0.0,18.0,436.3598817381211,1.666070818901062,18000,0.15438592433929443,2.461177349090576,109.18637084960938,0.2989342212677002,18.0,18.0,110.33505249023438,112.83844757080078,53.15287399291992,116.07084328098215
139.84975720022382,24.913144480231967,0.03227958083152771,0.0,1000.0,762.6496131420135,19,1.0,2.5550568103790283,0.7275603413581848,123.95326475859412,5.5690836906433105,-114.46829223632812,0.8050597310066223,0.0,19.0,530.1972975099336,2.604597806930542,19000,0.1562652438879013,2.471909284591675,112.7589111328125,0.31726738810539246,19.0,19.0,113.94575500488281,116.40892791748047,56.33186340332031,123.95326475859412
158.33638687150653,24.925117802899415,0.03275364264845848,0.0,1000.0,802.4034292697906,20,1.0,2.461744785308838,0.7306569218635559,133.92281331646342,6.826851844787598,-116.76254272460938,0.830039918422699,0.0,20.0,509.5823506258782,2.728534698486328,20000,0.15826380252838135,2.488391876220703,114.32003784179688,0.2454896718263626,20.0,20.0,115.33073425292969,117.98856353759766,59.32127380371094,133.92281331646342
165.48258518350136,24.93424157486266,0.03265482559800148,0.0,1000.0,842.2153100967407,21,1.0,2.9456534385681152,0.731299877166748,149.42315395013682,7.449262619018555,-118.53388977050781,0.8086738586425781,0.0,21.0,308.40655142339796,3.427152633666992,21000,0.16039030253887177,2.5136218070983887,115.2718505859375,0.17675010859966278,21.0,21.0,116.42837524414062,119.56407165527344,62.160606384277344,149.42315395013682
182.88012192421436,24.93388809571415,0.029225828126072884,0.0,1000.0,882.3333094120026,22,1.0,2.434260606765747,0.730360209941864,148.09480938224627,2.968850612640381,-121.0578384399414,0.7742065191268921,0.0,22.0,548.228393479187,2.5485761165618896,22000,0.16091792285442352,2.5386524200439453,117.99652862548828,0.2586023509502411,22.0,22.0,119.17253112792969,123.37577819824219,64.76578521728516,148.09480938224627
200.93508928864392,24.924601723555433,0.03005460649728775,0.0,1000.0,922.7830500602722,23,1.0,2.385605573654175,0.7304328680038452,154.20235422030734,5.03343391418457,-124.08699035644531,0.839459240436554,0.0,23.0,598.1443713060943,2.601529836654663,23000,0.1623142510652542,2.5488719940185547,121.19770812988281,0.3016643822193146,23.0,23.0,122.25347137451172,125.80979919433594,67.29618072509766,154.20235422030734
220.4037342607062,24.917668398460446,0.034018319100141525,0.0,1000.0,963.1719796657562,24,1.0,2.579625129699707,0.7292293906211853,168.38457660635706,5.398972034454346,-126.0650405883789,0.7922846078872681,0.0,24.0,668.1825686181384,2.8243534564971924,24000,0.16486355662345886,2.568777084350586,123.3724136352539,0.27371105551719666,24.0,24.0,124.54912567138672,128.4326934814453,69.7586898803711,168.38457660635706
236.90082432418762,24.933093516503604,0.037031419575214386,0.0,1000.0,1002.6834409236908,25,1.0,2.846608877182007,0.7309103608131409,187.36613094790283,9.202857971191406,-128.16383361816406,0.8055344223976135,0.0,25.0,632.8309858477421,2.976284980773926,25000,0.16717976331710815,2.5887725353240967,125.39924621582031,0.22519885003566742,25.0,25.0,126.56202697753906,130.66250610351562,72.13333129882812,187.36613094790283
252.42460909083658,24.94420962372449,0.039739616215229034,0.0,1000.0,1042.3260705471039,26,1.0,2.5151448249816895,0.7308681607246399,206.3999275014419,5.821016788482666,-131.89227294921875,0.8146421909332275,0.0,26.0,640.5192282570607,2.7708520889282227,26000,0.1694296896457672,2.6259517669677734,128.76370239257812,0.26666536927223206,26.0,26.0,129.87136840820312,134.210693359375,74.43067932128906,206.3999275014419
261.6338375782972,24.914779470813837,0.03739304468035698,0.0,1000.0,1083.6941194534302,27,1.0,1.5976868867874146,0.7314984798431396,223.4765794698703,6.205015659332275,-135.36094665527344,0.8457428812980652,0.0,27.0,501.0737782522721,1.727252721786499,27000,0.17034496366977692,2.6487817764282227,131.411865234375,0.22922788560390472,27.0,27.0,132.46022033691406,137.82012939453125,76.70248413085938,223.4765794698703
274.9644302355644,24.897142332474697,0.037858422845602036,0.0,1000.0,1124.6270606517792,28,1.0,1.7111109495162964,0.7323005199432373,232.31583303187352,9.6784086227417,-139.22032165527344,0.8519861102104187,0.0,28.0,634.89043198178,1.79957115650177,28000,0.17164826393127441,2.6598217487335205,135.5740966796875,0.22184984385967255,28.0,28.0,136.65194702148438,141.34169006347656,78.92230987548828,232.31583303187352
281.9401088738248,24.899940430351574,0.037826057523489,0.0,1000.0,1164.6614208221436,29,1.0,1.2578853368759155,0.7327336072921753,245.41873164647077,8.975943565368652,-143.3785400390625,0.8500895500183105,0.0,29.0,477.2591107451155,1.4879053831100464,29000,0.17289473116397858,2.6671626567840576,138.58587646484375,0.2064942568540573,29.0,29.0,139.77066040039062,144.4628448486328,81.14441680908203,245.41873164647077
292.00129558094335,24.903495499340657,0.035416651517152786,0.0,1000.0,1204.6501665115356,30,1.0,1.2038989067077637,0.7311403751373291,254.86674009054556,4.520841598510742,-146.8730926513672,0.8637256026268005,0.0,30.0,583.7757100873819,1.4173007011413574,30000,0.17373928427696228,2.674959897994995,142.858642578125,0.18904362618923187,30.0,30.0,144.04873657226562,149.3833465576172,83.31212615966797,254.86674009054556
294.45568709067743,24.90378071395197,0.03337549418210983,0.0,1000.0,1244.7909157276154,31,1.0,1.4109827280044556,0.7282106876373291,261.5595576476979,15.496599197387695,-150.10791015625,0.8670010566711426,0.0,31.0,368.0874323826998,1.4357483386993408,31000,0.17464467883110046,2.6751248836517334,145.61181640625,0.2290608137845993,31.0,31.0,146.607177734375,151.11387634277344,85.4459228515625,261.5595576476979
270.00352125765926,24.898897707621824,0.036968667060136795,0.0,1000.0,1285.1974563598633,32,1.0,1.3268920183181763,0.7270094752311707,265.49529088877443,12.014326095581055,-153.9656219482422,0.8829092979431152,0.0,32.0,-488.01361956590506,1.297842025756836,32000,0.17591138184070587,2.6841399669647217,149.65057373046875,0.21035687625408173,32.0,32.0,150.56552124023438,151.2008514404297,87.56336975097656,265.49529088877443
285.0621218978223,24.90736453511415,0.03590187802910805,0.0,1000.0,1324.9093437194824,33,1.0,2.144779920578003,0.7291511297225952,265.40591573416265,11.339468955993652,-155.53457641601562,0.8395082950592041,0.0,33.0,766.9373423830407,2.101827621459961,33000,0.17533791065216064,2.686105489730835,149.71644592285156,0.21131479740142822,33.0,33.0,150.6647491455078,158.52459716796875,89.60606384277344,265.40591573416265
288.02728786277834,24.916220650344282,0.036783333867788315,0.0,1000.0,1364.5729212760925,34,1.0,3.010314702987671,0.729969322681427,272.6177564678166,8.789286613464355,-157.21453857421875,0.719530463218689,0.0,34.0,385.87776470632724,2.7481133937835693,34000,0.17602354288101196,2.701467990875244,151.00643920898438,0.45690277218818665,34.0,34.0,152.03839111328125,159.184814453125,91.61853790283203,272.6177564678166
295.61914880173174,24.922883891141748,0.042429808527231216,0.0,1000.0,1404.3318643569946,35,1.0,2.8310859203338623,0.7269065380096436,273.34871222260546,12.443889617919922,-158.98818969726562,0.7815008759498596,0.0,35.0,553.7424207261461,2.849370002746582,35000,0.17758914828300476,2.705801010131836,152.84548950195312,0.4511512219905853,35.0,35.0,154.08001708984375,161.40892028808594,93.54496765136719,273.34871222260546
302.45383208261995,24.93102534020736,0.04417165368795395,0.0,1000.0,1443.98393201828,36,1.0,3.1130785942077637,0.7269540429115295,280.3538225441864,11.404213905334473,-159.95477294921875,0.8078680634498596,0.0,36.0,541.6677469137093,3.3376541137695312,36000,0.17856256663799286,2.7140421867370605,153.20794677734375,0.19987386465072632,36.0,36.0,154.3064727783203,161.8961944580078,95.4266357421875,280.3538225441864
313.4239275166854,24.922122634494624,0.04554472118616104,0.0,1000.0,1484.6247465610504,37,1.0,3.3620543479919434,0.7274131178855896,287.03385195684035,6.142830848693848,-162.01205444335938,0.770073413848877,0.0,37.0,708.34736314304,3.205151081085205,37000,0.1795625537633896,2.719625473022461,155.0165252685547,0.36937522888183594,37.0,37.0,156.2639923095703,164.95382690429688,97.2627182006836,287.03385195684035
319.664641299022,24.925327054570378,0.05102754011750221,0.0,1000.0,1524.553716659546,38,1.0,3.85245418548584,0.7267987728118896,292.39148586673076,16.469701766967773,-162.19192504882812,0.7562603950500488,0.0,38.0,550.5710512454777,3.7965104579925537,38000,0.18110881745815277,2.726527452468872,155.31727600097656,0.409962922334671,38.0,38.0,156.5787353515625,164.79049682617188,99.02876281738281,292.39148586673076
323.4319574485222,24.928603786053724,0.05243977904319763,0.0,1000.0,1564.467883348465,39,1.0,3.2693567276000977,0.727239727973938,297.97130655894597,16.855587005615234,-162.77976989746094,0.8458575010299683,0.0,39.0,466.58997112953045,3.391430139541626,39000,0.18198081851005554,2.7311129570007324,156.19078063964844,0.3041982352733612,39.0,39.0,157.72787475585938,164.619873046875,100.69888305664062,297.97130655894597
329.3045342117158,24.93395927906771,0.051183298230171204,0.0,1000.0,1604.237800836563,40,1.0,2.3566932678222656,0.7276926636695862,301.0293001227454,8.655370712280273,-162.51400756835938,0.8308233618736267,0.0,40.0,558.3350279762642,2.3350436687469482,40000,0.18231183290481567,2.7407333850860596,156.6304931640625,0.16043739020824432,40.0,40.0,157.8855438232422,163.70115661621094,102.27677917480469,301.0293001227454
326.7462785034528,24.910983509801863,0.05193663388490677,0.0,1000.0,1645.8603484630585,41,1.0,2.7396953105926514,0.7276654839515686,293.4893570885758,16.75002098083496,-161.40345764160156,0.8389456868171692,0.0,41.0,224.41605017293267,2.6454215049743652,41000,0.18205824494361877,2.749835729598999,155.06556701660156,0.22298067808151245,41.0,41.0,156.31134033203125,162.05665588378906,103.6886978149414,293.4893570885758
332.08137946950706,24.907114139895864,0.050914667546749115,0.0,1000.0,1686.2652077674866,42,1.0,2.345195770263672,0.7279012203216553,293.2989274550672,17.308504104614258,-161.01373291015625,0.8356806039810181,0.0,42.0,550.8205190777308,2.225188732147217,42000,0.18197980523109436,2.7498793601989746,154.60137939453125,0.12811656296253204,42.0,42.0,155.80502319335938,163.33749389648438,105.06695556640625,293.2989274550672
338.13426650289676,24.9105784622347,0.051361456513404846,0.0,1000.0,1726.174286365509,43,1.0,3.6452391147613525,0.7287826538085938,299.8686368493158,8.568581581115723,-159.76976013183594,0.8602613806724548,0.0,43.0,592.3555219052655,3.440136194229126,43000,0.1826445758342743,2.75238299369812,153.18856811523438,0.2864100933074951,43.0,43.0,154.30294799804688,161.95217895507812,106.41506958007812,299.8686368493158
345.3599058233177,24.91525460271936,0.049762725830078125,0.0,1000.0,1765.9863686561584,44,1.0,3.904068946838379,0.728474497795105,308.0335074636865,27.022356033325195,-159.76934814453125,0.8471729755401611,0.0,44.0,656.0623966014188,3.8132309913635254,44000,0.18291515111923218,2.751560688018799,151.96063232421875,0.2402014285326004,44.0,44.0,153.38888549804688,162.47512817382812,107.68522644042969,308.0335074636865
353.77321178577773,24.91829229269548,0.05008767917752266,0.0,1000.0,1805.9022452831268,45,1.0,4.1848649978637695,0.7289024591445923,308.1281953494063,8.980511665344238,-160.7594451904297,0.8649176955223083,0.0,45.0,723.9586741340192,4.098886489868164,45000,0.18338485062122345,2.7563304901123047,153.22129821777344,0.1476520150899887,45.0,45.0,154.26675415039062,164.06900024414062,108.86849975585938,308.1281953494063
358.62397756988,24.91776582867888,0.05052151903510094,0.0,1000.0,1846.0724093914032,46,1.0,3.3792197704315186,0.7283275723457336,312.64207451383606,17.793075561523438,-161.8692626953125,0.8622782230377197,0.0,46.0,576.9084378544821,3.3408236503601074,46000,0.18374915421009064,2.759378671646118,155.01658630371094,0.18609733879566193,46.0,46.0,156.56951904296875,165.23199462890625,110.04317474365234,312.64207451383606
365.5105591651019,24.897088775507854,0.050392162054777145,0.0,1000.0,1887.7709126472473,47,1.0,3.499340295791626,0.7283112406730652,318.39038740540985,17.575109481811523,-163.64639282226562,0.8701230883598328,0.0,47.0,682.2933125453042,3.4015514850616455,47000,0.18460306525230408,2.7607431411743164,156.12164306640625,0.2406122237443924,47.0,47.0,157.267333984375,166.73358154296875,111.2091064453125,318.39038740540985
370.9118106428892,24.88129116771489,0.04995335265994072,0.0,1000.0,1929.1603348255157,48,1.0,2.7443771362304688,0.7281578183174133,323.43655516774794,7.427432060241699,-164.44281005859375,0.8648177981376648,0.0,48.0,624.7706300988963,2.70831036567688,48000,0.18498072028160095,2.765761375427246,158.17453002929688,0.1863861232995987,48.0,48.0,159.1881561279297,167.341552734375,112.34037780761719,323.43655516774794
374.10590963306123,24.883002248617906,0.051201947033405304,0.0,1000.0,1969.2157526016235,49,1.0,2.7229115962982178,0.7285608053207397,329.33118457702835,14.16854476928711,-165.6284942626953,0.8685510754585266,0.0,49.0,527.4226611613196,2.5954651832580566,49000,0.18579015135765076,2.772258758544922,158.87872314453125,0.22295527160167694,49.0,49.0,159.98953247070312,167.2888641357422,113.45018005371094,329.33118457702835
376.0866050105981,24.848932453538062,0.05049721896648407,0.0,1000.0,2012.1588761806488,50,1.0,3.1351122856140137,0.7286635041236877,332.996481471399,17.722726821899414,-166.70375061035156,0.8615888357162476,0.0,50.0,473.1406785099014,3.045625686645508,50000,0.18584516644477844,2.7781717777252197,159.61044311523438,0.14088845252990723,50.0,50.0,161.02122497558594,167.88697814941406,114.53108215332031,332.996481471399
381.63958950996516,24.842918210016457,0.04800105467438698,0.0,1000.0,2052.8989214897156,51,1.0,3.0157744884490967,0.7285448908805847,335.83018403763515,27.959733963012695,-168.03497314453125,0.8328421711921692,0.0,51.0,659.2888144783213,3.0817365646362305,51000,0.18587416410446167,2.781874179840088,160.26007080078125,0.15288476645946503,51.0,51.0,161.49594116210938,170.84425354003906,115.59293365478516,335.83018403763515
385.3350457459164,24.837484395479454,0.047262776643037796,0.0,1000.0,2093.609770298004,52,1.0,2.6349661350250244,0.7295364141464233,341.16707077553895,24.218477249145508,-170.4540557861328,0.8456577062606812,0.0,52.0,573.8033137794279,2.521806478500366,52000,0.18626779317855835,2.786726713180542,164.10321044921875,0.01904168725013733,52.0,52.0,165.37060546875,172.74057006835938,116.67113494873047,341.16707077553895
393.9648317174085,24.808307224117538,0.05113464221358299,0.0,1000.0,2136.381153345108,53,1.0,3.4996180534362793,0.7292524576187134,343.3735486424859,19.481603622436523,-172.3302764892578,0.8130720257759094,0.0,53.0,842.7137022350001,3.363499879837036,53000,0.1871551275253296,2.7894794940948486,164.48043823242188,0.1459960788488388,53.0,53.0,165.98629760742188,176.41851806640625,117.74737548828125,343.3735486424859
400.26500229947857,24.782307907997247,0.05298575386404991,0.0,1000.0,2178.973814725876,54,1.0,3.5576059818267822,0.729948878288269,349.7298832671973,18.858491897583008,-174.61514282226562,0.8469271063804626,0.0,54.0,734.1740431491926,3.3432040214538574,54000,0.18792463839054108,2.7871286869049072,167.28778076171875,0.026619931682944298,54.0,54.0,168.58929443359375,177.4796905517578,118.8361587524414,349.7298832671973
406.7813811969511,24.774384418152955,0.053437259048223495,0.0,1000.0,2220.0349793434143,55,1.0,3.3281993865966797,0.7297147512435913,356.22444072583204,10.629742622375488,-176.60037231445312,0.8436940908432007,0.0,55.0,758.665841660467,3.281062126159668,55000,0.18854980170726776,2.786254405975342,169.3634033203125,0.051190491765737534,55.0,55.0,170.66220092773438,179.7718963623047,119.91643524169922,356.22444072583204
412.26208926650236,24.77808491343224,0.051837433129549026,0.0,1000.0,2260.061671257019,56,1.0,2.5672478675842285,0.7294392585754395,362.35556018627494,27.574560165405273,-179.39208984375,0.807155430316925,0.0,56.0,713.7010330918235,2.471433401107788,56000,0.18869999051094055,2.787487745285034,172.6748809814453,0.15271176397800446,56.0,56.0,174.30209350585938,182.4675750732422,120.99694061279297,362.35556018627494
416.2112815916244,24.781344237919175,0.051915694028139114,0.0,1000.0,2300.1173565387726,57,1.0,2.9876091480255127,0.7286831140518188,365.2170116545875,19.634984970092773,-180.64395141601562,0.8051067590713501,0.0,57.0,637.366051798457,2.774188995361328,57000,0.18891571462154388,2.7900352478027344,174.51168823242188,0.03155072033405304,57.0,57.0,175.93423461914062,182.09413146972656,122.04785919189453,365.2170116545875
422.34655837161387,24.78683933439618,0.051684021949768066,0.0,1000.0,2339.9514241218567,58,1.0,2.8159308433532715,0.7280699610710144,368.12508793535295,26.277793884277344,-183.14334106445312,0.8272749781608582,0.0,58.0,772.0573348310119,2.5397188663482666,58000,0.18919004499912262,2.792895793914795,176.94747924804688,-0.20535826683044434,58.0,58.0,178.47665405273438,185.65472412109375,123.1028823852539,368.12508793535295
431.0936239899212,24.786786598560532,0.049965567886829376,0.0,1000.0,2380.3004784584045,59,1.0,2.9739840030670166,0.7283286452293396,367.7699395135565,10.774585723876953,-184.49197387695312,0.8604978919029236,0.0,59.0,938.423429851746,2.6155974864959717,59000,0.18858420848846436,2.7968673706054688,178.11044311523438,0.1253211349248886,59.0,59.0,179.31842041015625,188.09170532226562,124.1230697631836,367.7699395135565
436.64059484887974,24.790649338579954,0.04889599233865738,0.0,1000.0,2420.2673830986023,60,1.0,3.7831764221191406,0.7277824878692627,369.93596767499315,16.378934860229492,-185.7808837890625,0.8681706786155701,0.0,60.0,763.9118755274314,3.447721004486084,60000,0.18865226209163666,2.7952282428741455,178.4040985107422,-0.008284677751362324,60.0,60.0,179.85289001464844,188.760498046875,125.16349792480469,369.93596767499315
440.02686149069837,24.795019881362652,0.048827163875103,0.0,1000.0,2460.1714494228363,61,1.0,3.1456453800201416,0.727712869644165,373.7812852706197,17.58112335205078,-187.18734741210938,0.8781670331954956,0.0,61.0,643.2028599998159,2.9644479751586914,61000,0.18888843059539795,2.7931292057037354,179.26641845703125,-0.006787940859794617,61.0,61.0,180.51515197753906,188.55323791503906,126.1975326538086,373.7812852706197
445.21666420135614,24.79985602935447,0.04858110845088959,0.0,1000.0,2500.0145132541656,62,1.0,3.007680654525757,0.7262929081916809,376.37715096053256,37.72565841674805,-187.60304260253906,0.8964176177978516,0.0,62.0,761.7946295514811,2.8599812984466553,62000,0.18916860222816467,2.7937002182006836,180.11001586914062,-0.017158308997750282,62.0,62.0,181.76441955566406,189.9227752685547,127.19828033447266,376.37715096053256
450.03353470617276,24.800338343316465,0.047482214868068695,0.0,1000.0,2540.287923812866,63,1.0,3.2321360111236572,0.7258864641189575,381.7029979587525,27.676694869995117,-189.38320922851562,0.8436797857284546,0.0,63.0,748.679506004801,3.214806079864502,63000,0.18945026397705078,2.7959446907043457,182.43601989746094,0.02693897671997547,63.0,63.0,183.68576049804688,191.7393798828125,128.2083282470703,381.7029979587525
457.5543643695929,24.80371720970672,0.046396877616643906,0.0,1000.0,2580.258412837982,64,1.0,2.5886354446411133,0.7250280976295471,385.14780539589935,25.705835342407227,-190.4105682373047,0.8697882294654846,0.0,64.0,931.3666331650666,2.756033182144165,64000,0.18963779509067535,2.796060562133789,183.8689727783203,-0.11569318175315857,64.0,64.0,185.71620178222656,192.87960815429688,129.19305419921875,385.14780539589935
462.1525319484968,24.774774179390725,0.04693320393562317,0.0,1000.0,2623.6364266872406,65,1.0,3.6026573181152344,0.7252451181411743,386.6795704678788,22.444734573364258,-192.166015625,0.8613555431365967,0.0,65.0,756.4352569983472,3.340393543243408,65000,0.18986308574676514,2.794174909591675,185.4849853515625,-0.014124120585620403,65.0,65.0,186.6903839111328,194.2112274169922,130.1598663330078,386.6795704678788
467.1326804195378,24.749765024091477,0.046727243810892105,0.0,1000.0,2666.6919841766357,66,1.0,3.5071380138397217,0.7244569063186646,388.51362792277854,23.655221939086914,-194.482421875,0.8854643702507019,0.0,66.0,790.8423310372011,3.292330265045166,66000,0.19000785052776337,2.7938272953033447,187.86843872070312,-0.054233018308877945,66.0,66.0,189.43994140625,197.64541625976562,131.13038635253906,388.51362792277854
