train/loss_critic,train/loss_actor,rollout/actions_mean,eval/return_history,reference_actor_Q_std,rollout/episodes,rollout/actions_std,reference_actor_Q_mean,eval/return,train/param_noise_distance,reference_perturbed_action_std,reference_Q_std,obs_rms_mean,rollout/episode_steps,obs_rms_std,total/duration,ret_rms_mean,total/episodes,reference_action_mean,eval/episodes,reference_action_std,eval/Q,total/epochs,reference_Q_mean,reference_perturbed_action_mean,ret_rms_std,rollout/return_history,rollout/Q_mean,param_noise_stddev,total/steps,rollout/return,total/steps_per_second
1.9514950513839722,-19.76076889038086,0.06025857478380203,348.66237252724375,2.834001302719116,30.0,0.5359083414077759,19.940134048461914,348.66237252724375,0.5141386389732361,0.5330380201339722,3.64658522605896,1.1019037961959839,31.666666666666668,6.325652599334717,12.378265619277954,0.0,30.0,0.10271832346916199,1.0,0.42273467779159546,20.92381477355957,1,19.515901565551758,0.05479813367128372,1.0,155.15782120347995,9.515433311462402,0.16720346283821505,1000,155.15782120347995,80.78676211654374
5.0486273765563965,-41.36872482299805,0.14801283180713654,316.00004267402056,7.3236870765686035,55.0,0.5567858815193176,41.338134765625,283.3377128207974,0.5506723523139954,0.6462442874908447,9.041983604431152,1.3383370637893677,36.36363636363637,5.9407453536987305,24.156721591949463,0.0,55.0,0.1945832073688507,2.0,0.599334180355072,42.09326171875,2,40.36767578125,0.04857252538204193,1.0,179.11669037712295,19.942487716674805,0.1370306733903066,2000,179.11669037712295,82.79269156566865
3.7813494205474854,-61.498600006103516,0.17311705648899078,310.2310731488861,15.40705680847168,76.0,0.5617530941963196,60.21096420288086,298.6931340986172,0.5326986312866211,0.6103928089141846,17.481765747070312,1.4200979471206665,39.35526315789474,5.796342372894287,35.7893271446228,0.0,76.0,0.11619137227535248,3.0,0.600339949131012,63.807491302490234,3,58.758270263671875,0.07962790131568909,1.0,193.70634950375305,30.409656524658203,0.11230273064362171,3000,193.70634950375305,83.82387262764557
7.764552593231201,-81.15402221679688,0.16409072279930115,252.14310876790486,22.938060760498047,107.0,0.5702955722808838,79.62303924560547,77.87921562496115,0.4725341200828552,0.5714713335037231,25.158527374267578,1.4139305353164673,37.33644859813084,6.056872844696045,47.071669578552246,0.0,107.0,0.02963159792125225,4.0,0.6435507535934448,80.26976013183594,4,77.54933166503906,0.09489363431930542,1.0,188.63141848359865,39.6141242980957,0.09203708190275892,4000,182.82979144940904,84.97680315598072
10.186346054077148,-99.69818115234375,0.14866480231285095,252.79228692259275,30.347171783447266,131.0,0.5780362486839294,99.19465637207031,255.38899954134422,0.44721877574920654,0.6392385363578796,33.35467529296875,1.4294599294662476,38.099236641221374,6.287139415740967,58.6280198097229,0.0,131.0,0.025825146585702896,5.0,0.6655882000923157,96.88291931152344,5,95.77448272705078,0.020427826792001724,1.0,192.7564955944827,48.95854949951172,0.07542848153938683,5000,185.75412217594163,85.28345347885684
17.427597045898438,-118.78927612304688,0.1433245837688446,255.36214672131163,38.819732666015625,152.0,0.5891101360321045,118.57237243652344,268.211445714906,0.4378986954689026,0.6710386276245117,41.72648620605469,1.4743576049804688,39.39473684210526,6.3725409507751465,70.24928069114685,0.0,152.0,0.066835418343544,6.0,0.6924062967300415,118.31342315673828,6,114.61402893066406,0.06585990637540817,1.0,198.2325781375219,58.99892044067383,0.06181699495154324,6000,191.9398644569263,85.41012720655728
17.754650115966797,-136.35894775390625,0.134729266166687,249.04813077178733,49.371360778808594,172.0,0.6016376614570618,135.67942810058594,211.16403507464156,0.406958669424057,0.6561166644096375,52.625152587890625,1.5026838779449463,40.622093023255815,6.466976165771484,81.72113013267517,0.0,172.0,0.0631907656788826,7.0,0.6895028352737427,131.26023864746094,7,130.96990966796875,0.1772022545337677,1.0,202.92598123307644,68.38330078125,0.05066177638540577,7000,198.26446189909367,85.6571609892744
25.1679630279541,-154.72804260253906,0.1272432804107666,252.7781875347327,61.223724365234375,190.0,0.6134757399559021,153.67123413085938,278.8885848753505,0.35438641905784607,0.7089000344276428,63.22617721557617,1.5167155265808105,41.76315789473684,6.538688659667969,93.35347628593445,0.0,190.0,0.1023939698934555,8.0,0.7062246799468994,147.90367126464844,8,148.76052856445312,0.04459331929683685,1.0,219.04843893566976,77.75424194335938,0.04151957869412388,8000,204.4474512533679,85.69579107580977
28.743562698364258,-170.6468505859375,0.12523727118968964,251.57841958356337,71.21842193603516,208.0,0.6265673041343689,172.4950408935547,241.98027597420878,0.2844524681568146,0.7342734336853027,73.80182647705078,1.5341551303863525,43.12019230769231,6.647697448730469,104.89556193351746,0.0,208.0,0.11628037691116333,9.0,0.7311357259750366,168.4709930419922,9,166.77627563476562,0.11358631402254105,1.0,244.24054669861343,86.19598388671875,0.034027141129503384,9000,211.90008670423066,85.7996261624889
41.01930618286133,-185.73843383789062,0.1287350356578827,249.126564542398,78.76761627197266,226.0,0.6401721835136414,190.5152130126953,227.05986917190975,0.24636952579021454,0.7161052227020264,82.9477310180664,1.5507851839065552,44.190265486725664,6.73273229598999,116.50645399093628,0.0,226.0,0.15266264975070953,10.0,0.7178968787193298,166.7198486328125,10,182.74192810058594,0.12650083005428314,1.0,259.027111461592,95.35789489746094,0.027886755354071244,10000,215.965983351539,85.83215485021935
49.280704498291016,-203.03765869140625,0.13136741518974304,247.9593310622674,83.4700698852539,246.0,0.6498544812202454,209.6063232421875,236.28699626096167,0.2079194188117981,0.7393084168434143,89.22578430175781,1.5520256757736206,44.6910569105691,6.872255325317383,128.06076383590698,0.0,246.0,0.06325044482946396,11.0,0.7417729496955872,212.32681274414062,11,200.1207275390625,0.017910445109009743,1.0,252.45177184297896,104.26702117919922,0.023313810312614227,11000,217.17322930029354,85.89672332499167
55.071441650390625,-224.06320190429688,0.1326155960559845,250.3514301002824,89.48119354248047,260.0,0.6556532382965088,227.5586395263672,276.6645195184475,0.20562835037708282,0.7341865301132202,95.69140625,1.564868688583374,46.00769230769231,6.988661766052246,139.710125207901,0.0,260.0,0.16027246415615082,12.0,0.7404838800430298,240.7222442626953,12,217.67892456054688,0.18066704273223877,1.0,266.919063787853,114.9078369140625,0.021962663920618616,12000,222.26336243692728,85.89212830596881
65.70121002197266,-235.8984832763672,0.13645395636558533,248.61594302427903,97.5435791015625,275.0,0.6605716943740845,245.79708862304688,227.79009811223835,0.18504567444324493,0.7297250628471375,103.18141174316406,1.5851444005966187,47.04363636363637,6.978477954864502,151.31950736045837,0.0,275.0,0.08092976361513138,13.0,0.7374248504638672,240.0547332763672,13,234.4317626953125,0.132483571767807,1.0,273.8291692913084,123.57040405273438,0.02152991267583435,13000,226.84065175070262,85.91093261381485
