total/epochs,train/loss_critic,obs_rms_mean,rollout/episode_steps,eval/episodes,rollout/Q_mean,rollout/return_history,total/duration,train/param_noise_distance,eval/Q,rollout/return,reference_Q_mean,total/steps_per_second,total/steps,obs_rms_std,total/episodes,eval/return_history,rollout/episodes,reference_actor_Q_std,reference_perturbed_action_std,reference_perturbed_action_mean,ret_rms_mean,reference_action_std,ret_rms_std,param_noise_stddev,reference_Q_std,rollout/actions_mean,reference_actor_Q_mean,eval/return,train/loss_actor,rollout/actions_std,reference_action_mean
24,6.1524224281311035,0.020200788974761963,311.42857142857144,24.0,-5.034979820251465,-419.9683256731015,1012.1142294406891,0.20317141711711884,-11.5975341796875,-419.9683256731015,22.310619354248047,23.71273844580052,24000,0.42295098304748535,77.0,-558.4420855602488,77.0,10.311103820800781,0.5617626905441284,0.009113974869251251,0.0,0.571908175945282,1.0,0.02240411346542305,10.517354011535645,-0.009835486300289631,24.497404098510742,-862.4444646042954,3.3663244247436523,0.7701467275619507,0.053873348981142044
25,5.5011305809021,0.019776271656155586,320.2564102564103,25.0,-4.076691627502441,-416.72062921260635,1089.7996671199799,0.1894148588180542,25.44156837463379,-416.72062921260635,24.36516571044922,22.939995995839904,25000,0.42375510931015015,78.0,-538.4344912351647,78.0,10.367107391357422,0.6008261442184448,-0.050343841314315796,0.0,0.5547394752502441,1.0,0.023313810312614227,10.570207595825195,-0.00954554695636034,26.439380645751953,-58.252227433148825,-0.08313331753015518,0.7628195285797119,0.03316318243741989
26,6.261198043823242,0.019831940531730652,328.8607594936709,26.0,-2.6881496906280518,-413.4665326055572,1152.2028651237488,0.17071332037448883,7.2118353843688965,-413.4665326055572,26.798725128173828,22.565470705722948,26000,0.422493040561676,79.0,-533.2956417883977,79.0,10.458714485168457,0.5803409218788147,0.14685511589050293,0.0,0.5778550505638123,1.0,0.023782417899897774,10.43655776977539,-0.008264218457043171,28.551010131835938,-404.82440561922147,-3.208209276199341,0.7562218308448792,0.1291021704673767
27,5.502665996551514,0.019971191883087158,337.25,27.0,-3.5693700313568115,-441.1187939853259,1213.906438112259,0.18477562069892883,-2.180795431137085,-441.1187939853259,29.776466369628906,22.24224137239736,27000,0.417795330286026,80.0,-543.7983523882032,80.0,10.083207130432129,0.5811974406242371,0.02359362132847309,0.0,0.5704742670059204,1.0,0.023782417899897774,10.096809387207031,0.0008839131332933903,31.556730270385742,-816.8688279831442,-4.072413444519043,0.764507532119751,0.044457707554101944
28,5.438723564147949,0.01924009807407856,345.4320987654321,28.0,-3.4398081302642822,-453.698467665236,1285.6791162490845,0.19901801645755768,38.544254302978516,-453.698467665236,31.370534896850586,21.77837350402707,28000,0.4153865575790405,81.0,-521.0800106060368,81.0,10.316899299621582,0.5955228209495544,0.16967631876468658,0.0,0.5355991125106812,1.0,0.022854436146078055,10.325757026672363,-0.011724048294126987,33.32353973388672,92.3152175124517,-5.9892096519470215,0.7652841806411743,0.22510787844657898
29,6.664740085601807,0.01967010274529457,346.2439024390244,29.0,-2.021568775177002,-448.3273472434461,1384.2607679367065,0.2584778070449829,31.730972290039062,-448.3273472434461,33.2763557434082,20.949809943126255,29000,0.4148005247116089,82.0,-502.99337188533025,82.0,10.516511917114258,0.5432779788970947,0.18801476061344147,0.0,0.5430815815925598,1.0,0.02240411346542305,10.588041305541992,-0.0033540588337928057,35.09849166870117,3.4325122944550217,-9.194967269897461,0.7586102485656738,0.13771578669548035
30,6.234304904937744,0.0197061225771904,353.92857142857144,30.0,-1.1678392887115479,-441.1371870561493,1441.5797896385193,0.21921002864837646,15.0171537399292,-441.1371870561493,35.20020294189453,20.810502627483835,30000,0.415829598903656,84.0,-508.24390514491114,84.0,10.638936042785645,0.5551126599311829,0.06408749520778656,0.0,0.5412817001342773,1.0,0.02240411346542305,10.541062355041504,-0.0007927842088975012,37.279327392578125,-660.5093696727586,-10.849939346313477,0.7531412243843079,0.0845751166343689
31,6.515143871307373,0.019599847495555878,361.52941176470586,31.0,-0.6706965565681458,-445.939073192854,1529.065568447113,0.18697695434093475,39.796348571777344,-445.939073192854,37.21977996826172,20.273819932707628,31000,0.4146392345428467,85.0,-486.1841775098771,85.0,10.83902645111084,0.5531608462333679,0.04566912353038788,0.0,0.5350347757339478,1.0,0.02240411346542305,10.825345039367676,0.004477129317820072,39.207027435302734,175.6076515411439,-11.148680686950684,0.7508509755134583,0.08147847652435303
32,5.966559410095215,0.019565895199775696,363.8139534883721,32.0,0.6253069043159485,-438.0762557812866,1627.0246169567108,0.19805322587490082,35.510276794433594,-438.0762557812866,39.361663818359375,19.667803219753868,32000,0.414188027381897,86.0,-480.8139944063193,86.0,11.270364761352539,0.5525861978530884,0.05858442932367325,0.0,0.5661678910255432,1.0,0.02240411346542305,11.255476951599121,0.008435847237706184,41.29850769042969,-314.3383181960287,-13.553067207336426,0.7441955804824829,0.1504291594028473
33,7.592190742492676,0.01964215189218521,373.46590909090907,33.0,1.681357502937317,-428.863295577715,1697.086118221283,0.17541669309139252,30.87220001220703,-428.863295577715,40.964134216308594,19.44509453332122,33000,0.4141862690448761,88.0,-475.4902615159876,88.0,11.464406967163086,0.542586624622345,0.09738139808177948,0.0,0.5344826579093933,1.0,0.023313810312614227,11.550683975219727,0.012404954992234707,42.71928405761719,-305.13080902537297,-14.69860553741455,0.7386736273765564,0.0510437972843647
34,7.251032829284668,0.019491467624902725,380.5056179775281,34.0,2.6430983543395996,-426.5235204083821,1794.8428993225098,0.1698645055294037,49.57250213623047,-426.5235204083821,43.17958450317383,18.943162107855684,34000,0.41393572092056274,89.0,-454.966909470626,89.0,11.040780067443848,0.5663505792617798,-0.02995087206363678,0.0,0.5525403022766113,1.0,0.02152991267583435,11.048548698425293,0.014522735029459,44.8780517578125,222.3037080263082,-15.219269752502441,0.7339320778846741,0.1258685290813446
35,11.027153015136719,0.01959899254143238,387.3888888888889,35.0,4.016458988189697,-423.80546371642544,1871.7624804973602,0.2033649981021881,36.53135299682617,-423.80546371642544,44.81117248535156,18.698953721254142,35000,0.4132896661758423,90.0,-446.03478434986624,90.0,10.847365379333496,0.5354653596878052,0.08862435817718506,0.0,0.5565479397773743,1.0,0.021962663920618616,11.016717910766602,0.016045108437538147,46.78837966918945,-142.34253024403526,-18.125200271606445,0.7288362979888916,-0.01644148677587509
36,7.397423267364502,0.019955584779381752,390.9120879120879,36.0,5.452298641204834,-414.15237471938104,1980.2217669487,0.19486111402511597,22.247446060180664,-414.15237471938104,46.31520080566406,18.179781982435216,36000,0.4120527505874634,91.0,-451.5574551007471,91.0,10.81604290008545,0.5733636021614075,0.0003448799252510071,0.0,0.5987539887428284,1.0,0.021962663920618616,11.120389938354492,0.01978396438062191,48.40227508544922,-644.8509313815778,-20.065139770507812,0.7225229740142822,0.020328816026449203
37,7.634410381317139,0.019919803366065025,397.5326086956522,37.0,6.6556830406188965,-410.8642935473249,2050.517835855484,0.21055004000663757,56.526824951171875,-410.8642935473249,48.89994812011719,18.04422246566973,37000,0.4105099141597748,92.0,-431.7400374835257,92.0,11.300606727600098,0.5699229836463928,0.05653277039527893,0.0,0.5431056618690491,1.0,0.023313810312614227,11.370990753173828,0.019324064254760742,50.496177673339844,281.6869967364457,-20.72317123413086,0.7191546559333801,0.08544598519802094
38,6.2059502601623535,0.019906582310795784,404.01075268817203,38.0,7.6636552810668945,-414.3825341036838,2171.64297747612,0.2161697894334793,42.245479583740234,-414.3825341036838,50.281585693359375,17.49827222712434,38000,0.40928003191947937,93.0,-426.248693057062,93.0,11.69994068145752,0.598606288433075,-0.10780000686645508,0.0,0.5334839820861816,1.0,0.022854436146078055,11.778853416442871,0.015717536211013794,52.05210876464844,-223.06894927790563,-23.318391799926758,0.7182085514068604,0.07590673118829727
39,7.8618950843811035,0.020268522202968597,410.3510638297872,39.0,9.008009910583496,-415.83417925461015,2247.4113249778748,0.18985861539840698,62.98222351074219,-415.83417925461015,51.14563751220703,17.353298689274848,39000,0.40766242146492004,94.0,-403.5146808664388,94.0,12.316913604736328,0.5686367750167847,0.0808127373456955,0.0,0.5616252422332764,1.0,0.02240411346542305,12.253508567810059,0.01787453517317772,52.95293045043945,460.3777823772419,-23.86423110961914,0.7144871950149536,0.16480405628681183
40,7.630066394805908,0.02054675482213497,416.5578947368421,40.0,10.301700592041016,-407.99229219842,2343.6988093852997,0.21931993961334229,55.53597640991211,-407.99229219842,53.370513916015625,17.067039433488944,40000,0.4069167375564575,95.0,-401.63976714689,95.0,12.059277534484863,0.5636745691299438,0.044195182621479034,0.0,0.614251434803009,1.0,0.02152991267583435,12.076308250427246,0.02160516194999218,55.159690856933594,-328.51813208448505,-25.987197875976562,0.7101320624351501,0.0016720741987228394
41,8.909372329711914,0.020546140149235725,419.3298969072165,41.0,10.56528091430664,-406.73439889831565,2418.0425601005554,0.2018585354089737,-23.38112449645996,-406.73439889831565,54.31228256225586,16.955863671107178,41000,0.406757116317749,97.0,-422.54427112112324,97.0,12.638964653015137,0.5568438172340393,0.004822056740522385,0.0,0.5780488848686218,1.0,0.0211056883401964,12.64877986907959,0.02059508115053177,56.30241012573242,-1258.7244300904536,-27.12970733642578,0.7108980417251587,0.12917226552963257
42,8.392194747924805,0.02045375667512417,421.7676767676768,42.0,10.050869941711426,-420.8020483869227,2459.3212444782257,0.16593600809574127,28.750972747802734,-420.8020483869227,56.3477783203125,17.077882807827653,42000,0.4058838486671448,99.0,-434.83527609940506,99.0,13.430975914001465,0.6722058653831482,0.025104977190494537,0.0,0.6192790269851685,1.0,0.020689822899908242,13.459901809692383,0.01897907629609108,58.23835372924805,-938.7664802089615,-26.04030990600586,0.7138968110084534,0.02127648890018463
43,9.136898040771484,0.020816568285226822,417.7227722772277,43.0,11.175865173339844,-414.88473278483644,2472.988526582718,0.2015719711780548,18.917667388916016,-412.3796641594551,57.41337585449219,17.387868782156968,43000,0.4054751992225647,101.0,-440.9208592637435,101.0,14.126922607421875,0.6176515221595764,0.09095488488674164,0.0,0.6223701238632202,1.0,0.021962663920618616,14.214507102966309,0.022562051191926003,59.443382263183594,-696.5153521659585,-28.015823364257812,0.7106676697731018,0.05715423822402954
44,11.445854187011719,0.021188974380493164,423.4313725490196,44.0,10.551199913024902,-410.89201152009974,2487.8184065818787,0.21844598650932312,13.749850273132324,-410.65220980368474,59.377952575683594,17.6861783334313,44000,0.4036564230918884,102.0,-461.72281642410707,102.0,13.55419921875,0.6075167655944824,0.08367428183555603,0.0,0.6216626763343811,1.0,0.021962663920618616,13.656826972961426,0.022948576137423515,61.95441436767578,-1356.2069743197394,-26.44806671142578,0.7148966789245605,0.15342050790786743
45,9.51004409790039,0.021406739950180054,429.02912621359224,45.0,11.340862274169922,-419.89346857205106,2501.9961528778076,0.1840059608221054,68.11048126220703,-431.72833134131804,61.76789474487305,17.985639165847953,45000,0.40265998244285583,103.0,-452.4609454751758,103.0,13.420365333557129,0.6212766170501709,0.10786685347557068,0.0,0.6026071906089783,1.0,0.021962663920618616,13.603941917419434,0.025132354348897934,63.789710998535156,-44.93862372219776,-29.558134078979492,0.7136046886444092,0.15277263522148132
46,10.652469635009766,0.021925704553723335,430.6095238095238,46.0,12.54542350769043,-383.29475024592756,2516.6473999023438,0.17561520636081696,72.61492156982422,-424.7583595430035,63.753562927246094,18.27828562784957,46000,0.4016225337982178,105.0,-457.3928113828856,105.0,13.452364921569824,0.6304799914360046,0.11404403299093246,0.0,0.6309272050857544,1.0,0.023313810312614227,13.756034851074219,0.027736205607652664,65.88134002685547,-679.3267772298293,-29.889509201049805,0.7107716202735901,0.18723849952220917
47,9.588299751281738,0.022074885666370392,436.29906542056074,47.0,13.707134246826172,-367.5413623869463,2528.1969363689423,0.2563086450099945,52.01774215698242,-420.1464890670245,65.08268737792969,18.59032392765357,47000,0.4014567732810974,107.0,-452.68280132840044,107.0,13.816837310791016,0.6243350505828857,0.06585832685232162,0.0,0.5949835777282715,1.0,0.02240411346542305,13.618979454040527,0.028897086158394814,67.00279235839844,-236.0223388220821,-31.041465759277344,0.7078288197517395,0.12413033843040466
48,12.948439598083496,0.022199120372533798,436.2110091743119,48.0,14.892282485961914,-353.6560559043571,2540.115676164627,0.2164672315120697,56.46270751953125,-412.3252777365977,65.8576889038086,18.89677720208246,48000,0.4014400839805603,109.0,-449.6885415275545,109.0,13.620855331420898,0.6144180297851562,0.1837940663099289,0.0,0.5905448794364929,1.0,0.02152991267583435,13.371208190917969,0.02952166274189949,67.91421508789062,-308.9583308877919,-32.60530090332031,0.7052327990531921,0.08982954919338226
49,10.133316993713379,0.022444142028689384,439.94545454545454,49.0,15.929959297180176,-337.29860228153086,2554.2783777713776,0.221885547041893,61.70089340209961,-412.29106656898364,66.30366516113281,19.18350028971892,49000,0.40096646547317505,110.0,-446.18086358665244,110.0,14.474438667297363,0.5604996681213379,0.23404265940189362,0.0,0.5477537512779236,1.0,0.021962663920618616,14.36704158782959,0.032007765024900436,68.34681701660156,-277.81232242335415,-32.91875076293945,0.7034043073654175,0.12463883310556412
50,9.296381950378418,0.02272370271384716,444.990990990991,50.0,17.152320861816406,-329.2062079754351,2567.0131661891937,0.18054074048995972,73.8829116821289,-413.7505746627735,67.84220123291016,19.477889968997108,50000,0.39959603548049927,111.0,-439.12193262623094,111.0,14.364712715148926,0.5689375400543213,0.13286584615707397,0.0,0.5397934913635254,1.0,0.02152991267583435,14.203858375549316,0.03562086448073387,69.65345764160156,-93.23431556557738,-34.883323669433594,0.7009834051132202,0.20670005679130554
51,11.793956756591797,0.02287198230624199,449.94642857142856,51.0,18.376806259155273,-329.53963655873014,2666.7003083229065,0.19064536690711975,78.91744995117188,-410.6879358732179,67.53164672851562,19.124758729290434,51000,0.39853376150131226,112.0,-425.637200170269,112.0,14.7158784866333,0.5643295645713806,0.20674210786819458,0.0,0.5610772967338562,1.0,0.021962663920618616,14.689191818237305,0.0379197783768177,69.55793762207031,248.5994226278287,-36.23249816894531,0.6979567408561707,0.07335327565670013
52,11.559064865112305,0.023035144433379173,454.8141592920354,52.0,19.552778244018555,-329.43513378353776,2723.44939160347,0.24202758073806763,75.96826171875,-408.1225827242903,68.76858520507812,19.09343355537231,52000,0.39724087715148926,113.0,-418.44339417818566,113.0,14.85035514831543,0.5668396949768066,0.11429636925458908,0.0,0.5398984551429749,1.0,0.0211056883401964,14.735148429870605,0.039418309926986694,70.53446960449219,-51.559288581934695,-36.806602478027344,0.6951446533203125,0.13952240347862244
53,10.314155578613281,0.023077011108398438,459.5964912280702,53.0,20.573406219482422,-331.0925578574411,2758.0312485694885,0.17147843539714813,54.10800552368164,-406.20180736446105,69.99459838867188,19.216606058212566,53000,0.3960214853286743,114.0,-425.7300574674889,114.0,15.544633865356445,0.5261610150337219,0.3177235424518585,0.0,0.5670942664146423,1.0,0.021962663920618616,15.505378723144531,0.042932234704494476,72.15040588378906,-804.6365485112572,-40.582305908203125,0.6931903958320618,-0.035834699869155884
54,15.564745903015137,0.023147953674197197,460.9310344827586,54.0,21.606767654418945,-336.31910288131417,2773.812196969986,0.23895901441574097,74.29063415527344,-404.05406216249946,70.19290924072266,19.46779239740444,54000,0.3951800465583801,116.0,-419.8924548792503,116.0,16.88011932373047,0.6228839159011841,0.020917844027280807,0.0,0.5711294412612915,1.0,0.022854436146078055,16.82363510131836,0.045674387365579605,72.46524810791016,-110.49951770260301,-42.05418395996094,0.6907893419265747,0.003949686884880066
55,10.959482192993164,0.023289483040571213,465.53846153846155,55.0,22.525190353393555,-334.4583784875501,2819.4725370407104,0.19537343084812164,66.30365753173828,-399.0733005015253,71.38284301757812,19.507194795281617,55000,0.3949596583843231,117.0,-417.6492653291089,117.0,16.31407928466797,0.6127253174781799,0.14480473101139069,0.0,0.5893436074256897,1.0,0.021962663920618616,16.356430053710938,0.04690373316407204,73.62770080566406,-296.51702962147306,-45.45610809326172,0.6891137957572937,0.037633396685123444
