reference_actor_Q_std,rollout/actions_mean,rollout/episodes,total/epochs,obs_rms_std,reference_perturbed_action_mean,reference_Q_std,total/episodes,reference_perturbed_action_std,total/steps_per_second,rollout/return_history,eval/episodes,rollout/Q_mean,ret_rms_mean,eval/return,param_noise_stddev,total/duration,train/loss_actor,total/steps,rollout/return,train/param_noise_distance,reference_action_mean,eval/return_history,ret_rms_std,obs_rms_mean,eval/Q,reference_Q_mean,rollout/actions_std,reference_action_std,rollout/episode_steps,train/loss_critic,reference_actor_Q_mean
4.034527778625488,0.04178055003285408,58723.0,948,0.7096849083900452,-0.3388926088809967,3.8379428386688232,58723.0,0.6243483424186707,92.49152069009858,-19.683041212122045,948.0,-55.833072662353516,0.0,-45.132537594646834,0.008792626553888941,10249.588210105896,56.62315368652344,948000,-35.65038078347943,0.20779868960380554,-0.15358753502368927,-27.492819379673556,1.0,0.022446444258093834,-16.80718421936035,658.162109375,0.929359495639801,0.66737961769104,16.143555336069344,34.019474029541016,664.9173583984375
6.920210361480713,0.04185641184449196,58805.0,949,0.7096643447875977,-0.2348870038986206,5.4476423263549805,58805.0,0.780414342880249,92.48718136628604,-21.222502150797965,949.0,-55.785823822021484,0.0,-20.89372295589774,0.008449541294664952,10260.881410598755,61.5233268737793,949000,-35.630846309461084,0.1857881098985672,-0.1437174677848816,-27.464979609966264,1.0,0.022451411932706833,-10.463777542114258,656.8956298828125,0.9293192028999329,0.7164592146873474,16.138032480231274,80.88931274414062,654.2138671875
9.950092315673828,0.04193400591611862,58880.0,950,0.7096834778785706,-0.2284749150276184,11.414438247680664,58880.0,0.6186121702194214,92.48284948873216,-19.982852073736048,950.0,-55.73855209350586,0.0,-24.60902533257724,0.008283051950460692,10272.174843788147,56.71637725830078,950000,-35.61079128011046,0.21664340794086456,-0.3174058794975281,-27.367930546107974,1.0,0.02246355079114437,-11.713713645935059,656.017822265625,0.9292723536491394,0.526424765586853,16.134001358695652,54.882118225097656,658.570556640625
12.285786628723145,0.042048923671245575,58941.0,951,0.7096744179725647,-0.4893765151500702,12.04558277130127,58941.0,0.45214125514030457,92.47795116252279,-24.338501357905358,951.0,-55.693485260009766,0.0,-13.514320369660311,0.008449541294664952,10283.532323598862,57.40227127075195,951000,-35.60184568437477,0.19795235991477966,-0.5365535616874695,-27.282159185861346,1.0,0.02248189225792885,-8.421748161315918,656.8485107421875,0.9292280673980713,0.41847479343414307,16.134761880524593,32.47933578491211,661.3636474609375
9.270234107971191,0.042039185762405396,59019.0,952,0.7096646428108215,-0.3785674273967743,10.024933815002441,59019.0,0.6899712085723877,92.47374777159455,-18.51929389042932,952.0,-55.64485549926758,0.0,-17.12826962755596,0.008119843104068908,10294.81364107132,62.7203369140625,952000,-35.57635198700816,0.1977759301662445,-0.37460511922836304,-27.21329324102596,1.0,0.02248913049697876,-9.497782707214355,654.12841796875,0.929187536239624,0.7043197154998779,16.130330910384792,40.86614990234375,656.6846923828125
8.52624225616455,0.04202113300561905,59022.0,953,0.7096971869468689,-0.3137143552303314,8.299240112304688,59022.0,0.7272977828979492,92.47011583435797,-18.306495849678534,953.0,-55.87013626098633,0.0,-24.469031133566244,0.008119843104068908,10306.03229379654,59.79396438598633,953000,-35.575746433390286,0.19833916425704956,-0.4546854794025421,-27.230457154834347,1.0,0.022469980642199516,-10.531113624572754,646.033935546875,0.9292495846748352,0.6229156255722046,16.130205686015383,34.14090347290039,642.5494384765625
6.902194023132324,0.04207029193639755,59104.0,954,0.7096362709999084,-0.012578874826431274,7.863635063171387,59104.0,0.7104648947715759,92.46557724005179,-49.63859716535431,954.0,-55.833744049072266,0.0,-17.762450387262867,0.007803009623294559,10317.3529920578,61.40372085571289,954000,-35.60515326948171,0.21915769577026367,-0.24194985628128052,-27.16582046249956,1.0,0.02246962860226631,-8.923784255981445,633.183349609375,0.9292199015617371,0.5178362727165222,16.140988765565783,64.32138061523438,639.458984375
4.562078475952148,0.04218617081642151,59195.0,955,0.7095932364463806,-0.4732605516910553,4.423642158508301,59195.0,0.4555676579475403,92.46092136109962,-20.718005639244986,955.0,-55.78523254394531,0.0,-17.07231916728052,0.008119843104068908,10328.687903404236,54.719905853271484,955000,-35.58226945055067,0.23384782671928406,-0.5467151403427124,-27.13904608725778,1.0,0.022482994943857193,-8.380435943603516,646.5455322265625,0.9291983246803284,0.38346153497695923,16.13310245797787,42.24508285522461,652.35009765625
7.938275337219238,0.042177896946668625,59269.0,956,0.7095690369606018,-0.4206208288669586,8.216639518737793,59269.0,0.5001102685928345,92.45643858205176,-23.384722161528945,956.0,-55.73954391479492,0.0,-24.546306182472403,0.00795985011672278,10340.00459742546,58.525394439697266,956000,-35.567058809824736,0.1768185794353485,-0.4537983238697052,-27.218049380537565,1.0,0.022480454295873642,-10.693081855773926,665.9432983398438,0.929166316986084,0.5194441676139832,16.129696806087498,56.433040618896484,672.554931640625
7.29588508605957,0.04213019832968712,59355.0,957,0.7095557451248169,-0.14829495549201965,7.218441486358643,59355.0,0.7137395739555359,92.45174045999218,-17.75636830207,957.0,-55.691246032714844,0.0,-13.828394646874102,0.007803009623294559,10351.346499681473,57.75786590576172,957000,-35.53978289907036,0.22729121148586273,-0.3489391505718231,-27.175586020278587,1.0,0.022481095045804977,-8.641580581665039,674.4969482421875,0.9291279911994934,0.5352516770362854,16.123241512930672,33.43265914916992,680.03662109375
26.46360206604004,0.042172227054834366,59433.0,958,0.7095359563827515,-0.5011751651763916,28.739877700805664,59433.0,0.39461615681648254,92.44655466564639,-20.224232982357226,958.0,-55.645118713378906,0.0,-43.54839693884644,0.008283051950460692,10362.744219779968,57.11361312866211,958000,-35.51994698712961,0.19634857773780823,-0.4885357618331909,-27.472196033037076,1.0,0.02248237654566765,-19.03936004638672,673.029296875,0.9290880560874939,0.27093496918678284,16.118755573502938,64.05335998535156,677.3255615234375
6.68022346496582,0.04220060631632805,59499.0,959,0.7095125913619995,-0.7753242254257202,6.703625202178955,59499.0,0.3058854639530182,92.4416633615137,-22.72959451460464,959.0,-55.613346099853516,0.0,-22.336193745150442,0.008449541294664952,10374.110169887543,60.17740249633789,959000,-35.50830430438642,0.24028296768665314,-0.7956470251083374,-27.488108189189642,1.0,0.02248411625623703,-12.390717506408691,685.725830078125,0.9290521144866943,0.24417588114738464,16.117867527185332,26.588350296020508,687.2127075195312
3.9378244876861572,0.04222340136766434,59571.0,960,0.7094981670379639,-0.6665921211242676,3.1018619537353516,59571.0,0.3687622547149658,92.43643117917686,-20.345334048965825,960.0,-55.5675048828125,0.0,-19.537031193593965,0.008283051950460692,10385.515621423721,56.21742248535156,960000,-35.49165694121885,0.24371875822544098,-0.524669885635376,-27.44811632014415,1.0,0.022489167749881744,-9.605350494384766,681.7583618164062,0.9290153980255127,0.4323728680610657,16.115190277148276,30.935897827148438,685.0819091796875
5.40739107131958,0.04230267181992531,59660.0,961,0.7094714641571045,-0.13292859494686127,4.5779948234558105,59660.0,0.6449453234672546,92.43192912177588,-18.296380731395775,961.0,-55.52058029174805,0.0,-15.838916687865767,0.008449541294664952,10396.840238332748,56.2646598815918,961000,-35.46602846763319,0.21301710605621338,-0.4218049943447113,-27.35775566939961,1.0,0.022494185715913773,-8.006141662597656,681.0556030273438,0.9289619326591492,0.4234626591205597,16.107945021790144,42.685264587402344,684.63134765625
4.418861389160156,0.04234806075692177,59750.0,962,0.7094494104385376,-0.6088366508483887,3.705472707748413,59750.0,0.4429556429386139,92.42722847822898,-18.63417913741748,962.0,-55.473934173583984,0.0,-10.815830742227439,0.008619377074687717,10408.188321113586,56.082069396972656,962000,-35.44114814241347,0.18624421954154968,-0.6003443598747253,-27.249958630357977,1.0,0.02250019833445549,-7.481384754180908,695.1656494140625,0.9289212822914124,0.42137300968170166,16.10036820083682,43.584434509277344,697.555908203125
6.443179607391357,0.04236721247434616,59837.0,963,0.7094212174415588,-0.6697088479995728,6.967135906219482,59837.0,0.39925292134284973,92.42230065197417,-16.34267662653727,963.0,-55.42565155029297,0.0,-13.706520951250425,0.008619377074687717,10419.563170433044,56.635963439941406,963000,-35.41399684084774,0.20323020219802856,-0.42921173572540283,-27.12746136147832,1.0,0.022503454238176346,-8.411795616149902,690.5423583984375,0.9288725256919861,0.4473485052585602,16.093520731320087,76.67910766601562,694.8071899414062
5.3122239112854,0.042389288544654846,59913.0,964,0.7093857526779175,-0.7589343786239624,4.905898571014404,59913.0,0.31419190764427185,92.41771833470038,-21.127448487917285,964.0,-55.379268646240234,0.0,-16.575595245457606,0.008792626553888941,10430.90023612976,58.22239303588867,964000,-35.39713337036263,0.21549323201179504,-0.7488137483596802,-27.073464611093627,1.0,0.022505519911646843,-8.117424964904785,692.39208984375,0.9288325309753418,0.31007540225982666,16.089880326473388,37.6455192565918,696.12744140625
7.7968645095825195,0.0422762855887413,59990.0,965,0.7093542814254761,-0.7270132303237915,7.036977767944336,59990.0,0.307538241147995,92.41301579389953,-20.896341504470406,965.0,-55.332576751708984,0.0,-22.257382139422376,0.008792626553888941,10442.252010822296,55.74448776245117,965000,-35.377764012200345,0.16230274736881256,-0.5783087015151978,-27.064348556368238,1.0,0.022494599223136902,-11.17318058013916,692.0939331054688,0.9287958741188049,0.32391008734703064,16.08583097182864,77.6968994140625,693.694580078125
5.5259013175964355,0.04231249541044235,60070.0,966,0.7093295454978943,-0.45100486278533936,5.645811557769775,60070.0,0.5481305122375488,92.40850054380712,-19.463972754152604,966.0,-55.28603744506836,0.0,-12.981007688250878,0.008792626553888941,10453.583753824234,59.4970817565918,966000,-35.356627689235324,0.2217486947774887,-0.6307117342948914,-26.928220661979957,1.0,0.022502487525343895,-8.482904434204102,687.0345458984375,0.9287404417991638,0.3788628578186035,16.08115531879474,43.6906623840332,690.6181640625
