train/loss_critic,train/loss_actor,rollout/actions_mean,eval/return_history,reference_actor_Q_std,rollout/episodes,rollout/actions_std,reference_actor_Q_mean,eval/return,train/param_noise_distance,reference_perturbed_action_std,reference_Q_std,obs_rms_mean,rollout/episode_steps,obs_rms_std,total/duration,ret_rms_mean,total/episodes,reference_action_mean,eval/episodes,reference_action_std,eval/Q,total/epochs,reference_Q_mean,reference_perturbed_action_mean,ret_rms_std,rollout/return_history,rollout/Q_mean,param_noise_stddev,total/steps,rollout/return,total/steps_per_second
0.046014342457056046,-6.574220657348633,-0.01902216486632824,-395.70103009623637,0.8232641816139221,1.0,0.7190125584602356,6.898799419403076,-395.70103009623637,0.7190555930137634,0.7802428603172302,0.9805207848548889,0.16204941272735596,1000.0,2.7187795639038086,33.83199620246887,0.0,1.0,0.03269215300679207,1.0,0.8213261365890503,8.010808944702148,1,6.162107467651367,-0.09541554003953934,1.0,-266.05446120381083,2.7102580070495605,0.13978498992545177,1000,-266.05446120381083,29.55781840407707
0.15178430080413818,-15.71873664855957,-0.08769645541906357,-479.6122903672425,1.2478015422821045,2.0,0.7443956136703491,16.06400489807129,-563.5235506382486,0.6482494175434113,0.6808478236198425,1.3208023309707642,0.07464014738798141,1000.0,2.0903682708740234,68.64323377609253,0.0,2.0,0.13686706125736237,2.0,0.6620664596557617,13.763402938842773,2,15.371676445007324,0.2500621974468231,1.0,-323.01997901788263,6.957155704498291,0.09388702724900437,2000,-323.01997901788263,29.13615647135453
0.2757636308670044,-24.24161148071289,0.020241379737854004,-458.75661169021174,1.018924355506897,3.0,0.7295836806297302,23.960346221923828,-417.04525433615026,0.49552638828754425,0.7457717657089233,1.1966824531555176,0.05736096575856209,1000.0,1.9162572622299194,103.6036684513092,0.0,3.0,-0.017081087455153465,3.0,0.6953699588775635,25.24150276184082,3,23.224918365478516,-0.030451873317360878,1.0,-280.4510998466653,11.33243465423584,0.06305951655006926,3000,-280.4510998466653,28.956503614637114
0.3468606173992157,-29.76535415649414,-0.017264215275645256,-369.3264138486006,0.9413796067237854,4.0,0.7380259037017822,29.543533325195312,-101.03582032376731,0.39306528866291046,0.6128075122833252,1.0224982500076294,0.03881320357322693,1000.0,1.965132713317871,138.69870448112488,0.0,4.0,-0.0977998599410057,4.0,0.6250417232513428,30.75670051574707,4,28.885541915893555,-0.11079990118741989,1.0,-298.1393697460553,15.011290550231934,0.04235412222587577,4000,-298.1393697460553,28.839490714524654
0.5439004302024841,-36.1522102355957,-0.037775587290525436,-311.47572485325804,1.2933226823806763,5.0,0.7231526374816895,35.330360412597656,-80.0729688718877,0.2632182613015175,0.6748999953269958,1.351096749305725,0.06245831027626991,1000.0,2.222240686416626,174.98083329200745,0.0,5.0,0.07131164520978928,5.0,0.6999177932739258,36.71237564086914,5,34.637413024902344,0.019772211089730263,1.0,-226.83921323627365,18.533428192138672,0.028447279136688076,5000,-226.83921323627365,28.57455817264292
1.209057092666626,-42.28346633911133,0.020170507952570915,-325.93462292726156,1.145576000213623,6.0,0.7062193751335144,41.64821243286133,-398.2291132972792,0.1844364032149315,0.722841739654541,1.1940069198608398,0.07460413128137589,1000.0,2.0833587646484375,211.4902105331421,0.0,6.0,-0.31946226954460144,6.0,0.7145357131958008,42.93486785888672,6,41.019126892089844,-0.2634613811969757,1.0,-226.16521097449092,22.000629425048828,0.02240411346542305,6000,-226.16521097449092,28.370107462065036
0.9877812266349792,-48.06467819213867,-8.534531662007794e-05,-289.44842000450546,1.1347938776016235,7.0,0.6987680792808533,46.73170471191406,-70.53120246796895,0.185551717877388,0.6595537662506104,1.2380540370941162,0.05622920021414757,1000.0,2.1588268280029297,251.35337710380554,0.0,7.0,-0.0415596105158329,7.0,0.6685293912887573,49.09097671508789,7,46.07360076904297,-0.13466058671474457,1.0,-281.78294955289704,25.139968872070312,0.023782417899897774,7000,-281.78294955289704,27.849237916183217
1.3832224607467651,-54.321834564208984,0.028751149773597717,-266.43408307150776,1.069506049156189,8.0,0.6862403750419617,54.020450592041016,-105.33372454052372,0.2088354229927063,0.6923255920410156,1.0877803564071655,0.06323970854282379,1000.0,2.0901787281036377,286.71845507621765,0.0,8.0,-0.07400455325841904,8.0,0.7021499276161194,55.19120788574219,8,53.3379020690918,-0.05629575625061989,1.0,-273.8179334562196,28.595073699951172,0.021962663920618616,8000,-273.8179334562196,27.901936057354174
0.9703603982925415,-59.14629364013672,0.03572581708431244,-271.925868059897,0.9001793265342712,9.0,0.6833284497261047,59.13430404663086,-315.8601479670111,0.18646949529647827,0.7144402265548706,1.0151584148406982,0.06404236704111099,1000.0,2.089883327484131,321.6096112728119,0.0,9.0,-0.12594293057918549,9.0,0.6882994771003723,59.03411102294922,9,58.48357009887695,-0.060066211968660355,1.0,-231.86370582568856,31.896610260009766,0.02152991267583435,9000,-231.86370582568856,27.98423829555755
0.8536747097969055,-62.8203239440918,0.051553353667259216,-269.9601261591197,1.1177862882614136,10.0,0.6814963817596436,62.30427932739258,-252.2684490521238,0.178653284907341,0.631662905216217,1.1356310844421387,0.07756323367357254,1000.0,2.1169073581695557,356.54744815826416,0.0,10.0,-0.28816550970077515,10.0,0.6701074242591858,61.18312454223633,10,61.6478157043457,-0.3517966568470001,1.0,-237.27779094833198,34.71548080444336,0.021962663920618616,10000,-237.27779094833198,28.04675801679333
