train/param_noise_distance,reference_Q_std,rollout/actions_std,obs_rms_mean,rollout/return,rollout/episode_steps,reference_perturbed_action_mean,eval/episodes,reference_perturbed_action_std,eval/Q,train/loss_actor,reference_actor_Q_std,param_noise_stddev,eval/return,reference_action_mean,total/epochs,rollout/return_history,total/steps,eval/return_history,train/loss_critic,rollout/actions_mean,reference_Q_mean,rollout/Q_mean,reference_action_std,ret_rms_mean,obs_rms_std,reference_actor_Q_mean,total/duration,total/steps_per_second,rollout/episodes,ret_rms_std,total/episodes
0.3431137502193451,0.9414438605308533,0.4800174832344055,-0.08016195893287659,-102.73466044915257,1000.0,0.14450712502002716,1.0,0.7556067705154419,1.5582516193389893,-3.2204580307006836,0.6905237436294556,0.17399259391533256,-442.11133523738454,0.34721097350120544,1,-102.73466044915257,1000,-442.11133523738454,0.05603291094303131,-0.42832398414611816,2.475116729736328,1.2853920459747314,0.8002058863639832,0.0,1.7337003946304321,3.290292263031006,11.51988434791565,86.80642702640804,1.0,1.0,1.0
0.5945031046867371,1.5666369199752808,0.702460527420044,-0.03919867053627968,-437.18022054454036,1000.0,-0.01881570555269718,2.0,0.6882598996162415,1.693033218383789,-2.31679368019104,1.563847303390503,0.14838458355742482,-185.1853503522205,-0.13585223257541656,2,-437.18022054454036,2000,-313.6483427948025,0.14437973499298096,-0.15566809475421906,5.0342607498168945,0.5850617289543152,0.5242701172828674,0.0,1.6286702156066895,5.353257179260254,22.707310914993286,88.07736008403492,2.0,1.0,2.0
0.47579845786094666,1.9773863554000854,0.6965343356132507,-0.034641530364751816,-336.73217159426605,1000.0,-0.14852210879325867,3.0,0.6616904735565186,7.295018196105957,-4.583609104156494,1.749474048614502,0.12160776493778987,221.87797575391772,-0.13189707696437836,3,-336.73217159426605,3000,-135.13956994522908,0.2676664888858795,-0.15890201926231384,7.421226501464844,1.3988652229309082,0.5693628191947937,0.0,1.4795541763305664,8.107601165771484,33.815722942352295,88.71612785313746,3.0,1.0,3.0
0.45647814869880676,1.8507866859436035,0.6967712640762329,-0.03624310344457626,-306.8451948507769,1000.0,-0.21178223192691803,4.0,0.8090535998344421,9.087759017944336,-7.204287528991699,1.5519465208053589,0.09966297130484332,1.4446596910946208,-0.13467900454998016,4,-306.8451948507769,4000,-100.99351253614816,0.25944313406944275,-0.1718202531337738,9.964754104614258,2.602332592010498,0.5676096677780151,0.0,1.4802583456039429,10.553509712219238,45.08669376373291,88.7179712258596,4.0,1.0,4.0
0.584936261177063,1.964707374572754,0.7359106540679932,-0.04466637596487999,-347.1736538318179,1000.0,-0.1724148988723755,5.0,0.6427547335624695,12.045120239257812,-9.960247039794922,1.6406739950180054,0.08167823703026889,94.24156646724775,-0.1639167219400406,5,-347.1736538318179,5000,-61.946496735468976,0.19617155194282532,-0.19824841618537903,11.72362232208252,4.467638969421387,0.5960813164710999,0.0,1.3496761322021484,12.399797439575195,56.21829605102539,88.9390172100174,5.0,1.0,5.0
0.36946845054626465,2.12784481048584,0.7265068292617798,-0.034359052777290344,-236.89540054821362,1000.0,-0.33830681443214417,6.0,0.5829858183860779,15.783778190612793,-12.157038688659668,1.8459781408309937,0.06693894750505577,617.974950961737,-0.20244081318378448,6,-236.89540054821362,6000,51.373744547398694,0.25903865694999695,-0.19508862495422363,13.402360916137695,5.91986608505249,0.5675541758537292,0.0,1.5639911890029907,14.052359580993652,67.35646533966064,89.07830851490803,6.0,1.0,6.0
0.31108513474464417,1.9359573125839233,0.7183000445365906,-0.033416539430618286,-166.228041349099,1000.0,-0.2473602443933487,7.0,0.597487211227417,16.61708641052246,-14.77215576171875,1.7279030084609985,0.054859444277966955,204.6069890986959,-0.21185587346553802,7,-166.228041349099,7000,73.26420805472686,0.36563819646835327,-0.2153777927160263,15.696418762207031,7.315190315246582,0.6099683046340942,0.0,1.5634857416152954,16.333045959472656,78.49273610115051,89.18022670249862,7.0,1.0,7.0
0.1932072788476944,2.2412285804748535,0.709308922290802,-0.03732825443148613,-185.83895937605664,1000.0,-0.25660133361816406,8.0,0.5231868028640747,19.089458465576172,-16.945140838623047,2.0239408016204834,0.045863445263280886,326.67119223365296,-0.25266483426094055,8,-185.83895937605664,8000,104.9400810770926,0.6202794909477234,-0.2295399159193039,18.035686492919922,8.317813873291016,0.5526825189590454,0.0,1.5212546586990356,18.808645248413086,89.66654133796692,89.21945555864339,8.0,1.0,8.0
0.20853252708911896,2.0577261447906494,0.6939420700073242,-0.03626468777656555,-140.3408179955621,1000.0,-0.3561127185821533,9.0,0.5222499966621399,23.068601608276367,-19.542465209960938,1.9403998851776123,0.039899499036260555,543.7270819453945,-0.31414636969566345,9,-140.3408179955621,9000,153.6941922846817,0.5934146642684937,-0.23404560983181,20.701583862304688,9.681441307067871,0.5279496908187866,0.0,1.537611484527588,21.36865997314453,100.83196473121643,89.2574098302153,9.0,1.0,9.0
0.19105295836925507,2.083250045776367,0.6858534216880798,-0.033935461193323135,-83.19312903627758,1000.0,-0.1220138669013977,10.0,0.6573216915130615,25.49536895751953,-22.227432250976562,2.058593988418579,0.039899499036260555,552.3031345030362,-0.26733434200286865,10,-83.19312903627758,10000,193.55508650651714,0.627652645111084,-0.23974701762199402,22.892980575561523,11.089377403259277,0.5669814348220825,0.0,1.5557223558425903,23.48109245300293,111.9945056438446,89.29009456768486,10.0,1.0,10.0
0.2610245645046234,2.293192148208618,0.6865604519844055,-0.0284846443682909,-21.045943335719326,1000.0,-0.3010845184326172,11.0,0.564396321773529,28.458362579345703,-24.98902130126953,2.2342352867126465,0.03612049597631193,670.7492103326655,-0.25630277395248413,11,-21.045943335719326,11000,236.93637049071242,0.7000313401222229,-0.2310476452112198,24.88921356201172,12.525036811828613,0.5629377365112305,0.0,1.6091899871826172,25.638280868530273,123.0892641544342,89.36603915511938,11.0,1.0,11.0
0.15425153076648712,2.348233938217163,0.6790851950645447,-0.027330175042152405,18.376216092147946,1000.0,-0.1538642793893814,12.0,0.6257596611976624,31.744199752807617,-28.11797332763672,2.2511255741119385,0.034711086666206405,776.5406058319073,-0.2157880663871765,12,18.376216092147946,12000,281.9033901024787,1.4818930625915527,-0.23246879875659943,27.869340896606445,13.908737182617188,0.5964418649673462,0.0,1.626526951789856,28.68541717529297,134.20479536056519,89.41558286169919,12.0,1.0,12.0
0.19870132207870483,2.3573710918426514,0.6745982766151428,-0.02369355596601963,64.47954954086968,1000.0,-0.06029015779495239,13.0,0.6428442597389221,34.968379974365234,-31.636219024658203,2.211527109146118,0.034027141129503384,890.360963545372,-0.07128307223320007,13,64.47954954086968,13000,328.70781882885507,1.3928509950637817,-0.22695983946323395,30.668292999267578,15.353089332580566,0.6274387240409851,0.0,1.6444391012191772,31.517526626586914,145.3225553035736,89.45617542193273,13.0,1.0,13.0
0.21664592623710632,2.2699286937713623,0.6789899468421936,-0.019226476550102234,88.5671032719071,1000.0,-0.18307626247406006,14.0,0.5974089503288269,38.11780548095703,-34.612396240234375,2.195024013519287,0.03335667202186392,915.7272450493322,-0.14691929519176483,14,88.5671032719071,14000,370.6377778446034,1.2043930292129517,-0.2073649764060974,34.156768798828125,16.71864128112793,0.6040189266204834,0.0,1.6716474294662476,34.886253356933594,156.44201636314392,89.49002528516534,14.0,1.0,14.0
0.20848922431468964,2.263622999191284,0.6763859391212463,-0.015318796969950199,126.99931659950917,1000.0,-0.12386106699705124,15.0,0.6555019617080688,40.68583679199219,-37.479530334472656,2.1745736598968506,0.032055106170371106,756.5670626135305,-0.17912013828754425,15,126.99931659950917,15000,396.36639682919855,2.415339708328247,-0.20024605095386505,36.6563606262207,18.188570022583008,0.6119039058685303,0.0,1.69922935962677,37.58102798461914,167.5544204711914,89.52315288261246,15.0,1.0,15.0
0.1783445030450821,2.4251418113708496,0.6776366829872131,-0.012836823239922523,134.61018072969847,1000.0,-0.1860089898109436,16.0,0.6183083653450012,43.470191955566406,-40.326263427734375,2.288356065750122,0.03269941380439557,828.0428253968706,-0.26582762598991394,16,134.61018072969847,16000,423.34617361467815,1.5327363014221191,-0.1917755901813507,39.2889404296875,19.468191146850586,0.5542321801185608,0.0,1.7169256210327148,40.22309875488281,178.69792318344116,89.53657499183863,16.0,1.0,16.0
0.14739255607128143,2.4007139205932617,0.6765042543411255,-0.008908085525035858,178.32002071699438,1000.0,-0.2930532991886139,17.0,0.587781548500061,46.945613861083984,-43.2606201171875,2.3841404914855957,0.032055106170371106,840.9900960200775,-0.30315688252449036,17,178.32002071699438,17000,447.9134631679369,1.246951699256897,-0.18442830443382263,42.28689956665039,20.972169876098633,0.5592297911643982,0.0,1.7299818992614746,43.069068908691406,189.84593987464905,89.54629217366836,17.0,1.0,17.0
0.18995223939418793,2.3267595767974854,0.6725026369094849,-0.007306909654289484,203.97503834073606,1000.0,-0.27987873554229736,18.0,0.6010003089904785,49.56517028808594,-46.4630012512207,2.369786024093628,0.03142349394213421,707.0592964131662,-0.2957880198955536,18,203.97503834073606,18000,462.310453903783,3.465388536453247,-0.18591663241386414,45.00335693359375,22.44908905029297,0.55911785364151,0.0,1.7348639965057373,45.98512268066406,201.02831530570984,89.53962516487718,18.0,1.0,18.0
0.23157191276550293,2.4909780025482178,0.6699166893959045,-0.0073233479633927345,215.74306435244543,1000.0,-0.24838341772556305,19.0,0.5571463108062744,53.091026306152344,-49.381587982177734,2.405543804168701,0.030804326970036468,952.59524748002,-0.24600493907928467,19,215.74306435244543,19000,488.11491672358494,0.8607711791992188,-0.18813781440258026,48.02991485595703,23.880861282348633,0.5517904162406921,0.0,1.7409003973007202,48.8071174621582,212.11534357070923,89.57390672526384,19.0,1.0,19.0
0.18814949691295624,2.4580159187316895,0.6683011651039124,-0.005055289715528488,248.0794957223339,1000.0,-0.41864171624183655,20.0,0.4868922531604767,56.0364875793457,-52.3369255065918,2.427827835083008,0.0314234939421342,1134.8983601275554,-0.31016331911087036,20,248.0794957223339,20000,520.4540888937835,4.875314712524414,-0.18394018709659576,50.35651397705078,25.390832901000977,0.5453468561172485,0.0,1.746857762336731,51.34376907348633,223.39927911758423,89.52580365970285,20.0,1.0,20.0
0.21159961819648743,2.719369649887085,0.6640049815177917,-0.004133129492402077,281.7163503544299,1000.0,-0.4863528311252594,21.0,0.49161508679389954,59.4708366394043,-55.28095626831055,2.7121269702911377,0.0320551061703711,1056.1345046435758,-0.36129453778266907,21,281.7163503544299,21000,545.9626801199641,2.596926689147949,-0.1855725198984146,53.453407287597656,26.917566299438477,0.5281078219413757,0.0,1.755255937576294,54.482391357421875,234.77091932296753,89.44889793233254,21.0,1.0,21.0
0.18780045211315155,2.4667365550994873,0.6606069803237915,-0.003731945063918829,306.76712256897935,1000.0,-0.34175658226013184,22.0,0.5466930270195007,62.38458251953125,-58.40739440917969,2.4436216354370117,0.03402714112950338,1122.4050361403777,-0.3334203064441681,22,306.76712256897935,22000,572.1646053936192,6.272792339324951,-0.189927875995636,56.410125732421875,28.44927215576172,0.5402423143386841,0.0,1.7597696781158447,57.51952362060547,246.12470650672913,89.38558144872187,22.0,1.0,22.0
0.22603823244571686,2.7054495811462402,0.6609790325164795,-0.0011407932033762336,330.0632022649254,1000.0,-0.39890894293785095,23.0,0.556890070438385,65.68486022949219,-62.008018493652344,2.715864658355713,0.030804326970036468,1138.8381414095097,-0.2874928414821625,23,330.0632022649254,23000,596.8025852203971,5.655550956726074,-0.19022904336452484,59.71187210083008,29.987361907958984,0.5609426498413086,0.0,1.7706329822540283,60.918785095214844,257.448930978775,89.33810644525923,23.0,1.0,23.0
0.18905441462993622,2.4015414714813232,0.6585894227027893,-0.0011711361585184932,349.42324974245724,1000.0,-0.4448412358760834,24.0,0.4749433100223541,68.49683380126953,-65.16680908203125,2.524045705795288,0.0314234939421342,1207.1440729012688,-0.3709644079208374,24,349.42324974245724,24000,622.2334805404333,6.229830741882324,-0.19627384841442108,62.26849365234375,31.519922256469727,0.5318877100944519,0.0,1.7811620235443115,63.475616455078125,268.79600715637207,89.28704058478816,24.0,1.0,24.0
0.20134574174880981,2.4820120334625244,0.655681312084198,-0.0005627803620882332,375.63843410577994,1000.0,-0.4278670847415924,25.0,0.5520808100700378,71.6063003540039,-68.36279296875,2.644009828567505,0.0320551061703711,861.2635580810671,-0.38957786560058594,25,375.63843410577994,25000,631.7946836420588,4.918655872344971,-0.20011503994464874,66.37200927734375,33.07603454589844,0.5445631146430969,0.0,1.7787410020828247,67.38168334960938,279.9529664516449,89.30071474816162,25.0,1.0,25.0
