eval/episodes,ret_rms_mean,reference_actor_Q_std,train/loss_critic,rollout/episode_steps,total/duration,total/steps_per_second,reference_Q_std,rollout/actions_mean,total/epochs,reference_perturbed_action_std,rollout/episodes,rollout/actions_std,reference_perturbed_action_mean,param_noise_stddev,total/steps,reference_actor_Q_mean,ret_rms_std,eval/Q,rollout/return_history,rollout/return,train/loss_actor,reference_action_std,reference_action_mean,rollout/Q_mean,reference_Q_mean,obs_rms_mean,eval/return_history,eval/return,train/param_noise_distance,total/episodes,obs_rms_std
11.0,0.0,1.993665337562561,3.071526527404785,1000.0,366.430543422699,30.01933162354007,2.249880790710449,0.12207313627004623,11,0.663124680519104,11.0,0.690654456615448,0.1360868662595749,0.02733727610437334,11000,71.94284057617188,1.0,71.16307830810547,-171.05885046408468,-171.05885046408468,-70.92308044433594,0.6425489783287048,0.16463609039783478,38.16669845581055,71.2873306274414,0.09379584342241287,-193.37090448984455,-230.51268461590354,0.21619705855846405,11.0,1.688238501548767
12.0,0.0,1.7796123027801514,4.023983955383301,1000.0,399.69068145751953,30.023216844187047,2.1608574390411377,0.1283319890499115,12,0.6663776636123657,12.0,0.6846925616264343,0.1489454060792923,0.028447279136688076,12000,75.4576416015625,1.0,77.16283416748047,-142.9059152698006,-142.9059152698006,-74.4222640991211,0.6717183589935303,0.15943078696727753,41.30001449584961,74.61659240722656,0.09739058464765549,-163.48057651438438,165.3130312156774,0.18394756317138672,12.0,1.7734633684158325
13.0,0.0,1.7787400484085083,2.8622429370880127,1000.0,433.0377197265625,30.020479528223834,2.003136157989502,0.1375889927148819,13,0.6239287853240967,13.0,0.677365243434906,0.09119027853012085,0.025245515830755405,13000,77.952880859375,1.0,74.95549011230469,-119.00719254227168,-119.00719254227168,-77.4305191040039,0.6243272423744202,0.09057431668043137,44.14809799194336,77.19200134277344,0.10208074748516083,-169.590801264659,-242.9134982679546,0.24299215525388718,13.0,1.8279390335083008
14.0,0.0,1.6490885019302368,8.559861183166504,1000.0,466.22712993621826,30.0282825710191,2.419830083847046,0.10796944797039032,14,0.594059407711029,14.0,0.6904198527336121,0.26564669609069824,0.025245515830755405,14000,80.48688507080078,1.0,82.14259338378906,-128.04480577264837,-128.04480577264837,-78.56683349609375,0.6255473494529724,0.16629277169704437,46.31250762939453,79.6893081665039,0.10232561826705933,-118.03401065521768,552.2042672675195,0.22560793161392212,14.0,1.8522391319274902
15.0,0.0,1.6948373317718506,4.168380260467529,1000.0,499.3454155921936,30.039326549560695,2.2611048221588135,0.12369194626808167,15,0.635221540927887,15.0,0.6873182058334351,-0.02755340375006199,0.02575295069895359,15000,83.23823547363281,1.0,84.71015930175781,-96.40892642181504,-96.40892642181504,-82.35641479492188,0.6269146800041199,0.0315127968788147,48.77804183959961,82.19203186035156,0.1086244136095047,-62.37990567533735,716.7775640429874,0.16885342448949814,15.0,1.943127155303955
16.0,0.0,1.8831219673156738,5.081788539886475,1000.0,532.380081653595,30.053716416856403,2.166944980621338,0.12466753274202347,16,0.6125549077987671,16.0,0.685132622718811,0.006947547197341919,0.023782417899897774,16000,85.99005126953125,1.0,85.89543151855469,-56.163420594408294,-56.163420594408294,-85.80670928955078,0.6033970713615417,0.054707497358322144,51.09434509277344,85.08727264404297,0.109893299639225,-66.33274072347793,-125.6252664455864,0.2255232334136963,16.0,2.092836618423462
17.0,0.0,1.7924035787582397,5.734966278076172,1000.0,565.4712681770325,30.063419587708918,2.115053176879883,0.11891065537929535,17,0.678368330001831,17.0,0.6850448250770569,0.023163070902228355,0.023782417899897774,17000,89.72282409667969,1.0,88.01941680908203,-80.7949628388594,-80.7949628388594,-88.65042114257812,0.642630398273468,-0.031558215618133545,53.101802825927734,88.91500854492188,0.11238297075033188,-61.059012913556096,23.32063204519321,0.19057036936283112,17.0,2.181391716003418
18.0,0.0,2.7400639057159424,3.083698034286499,1000.0,598.9458956718445,30.052797974029346,2.869471549987793,0.11118536442518234,18,0.7021304368972778,18.0,0.689531147480011,0.09971845895051956,0.024748079434129402,18000,92.73541259765625,1.0,85.3843002319336,-84.83512160665062,-84.83512160665062,-91.01325988769531,0.7012653946876526,0.0956023633480072,54.96522521972656,91.94415283203125,0.11371337622404099,-76.03721653497729,-330.6666780991374,0.2358655259013176,18.0,2.2287051677703857
19.0,0.0,2.7285752296447754,4.065347194671631,1000.0,632.7552802562714,30.027406475857198,2.8717987537384033,0.12180176377296448,19,0.6951636672019958,19.0,0.6913559436798096,-0.08076541870832443,0.025245515830755405,19000,97.373291015625,1.0,99.69552612304688,-72.40934897973146,-72.40934897973146,-94.5173568725586,0.7053865790367126,-0.0021066814661026,57.100643157958984,96.38349914550781,0.11414417624473572,-51.49698918901267,390.22710303835026,0.21112648397684097,19.0,2.3001182079315186
20.0,0.0,2.889768123626709,9.510315895080566,1000.0,666.583909034729,30.00372455579032,3.1214401721954346,0.10899952054023743,20,0.6734321117401123,20.0,0.7047953605651855,0.04399073123931885,0.022854436146078055,20000,103.1195068359375,1.0,105.21269989013672,-86.84826139510102,-86.84826139510102,-98.41124725341797,0.6768499612808228,0.20753268897533417,58.49101257324219,102.1947250366211,0.1158134862780571,-35.65256805286926,265.3914335338555,0.23247484117746353,20.0,2.273209571838379
21.0,0.0,2.8990519046783447,7.356251239776611,1000.0,700.4155964851379,29.982199290511655,3.0334014892578125,0.10898292809724808,21,0.639926016330719,21.0,0.7089020013809204,0.007738001644611359,0.02240411346542305,21000,108.45144653320312,1.0,110.3454360961914,-116.48126205214815,-116.48126205214815,-101.91545104980469,0.6451075077056885,0.06984054297208786,60.147560119628906,107.50755310058594,0.11772796511650085,-18.06416621345364,333.7038705748589,0.22074274718761444,21.0,2.359445810317993
22.0,0.0,3.195678472518921,8.646231651306152,1000.0,733.8996298313141,29.976851201105895,3.5937283039093018,0.11592904478311539,22,0.6891422271728516,22.0,0.7043508887290955,-0.005641015712171793,0.02426044449968572,22000,114.68887329101562,1.0,116.75949096679688,-86.99265251338437,-86.99265251338437,-106.0883560180664,0.6763213276863098,0.1514262557029724,62.587432861328125,113.47517395019531,0.12040090560913086,-7.610031413676831,211.9267993816361,0.2304374799132347,22.0,2.4012889862060547
23.0,0.0,3.4162375926971436,5.523234844207764,1000.0,767.0003833770752,29.986947201684337,3.4656147956848145,0.11603738367557526,23,0.6754157543182373,23.0,0.7019538879394531,0.1146690770983696,0.025245515830755405,23000,119.17887878417969,1.0,121.08218383789062,-67.4992290418615,-67.4992290418615,-110.22491455078125,0.6868669986724854,0.18256573379039764,65.05464172363281,118.26604461669922,0.12131249159574509,0.9296525427384443,188.8026995838745,0.18138836324214935,23.0,2.413557529449463
24.0,0.0,3.331817388534546,7.0703277587890625,1000.0,800.3221433162689,29.987924488196686,3.5170211791992188,0.1178886741399765,24,0.694137692451477,24.0,0.700555145740509,0.14923803508281708,0.024748079434129402,24000,123.25370788574219,1.0,126.46617126464844,-53.14583035017353,-53.14583035017353,-114.38465881347656,0.6257116198539734,0.19433625042438507,67.45389556884766,122.3187255859375,0.11966332048177719,19.88284127930361,455.80618222030245,0.19859597086906433,24.0,2.4562888145446777
25.0,0.0,3.5385634899139404,11.134455680847168,1000.0,833.4993789196014,29.994023549730176,3.8850462436676025,0.11716790497303009,25,0.6495505571365356,25.0,0.7001278400421143,0.2752630412578583,0.024748079434129402,25000,127.20425415039062,1.0,129.6485595703125,-44.84454527522407,-44.84454527522407,-119.06771850585938,0.6564836502075195,0.24922843277454376,69.89791870117188,126.05268859863281,0.12095262110233307,25.97421751730417,172.16724722931752,0.2106301337480545,25.0,2.4722530841827393
26.0,0.0,2.780548095703125,9.032515525817871,1000.0,866.7331993579865,29.99769712208893,3.1447813510894775,0.1279911994934082,26,0.6457877159118652,26.0,0.6986304521560669,0.09717273712158203,0.023313810312614227,26000,130.41705322265625,1.0,133.43145751953125,-39.02661803420487,-39.02661803420487,-121.57145690917969,0.6382219195365906,0.2774360477924347,72.2118148803711,129.41604614257812,0.12324512749910355,38.98397133601418,364.2278168037645,0.2004367858171463,26.0,2.4689040184020996
27.0,0.0,2.8095862865448,6.322938919067383,1000.0,899.9300546646118,30.002331692391834,2.9412012100219727,0.12763649225234985,27,0.6592867374420166,27.0,0.6967735886573792,0.09456110000610352,0.023313810312614227,27000,131.61236572265625,1.0,135.6630859375,-12.963387000211954,-12.963387000211954,-122.47254943847656,0.6526228189468384,0.21284307539463043,74.50935363769531,130.68423461914062,0.12512414157390594,63.587454106260296,703.2780061326594,0.18206753581762314,27.0,2.4872195720672607
28.0,0.0,2.4975244998931885,9.955148696899414,1000.0,933.1115293502808,30.00713110842839,2.7990143299102783,0.12504449486732483,28,0.6607567071914673,28.0,0.6954894065856934,0.1378875970840454,0.02426044449968572,28000,135.10556030273438,1.0,138.75039672851562,13.159353844160291,13.159353844160291,-125.65269470214844,0.6545004844665527,0.15632465481758118,76.74269104003906,134.2120361328125,0.12826679646968842,75.3084880464561,391.77640443174306,0.2091791033744812,28.0,2.510915517807007
29.0,0.0,2.475541591644287,10.201034545898438,1000.0,966.3520469665527,30.00976723858872,2.648757219314575,0.1250232309103012,29,0.6339502930641174,29.0,0.6939140558242798,0.2884711027145386,0.02426044449968572,29000,138.07772827148438,1.0,140.4785919189453,22.905399900019948,22.905399900019948,-128.17335510253906,0.6438087224960327,0.2495756894350052,78.90361785888672,137.0323486328125,0.12942664325237274,83.63318508254925,316.7247020931574,0.20940733700990677,29.0,2.5122735500335693
30.0,0.0,2.2868149280548096,10.600151062011719,1000.0,999.4992070198059,30.01503131698385,2.546997308731079,0.1263076364994049,30,0.6636908054351807,30.0,0.69265216588974,0.2818458378314972,0.023313810312614227,30000,140.9939727783203,1.0,143.46871948242188,34.84548788607641,34.84548788607641,-130.0330047607422,0.6589224934577942,0.2958308160305023,81.0141830444336,139.8289794921875,0.13068261742591858,93.50372036725823,379.7492436238186,0.19020911306142807,30.0,2.531996011734009
31.0,0.0,2.309697151184082,9.686368942260742,1000.0,1032.635149717331,30.020283551732483,2.4949452877044678,0.12628042697906494,31,0.6338695883750916,31.0,0.6911308169364929,0.21708659827709198,0.022854436146078055,31000,143.43356323242188,1.0,146.61363220214844,43.79473133045106,43.79473133045106,-132.22532653808594,0.6248347163200378,0.249990776181221,83.03312683105469,142.42906188964844,0.13166658580303192,107.87297527791264,538.9506225975449,0.18988730013370514,31.0,2.5437655448913574
32.0,0.0,2.304844617843628,11.119245529174805,1000.0,1065.7661600112915,30.025348149223436,2.5259199142456055,0.1256837099790573,32,0.6502772569656372,32.0,0.6881070137023926,0.03866097331047058,0.02240411346542305,32000,146.74032592773438,1.0,150.1616668701172,67.78456048212885,67.78456048212885,-135.50755310058594,0.6551074385643005,0.02911074459552765,85.07145690917969,145.51382446289062,0.13296230137348175,129.62067941164898,803.7995075574751,0.19587861746549606,32.0,2.5553977489471436
33.0,0.0,2.3449249267578125,8.051712989807129,1000.0,1098.994668006897,30.02744322667897,2.5138802528381348,0.12123753130435944,33,0.6710349917411804,33.0,0.6860743165016174,0.2276850789785385,0.02152991267583435,33000,151.10369873046875,1.0,154.44737243652344,87.25873478558857,87.25873478558857,-140.6508331298828,0.6771444082260132,0.09796052426099777,87.09866333007812,150.10711669921875,0.1336079239845276,146.28878125703557,679.668040309406,0.17624481767416,33.0,2.5600337982177734
34.0,0.0,2.3668301105499268,9.959959983825684,1000.0,1132.2326440811157,30.029164216152175,2.5440406799316406,0.12141817808151245,34,0.6901156306266785,34.0,0.6850202679634094,0.1104331836104393,0.022854436146078055,34000,155.14605712890625,1.0,154.0070037841797,96.04963885706651,96.04963885706651,-146.0228271484375,0.6785864233970642,0.17653517425060272,89.10346984863281,154.03160095214844,0.13476164638996124,128.86232486187512,-446.21073617841955,0.22617322951555252,34.0,2.57013201713562
35.0,0.0,2.7822024822235107,11.411808013916016,1000.0,1165.3536069393158,30.03380243694786,2.9601354598999023,0.12161891162395477,35,0.6744356155395508,35.0,0.6848716735839844,0.16114568710327148,0.0211056883401964,35000,159.31503295898438,1.0,163.36050415039062,90.39775727770008,90.39775727770008,-151.04737854003906,0.6584039330482483,0.2190847247838974,91.0201416015625,158.3065185546875,0.13217750191688538,141.55657160023296,573.1609607043996,0.20910310000181198,35.0,2.607074499130249
36.0,0.0,2.7919206619262695,32.77140808105469,1000.0,1198.4346566200256,30.039184699090455,2.8654747009277344,0.12092479318380356,36,0.6809495687484741,36.0,0.6820886135101318,0.28902092576026917,0.02240411346542305,36000,162.6395721435547,1.0,166.9883575439453,102.99317884051086,102.99317884051086,-153.99386596679688,0.6767792105674744,0.25731161236763,93.0799560546875,161.72537231445312,0.13304878771305084,154.32373474483927,601.1744448060606,0.18670684844255447,36.0,2.6049227714538574
37.0,0.0,2.111933708190918,9.2642183303833,1000.0,1231.7208149433136,30.03927476999146,2.4995381832122803,0.1251874715089798,37,0.7257426381111145,37.0,0.6801111102104187,0.08160988986492157,0.02152991267583435,37000,166.68692016601562,1.0,169.4845428466797,114.10279769188003,114.10279769188003,-159.19119262695312,0.700990617275238,0.16321824491024017,95.09968566894531,165.6363525390625,0.13419200479984283,158.54956230209896,310.6793543634478,0.17086024582386017,37.0,2.606712818145752
38.0,0.0,1.8854618072509766,9.867682456970215,1000.0,1264.9420790672302,30.040901183413272,2.1239407062530518,0.12278694659471512,38,0.7077524065971375,38.0,0.6792495846748352,0.02373371459543705,0.020282151651708893,38000,168.203125,1.0,171.91925048828125,117.75320003008083,117.75320003008083,-160.7272186279297,0.708584189414978,0.04855262115597725,97.06278991699219,167.26837158203125,0.13442973792552948,164.05645261143556,367.811394056889,0.20535974949598312,38.0,2.6037731170654297
39.0,0.0,2.186063528060913,15.762589454650879,1000.0,1298.0898268222809,30.044145785713347,2.263899803161621,0.12502966821193695,39,0.7331722378730774,39.0,0.6846088767051697,0.2671451270580292,0.0211056883401964,39000,170.457275390625,1.0,173.67544555664062,107.56136012908094,107.56136012908094,-162.2583465576172,0.7425397038459778,0.1729205697774887,98.05513763427734,169.6160888671875,0.13603349030017853,174.96410259825703,589.4548020974728,0.20294462144374847,39.0,2.585904359817505
40.0,0.0,2.257617235183716,13.576493263244629,1000.0,1331.4488272666931,30.04246140057464,2.2914342880249023,0.12737640738487244,40,0.7370766997337341,40.0,0.6840996742248535,0.22299189865589142,0.0211056883401964,40000,172.63687133789062,1.0,175.21253967285156,113.54758308015327,113.54758308015327,-163.8065185546875,0.7345638275146484,0.15556477010250092,99.95568084716797,171.53952026367188,0.13678748905658722,176.34592990382592,230.23719482101282,0.21729257702827454,40.0,2.59210467338562
41.0,0.0,2.45420503616333,26.13312339782715,1000.0,1364.5976436138153,30.0454864420117,2.4499101638793945,0.12778843939304352,41,0.6973320841789246,41.0,0.6830930113792419,0.08097822219133377,0.019490749081111935,41000,175.22972106933594,1.0,178.3972930908203,114.59067476526577,114.59067476526577,-167.23728942871094,0.6827379465103149,0.18670473992824554,101.79339599609375,174.13333129882812,0.13684974610805511,181.55342471584902,389.85321719677387,0.21211497485637665,41.0,2.5946381092071533
42.0,0.0,2.1300737857818604,15.85615348815918,1000.0,1397.8565862178802,30.04600072289073,2.349118232727051,0.12480314075946808,42,0.7205009460449219,42.0,0.682020366191864,0.16751748323440552,0.020689822899908242,42000,177.04736328125,1.0,180.3294677734375,120.00236578259202,120.00236578259202,-171.81875610351562,0.7207792401313782,0.15876315534114838,103.62948608398438,176.1259002685547,0.13702507317066193,185.48358408329528,346.6201181485914,0.24372418224811554,42.0,2.5954113006591797
43.0,0.0,2.2821133136749268,16.351469039916992,1000.0,1430.9681143760681,30.049586407974502,2.557270050048828,0.11606629192829132,43,0.6576202511787415,43.0,0.6895722150802612,0.3499217927455902,0.0211056883401964,43000,179.71189880371094,1.0,182.83859252929688,111.50976134533717,111.50976134533717,-173.25946044921875,0.6802217364311218,0.24706946313381195,104.73047637939453,178.63009643554688,0.13635897636413574,192.1383163605143,471.6370720037127,0.22260721027851105,43.0,2.578763484954834
44.0,0.0,2.059819459915161,23.37750816345215,1000.0,1464.1476488113403,30.051614012918126,2.3863937854766846,0.11902861297130585,44,0.6964465379714966,44.0,0.6878820061683655,0.2583834230899811,0.02152991267583435,44000,181.6659698486328,1.0,184.2403106689453,116.8830533163995,116.8830533163995,-175.4414520263672,0.7164393663406372,0.2500397861003876,106.52391052246094,180.5755615234375,0.13735824823379517,197.01556640915535,406.737318500722,0.17840998619794846,44.0,2.575876235961914
45.0,0.0,1.8468457460403442,20.423744201660156,1000.0,1497.4500288963318,30.05108626774439,2.0168075561523438,0.1224440261721611,45,0.6682888269424438,45.0,0.6860442757606506,0.3208043575286865,0.020689822899908242,45000,182.56967163085938,1.0,185.16531372070312,129.0893496801102,129.0893496801102,-175.4380645751953,0.7260785102844238,0.1697278618812561,108.27186584472656,181.62008666992188,0.1385444849729538,202.49691275576467,443.676152006574,0.1919035241007805,45.0,2.579570770263672
46.0,0.0,1.6935606002807617,16.582386016845703,1000.0,1530.6375284194946,30.052836903521285,1.8295947313308716,0.12484786659479141,46,0.7283006310462952,46.0,0.6841318607330322,0.13092248141765594,0.021962663920618616,46000,182.38853454589844,1.0,184.7825927734375,129.12887634776226,129.12887634776226,-173.80426025390625,0.704444169998169,0.2117977738380432,109.90995788574219,181.45831298828125,0.13882474601268768,208.77528176101185,491.30188699713517,0.18764513731002808,46.0,2.5796167850494385
47.0,0.0,1.9623907804489136,21.121484756469727,1000.0,1563.8696599006653,30.05365549644679,2.1580753326416016,0.11811674386262894,47,0.7335249185562134,47.0,0.6888197660446167,0.21943636238574982,0.0211056883401964,47000,181.76182556152344,1.0,185.46405029296875,125.42047287563614,125.42047287563614,-172.29818725585938,0.7072722911834717,0.24610018730163574,110.86014556884766,180.8204345703125,0.13836416602134705,216.29058092486372,561.99434246205,0.22134511917829514,47.0,2.5713882446289062
48.0,0.0,1.895829439163208,11.086742401123047,1000.0,1597.0328459739685,30.05573750158323,2.1110174655914307,0.11721218377351761,48,0.7420362234115601,48.0,0.6877825856208801,0.26252326369285583,0.019882513137642284,48000,182.03126525878906,1.0,183.92294311523438,138.2530938581942,138.2530938581942,-171.6176300048828,0.7248162031173706,0.274944543838501,112.41585540771484,181.0648193359375,0.1388215720653534,215.70086905477908,187.98441116079917,0.19119253009557724,48.0,2.580497980117798
49.0,0.0,2.027475357055664,16.520484924316406,1000.0,1630.2016096115112,30.057631958587656,2.1676905155181885,0.11815312504768372,49,0.7220784425735474,49.0,0.6875993013381958,0.2783636450767517,0.020282151651708893,49000,182.0645751953125,1.0,185.50051879882812,140.23710852396886,140.23710852396886,-171.0338897705078,0.7164016366004944,0.2640136182308197,113.87049865722656,181.3428955078125,0.13891448080539703,227.48523016216006,793.1345633164472,0.17932827025651932,49.0,2.587902069091797
50.0,0.0,2.275266408920288,17.2391300201416,1000.0,1663.3782875537872,30.05930784002926,2.3464455604553223,0.12012647092342377,50,0.702197253704071,50.0,0.6872559189796448,0.3107014000415802,0.020282151651708893,50000,181.51217651367188,1.0,185.05992126464844,151.31956693964653,151.31956693964653,-169.0907745361328,0.6963671445846558,0.24804407358169556,115.29750061035156,180.65719604492188,0.1394130438566208,230.46536311936936,376.49187802262617,0.21420107036828995,50.0,2.5899744033813477
51.0,0.0,2.041435480117798,24.33652114868164,1000.0,1696.6767003536224,30.058761335834074,2.2142863273620605,0.1192622184753418,51,0.6852405667304993,51.0,0.6878527402877808,0.2156861275434494,0.019490749081111935,51000,181.5330047607422,1.0,184.57742309570312,152.01370844424397,152.01370844424397,-168.82748413085938,0.667615532875061,0.3073832094669342,116.64631652832031,180.74838256835938,0.13946472108364105,233.39666575850285,379.9617977151783,0.17476366460323334,51.0,2.591886281967163
52.0,0.0,1.7299436330795288,9.717374801635742,1000.0,1729.825147151947,30.06084174785808,2.0762839317321777,0.11731740832328796,52,0.7436526417732239,52.0,0.6869673132896423,0.18690063059329987,0.019882513137642284,52000,182.4757080078125,1.0,186.384765625,161.17871501382513,161.17871501382513,-168.16671752929688,0.7352525591850281,0.20396669209003448,117.97957611083984,181.39508056640625,0.1398015171289444,242.43445094574128,703.3614954949005,0.21641747653484344,52.0,2.5880544185638428
53.0,0.0,1.675454020500183,17.864221572875977,1000.0,1763.0408930778503,30.061696361151668,1.7944470643997192,0.11451485008001328,53,0.7262749671936035,53.0,0.6863288283348083,0.06226211413741112,0.019106704324195603,53000,183.83956909179688,1.0,188.45896911621094,170.00708446162633,170.00708446162633,-169.24037170410156,0.7216075658798218,0.09624888747930527,119.27461242675781,182.6891632080078,0.13976000249385834,251.22218060857935,708.1841230761609,0.23623358458280563,53.0,2.59010910987854
54.0,0.0,1.648317575454712,18.747907638549805,1000.0,1796.2317764759064,30.062935478151154,1.7538844347000122,0.10961748659610748,54,0.6920586228370667,54.0,0.6861388683319092,0.23167341947555542,0.019490749081111935,54000,183.40060424804688,1.0,187.9685516357422,173.53170427763618,173.53170427763618,-169.67758178710938,0.7128099203109741,0.2656235098838806,120.50813293457031,182.50564575195312,0.13919959962368011,261.0852824573172,783.8296804404237,0.23772785067558289,54.0,2.588634729385376
55.0,0.0,1.6463223695755005,20.85480499267578,1000.0,1829.3860936164856,30.064730562847636,1.7696460485458374,0.10945457965135574,55,0.7110451459884644,55.0,0.6852253079414368,0.19006995856761932,0.018361167303396805,55000,182.0889892578125,1.0,187.38900756835938,180.50866489733482,180.50866489733482,-168.2901153564453,0.7152750492095947,0.21269237995147705,121.6929931640625,181.2633056640625,0.139171302318573,274.74940428720873,1012.6119831013505,0.21976206451654434,55.0,2.5930604934692383
56.0,0.0,2.17849063873291,17.267314910888672,1000.0,1862.6839730739594,30.064144433252434,2.086709499359131,0.10732181370258331,56,0.674244225025177,56.0,0.6843568086624146,0.269082248210907,0.020282151651708893,56000,181.7259063720703,1.0,170.4066619873047,192.38580649424117,192.38580649424117,-169.43765258789062,0.6606696844100952,0.3284887969493866,122.86469268798828,180.9423065185547,0.13938286900520325,275.06131056326814,292.21615574653475,0.2101462557911873,56.0,2.589756488800049
57.0,0.0,2.194871425628662,19.822011947631836,1000.0,1895.8710026741028,30.06533668145259,2.287546157836914,0.11043037474155426,57,0.7256659865379333,57.0,0.6829819679260254,0.11349168419837952,0.019882513137642284,57000,181.90673828125,1.0,186.43568420410156,197.37781517085955,197.37781517085955,-170.24453735351562,0.7180128693580627,0.22144590318202972,123.95137023925781,181.0154571533203,0.13964396715164185,280.714862052916,597.3137454731954,0.1884358450770378,57.0,2.5892977714538574
