reference_Q_std,eval/return_history,reference_action_mean,eval/episodes,train/loss_actor,reference_actor_Q_mean,rollout/Q_mean,reference_action_std,rollout/return_history,ret_rms_std,train/loss_critic,train/param_noise_distance,obs_rms_mean,reference_perturbed_action_mean,total/duration,eval/return,rollout/episode_steps,reference_actor_Q_std,total/steps,reference_perturbed_action_std,eval/Q,rollout/actions_std,rollout/return,rollout/episodes,total/steps_per_second,param_noise_stddev,reference_Q_mean,ret_rms_mean,total/epochs,obs_rms_std,rollout/actions_mean,total/episodes
0.6582729816436768,-387.1161514595711,0.4299723207950592,1.0,-3.0149686336517334,3.027857542037964,1.2966176271438599,0.6754395365715027,-44.073080435899996,1.0,0.035139087587594986,0.2875933051109314,-0.00997873954474926,0.4960472583770752,11.83901834487915,-387.1161514595711,1000.0,0.40895023941993713,1000,0.6010658740997314,0.8516398668289185,0.6730650067329407,-44.073080435899996,1.0,84.46646257901442,0.16720346283821505,2.315481185913086,0.0,1,2.134730339050293,-0.03707502782344818,1.0
0.7640966773033142,-427.65279693074166,-0.16259022057056427,2.0,-3.6161158084869385,7.2140655517578125,1.0042872428894043,0.8509657382965088,-206.18992693730016,1.0,0.055275749415159225,0.2632433772087097,0.061292100697755814,-0.023648381233215332,23.396368503570557,-468.18944240191223,1000.0,0.5079044103622437,2000,0.7928825616836548,5.092879772186279,0.656345009803772,-206.18992693730016,2.0,85.4833518156793,0.1370306733903066,6.360995769500732,0.0,2,1.5793980360031128,0.33493372797966003,2.0
0.8212013840675354,-365.1643533321433,0.23357249796390533,3.0,-6.623411655426025,10.436372756958008,2.0989811420440674,0.6942533254623413,-245.7827331100215,1.0,0.09874728322029114,0.3987133800983429,0.04197978600859642,0.23765428364276886,35.02674221992493,-240.18746613494673,1000.0,0.6678241491317749,3000,0.629476010799408,9.39872932434082,0.7115362882614136,-245.7827331100215,3.0,85.64884456463818,0.11230273064362171,9.732407569885254,0.0,3,1.4088068008422852,0.23402446508407593,3.0
0.7773472666740417,-265.0671701326189,0.6506980657577515,4.0,-9.315620422363281,12.307563781738281,3.917860269546509,0.413656085729599,-247.36680651268847,1.0,0.10774687677621841,0.3662123680114746,0.05705157294869423,0.5518057942390442,46.572389364242554,35.224379465954435,1000.0,0.6496326923370361,4000,0.4251251220703125,12.259113311767578,0.6795164346694946,-247.36680651268847,4.0,85.88779864215273,0.09203708190275892,11.949333190917969,0.0,4,1.263262152671814,0.25560078024864197,4.0
0.7567153573036194,-283.6499360766014,0.24272656440734863,5.0,-10.864407539367676,14.441646575927734,5.095393657684326,0.6422553062438965,-257.88782678375134,1.0,0.19547270238399506,0.24053673446178436,0.06896262615919113,0.3353380262851715,58.093931674957275,-357.98099985253157,1000.0,0.6118137240409851,5000,0.6030546426773071,12.202945709228516,0.6667728424072266,-257.88782678375134,5.0,86.0675092189597,0.07542848153938683,13.962207794189453,0.0,5,1.213154911994934,0.28935858607292175,5.0
0.8502376079559326,-321.7998095742118,0.40766677260398865,6.0,-13.341595649719238,16.594221115112305,6.144218921661377,0.7080139517784119,-259.5605357298127,1.0,0.2393110692501068,0.3569314181804657,0.07541181147098541,0.28644439578056335,69.84419441223145,-512.5491770622634,1000.0,0.7345774173736572,6000,0.6693602204322815,13.121233940124512,0.6529871225357056,-259.5605357298127,6.0,85.90549365616639,0.06181699495154324,16.059810638427734,0.0,6,1.1594431400299072,0.30277320742607117,6.0
1.1261591911315918,-344.76207582439895,0.5906117558479309,7.0,-14.340716361999512,18.417146682739258,6.871383190155029,0.5525856614112854,-298.55065842604745,1.0,0.28880318999290466,0.2325349599123001,0.06510938704013824,0.42509475350379944,81.60557532310486,-482.5356733255222,1000.0,0.8569878935813904,7000,0.5525194406509399,14.726381301879883,0.7251657247543335,-298.55065842604745,7.0,85.77845290943131,0.054859444277966955,17.694740295410156,0.0,7,1.096852421760559,0.21309451758861542,7.0
0.8161135911941528,-361.0848215257817,0.6929170489311218,8.0,-14.617847442626953,20.118419647216797,7.686669826507568,0.4346470534801483,-316.41706597246923,1.0,0.2604322135448456,0.19402384757995605,0.06464958935976028,0.6391468644142151,93.26925921440125,-475.3440414354609,1000.0,0.6034799218177795,8000,0.520366370677948,13.324845314025879,0.7428509593009949,-316.41706597246923,8.0,85.77316971726049,0.06181699495154324,19.756853103637695,0.0,8,1.1202672719955444,0.19294121861457825,8.0
0.6270416975021362,-372.155245673474,0.6806076169013977,9.0,-14.835593223571777,21.86614227294922,8.236966133117676,0.44510066509246826,-335.84148673454416,1.0,0.17560242116451263,0.21463099122047424,0.06682368367910385,0.7269228100776672,104.84801459312439,-460.71863885501233,1000.0,0.425065279006958,9000,0.3289088010787964,10.583639144897461,0.7590391635894775,-335.84148673454416,9.0,85.83853528295796,0.052718847660376544,21.383075714111328,0.0,9,1.0655734539031982,0.1987679898738861,9.0
0.770164966583252,-398.92505145768644,0.5231537818908691,10.0,-17.337562561035156,23.004291534423828,9.034436225891113,0.4991716742515564,-343.59318035647556,1.0,0.4342848062515259,0.21753528714179993,0.07547331601381302,0.45753732323646545,116.36937475204468,-639.8533035155989,1000.0,0.6623648405075073,10000,0.5104869604110718,20.351850509643555,0.7474702000617981,-343.59318035647556,10.0,85.9332622634401,0.045863445263280886,22.635421752929688,0.0,10,1.1099560260772705,0.23314814269542694,10.0
