total/steps,reference_actor_Q_std,total/steps_per_second,total/epochs,rollout/Q_mean,train/param_noise_distance,reference_action_mean,reference_Q_mean,eval/return_history,eval/episodes,total/duration,rollout/episodes,rollout/return_history,reference_perturbed_action_mean,reference_action_std,rollout/return,total/episodes,eval/Q,rollout/actions_std,reference_Q_std,reference_actor_Q_mean,rollout/actions_mean,eval/return,ret_rms_mean,reference_perturbed_action_std,obs_rms_mean,param_noise_stddev,train/loss_critic,obs_rms_std,rollout/episode_steps,train/loss_actor,ret_rms_std
832000,233.52159118652344,92.88600872785135,832,587.2271728515625,0.1772853583097458,0.40045657753944397,658.2009887695312,1102.7081775130832,832.0,8957.215531110764,1975.0,1068.5991761346347,0.3665497601032257,0.6008110046386719,820.1016505543402,1975.0,645.4981689453125,0.6561906933784485,247.00299072265625,669.16796875,0.3768221437931061,418.41173296140335,0.0,0.6338359117507935,-0.04535987228155136,0.014460633428115275,476.9689025878906,1.881567358970642,421.1382278481013,-768.5608520507812,1.0
833000,236.9449462890625,92.88465425742727,833,587.477783203125,0.162648543715477,0.2954593896865845,663.885986328125,1106.800871657714,833.0,8968.11218881607,1977.0,1079.850789808298,0.36864790320396423,0.6283526420593262,820.3818594139184,1977.0,757.9026489257812,0.6561843156814575,248.67449951171875,673.177490234375,0.37667787075042725,1164.8319126438962,0.0,0.6137264370918274,-0.045513223856687546,0.015047793132436803,531.3875122070312,1.8817110061645508,421.07233181588265,-768.6610717773438,1.0
834000,224.5789337158203,92.88515128975783,834,587.7625732421875,0.20866350829601288,0.44153520464897156,663.5646362304688,1106.9520635092263,834.0,8978.830183506012,1979.0,1085.5560768133953,0.37098655104637146,0.609091579914093,820.5296003187113,1979.0,752.0375366210938,0.6561281085014343,236.93655395507812,673.5826416015625,0.3765817880630493,1032.8664837553506,0.0,0.6280035972595215,-0.04567806050181389,0.014460633428115275,413.8382568359375,1.881584644317627,421.36634663971705,-763.2252197265625,1.0
835000,227.90895080566406,92.8864176047758,835,587.9713745117188,0.20520323514938354,0.42289766669273376,656.9266357421875,1113.9091633372934,835.0,8989.473612308502,1981.0,1083.0840630484372,0.2880883812904358,0.6089880466461182,820.4245715760137,1981.0,742.0529174804688,0.6562656164169312,239.90798950195312,667.3684692382812,0.37636759877204895,929.54886790817,0.0,0.7081795930862427,-0.045726217329502106,0.015047793132436803,614.5430297851562,1.8826251029968262,421.24280666330134,-770.1995239257812,1.0
836000,232.04022216796875,92.88055272901305,836,588.2409057617188,0.24338576197624207,0.2394217848777771,657.9136962890625,1127.5036118874702,836.0,9000.807762622833,1982.0,1090.733156045044,0.37598252296447754,0.7551091909408569,820.9924884786182,1982.0,805.8925170898438,0.6563159227371216,243.7289276123047,669.08349609375,0.37619030475616455,1884.2752803231251,0.0,0.6213710308074951,-0.04570716992020607,0.015350253774398782,689.4605712890625,1.8833338022232056,421.31382441977803,-763.2131958007812,1.0
837000,241.59619140625,92.87561063456752,837,588.4601440429688,0.22384436428546906,0.29188022017478943,655.1146850585938,1131.600628333459,837.0,9012.053802728653,1986.0,1104.4250616325041,0.25671419501304626,0.7809316515922546,821.8177742179622,1986.0,815.7618408203125,0.6563804745674133,253.6172332763672,666.9644775390625,0.3760073482990265,1785.689632229795,0.0,0.8015560507774353,-0.04581471160054207,0.015350253774398782,669.993408203125,1.8837214708328247,421.3262839879154,-770.0546875,1.0
838000,234.31866455078125,92.87170302430027,838,588.6929931640625,0.18186214566230774,0.21849791705608368,662.1563110351562,1121.8888404025126,838.0,9023.200530529022,1988.0,1131.7681171134202,0.23491358757019043,0.8181966543197632,822.8688278550369,1988.0,753.8982543945312,0.6565601229667664,246.29934692382812,674.4349365234375,0.37573257088661194,748.0193776486549,0.0,0.7995907664299011,-0.045914433896541595,0.015047793132436803,795.0189208984375,1.8843175172805786,421.4939637826962,-764.2511596679688,1.0
839000,239.8330841064453,92.87116507783134,839,588.8701171875,0.21578241884708405,0.33939066529273987,661.603759765625,1127.27432606919,839.0,9034.020401239395,1989.0,1133.2427311441932,0.2998218834400177,0.7369756102561951,823.4180762481376,1989.0,744.879638671875,0.6565873622894287,252.17413330078125,672.445068359375,0.3755861520767212,1249.5247719302308,0.0,0.7625302076339722,-0.046011533588171005,0.014460633428115275,600.197509765625,1.8843907117843628,421.56259426847663,-768.0243530273438,1.0
840000,241.45472717285156,92.86524247169226,840,589.0632934570312,0.2103450745344162,0.4016246795654297,660.4031982421875,1134.359830342469,840.0,9045.364849567413,1991.0,1134.969991276408,0.4257347583770752,0.7038935422897339,823.8459637661248,1991.0,799.9021606445312,0.6565199494361877,256.0712585449219,671.0916748046875,0.37548908591270447,1710.3775042628452,0.0,0.591239869594574,-0.046073172241449356,0.014175701821503062,399.26898193359375,1.8844739198684692,421.87192365645404,-768.416015625,1.0
841000,231.2877960205078,92.8571449941247,841,589.2085571289062,0.1918371468782425,0.47103190422058105,661.7283935546875,1139.5853125123765,841.0,9056.92286849022,1993.0,1138.1361954421448,0.2781529724597931,0.5491577982902527,823.8134077250686,1993.0,743.0015258789062,0.656590461730957,246.14308166503906,672.7392578125,0.3753155469894409,1170.5038119538365,0.0,0.62614506483078,-0.046134378761053085,0.015047793132436803,534.9113159179688,1.8847111463546753,421.8384345208229,-773.1937255859375,1.0
842000,242.8098907470703,92.85782495902554,842,589.4097290039062,0.19292232394218445,0.197975754737854,661.1307373046875,1125.4949223872898,842.0,9067.625699520111,1996.0,1153.342453394283,0.07836493104696274,0.781734049320221,823.6485953713612,1996.0,633.384033203125,0.6567063927650452,257.85870361328125,674.1138916015625,0.37502485513687134,213.07677689213938,0.0,0.7244511246681213,-0.04621712118387222,0.014460633428115275,828.9666137695312,1.8853591680526733,421.6753507014028,-775.120361328125,1.0
843000,238.0636749267578,92.86098993729263,843,589.698974609375,0.2271534949541092,0.31462362408638,663.2742919921875,1120.6543707951348,843.0,9078.08543252945,1998.0,1178.0560108046288,0.24253630638122559,0.6662256717681885,824.5976520174692,1998.0,716.74951171875,0.6568053364753723,252.94430541992188,674.6847534179688,0.37476977705955505,458.0812202913056,0.0,0.7336264252662659,-0.04625610262155533,0.014751292160020392,390.44598388671875,1.8858609199523926,421.85435435435437,-773.89990234375,1.0
844000,239.97291564941406,92.85433115165256,844,589.8993530273438,0.19908678531646729,0.20404647290706635,659.662353515625,1132.133178656701,844.0,9089.50599861145,2001.0,1178.4141366916979,0.25875338912010193,0.6651710867881775,824.3965589080528,2001.0,835.5960693359375,0.6569252014160156,254.7593536376953,671.9912109375,0.3744536340236664,1694.6931167847429,0.0,0.6643797159194946,-0.04634670540690422,0.014751292160020392,562.2408447265625,1.886298656463623,421.67316341829087,-777.6937255859375,1.0
845000,231.1942596435547,92.84891998849074,845,590.1786499023438,0.20054243505001068,0.3960578739643097,666.980712890625,1140.0470954374375,845.0,9100.80591249466,2004.0,1183.18383092847,0.4329747259616852,0.670856773853302,824.8329251871534,2004.0,817.4869995117188,0.6569737195968628,245.22669982910156,679.3338623046875,0.37422293424606323,1361.5302862941035,0.0,0.6506819128990173,-0.046381622552871704,0.015047793132436803,353.69891357421875,1.887010931968689,421.60928143712573,-773.0601806640625,1.0
846000,238.78074645996094,92.84411534498089,846,590.4881591796875,0.21427515149116516,0.40052273869514465,663.7578735351562,1145.6140698117858,846.0,9112.047617197037,2005.0,1181.4082143593673,0.4254342019557953,0.6764641404151917,825.7477367469108,2005.0,832.1937866210938,0.6570142507553101,252.31100463867188,675.0368041992188,0.37407323718070984,1537.935705059454,0.0,0.6678552627563477,-0.04639626294374466,0.014460633428115275,352.4531555175781,1.88784658908844,421.7925187032419,-771.1035766601562,1.0
847000,233.4904327392578,92.83699349512183,847,590.7615356445312,0.20501835644245148,0.3396320044994354,671.3671875,1150.504646670993,847.0,9123.51820230484,2006.0,1201.044929634387,0.36331167817115784,0.7530028820037842,826.5610216496895,2006.0,805.9044189453125,0.6571065187454224,247.27354431152344,684.1752319335938,0.3738761246204376,1609.1895730655253,0.0,0.7436976432800293,-0.04648801311850548,0.015047793132436803,858.812744140625,1.8888280391693115,421.9925224327019,-772.4048461914062,1.0
848000,233.14688110351562,92.8306478943834,848,590.9922485351562,0.17801637947559357,0.1890966296195984,674.8486328125,1151.833724916939,848.0,9134.914160728455,2008.0,1206.7716986344496,0.24425870180130005,0.7864291667938232,828.1714890586071,2008.0,804.0306396484375,0.657169759273529,245.4036407470703,687.7584838867188,0.37363770604133606,1202.1503228755166,0.0,0.7778346538543701,-0.04652802646160126,0.014751292160020392,351.0074157714844,1.8899190425872803,422.25448207171314,-777.1132202148438,1.0
849000,233.6822967529297,92.81360144707651,849,591.2031860351562,0.20523162186145782,0.243580624461174,680.9564208984375,1148.5948597860897,849.0,9147.366191625595,2010.0,1215.3974706562185,0.30638983845710754,0.8019441366195679,828.7608178408931,2010.0,823.5142822265625,0.6571959853172302,246.61143493652344,694.0829467773438,0.37342727184295654,1090.6590723776808,0.0,0.7948988676071167,-0.04668869823217392,0.014751292160020392,723.9081420898438,1.890641212463379,422.34328358208955,-774.7941284179688,1.0
850000,228.39894104003906,92.81057383610558,850,591.4248046875,0.19856277108192444,0.416238933801651,684.7586669921875,1149.7280070716054,850.0,9158.439225912094,2014.0,1212.19012741887,0.3539592921733856,0.6716658473014832,828.295359033495,2014.0,804.1744995117188,0.6572127938270569,240.28785705566406,695.8753051757812,0.3732483983039856,1385.6609627767598,0.0,0.6762291789054871,-0.04678615927696228,0.015047793132436803,519.6876831054688,1.891215205192566,421.9369414101291,-782.784912109375,1.0
851000,226.91778564453125,92.80416918664076,851,591.746826171875,0.19185969233512878,0.34648504853248596,681.755859375,1153.0957866199449,851.0,9169.846650838852,2016.0,1236.4588902056507,0.39697250723838806,0.7233166694641113,829.5013584176208,2016.0,850.9603881835938,0.6572765111923218,237.49893188476562,693.6075439453125,0.3731040358543396,1596.8234789745393,0.0,0.6744362711906433,-0.046830251812934875,0.016294603698363365,289.9833984375,1.8918362855911255,422.1121031746032,-775.9486694335938,1.0
852000,234.33448791503906,92.80468322794484,852,592.01220703125,0.2326471507549286,0.29217132925987244,677.58154296875,1152.3467240830369,852.0,9180.571177721024,2017.0,1252.014049210758,0.2852104604244232,0.7602611780166626,830.5697611153387,2017.0,797.0933837890625,0.6573561429977417,244.4879150390625,689.457763671875,0.3729627728462219,962.6645111477417,0.0,0.7165693044662476,-0.046853695064783096,0.015350253774398782,982.4220581054688,1.8923596143722534,422.3807635101636,-780.6038818359375,1.0
853000,240.48443603515625,92.80428305537116,853,592.2566528320312,0.1933089643716812,0.3109699487686157,681.8882446289062,1154.4398106942283,853.0,9191.386129140854,2021.0,1240.2739252954646,0.31266552209854126,0.7595816850662231,830.3440933674426,2021.0,769.142822265625,0.6574386954307556,250.62191772460938,693.5086669921875,0.37277787923812866,1305.774564305088,0.0,0.7568994164466858,-0.046950146555900574,0.0156587938752642,793.3045043945312,1.8930745124816895,422.03958436417616,-785.1670532226562,1.0
854000,231.71160888671875,92.79867456015837,854,592.534912109375,0.17832228541374207,0.34304115176200867,687.955322265625,1157.796302098914,854.0,9202.717647075653,2023.0,1229.2513224501708,0.372873991727829,0.6404878497123718,829.7807079726313,2023.0,814.7183837890625,0.6574583649635315,240.81814575195312,697.6504516601562,0.37264683842658997,1867.1086472443653,0.0,0.6462946534156799,-0.046947233378887177,0.015350253774398782,1323.68896484375,1.8935043811798096,421.7429560059318,-781.8661499023438,1.0
855000,231.8380584716797,92.79647649707229,855,592.8037719726562,0.20742085576057434,0.24917489290237427,685.7748413085938,1162.1560136195958,855.0,9213.71190237999,2025.0,1220.0644539153748,0.221415713429451,0.7257729768753052,830.6573310649641,2025.0,804.490478515625,0.6573500037193298,242.90176391601562,697.7911376953125,0.3723984360694885,1420.086933409988,0.0,0.7050883173942566,-0.04710746556520462,0.014751292160020392,647.2831420898438,1.893361210823059,421.93086419753087,-784.4024047851562,1.0
856000,231.1944580078125,92.78758946529906,856,593.0449829101562,0.20286335051059723,0.3352537155151367,687.834716796875,1172.3762530236565,856.0,9225.371678829193,2027.0,1202.2274589407743,0.31934693455696106,0.6567572355270386,830.613407243733,2027.0,835.086669921875,0.6573041081428528,242.01364135742188,698.5570068359375,0.3721488118171692,1878.9154644714297,0.0,0.7045360803604126,-0.04727545380592346,0.014460633428115275,325.8046569824219,1.893707513809204,422.1164282190429,-787.61181640625,1.0
