reference_actor_Q_std,reference_Q_mean,rollout/return_history,train/loss_critic,eval/return_history,reference_perturbed_action_std,rollout/actions_std,total/episodes,reference_perturbed_action_mean,rollout/episode_steps,total/duration,rollout/actions_mean,obs_rms_mean,rollout/return,reference_action_mean,reference_actor_Q_mean,param_noise_stddev,ret_rms_mean,total/epochs,total/steps_per_second,reference_action_std,eval/episodes,eval/return,obs_rms_std,eval/Q,total/steps,rollout/episodes,reference_Q_std,rollout/Q_mean,train/loss_actor,ret_rms_std,train/param_noise_distance
0.5597526431083679,2.7472846508026123,141.65876403563036,0.067847341299057,-1477.7404698694158,0.42656558752059937,0.4230978190898895,1.0,0.44909584522247314,1000.0,14.768214225769043,-0.19795732200145721,0.005063846707344055,141.65876403563036,0.7395461797714233,3.477004051208496,0.17056425244126316,0.0,1,67.71299391466715,0.17611242830753326,1.0,-1477.7404698694158,0.3301888108253479,3.9879941940307617,1000,1.0,0.7286862730979919,1.5036919116973877,-3.359102487564087,1.0,0.6566221714019775
0.8885173201560974,5.142448902130127,-378.2129315373402,0.15326766669750214,-1007.812282096861,0.42813560366630554,0.5472481846809387,2.0,-0.21729667484760284,1000.0,29.374345541000366,0.21659539639949799,0.03392874076962471,-378.2129315373402,-0.2119077742099762,5.872219085693359,0.13978498992545177,0.0,2,68.08662331585987,0.5998787879943848,2.0,-537.8840943243064,0.30390822887420654,5.678428649902344,2000,2.0,1.0464047193527222,1.295928716659546,-3.923673391342163,1.0,0.3594146966934204
1.0705699920654297,7.911092281341553,-249.46887142692378,0.2516199052333832,-1116.0927372404951,0.677450954914093,0.5541827082633972,3.0,0.03472697734832764,1000.0,43.744590759277344,0.05390191823244095,0.023501237854361534,-249.46887142692378,-0.22462129592895508,8.291749954223633,0.11456001552955852,0.0,3,68.57990777668347,0.7416356205940247,3.0,-1332.653647527763,0.2979614734649658,8.07080364227295,3000,3.0,1.1538022756576538,2.953432559967041,-6.893743991851807,1.0,0.4678094685077667
1.6714086532592773,10.195121765136719,-350.97211451957776,0.2649954855442047,-1116.177036308513,0.5872414112091064,0.5733982920646667,4.0,-0.05748714134097099,1000.0,58.36418795585632,0.08419989049434662,0.028795117512345314,-350.97211451957776,-0.09373050183057785,10.647236824035645,0.09388702724900437,0.0,4,68.53517782215003,0.7350133061408997,4.0,-1116.429933512567,0.2825223505496979,10.009087562561035,4000,4.0,1.749744176864624,3.6641573905944824,-8.565171241760254,1.0,0.5701188445091248
1.7941884994506836,12.179059982299805,-367.378616727397,0.29370930790901184,-1190.3837665217552,0.6497910618782043,0.578872799873352,5.0,-0.020563215017318726,1000.0,72.7511796951294,0.052821021527051926,0.030442122370004654,-367.378616727397,0.07893557846546173,12.469533920288086,0.07694459401832851,0.0,5,68.72740787095091,0.7573807835578918,5.0,-1487.210687374724,0.28300899267196655,13.814776420593262,5000,5.0,1.9585999250411987,4.922048568725586,-11.824845314025879,1.0,0.2823876440525055
1.976507306098938,13.678943634033203,-407.47786327540956,0.3879975974559784,-1007.279338045074,0.5662429928779602,0.5922267436981201,6.0,-0.15699967741966248,1000.0,84.36515688896179,0.02550438605248928,0.03008633479475975,-407.47786327540956,-0.09576666355133057,14.02473258972168,0.06305951655006926,0.0,6,71.11940783677996,0.6035252809524536,6.0,-91.75719566166813,0.2968476116657257,12.069031715393066,6000,6.0,1.9836922883987427,6.489954948425293,-13.091588020324707,1.0,0.28367993235588074
1.7398700714111328,15.692120552062988,-273.8656852910629,0.4949057102203369,-977.9634477384765,0.5794895887374878,0.5954576730728149,9.0,-0.026089806109666824,679.1111111111111,98.7856171131134,0.006163649260997772,0.028126118704676628,-273.8656852910629,-0.16544489562511444,16.22650909423828,0.052718847660376544,0.0,7,70.86051800420223,0.6986080408096313,7.0,-802.0681058988913,0.3151125907897949,15.9326753616333,7000,9.0,1.977726936340332,7.671435356140137,-14.505354881286621,1.0,0.26638519763946533
1.64564847946167,17.703887939453125,-303.7234609002479,0.6089613437652588,-901.2673973658331,0.650251567363739,0.5926333069801331,10.0,-0.09069348871707916,711.2,111.97996497154236,-0.006209610961377621,0.027480071410536766,-303.7234609002479,-0.1863662600517273,18.008302688598633,0.046785300513072836,0.0,8,71.44135115628097,0.52079176902771,8.0,-364.39504475732895,0.32345786690711975,15.164153099060059,8000,10.0,1.7407569885253906,8.377346992492676,-15.866473197937012,1.0,0.22200274467468262
2.2538859844207764,19.789831161499023,-306.03429983629525,0.8198447227478027,-797.7561415907215,0.501507043838501,0.592218279838562,11.0,-0.025399692356586456,737.4545454545455,126.30391669273376,-0.023134542629122734,0.026285415515303612,-306.03429983629525,-0.03043193370103836,20.218441009521484,0.039899499036260555,0.0,9,71.25669762003325,0.5556181073188782,9.0,30.33390461017138,0.33239415287971497,17.409345626831055,9000,11.0,2.3169662952423096,8.951460838317871,-16.79552459716797,1.0,0.18483103811740875
2.1393940448760986,21.741981506347656,-335.9312991322098,0.8556931018829346,-730.6591200328729,0.5497595071792603,0.5850033164024353,12.0,-0.07914170622825623,759.3333333333334,138.5359752178192,-0.05076584964990616,0.023324431851506233,-335.9312991322098,0.03774295002222061,22.141376495361328,0.037587132956139066,0.0,10,72.18341650446438,0.5587193965911865,10.0,-126.78592601223606,0.33715662360191345,19.697296142578125,10000,12.0,2.3419623374938965,9.69896411895752,-18.53251075744629,1.0,0.2175096720457077
1.3579182624816895,23.380569458007812,-299.92215060064507,0.7428773641586304,-704.2913533269333,0.45106983184814453,0.5762889981269836,14.0,-0.10011406242847443,753.3571428571429,152.5831003189087,-0.05660414323210716,0.022523343563079834,-299.92215060064507,-0.06575994193553925,23.6893367767334,0.037587132956139066,0.0,11,72.0918632339314,0.4670255780220032,11.0,-440.61368626753693,0.34433963894844055,17.50704574584961,11000,14.0,1.603895664215088,10.725409507751465,-19.82964515686035,1.0,0.18902349472045898
0.974156379699707,24.930828094482422,-249.6248474272066,0.8113274574279785,-672.9808540645325,0.4450032413005829,0.56659334897995,16.0,-0.13094505667686462,727.3125,166.49899005889893,-0.0679064467549324,0.021352266892790794,-249.6248474272066,0.02686658874154091,25.379323959350586,0.03612049597631193,0.0,12,72.07250924317923,0.39408159255981445,12.0,-328.5653621781236,0.3477049171924591,22.219905853271484,12000,16.0,1.2018383741378784,11.645500183105469,-21.16448211669922,1.0,0.2167082577943802
0.9454811215400696,26.660480499267578,-239.46572629186656,0.8653144836425781,-603.0801679224992,0.318707674741745,0.5593826770782471,17.0,-0.03573567792773247,743.3529411764706,180.50428938865662,-0.07244697958230972,0.020002003759145737,-239.46572629186656,-0.024907099083065987,27.105213165283203,0.034711086666206405,0.0,13,72.0204491761898,0.34684187173843384,13.0,235.72806578190063,0.35139334201812744,22.747718811035156,13000,17.0,1.1347031593322754,12.549175262451172,-22.728830337524414,1.0,0.1834719181060791
