ret_rms_std,train/param_noise_distance,rollout/return_history,train/loss_critic,total/epochs,reference_Q_std,eval/Q,param_noise_stddev,total/duration,eval/return_history,eval/episodes,rollout/episodes,reference_actor_Q_mean,train/loss_actor,rollout/return,reference_actor_Q_std,rollout/Q_mean,obs_rms_mean,reference_action_mean,reference_perturbed_action_std,rollout/actions_mean,rollout/actions_std,reference_action_std,reference_Q_mean,obs_rms_std,reference_perturbed_action_mean,ret_rms_mean,total/episodes,total/steps_per_second,total/steps,eval/return,rollout/episode_steps
1.0,0.1726982742547989,-643.0023971160597,0.25336024165153503,11,0.8237025737762451,5.854201316833496,0.03142349394213421,173.59786343574524,-666.2203443810996,11.0,11.0,6.514620304107666,-4.076776027679443,-643.0023971160597,0.6999668478965759,-0.3576553761959076,0.024382630363106728,0.03362208977341652,0.5067005753517151,0.008708056062459946,0.6383430361747742,0.5746685862541199,5.553316116333008,0.30847641825675964,-0.005552801303565502,0.0,11.0,63.364835155770756,11000,-32.81301471051013,1000.0
1.0,0.2638915181159973,-581.458602239569,0.34012430906295776,12,0.7373942136764526,8.593108177185059,0.030804326970036475,190.31027913093567,-577.7583693014898,12.0,12.0,8.446283340454102,-5.863541126251221,-581.458602239569,0.6652305722236633,0.22957193851470947,0.023663362488150597,0.052180081605911255,0.5765544772148132,0.004135107155889273,0.6279897093772888,0.33384039998054504,7.4912824630737305,0.3188117444515228,-0.11204911768436432,0.0,12.0,63.05492301728937,12000,395.3233565742182,950.8333333333334
1.0,0.27286431193351746,-549.0425556717054,0.4756193161010742,13,0.8286317586898804,10.804482460021973,0.03269941380439557,206.9138572216034,-495.5325339878221,13.0,13.0,10.813838958740234,-7.892153263092041,-549.0425556717054,0.6971326470375061,0.9455572366714478,0.023474499583244324,-0.03808072209358215,0.4642452299594879,-0.005539397709071636,0.6208439469337463,0.346317321062088,9.892696380615234,0.3186580240726471,-0.04859008640050888,0.0,13.0,62.82807818945197,13000,491.17748977618965,954.6153846153846
1.0,0.21653766930103302,-517.4743545969737,0.5159955620765686,14,0.8256781697273254,12.327268600463867,0.030804326970036475,223.02192449569702,-426.1786122136209,14.0,14.0,12.912357330322266,-10.344686508178711,-517.4743545969737,0.7026492953300476,1.7059847116470337,0.02316984161734581,0.014579115435481071,0.405216783285141,-0.016925934702157974,0.6108099818229675,0.4141913950443268,11.867444038391113,0.3210347592830658,-0.1495985984802246,0.0,14.0,62.77409735234401,14000,475.42237085099487,957.8571428571429
1.0,0.19717667996883392,-458.5688712002519,0.3599586486816406,15,1.19484281539917,12.636175155639648,0.03142349394213421,239.59493112564087,-374.03557413493496,15.0,15.0,15.075435638427734,-13.497819900512695,-458.5688712002519,0.8969191908836365,2.504112720489502,0.02258732169866562,-0.12221723049879074,0.4007240831851959,-0.021687708795070648,0.5976393222808838,0.3608047664165497,13.890909194946289,0.3280417025089264,-0.0582035556435585,0.0,15.0,62.60566502608592,15000,355.9669589666683,960.6666666666666
1.0,0.20207399129867554,-397.7497051499833,0.6890105605125427,16,1.0092629194259644,14.410624504089355,0.030804326970036475,255.56086349487305,-348.6175825582616,16.0,16.0,17.989118576049805,-16.44011878967285,-397.7497051499833,0.8267171382904053,3.411785364151001,0.022148242220282555,0.006303807720541954,0.36474910378456116,-0.026342879980802536,0.5854449272155762,0.35774824023246765,16.868932723999023,0.3325141966342926,-0.13282428681850433,0.0,16.0,62.607395284219585,16000,32.652291091838414,963.125
1.0,0.21905957162380219,-351.43382389710507,0.6497921943664551,17,1.0915461778640747,19.98203468322754,0.03142349394213421,271.4303653240204,-307.00419733011927,17.0,17.0,21.045574188232422,-19.397485733032227,-351.43382389710507,0.9622898101806641,4.35797119140625,0.022399112582206726,-0.13178828358650208,0.4230790436267853,-0.026300951838493347,0.5777673125267029,0.30026111006736755,19.610258102416992,0.332868754863739,0.06809195876121521,0.0,17.0,62.631165012456236,17000,358.809966320157,965.2941176470588
1.0,0.20283101499080658,-308.90631513482646,0.5530845522880554,18,0.9989528059959412,24.11377716064453,0.03142349394213421,287.9377238750458,-257.804110801682,18.0,18.0,24.01581382751465,-22.426164627075195,-308.90631513482646,0.9013217091560364,5.383762359619141,0.021524423733353615,-0.057509683072566986,0.35213398933410645,-0.02798929251730442,0.5687362551689148,0.32805076241493225,22.84011459350586,0.3336423933506012,-0.31367915868759155,0.0,18.0,62.51351770708352,18000,578.5973601817525,967.2222222222222
1.0,0.19135871529579163,-248.48654850872686,0.7909644246101379,19,1.5427756309509277,27.279050827026367,0.03335667202186392,304.4648952484131,-212.63472185032234,19.0,20.0,26.771366119384766,-25.321706771850586,-248.48654850872686,1.0048846006393433,6.43565034866333,0.02113954909145832,-0.09161718189716339,0.38359782099723816,-0.025934318080544472,0.5601339936256409,0.3112834393978119,25.484710693359375,0.3339656889438629,0.12072938680648804,0.0,20.0,62.40456714885928,19000,600.4142792741511,946.75
1.0,0.16714714467525482,-213.27523945187554,1.1216470003128052,20,0.9897053837776184,30.935508728027344,0.03335667202186392,321.3202819824219,-176.47765728021295,20.0,21.0,29.810596466064453,-28.483478546142578,-213.27523945187554,0.9354140758514404,7.578910827636719,0.02118515595793724,-0.10757045447826385,0.34905704855918884,-0.019216714426875114,0.5540685057640076,0.3702542781829834,28.48310089111328,0.33703508973121643,0.0061881206929683685,0.0,21.0,62.24319198466942,20000,510.5065695518653,949.2857142857143
1.0,0.18419942259788513,-169.453919614877,1.2875494956970215,21,2.733149766921997,34.27830123901367,0.03269941380439557,337.8500325679779,-140.70992321041507,21.0,22.0,33.29780578613281,-32.05741500854492,-169.453919614877,1.9821089506149292,8.77524471282959,0.02106303721666336,-0.13314999639987946,0.3826564848423004,-0.018135610967874527,0.5460205078125,0.4479534924030304,31.811771392822266,0.3390670716762543,-0.13533926010131836,0.0,22.0,62.15775632868896,21000,574.6447581855425,951.5909090909091
1.0,0.1993090659379959,-130.93582978425783,2.2398078441619873,22,2.5545973777770996,38.100833892822266,0.032055106170371106,353.1807506084442,-103.56088596535095,22.0,23.0,37.19586181640625,-35.7760009765625,-130.93582978425783,1.7222341299057007,10.027591705322266,0.02055704966187477,-0.1075742095708847,0.4449034333229065,-0.019966935738921165,0.53851318359375,0.44469091296195984,35.79835891723633,0.34081757068634033,-0.142684668302536,0.0,23.0,62.29105057990667,22000,676.5688961809954,953.695652173913
1.0,0.23887205123901367,-104.05281515196451,2.073137044906616,23,1.3708841800689697,39.183494567871094,0.03269941380439557,369.8607873916626,-71.47777612093678,23.0,24.0,40.68780517578125,-39.27458953857422,-104.05281515196451,1.1995896100997925,11.33298397064209,0.02030026726424694,-0.09882284700870514,0.46531563997268677,-0.022533712908625603,0.5340585708618164,0.4782485067844391,39.16379928588867,0.3431543707847595,-0.0777927041053772,0.0,24.0,62.18555949713112,23000,634.3506404561748,955.625
1.0,0.2414102852344513,-81.55941220740719,1.338395595550537,24,1.357075810432434,42.92304611206055,0.03019736003336582,385.8950445652008,-57.29806647656179,24.0,25.0,44.15580749511719,-42.26670837402344,-81.55941220740719,1.2964085340499878,12.571690559387207,0.020333047956228256,-0.10436764359474182,0.5728012323379517,-0.020788991823792458,0.5283639430999756,0.5618717670440674,42.680084228515625,0.34210288524627686,-0.15883569419384003,0.0,25.0,62.193076428440534,24000,268.83525534406397,957.4
1.0,0.14614629745483398,-72.33504117097712,2.244321346282959,25,1.205232858657837,47.03812026977539,0.030804326970036475,402.7089467048645,-35.55846846819327,25.0,26.0,47.78709030151367,-45.504249572753906,-72.33504117097712,0.9459779262542725,13.77701473236084,0.019334843382239342,-0.10728279501199722,0.4801124334335327,-0.028607618063688278,0.5260953903198242,0.5003737211227417,46.44970703125,0.3437807261943817,-0.1754230260848999,0.0,26.0,62.079574354035614,25000,486.19188373265143,959.0384615384615
1.0,0.16394908726215363,-60.54421807930197,2.9276366233825684,26,1.3400522470474243,41.269229888916016,0.030804326970036475,419.5931680202484,-62.649932251709075,26.0,27.0,50.88449478149414,-49.0488395690918,-60.54421807930197,1.1453304290771484,15.052590370178223,0.01873590424656868,0.04400239512324333,0.4861944615840912,-0.03986194729804993,0.5225436091423035,0.5018338561058044,49.175743103027344,0.34310466051101685,0.13924768567085266,0.0,27.0,61.96478394220497,26000,-739.9365268396044,960.5555555555555
1.0,0.1538122445344925,-45.35547225685281,1.1232123374938965,27,1.3067196607589722,45.02469253540039,0.029602352743226954,434.62772941589355,-78.4445012724049,27.0,28.0,53.62255096435547,-52.14756774902344,-45.35547225685281,1.3325175046920776,16.370559692382812,0.01927787810564041,-0.004302125424146652,0.42107725143432617,-0.03541494905948639,0.5194831490516663,0.42937377095222473,52.368553161621094,0.3419785797595978,0.2565504312515259,0.0,28.0,62.122129290475634,27000,-489.10329581049643,961.9642857142857
1.0,0.13178816437721252,-28.005205610373796,5.904377460479736,28,1.3284423351287842,55.84407424926758,0.028447279136688076,451.26001381874084,-58.972412448726466,28.0,29.0,56.358856201171875,-55.17414474487305,-28.005205610373796,1.4057536125183105,17.76805877685547,0.019519314169883728,-0.021344684064388275,0.4498700797557831,-0.028266210108995438,0.5171957015991211,0.462734580039978,55.00705337524414,0.3411639332771301,-0.15643475949764252,0.0,29.0,62.0484845600498,28000,466.77398579059144,963.2758620689655
1.0,0.18562862277030945,-15.114835204029406,4.12186861038208,29,1.4881433248519897,56.46736526489258,0.02901906944733551,466.43682527542114,-56.04640960991529,29.0,30.0,59.61944580078125,-58.432491302490234,-15.114835204029406,1.5971415042877197,19.157556533813477,0.019497133791446686,-0.024321753531694412,0.5043118000030518,-0.031036391854286194,0.5148825645446777,0.5107210278511047,58.020042419433594,0.34123238921165466,0.09047450870275497,0.0,30.0,62.173478654641194,29000,25.881669876797883,964.5
1.0,0.16532652080059052,-7.421922417347739,4.829675674438477,30,1.1523128747940063,61.76153564453125,0.02901906944733551,483.31578969955444,-44.67757524888297,30.0,31.0,63.17679977416992,-61.215389251708984,-7.421922417347739,1.2523281574249268,20.484376907348633,0.019666865468025208,-0.0141216479241848,0.6071659326553345,-0.031705331057310104,0.5122247934341431,0.5937197208404541,61.81804656982422,0.34247615933418274,-0.06082359328866005,0.0,31.0,62.07121852701941,30000,285.0186212210542,965.6451612903226
1.0,0.2468867003917694,4.092949452217451,1.9070427417755127,31,1.1617538928985596,61.042842864990234,0.030804326970036468,498.3860836029053,-43.15420136974095,31.0,33.0,65.69648742675781,-63.85698699951172,4.092949452217451,1.269761562347412,21.90052032470703,0.019742080941796303,-0.042689140886068344,0.49606943130493164,-0.03522669896483421,0.5097397565841675,0.49904489517211914,64.50096130371094,0.3428364098072052,-0.10213528573513031,0.0,33.0,62.20077369716366,31000,2.547015004519552,938.6363636363636
1.0,0.17235611379146576,19.899748855459716,6.108479022979736,32,2.0787572860717773,64.54901123046875,0.0314234939421342,515.2476184368134,-35.01089491287864,32.0,34.0,68.13111877441406,-66.66348266601562,19.899748855459716,1.5972471237182617,23.33186912536621,0.019366854801774025,-0.026227381080389023,0.5436446666717529,-0.0371149517595768,0.5056656002998352,0.5396487712860107,66.77149963378906,0.34450629353523254,0.0486762598156929,0.0,34.0,62.10606095974469,32000,217.4316052498531,940.4411764705883
1.0,0.19510559737682343,21.31075282203703,4.713158130645752,33,1.4649018049240112,71.89379119873047,0.03269941380439556,531.9180011749268,-16.3259622772769,33.0,35.0,70.76004028320312,-68.99298858642578,21.31075282203703,1.5263301134109497,24.58458709716797,0.01911199651658535,-0.16520383954048157,0.48983320593833923,-0.038478314876556396,0.5057510733604431,0.4589911699295044,69.54377746582031,0.3450079560279846,-0.09501354396343231,0.0,35.0,62.039637551479686,33000,581.5918820619788,942.1428571428571
1.0,0.26301807165145874,36.2648064039482,6.453998565673828,34,1.3675185441970825,71.70040130615234,0.030804326970036468,548.7127418518066,-3.624855722768013,34.0,36.0,73.36277770996094,-71.30077362060547,36.2648064039482,1.5066001415252686,25.999713897705078,0.01871473714709282,-0.07327218353748322,0.5327961444854736,-0.03793736547231674,0.5020488500595093,0.5167800784111023,72.15921783447266,0.34629207849502563,-0.09123781323432922,0.0,36.0,61.963204800486544,34000,415.51166057602524,943.75
1.0,0.31325390934944153,42.072919585818106,8.853896141052246,35,1.2570213079452515,73.5912857055664,0.0314234939421342,563.6490759849548,5.527523773045394,35.0,37.0,75.33353424072266,-73.32919311523438,42.072919585818106,1.4987801313400269,27.38260269165039,0.018856151029467583,-0.047686658799648285,0.39958444237709045,-0.03898727893829346,0.4997972249984741,0.3709714412689209,74.03434753417969,0.34596002101898193,-0.09777943044900894,0.0,37.0,62.09537368412937,35000,316.70842663070124,945.2702702702703
1.0,0.19607359170913696,46.651929728338544,4.4653239250183105,36,1.747004747390747,77.98704528808594,0.03269941380439556,577.278431892395,13.040697574395654,36.0,38.0,77.497802734375,-75.97179412841797,46.651929728338544,1.9870394468307495,28.690563201904297,0.01913691684603691,-0.08754739910364151,0.4837726056575775,-0.03802149370312691,0.4983236491680145,0.43505170941352844,76.29768371582031,0.34455934166908264,-0.16423407196998596,0.0,38.0,62.36158846604963,36000,276.00178062165475,946.7105263157895
1.0,0.24640096724033356,49.699334009253185,6.688572883605957,37,1.501768708229065,75.57562255859375,0.03269941380439556,594.0958120822906,2.321586157544857,37.0,39.0,79.97308349609375,-78.33975982666016,49.699334009253185,1.874748706817627,30.051654815673828,0.0188788790255785,-0.09048527479171753,0.4933672249317169,-0.03974422812461853,0.4948781728744507,0.5276527404785156,78.56416320800781,0.3452069163322449,-0.0912749320268631,0.0,39.0,62.2795166158737,37000,-383.56642484908383,931.8461538461538
1.0,0.28408247232437134,53.09582809083887,5.671274185180664,38,1.9333395957946777,78.24410247802734,0.0320551061703711,610.8242073059082,-0.6573596103557418,38.0,40.0,82.21025848388672,-79.76640319824219,53.09582809083887,2.121508836746216,30.86166763305664,0.018627312034368515,-0.04287774860858917,0.409584105014801,-0.038541730493307114,0.5025332570075989,0.5158619284629822,80.78003692626953,0.3449668288230896,-0.12923845648765564,0.0,40.0,62.211024948736416,38000,-110.8783530226779,933.55
1.0,0.1843632459640503,10.959751078774943,8.007965087890625,39,1.9386461973190308,81.06843566894531,0.0320551061703711,627.5746304988861,-0.007386364643312486,39.0,41.0,84.52590942382812,-81.47908782958984,10.959751078774943,2.1303224563598633,32.01430892944336,0.019260913133621216,-0.043475303798913956,0.5158382654190063,-0.035245299339294434,0.5061801075935364,0.4913370609283447,83.23359680175781,0.3445225954055786,0.1302383989095688,0.0,41.0,62.14400344545034,39000,24.691596972429,935.170731707317
1.0,0.17622055113315582,13.42905276579669,3.9439687728881836,40,1.8935059309005737,83.72411346435547,0.0320551061703711,643.4232387542725,-3.4215836766881353,40.0,42.0,86.41828918457031,-83.20935821533203,13.42905276579669,2.064140796661377,33.389644622802734,0.01932867243885994,-0.09749253839254379,0.4514544904232025,-0.0340743362903595,0.5036996603012085,0.5044509768486023,85.0789794921875,0.34522271156311035,-0.05458950996398926,0.0,42.0,62.16747793791803,40000,-136.5752788464365,936.7142857142857
1.0,0.1800234168767929,24.46359535033961,3.9028236865997314,41,1.8108689785003662,64.38179016113281,0.0314234939421342,656.2319040298462,-9.411672622689563,41.0,43.0,88.40393829345703,-84.57914733886719,24.46359535033961,2.040095806121826,34.543514251708984,0.019014891237020493,-0.09701593965291977,0.4048197865486145,-0.03974565118551254,0.5034856200218201,0.5041035413742065,87.0367431640625,0.34550631046295166,-0.13168485462665558,0.0,43.0,62.47791329288262,41000,-249.0152304627467,934.5581395348837
1.0,0.15501856803894043,21.679082050710505,10.163431167602539,42,1.859537124633789,88.37352752685547,0.03335667202186391,673.3150119781494,-10.921604904165187,42.0,44.0,90.5856704711914,-86.29627227783203,21.679082050710505,1.8753832578659058,35.825557708740234,0.019157463684678078,-0.14919663965702057,0.5494130849838257,-0.039488643407821655,0.5017358660697937,0.5855386853218079,89.21784210205078,0.34443122148513794,-0.09027163684368134,0.0,44.0,62.377934923219854,42000,-72.82882844466573,936.0454545454545
1.0,0.19659541547298431,26.328620404352893,2.2097060680389404,43,1.9643961191177368,89.33383178710938,0.03335667202186391,688.4878890514374,-7.966357840676705,43.0,45.0,92.53651428222656,-88.03402709960938,26.328620404352893,2.132889747619629,37.035743713378906,0.01937437243759632,0.06434068828821182,0.592629075050354,-0.04390309005975723,0.5034586787223816,0.47981083393096924,91.36294555664062,0.34288039803504944,-0.18222162127494812,0.0,45.0,62.45571009134692,43000,116.15401882583959,937.4666666666667
1.0,0.2419176548719406,14.592997538489549,13.130915641784668,44,1.9015015363693237,87.5262451171875,0.03269941380439556,704.4775032997131,-11.01976795487853,44.0,46.0,94.31763458251953,-89.82548522949219,14.592997538489549,2.275158166885376,38.286048889160156,0.019347291439771652,0.06183825060725212,0.5217872262001038,-0.048943210393190384,0.5025884509086609,0.5471419095993042,93.11986541748047,0.34192773699760437,-0.023737244307994843,0.0,46.0,62.45763675051044,44000,-142.31640286555705,938.8260869565217
1.0,0.2504153251647949,18.595439955202302,5.995819091796875,45,2.1105470657348633,94.51189422607422,0.0320551061703711,720.455334186554,-2.86834670307698,45.0,47.0,96.88644409179688,-91.61878967285156,18.595439955202302,2.3317739963531494,39.47800827026367,0.01950312778353691,0.09291653335094452,0.5294081568717957,-0.04893077164888382,0.5034671425819397,0.49286195635795593,95.46888732910156,0.3408079147338867,-0.03144160658121109,0.0,47.0,62.46049944346411,45000,355.79418837619124,940.1276595744681
1.0,0.2737390100955963,17.519889546802187,8.348414421081543,46,2.217740297317505,86.15058898925781,0.03335667202186391,736.416247844696,-5.419790552975371,46.0,49.0,98.69292449951172,-93.08435821533203,17.519889546802187,2.420274496078491,40.673072814941406,0.01963880844414234,0.05769600346684456,0.46472638845443726,-0.04689021781086922,0.5022226572036743,0.48228809237480164,97.42415618896484,0.3423576354980469,0.025225259363651276,0.0,49.0,62.464672845867206,46000,-120.23476379840297,931.6122448979592
1.0,0.280191570520401,-15.545298870743723,11.095745086669922,47,2.1232340335845947,98.4037094116211,0.030197360033365813,752.2957656383514,3.724723905366422,47.0,50.0,100.38783264160156,-94.49222564697266,-15.545298870743723,2.3532350063323975,41.15480422973633,0.01963292621076107,-0.006320316344499588,0.4952961504459381,-0.04529983550310135,0.5106852650642395,0.47344788908958435,99.1798095703125,0.3420863747596741,0.10521215200424194,0.0,50.0,62.475428078634366,47000,424.3723889890889,932.98
1.0,0.2070978581905365,-5.512858324830925,5.777500629425049,48,2.4945521354675293,101.90951538085938,0.030197360033365813,767.2068390846252,12.222434048153872,48.0,51.0,101.12127685546875,-95.61627197265625,-5.512858324830925,2.819504976272583,42.284053802490234,0.019814085215330124,-0.016235776245594025,0.5279553532600403,-0.04160723462700844,0.51047682762146,0.4345687925815582,100.19017028808594,0.343484103679657,0.11207899451255798,0.0,51.0,62.56461433173624,48000,411.614810759164,934.2941176470588
1.0,0.13695630431175232,-42.390835531242615,6.631663799285889,49,2.4013772010803223,97.9749984741211,0.030197360033365813,782.9577603340149,16.590279457581552,49.0,52.0,102.62873840332031,-95.59608459472656,-42.390835531242615,2.5862088203430176,42.806556701660156,0.019882457330822945,-0.003025706857442856,0.4169580936431885,-0.03807599097490311,0.5183787941932678,0.4752568304538727,101.49783325195312,0.3433115482330322,-0.048074524849653244,0.0,52.0,62.5831973095155,49000,226.24685911011025,935.5576923076923
1.0,0.25947439670562744,-46.65508861185852,11.959301948547363,50,2.2633304595947266,104.52445983886719,0.030804326970036468,799.6649417877197,26.799456824676408,50.0,53.0,104.47847747802734,-96.59196472167969,-46.65508861185852,2.4527225494384766,43.55674362182617,0.019634343683719635,-0.027445100247859955,0.46774011850357056,-0.03863945230841637,0.5198381543159485,0.5078253746032715,102.8519287109375,0.3432725667953491,-0.15916767716407776,0.0,53.0,62.526187390709794,50000,527.0491478123245,936.7735849056604
1.0,0.17212513089179993,-42.45021950140176,9.451879501342773,51,2.0307202339172363,108.00416564941406,0.0314234939421342,815.3867995738983,37.03914822874829,51.0,54.0,106.07644653320312,-99.52410888671875,-42.45021950140176,2.467536449432373,44.77687072753906,0.019228024408221245,-0.008310578763484955,0.4809170067310333,-0.04123552888631821,0.5185430645942688,0.37324100732803345,104.95883178710938,0.3432278335094452,0.13868220150470734,0.0,54.0,62.547002265245624,51000,549.0237184323424,937.9444444444445
1.0,0.188829243183136,-37.81673953962165,6.673121452331543,52,2.154836654663086,95.25011444091797,0.0314234939421342,830.4900295734406,32.351254482743094,52.0,55.0,107.66812133789062,-101.88611602783203,-37.81673953962165,2.4357244968414307,45.99687576293945,0.01928379386663437,0.04640210047364235,0.41327089071273804,-0.03895782679319382,0.5175499320030212,0.4497710168361664,106.64762878417969,0.34363898634910583,-0.032505620270967484,0.0,55.0,62.61363550229307,52000,-206.73132656352178,939.0727272727273
1.0,0.221370667219162,-39.17948349193131,17.517824172973633,53,1.9569491147994995,101.37462615966797,0.030197360033365813,847.2519097328186,32.86087192885209,53.0,56.0,109.63960266113281,-103.01618957519531,-39.17948349193131,2.3001694679260254,46.98234558105469,0.019075483083724976,-0.07205252349376678,0.46693041920661926,-0.04044492170214653,0.5181581377983093,0.43208998441696167,108.47978210449219,0.34420108795166016,-0.028614787384867668,0.0,56.0,62.55518505318398,53000,59.36097912651984,940.1607142857143
1.0,0.23193062841892242,-31.045954372418347,19.020458221435547,54,2.07279372215271,113.13057708740234,0.02960235274322695,862.8308615684509,41.921704485682326,54.0,58.0,111.36766052246094,-105.05518341064453,-31.045954372418347,2.398052453994751,48.18046569824219,0.018976500257849693,-0.06435766071081161,0.4429284930229187,-0.04058388993144035,0.5170027017593384,0.4047640562057495,110.09590148925781,0.3451721668243408,-0.05914227291941643,0.0,58.0,62.58468768935662,54000,522.145829997685,925.6896551724138
1.0,0.24038997292518616,-26.332033515643445,10.516888618469238,55,1.762598991394043,109.21526336669922,0.026798623766663403,877.8513672351837,42.6739605247906,55.0,59.0,113.99365234375,-106.23301696777344,-26.332033515643445,1.8283541202545166,49.35456466674805,0.01915493793785572,-0.06451535224914551,0.4219907820224762,-0.03824339807033539,0.5152688026428223,0.5152831077575684,112.44508361816406,0.3451932370662689,-0.06303498148918152,0.0,59.0,62.65297526758313,55000,83.29578663663742,917.7966101694915
