rollout/actions_std,reference_perturbed_action_mean,ret_rms_mean,rollout/episode_steps,rollout/return,total/duration,param_noise_stddev,obs_rms_std,total/epochs,total/episodes,eval/Q,train/param_noise_distance,reference_action_mean,rollout/actions_mean,eval/return_history,rollout/return_history,train/loss_actor,reference_perturbed_action_std,reference_actor_Q_std,train/loss_critic,eval/episodes,reference_actor_Q_mean,rollout/Q_mean,reference_Q_std,obs_rms_mean,total/steps,rollout/episodes,eval/return,reference_action_std,reference_Q_mean,total/steps_per_second,ret_rms_std
0.7542239427566528,0.15341471135616302,0.0,1000.0,-1300.359304013963,14.265543699264526,0.16720346283821505,0.40691104531288147,1,1.0,-0.35009765625,0.8816961050033569,0.17464041709899902,-0.10944919288158417,-2149.3568586171905,-1300.359304013963,0.657520592212677,0.8551601767539978,0.3679158389568329,0.09547366201877594,1.0,-0.6179579496383667,-1.101596713066101,0.7566838264465332,0.012919670902192593,1000,1.0,-2149.3568586171905,0.903690755367279,-2.298816204071045,70.0989756213467,1.0
0.8358244299888611,-0.15511950850486755,0.0,1000.0,-1705.2820137278252,28.322445392608643,0.13978498992545177,0.3935365080833435,2,2.0,-0.48827090859413147,0.41458359360694885,-0.21057355403900146,0.0032775497529655695,-2172.8340163142893,-1705.2820137278252,4.358102321624756,0.8123064041137695,1.1289654970169067,0.5585426092147827,2.0,-2.083303451538086,-2.7270424365997314,1.376474380493164,0.014256863854825497,2000,2.0,-2196.3111740113886,0.8935736417770386,-3.5749318599700928,70.61537138745595,1.0
0.8501491546630859,0.15762859582901,0.0,1000.0,-1834.780790706346,42.36463284492493,0.11456001552955852,0.36763453483581543,3,3.0,-8.824864387512207,0.6488173604011536,-0.02532374858856201,-0.01841002143919468,-1997.0883174799637,-1834.780790706346,8.241491317749023,0.7610124349594116,2.581989288330078,0.46817493438720703,3.0,-5.802083969116211,-3.942962169647217,2.385131359100342,0.0226134005934,3000,3.0,-1645.5969198113125,0.7644116878509521,-6.609720230102539,70.81378495551827,1.0
0.8312395811080933,-0.304858922958374,0.0,1000.0,-1717.3402626630686,56.36615538597107,0.09388702724900437,0.3692304790019989,4,4.0,-10.034967422485352,0.5789461731910706,-0.21196362376213074,0.017097560688853264,-2112.2291618643376,-1717.3402626630686,8.616010665893555,0.7723823189735413,1.7783923149108887,0.5948105454444885,4.0,-7.280930519104004,-5.120644569396973,2.1785173416137695,0.022910913452506065,4000,4.0,-2457.651695017459,0.8240037560462952,-8.38990306854248,70.96457036336307,1.0
0.84339439868927,0.3852265775203705,0.0,1000.0,-1816.328884764943,70.29334616661072,0.07694459401832851,0.35266637802124023,5,5.0,-10.199994087219238,0.5270017981529236,0.4861598014831543,-0.04742515832185745,-2081.0587383270804,-1816.328884764943,12.54422378540039,0.7039197683334351,2.573025941848755,0.47145500779151917,5.0,-9.482215881347656,-7.524434566497803,2.519650459289551,0.022907638922333717,5000,5.0,-1956.37704417805,0.7010232210159302,-10.670610427856445,71.13048777261078,1.0
0.8480032682418823,0.4142689108848572,0.0,836.3333333333334,-1518.8913430326645,81.18840193748474,0.06305951655006926,0.339658260345459,6,6.0,-12.159796714782715,0.39749476313591003,0.4178456962108612,-0.005659202579408884,-1832.775243494135,-1518.8913430326645,16.8276309967041,0.7321754097938538,3.0791070461273193,0.574933648109436,6.0,-12.602731704711914,-9.405670166015625,3.0976459980010986,0.024574264883995056,6000,6.0,-591.3577693294094,0.6576584577560425,-13.436458587646484,73.90218130688191,1.0
0.8341567516326904,0.2568102777004242,0.0,628.6,-1157.0203462191716,95.17152380943298,0.051680078090752424,0.3688370883464813,7,10.0,-17.962669372558594,0.23964296281337738,-0.29702603816986084,0.019660644233226776,-1902.2179410368465,-1157.0203462191716,18.063655853271484,0.6758666634559631,2.9521806240081787,1.1671630144119263,7.0,-15.029706954956055,-9.867979049682617,3.1261982917785645,0.024181922897696495,7000,10.0,-2318.8741262931135,0.8538883924484253,-16.04141616821289,73.55141243736387,1.0
0.8367719650268555,-0.23408442735671997,0.0,662.3636363636364,-1148.7650303441496,108.29162549972534,0.04235412222587577,0.36619094014167786,8,11.0,-16.817808151245117,0.29560965299606323,0.045048788189888,0.009695850312709808,-1925.3853518094575,-1148.7650303441496,19.511573791503906,0.8654353022575378,2.3377227783203125,1.3590527772903442,8.0,-16.80550193786621,-11.0595121383667,2.635559320449829,0.023953596130013466,8000,11.0,-2087.557227217737,0.8623385429382324,-17.666507720947266,73.87459522454292,1.0
0.8449568152427673,0.09463031589984894,0.0,690.5,-1231.121179326829,120.35823845863342,0.03540877950819716,0.3601987659931183,9,12.0,-17.317401885986328,0.20116741955280304,0.05531325191259384,-0.0006432944210246205,-1839.2709429777942,-1231.121179326829,21.86225128173828,0.88790363073349,2.7528529167175293,0.6372355222702026,9.0,-18.958251953125,-12.54494857788086,2.7674620151519775,0.025562750175595284,9000,12.0,-1150.3556723244885,0.8684934973716736,-19.765674591064453,74.77676738425562,1.0
0.8471588492393494,0.1825903356075287,0.0,714.3076923076923,-1317.2185569952942,129.83719086647034,0.03335667202186392,0.365730345249176,10,13.0,-22.22817039489746,0.19440752267837524,-0.11121837794780731,0.014729578047990799,-1668.8082056644023,-1317.2185569952942,24.224319458007812,0.8119458556175232,3.324913740158081,1.0566214323043823,10.0,-20.60619354248047,-13.726797103881836,3.341974973678589,0.025301946327090263,10000,13.0,-134.6435698438748,0.824661374092102,-21.340993881225586,77.0195344898088,1.0
