reference_Q_std,ret_rms_mean,reference_perturbed_action_std,reference_Q_mean,obs_rms_std,eval/return,rollout/episodes,total/duration,param_noise_stddev,reference_actor_Q_std,rollout/return,rollout/Q_mean,total/steps_per_second,total/steps,obs_rms_mean,rollout/episode_steps,reference_actor_Q_mean,train/loss_critic,eval/Q,total/epochs,rollout/actions_mean,ret_rms_std,eval/return_history,total/episodes,eval/episodes,rollout/return_history,train/param_noise_distance,train/loss_actor,reference_action_std,reference_perturbed_action_mean,reference_action_mean,rollout/actions_std
87.76921081542969,0.0,0.7687841057777405,182.77719116210938,7.072287559509277,293.71994957010406,246.0,122.53681874275208,0.022854436146078055,84.84272766113281,217.12570973771312,98.90980529785156,89.76893731093895,11000,1.6632672548294067,44.66260162601626,191.60897827148438,30.774402618408203,190.50619506835938,11,0.06272873282432556,1.0,247.5092389037885,246.0,11.0,282.83920169893423,0.2238055169582367,-184.3921356201172,0.7666257619857788,0.1783706545829773,0.14692002534866333,0.744045615196228
95.3288345336914,0.0,0.7830568552017212,197.146240234375,7.008051872253418,397.1379019399253,264.0,134.14772057533264,0.019882513137642284,93.15758514404297,221.15863074266835,106.3734130859375,89.45362581290543,12000,1.680428385734558,45.38636363636363,207.31185913085938,32.015838623046875,225.49607849121094,12,0.06542714685201645,1.0,259.9782941567999,264.0,12.0,286.1890374871051,0.20792125165462494,-194.6301727294922,0.7807718515396118,0.013692040927708149,0.0400117002427578,0.749519944190979
102.57391357421875,0.0,0.773932695388794,211.209228515625,6.936934947967529,231.92012385797494,279.0,145.45732522010803,0.019882513137642284,101.35884094238281,226.24740437236844,114.56375122070312,89.37329199700476,13000,1.685011625289917,46.58064516129032,220.53384399414062,48.1801872253418,220.60189819335938,13,0.06296777725219727,1.0,257.8199733645826,279.0,13.0,288.2430469232444,0.2108573466539383,-202.8802490234375,0.783588171005249,0.06974691897630692,0.07982238382101059,0.7525367736816406
113.52271270751953,0.0,0.7526589632034302,215.35089111328125,6.92004919052124,230.83093259951238,298.0,156.75711464881897,0.019490749081111935,111.82139587402344,228.66284892757133,120.60015106201172,89.31014092319846,14000,1.7137492895126343,46.942953020134226,227.8427734375,54.576839447021484,205.55108642578125,14,0.06797537952661514,1.0,255.89218473850616,298.0,14.0,283.6244152205843,0.18246324360370636,-214.05923461914062,0.7680425047874451,0.192571759223938,0.15524664521217346,0.7551484704017639
119.9167251586914,0.0,0.7813606262207031,222.52581787109375,7.001535415649414,381.6571258364715,316.0,168.30242943763733,0.019106704324195603,117.37471008300781,231.19116686185376,126.37845611572266,89.1252731771058,15000,1.7518583536148071,47.39873417721519,236.71517944335938,58.47872543334961,219.82220458984375,15,0.07810897380113602,1.0,264.2765141450372,316.0,15.0,284.1751220536655,0.19136904180049896,-222.61141967773438,0.7821556925773621,0.14855921268463135,0.11364734172821045,0.7575247883796692
125.54408264160156,0.0,0.7853431701660156,235.65109252929688,7.004388809204102,259.18303922189045,332.0,179.6384928226471,0.018730226766195082,123.64842224121094,234.99557599171047,133.28211975097656,89.06777021223635,16000,1.7676715850830078,48.13855421686747,249.069091796875,69.04983520507812,231.1521759033203,16,0.08399888128042221,1.0,263.9581719623405,332.0,16.0,285.1464891539772,0.21505656838417053,-225.91802978515625,0.7849534749984741,0.06541409343481064,0.09832320362329483,0.758446991443634
130.5192108154297,0.0,0.7785059809684753,238.13070678710938,7.044641494750977,336.81708472766996,345.0,191.11774277687073,0.018730226766195082,129.0452880859375,240.01973167340802,140.46055603027344,88.95040174185941,17000,1.772680401802063,49.2,251.9395751953125,92.49540710449219,230.97682189941406,17,0.08641847223043442,1.0,268.24399036030104,345.0,17.0,296.67441043038986,0.20251649618148804,-233.99642944335938,0.7926584482192993,0.09158896654844284,0.07735425233840942,0.7611841559410095
136.28269958496094,0.0,0.8273712396621704,238.87704467773438,7.0397515296936035,323.76374098577537,358.0,202.5905487537384,0.019490749081111935,136.45452880859375,245.5983367341862,145.4352569580078,88.84915960161663,18000,1.779641032218933,50.23463687150838,253.95059204101562,101.10082244873047,248.02529907226562,18,0.08708340674638748,1.0,271.32842095060516,358.0,18.0,314.06985073241873,0.21463032066822052,-239.1654510498047,0.8148425817489624,0.07100792229175568,0.04417036473751068,0.7650046944618225
144.716552734375,0.0,0.8100237250328064,245.8089599609375,7.017722129821777,465.33200949189467,372.0,214.26892566680908,0.019106704324195603,144.2220916748047,250.0421099039937,150.745361328125,88.6736139683887,19000,1.7879844903945923,51.07258064516129,262.1280517578125,112.9831314086914,204.3265838623047,19,0.08591979742050171,1.0,281.5391361369888,372.0,19.0,321.86704398963,0.20522235333919525,-247.92333984375,0.8055453300476074,0.14089447259902954,0.10956486314535141,0.7691223621368408
149.97669982910156,0.0,0.8135184049606323,249.0926971435547,6.964277744293213,318.8238889499074,386.0,225.69563221931458,0.017999379770019416,151.2472686767578,252.99625176178546,155.8681182861328,88.61491825666106,20000,1.794418454170227,51.77979274611399,266.6562194824219,127.36589813232422,253.046875,20,0.08639542758464813,1.0,283.4033737776347,386.0,20.0,326.372432204209,0.21019680798053741,-251.3291473388672,0.8087169528007507,0.014681249856948853,0.050063520669937134,0.7723062038421631
160.81964111328125,0.0,0.8213998079299927,261.8300476074219,6.970299243927002,342.4620972753546,402.0,236.9715919494629,0.019106704324195603,162.50975036621094,254.61513388389824,161.2135009765625,88.61821717633778,21000,1.797683596611023,52.21641791044776,279.14678955078125,138.17764282226562,248.36338806152344,21,0.08572309464216232,1.0,286.2156939441928,402.0,21.0,332.52481818636556,0.19369284808635712,-269.4089660644531,0.8228241801261902,-0.0367424413561821,-0.005419716238975525,0.7753995656967163
166.48733520507812,0.0,0.8068693280220032,258.21185302734375,6.953664779663086,408.8946523979821,417.0,248.3034632205963,0.018730226766195082,167.20510864257812,255.86289304890454,166.014892578125,88.6012611932637,22000,1.7950260639190674,52.589928057553955,276.7957458496094,128.45484924316406,259.32708740234375,22,0.08475039899349213,1.0,291.7920102375469,417.0,22.0,334.21931053408014,0.21783891320228577,-268.2215270996094,0.787696897983551,0.14097878336906433,0.15915966033935547,0.7783764600753784
170.20628356933594,0.0,0.8047808408737183,259.44134521484375,6.892449378967285,399.73829322193546,427.0,259.67142486572266,0.017644720880324885,173.23410034179688,260.5489063073877,170.92550659179688,88.57347323408192,23000,1.8032450675964355,53.711943793911004,276.72601318359375,151.56964111328125,301.88519287109375,23,0.08938930928707123,1.0,296.485326889042,427.0,23.0,348.9524145051975,0.20056834816932678,-274.7807922363281,0.8049605488777161,0.14639757573604584,0.13915897905826569,0.7804629802703857
175.97991943359375,0.0,0.8313685059547424,266.1764221191406,6.847523212432861,505.23224839157245,441.0,271.1934850215912,0.017999379770019416,178.1322784423828,262.83327856488563,176.12789916992188,88.49770118219924,24000,1.8051830530166626,54.31292517006803,284.7728576660156,163.27047729492188,327.73284912109375,24,0.09043154120445251,1.0,305.18311528498083,441.0,24.0,346.5994887681941,0.18128925561904907,-285.7685241699219,0.8230797648429871,0.11042682081460953,0.11280978471040726,0.782605767250061
182.37493896484375,0.0,0.8231501579284668,270.30755615234375,6.847297668457031,356.63626772635155,454.0,282.54121470451355,0.018361167303396805,183.5220489501953,265.97599777418577,181.56044006347656,88.48266624090729,25000,1.8104292154312134,54.986784140969164,292.2744140625,183.09161376953125,378.2602844238281,25,0.09203485399484634,1.0,307.2412413826356,454.0,25.0,343.20510545771555,0.21007978916168213,-294.4876708984375,0.8167571425437927,0.08522980660200119,0.12937228381633759,0.7841296195983887
188.3961639404297,0.0,0.8021390438079834,284.71044921875,6.831316947937012,215.22148534756002,468.0,293.78948163986206,0.018361167303396805,189.6399688720703,268.3179251035525,186.67898559570312,88.49874357269113,26000,1.8158745765686035,55.51282051282051,307.42742919921875,193.638671875,260.4534912109375,26,0.09506325423717499,1.0,303.7020199966712,468.0,26.0,341.490871008186,0.20231527090072632,-300.4355773925781,0.8103059530258179,0.16952531039714813,0.14367340505123138,0.7856700420379639
190.8203125,0.0,0.801541805267334,290.76092529296875,6.810749530792236,406.0656370180773,481.0,305.34164094924927,0.018730226766195082,190.4893341064453,270.448075894399,191.03639221191406,88.42554168524843,27000,1.819466471672058,56.12474012474012,312.2086181640625,205.94656372070312,393.1541748046875,27,0.0975894033908844,1.0,307.4932650715381,481.0,27.0,342.46455298919625,0.2102108597755432,-308.9038391113281,0.8055149912834167,0.18956436216831207,0.16862212121486664,0.7875187397003174
197.7310791015625,0.0,0.8289093375205994,293.22381591796875,6.792436122894287,355.81613072192243,494.0,316.71742486953735,0.019106704324195603,198.37765502929688,272.3297725212222,196.00535583496094,88.40688197541955,28000,1.8296422958374023,56.57692307692308,315.5822448730469,235.34042358398438,382.08636474609375,28,0.1009230762720108,1.0,309.2190817019089,494.0,28.0,348.4089347101965,0.1840350180864334,-319.8183288574219,0.8340816497802734,0.1424514204263687,0.1051832064986229,0.789198100566864
203.4163818359375,0.0,0.8140417337417603,295.430419921875,6.778695106506348,394.5457653871216,503.0,328.1051697731018,0.019106704324195603,204.86553955078125,275.378934758046,202.11329650878906,88.38629400461654,29000,1.8357453346252441,57.37176938369781,317.64703369140625,269.2650451660156,351.73101806640625,29,0.10291861742734909,1.0,312.16138113933005,503.0,29.0,356.2247774266763,0.198411762714386,-323.2097473144531,0.8075054883956909,0.17035195231437683,0.18941934406757355,0.7902045845985413
200.36985778808594,0.0,0.821040153503418,308.4447021484375,6.756123065948486,290.09674230979476,515.0,339.3973479270935,0.018730226766195082,202.44329833984375,278.97507092303584,208.0342559814453,88.3919694223549,30000,1.8491233587265015,58.17281553398058,334.38995361328125,242.96087646484375,387.5826110839844,30,0.1090128943324089,1.0,311.4258931783455,515.0,30.0,375.4017183252341,0.20505604147911072,-319.6534729003906,0.8156099319458008,0.18875089287757874,0.18996858596801758,0.7913671135902405
211.95339965820312,0.0,0.8244261741638184,314.90093994140625,6.753683090209961,537.5915451471775,530.0,350.9745581150055,0.019106704324195603,216.31268310546875,279.7531934666081,211.99502563476562,88.32549050419229,31000,1.8606410026550293,58.384905660377356,337.97723388671875,283.75909423828125,397.5173034667969,31,0.11310475319623947,1.0,318.7215593708885,530.0,31.0,360.1141747037218,0.20143266022205353,-326.7386169433594,0.8051711320877075,0.17263053357601166,0.15721993148326874,0.7933122515678406
215.19749450683594,0.0,0.8098070025444031,316.7524719238281,6.730337619781494,466.16952378507165,543.0,362.4241976737976,0.018730226766195082,219.51817321777344,281.65317735118526,216.77037048339844,88.29432528343987,32000,1.8662067651748657,58.80294659300184,341.6531677246094,316.5485534667969,400.097412109375,32,0.116450734436512,1.0,323.32930825883176,543.0,32.0,361.282203387621,0.19082936644554138,-334.2105407714844,0.810201108455658,0.19535939395427704,0.18219344317913055,0.7939896583557129
223.67466735839844,0.0,0.8227187395095825,317.8013916015625,6.743069171905518,300.7621514147704,558.0,373.72100472450256,0.018361167303396805,228.60975646972656,282.54578242068624,221.21768188476562,88.3011647266836,33000,1.8729772567749023,59.10215053763441,343.39202880859375,415.0375671386719,341.4193420410156,33,0.1205112412571907,1.0,322.64545502113293,558.0,33.0,353.27295914568,0.2022371143102646,-335.4462585449219,0.8391006588935852,0.13187655806541443,0.053126558661460876,0.7946679592132568
222.7285614013672,0.0,0.8125903010368347,328.6038818359375,6.721930980682373,341.2695879370255,571.0,385.0771622657776,0.017999379770019416,228.3292694091797,283.5521501287079,225.53514099121094,88.29399229999892,34000,1.8789695501327515,59.43782837127846,350.8719787597656,367.6542053222656,406.0414123535156,34,0.12331780046224594,1.0,323.19322363630624,571.0,34.0,353.0060678963706,0.2054421603679657,-337.2333679199219,0.7986831665039062,0.16645362973213196,0.19085875153541565,0.7953803539276123
227.5696563720703,0.0,0.8024290204048157,321.3254089355469,6.717365741729736,293.4803962975901,584.0,396.3561086654663,0.018361167303396805,235.1527862548828,285.3777169833256,229.76890563964844,88.30442936238636,35000,1.8843356370925903,59.9263698630137,348.85882568359375,398.9016418457031,338.41864013671875,35,0.126639261841774,1.0,322.3442857123429,584.0,35.0,356.04050963405206,0.21722011268138885,-338.30877685546875,0.8001307249069214,0.19327576458454132,0.18816408514976501,0.7963380217552185
228.62864685058594,0.0,0.8312615752220154,313.9150390625,6.745398998260498,258.45012720643047,596.0,407.6243224143982,0.019106704324195603,235.26931762695312,286.5454723835328,234.26364135742188,88.3166141479697,36000,1.8941725492477417,60.24664429530201,340.60546875,473.7394104003906,434.0935363769531,36,0.13185696303844452,1.0,320.5694479760675,596.0,36.0,357.32516982022105,0.19396547973155975,-353.94781494140625,0.833463728427887,0.08466842770576477,0.09929537773132324,0.7968093156814575
237.40939331054688,0.0,0.7982007265090942,315.88238525390625,6.766526699066162,272.3954223970498,611.0,418.9586362838745,0.019106704324195603,244.25592041015625,287.3931330579194,238.23989868164062,88.31420764633636,37000,1.8976426124572754,60.53191489361702,346.19482421875,619.04638671875,307.0231628417969,37,0.13419264554977417,1.0,319.2674472847428,611.0,37.0,333.4218182972816,0.2131245732307434,-365.6581115722656,0.8148954510688782,0.23475055396556854,0.18869775533676147,0.7978822588920593
242.1705322265625,0.0,0.8094452619552612,327.26416015625,6.802701950073242,241.5533589214615,626.0,430.1326787471771,0.017999379770019416,252.28817749023438,287.2397432143982,241.71658325195312,88.3448337631087,38000,1.9017002582550049,60.64057507987221,353.6538391113281,581.446533203125,356.31170654296875,38,0.13709279894828796,1.0,317.22233969623534,626.0,38.0,327.66368629751315,0.2000855654478073,-358.4555358886719,0.8193424344062805,0.11880657076835632,0.12612281739711761,0.7986859083175659
244.2762451171875,0.0,0.839693546295166,327.93511962890625,6.796830177307129,396.63305011347654,641.0,441.53021788597107,0.018730226766195082,252.6639404296875,287.64514708566674,245.91920471191406,88.32917526399537,39000,1.9049561023712158,60.79095163806552,355.2269592285156,598.7394409179688,504.37530517578125,39,0.1380600780248642,1.0,319.2585117582159,641.0,39.0,323.6926440107003,0.19258356094360352,-367.5021057128906,0.8315683007240295,0.07834790647029877,0.05146046727895737,0.7995328307151794
240.35733032226562,0.0,0.8134196996688843,326.89306640625,6.787123680114746,400.7527815685788,653.0,452.9740948677063,0.018730226766195082,251.51837158203125,289.30901840090416,250.89321899414062,88.30527055124914,40000,1.9076712131500244,61.14548238897397,355.533203125,607.766357421875,428.2892761230469,40,0.13788539171218872,1.0,321.29586850347494,653.0,40.0,329.43891031336193,0.18458808958530426,-373.71051025390625,0.8227111101150513,0.14441247284412384,0.13746821880340576,0.8004084229469299
248.7587890625,0.0,0.8094341158866882,353.1004943847656,6.7543768882751465,299.7191502310317,665.0,464.2741479873657,0.020282151651708893,260.3167724609375,291.0698920904632,254.03492736816406,88.30989228613205,41000,1.912232756614685,61.55789473684211,382.4863586425781,637.517822265625,401.118896484375,41,0.13773566484451294,1.0,320.7696070821959,665.0,41.0,336.6199200438916,0.19914928078651428,-368.87628173828125,0.815619170665741,0.22353947162628174,0.18323497474193573,0.800986111164093
254.97972106933594,0.0,0.8392541408538818,356.03076171875,6.75908899307251,453.1400479487629,676.0,475.853164434433,0.020282151651708893,268.0653381347656,293.04031495627163,260.2439270019531,88.26252117061861,42000,1.9137378931045532,62.02662721893491,390.25408935546875,648.9093627929688,476.4566650390625,42,0.13893763720989227,1.0,323.92128424568557,676.0,42.0,341.3726695054011,0.1860363632440567,-380.9114990234375,0.8426184058189392,0.11382702738046646,0.10946942120790482,0.8012842535972595
258.4786376953125,0.0,0.806016206741333,361.2291564941406,6.757160663604736,322.26648424700596,688.0,487.1978211402893,0.019106704324195603,273.6578063964844,295.3616735643986,265.01763916015625,88.25983642405923,43000,1.9135456085205078,62.497093023255815,394.7012939453125,773.6004638671875,596.0267944335938,43,0.13831473886966705,1.0,323.88280052478603,688.0,43.0,351.22546035474966,0.2028319537639618,-393.5147705078125,0.8153520822525024,0.1497281789779663,0.09174442291259766,0.8023055195808411
260.14825439453125,0.0,0.8256569504737854,359.1480712890625,6.737820148468018,277.52017521600413,699.0,498.4477741718292,0.020689822899908242,276.4624328613281,297.2112699855604,269.4136047363281,88.27404249744315,44000,1.9156073331832886,62.86123032904149,391.84814453125,880.9904174804688,366.32940673828125,44,0.138631209731102,1.0,322.829104495041,699.0,44.0,357.55471213655966,0.19937202334403992,-396.39923095703125,0.8152983784675598,0.13370971381664276,0.08822905272245407,0.8026822209358215
272.8304138183594,0.0,0.8262935876846313,371.5491638183594,6.727818965911865,419.9564394368622,712.0,509.9282126426697,0.02152991267583435,287.5610656738281,298.5750326550962,273.2891845703125,88.24771582413618,45000,1.9166864156723022,63.19522471910113,402.8487548828125,770.0794677734375,487.6573181152344,45,0.137271448969841,1.0,324.98748971597036,712.0,45.0,367.3141218915296,0.19999906420707703,-397.2186584472656,0.8243879675865173,0.08075381815433502,0.07353046536445618,0.803718090057373
274.365966796875,0.0,0.7946348786354065,370.892578125,6.712874889373779,322.2681395365915,723.0,521.1922032833099,0.019882513137642284,291.5657043457031,300.1408116719326,277.66546630859375,88.25918674572976,46000,1.9206119775772095,63.56431535269709,408.2572937011719,716.6333618164062,437.26312255859375,46,0.13839317858219147,1.0,324.928373407723,723.0,46.0,381.69478787898896,0.20409038662910461,-396.7351989746094,0.7936500310897827,0.1709667593240738,0.17798520624637604,0.8036853671073914
274.74481201171875,0.0,0.8258730173110962,366.71514892578125,6.697405815124512,355.50592692314154,737.0,532.4865612983704,0.019882513137642284,293.05401611328125,300.88587257800134,280.6947326660156,88.26513834527422,47000,1.923953890800476,63.74762550881954,404.65948486328125,858.7997436523438,515.2200317382812,47,0.13844676315784454,1.0,325.5789596527319,737.0,47.0,388.18181167476695,0.21312019228935242,-401.72601318359375,0.8372337222099304,0.09719008207321167,0.0302315391600132,0.804379403591156
281.7505798339844,0.0,0.8082738518714905,373.120849609375,6.698417663574219,440.203552008985,747.0,543.9837970733643,0.019882513137642284,295.82745361328125,302.8271807877801,285.02532958984375,88.23792226577383,48000,1.9241982698440552,64.1673360107095,409.3782043457031,746.066162109375,489.5439758300781,48,0.13722071051597595,1.0,327.96697199348716,747.0,48.0,392.74071817887705,0.1835707128047943,-409.3023376464844,0.8313376903533936,0.11050096899271011,0.09045403450727463,0.8050223588943481
276.5290832519531,0.0,0.8470836281776428,377.63006591796875,6.696920871734619,493.98150450069016,760.0,555.468211889267,0.0211056883401964,296.875244140625,304.1113066021051,288.6303405761719,88.21386886090286,49000,1.923105001449585,64.42894736842105,415.0902099609375,846.7943115234375,566.5882568359375,49,0.1360228806734085,1.0,331.35502367730766,760.0,49.0,395.30792501145896,0.19330132007598877,-404.689208984375,0.839471697807312,0.12683658301830292,0.12692104279994965,0.8058987855911255
285.1005859375,0.0,0.8152954578399658,403.75360107421875,6.679829120635986,464.48124090749445,771.0,566.9944624900818,0.020689822899908242,301.6285705566406,305.751470505358,292.8809814453125,88.18428275368673,50000,1.924691915512085,64.79118028534371,440.73785400390625,934.9609985351562,535.3497314453125,50,0.1358337253332138,1.0,334.01754802191135,771.0,50.0,395.0185644420388,0.20084616541862488,-418.8042297363281,0.8216350674629211,0.14335490763187408,0.14082230627536774,0.8063859343528748
281.3197937011719,0.0,0.8344859480857849,395.9541015625,6.670177936553955,432.4311219300109,783.0,578.5228614807129,0.020689822899908242,302.586669921875,307.3534377252743,296.8833312988281,88.1555481998878,51000,1.9235395193099976,65.1315453384419,442.69384765625,845.4710083007812,490.87628173828125,51,0.1352737545967102,1.0,335.947225941678,783.0,51.0,393.5294869614253,0.20322823524475098,-413.6642150878906,0.8319523334503174,0.10967421531677246,0.15305878221988678,0.806579053401947
297.9552917480469,0.0,0.8079136610031128,428.0484619140625,6.675876617431641,362.1567414181012,795.0,589.7607486248016,0.020689822899908242,313.942138671875,308.8269968500631,301.3762512207031,88.17134765454142,52000,1.925602674484253,65.3874213836478,464.2958984375,806.9013061523438,484.6245422363281,52,0.13644377887248993,1.0,336.4512550854554,795.0,52.0,391.9987164081743,0.20633794367313385,-420.1307678222656,0.8128048181533813,0.19343268871307373,0.18599878251552582,0.8066436648368835
296.7098083496094,0.0,0.7956070303916931,410.8214416503906,6.684494495391846,317.741525089681,806.0,600.9780898094177,0.019882513137642284,312.5305480957031,310.79145646175806,305.8205871582031,88.18957113196484,53000,1.927022099494934,65.70223325062035,446.5037841796875,1063.06201171875,458.768310546875,53,0.1371583789587021,1.0,336.0982413119502,806.0,53.0,401.57090454305444,0.19146676361560822,-419.7976989746094,0.7994142174720764,0.23666159808635712,0.19938653707504272,0.8066009879112244
289.84881591796875,0.0,0.8027372360229492,409.5771484375,6.703324794769287,293.77993414793673,817.0,612.2830328941345,0.0211056883401964,308.471923828125,311.98170247012285,309.1771545410156,88.19450662343726,54000,1.9283747673034668,65.94002447980417,450.2071228027344,865.3527221679688,435.6354064941406,54,0.13782240450382233,1.0,335.31456895706106,817.0,54.0,403.7675331632122,0.2042110115289688,-439.6714172363281,0.805267333984375,0.2596529424190521,0.2186611145734787,0.8075986504554749
289.66583251953125,0.0,0.811251699924469,417.3726501464844,6.720400333404541,494.7071982669968,830.0,623.8512115478516,0.020282151651708893,306.645263671875,313.1465634448593,312.8504638671875,88.16204726690879,55000,1.9259209632873535,66.15421686746988,460.4480285644531,1036.09716796875,512.7650756835938,55,0.1366734802722931,1.0,338.21261676269626,830.0,55.0,409.1114571289239,0.2098768800497055,-435.8094482421875,0.8059922456741333,0.17715948820114136,0.2070690095424652,0.807923436164856
303.6094055175781,0.0,0.8062179684638977,445.57257080078125,6.712268352508545,377.26731192693285,843.0,635.2339642047882,0.020282151651708893,315.18572998046875,313.7636650403972,315.8773498535156,88.15649533176817,56000,1.9258588552474976,66.25504151838672,486.00958251953125,914.0630493164062,443.9742736816406,56,0.13676580786705017,1.0,338.9100220334862,843.0,56.0,401.1508117909299,0.193769171833992,-437.2811279296875,0.7901865243911743,0.23295268416404724,0.27832481265068054,0.8084157705307007
307.16357421875,0.0,0.7972341179847717,446.2203063964844,6.705681800842285,280.4316585115697,855.0,646.5187227725983,0.019882513137642284,320.2430725097656,315.9156439522446,317.78814697265625,88.16450010226349,57000,1.9272910356521606,66.65730994152047,478.51324462890625,1072.7540283203125,551.0947265625,57,0.13760004937648773,1.0,337.8840858313473,855.0,57.0,406.54019915528346,0.20716959238052368,-441.5214538574219,0.801909327507019,0.15216808021068573,0.13548606634140015,0.8088804483413696
