rollout/episodes,train/loss_critic,rollout/return_history,reference_perturbed_action_std,total/steps_per_second,rollout/Q_mean,train/param_noise_distance,param_noise_stddev,rollout/episode_steps,reference_action_mean,rollout/return,reference_actor_Q_std,eval/return,total/epochs,rollout/actions_std,reference_Q_mean,obs_rms_mean,reference_action_std,ret_rms_std,reference_actor_Q_mean,total/episodes,rollout/actions_mean,reference_Q_std,ret_rms_mean,eval/Q,total/steps,eval/episodes,train/loss_actor,total/duration,obs_rms_std,reference_perturbed_action_mean,eval/return_history
1.0,0.13850802183151245,-127.33559984650272,0.5488091707229614,66.81048410212891,-0.5564785003662109,0.6061237454414368,0.16720346283821505,227.0,0.2615804672241211,-127.33559984650272,0.7589114904403687,-323.65743689183415,1,0.5449235439300537,-0.4782366156578064,0.008748584426939487,0.5462207794189453,1.0,0.40416276454925537,1.0,-0.1496993899345398,1.1295883655548096,0.0,1.5684561729431152,1000,1.0,-0.2126198261976242,14.967710733413696,0.3768152594566345,-0.059024788439273834,-323.65743689183415
2.0,0.11168596893548965,-152.95461981416798,0.626086413860321,67.5553943477757,0.33134210109710693,0.5905951857566833,0.1370306733903066,613.5,0.21966922283172607,-152.95461981416798,0.9213258028030396,-1088.3186160620176,2,0.5505872368812561,2.531672954559326,0.01941402070224285,0.7342245578765869,1.0,3.4002280235290527,2.0,-0.06120222434401512,1.1726678609848022,0.0,5.198372840881348,2000,2.0,-2.824387788772583,29.60533380508423,0.34053850173950195,0.04149113595485687,-705.9880264769258
3.0,0.23300796747207642,-205.30769898868402,0.5615416765213013,67.84824120362403,1.4845561981201172,0.6389937400817871,0.11230273064362171,742.3333333333334,-0.06464965641498566,-205.30769898868402,1.9432477951049805,-479.2542247133655,3,0.6075734496116638,3.6380953788757324,0.02424641139805317,0.584356427192688,1.0,3.991990327835083,3.0,0.08391684293746948,1.9953856468200684,0.0,4.99580717086792,3000,3.0,-3.756937265396118,44.21632671356201,0.3318299949169159,0.5172107219696045,-630.4100925557391
4.0,0.37380656599998474,-462.2418380501358,0.47409385442733765,71.36517859530244,1.7528349161148071,0.4924565553665161,0.09203708190275892,806.75,-0.0003054179251194,-462.2418380501358,2.2758450508117676,-182.5798416894864,4,0.5997686386108398,5.128314018249512,0.023128775879740715,0.5851364135742188,1.0,5.701197624206543,4.0,0.05470101907849312,2.3843488693237305,0.0,5.972389221191406,4000,4.0,-5.301059722900391,56.04974412918091,0.3423588275909424,-0.19227690994739532,-518.4525298391759
6.0,0.5985560417175293,-322.55926018891745,0.5456905364990234,70.8089526241373,2.4811437129974365,0.3902837336063385,0.07542848153938683,734.1666666666666,0.2645193636417389,-322.55926018891745,2.168778419494629,-758.7475542017064,5,0.5861738324165344,6.5845794677734375,0.021601112559437752,0.5811977982521057,1.0,7.1438188552856445,6.0,0.06410723924636841,2.288638114929199,0.0,6.635360240936279,5000,5.0,-7.011603355407715,70.61254000663757,0.362530916929245,0.3329734802246094,-566.511534711682
7.0,0.49789005517959595,-314.99348690104813,0.5293847322463989,71.9498372724658,3.115814208984375,0.2948288917541504,0.06181699495154324,772.1428571428571,0.059942323714494705,-314.99348690104813,2.069077730178833,-332.66765156684335,6,0.5908362865447998,8.899765014648438,0.025820035487413406,0.6616880297660828,1.0,9.696836471557617,7.0,0.10078694671392441,2.2745962142944336,0.0,11.46619987487793,6000,6.0,-9.10195541381836,83.39143252372742,0.3592608571052551,0.32879161834716797,-527.5375541875422
9.0,0.6861172318458557,-358.647990526096,0.583340585231781,72.16219568430266,3.993934154510498,0.32930639386177063,0.05066177638540577,744.0,-0.16905850172042847,-358.647990526096,1.805280089378357,-326.599687134556,7,0.5962390899658203,11.215597152709961,0.02689220756292343,0.637860894203186,1.0,11.926218032836914,9.0,0.10284383594989777,2.025205373764038,0.0,13.5018949508667,7000,7.0,-11.415231704711914,97.00370025634766,0.3590860664844513,0.02163483202457428,-498.8321446085442
10.0,1.0051287412643433,-357.01176727242006,0.5839968919754028,73.42583017555889,5.2835307121276855,0.24913939833641052,0.04151957869412388,743.9,0.08536383509635925,-357.01176727242006,1.854486107826233,-97.00502955047304,8,0.5956845879554749,13.930469512939453,0.0226487647742033,0.5497555732727051,1.0,14.882284164428711,10.0,0.07326687127351761,2.0116565227508545,0.0,16.158674240112305,8000,8.0,-13.713047981262207,108.95348381996155,0.36866921186447144,-0.21224680542945862,-448.6037552262853
12.0,0.9380754232406616,-310.67436601123467,0.4965841472148895,74.58075872592089,6.629878997802734,0.2375410497188568,0.03612049597631193,740.8333333333334,-0.009689752012491226,-310.67436601123467,2.2161173820495605,39.5202071166104,9,0.5867781639099121,15.809671401977539,0.021244661882519722,0.5127118825912476,1.0,16.84461212158203,12.0,0.06274344772100449,2.263097047805786,0.0,17.09554100036621,9000,9.0,-16.08777618408203,120.67455673217773,0.379332959651947,0.1085864007472992,-394.367759410408
14.0,1.0703133344650269,-263.72327830338975,0.48615729808807373,75.67583778533107,7.764754772186279,0.18489216268062592,0.037587132956139066,672.3571428571429,0.018162023276090622,-263.72327830338975,2.160743474960327,126.48323454827849,10,0.5763959288597107,18.879383087158203,0.021454567089676857,0.45987263321876526,1.0,19.87493896484375,14.0,0.06938567757606506,2.2108230590820312,0.0,20.099306106567383,10000,10.0,-18.780811309814453,132.14257407188416,0.3864256739616394,0.06685645133256912,-342.2826600145393
16.0,1.5719746351242065,-222.8550683486514,0.4608270525932312,75.40261870000451,8.855748176574707,0.23067007958889008,0.037587132956139066,673.8125,0.029273785650730133,-222.8550683486514,1.9015061855316162,298.99073665839126,11,0.5676771402359009,21.760347366333008,0.021207837387919426,0.4252975285053253,1.0,22.48003387451172,16.0,0.06170540675520897,1.9431219100952148,0.0,21.81205940246582,11000,11.0,-21.579252243041992,145.88352751731873,0.3859533965587616,-0.13972505927085876,-283.9850784988184
17.0,1.1809704303741455,-207.21170408737075,0.41655048727989197,75.62080389740677,10.30266284942627,0.17185823619365692,0.03612049597631193,693.0,0.1171838566660881,-207.21170408737075,1.7777143716812134,265.9681579070236,12,0.5615060925483704,24.278287887573242,0.02048316039144993,0.43871527910232544,1.0,25.179059982299805,17.0,0.04666898772120476,1.8103245496749878,0.0,25.561214447021484,12000,12.0,-24.824419021606445,158.68649077415466,0.3851257264614105,0.17524638772010803,-238.15564213166485
18.0,1.9194481372833252,-186.40151574828266,0.4586522877216339,75.41323045590957,11.432373046875,0.17548371851444244,0.03834263432855746,710.0555555555555,-0.0031521953642368317,-186.40151574828266,2.04045033454895,28.65192085435246,13,0.5552855134010315,27.376771926879883,0.020014295354485512,0.45123937726020813,1.0,28.372034072875977,18.0,0.04055420681834221,2.015455722808838,0.0,27.391489028930664,13000,13.0,-27.663349151611328,172.383544921875,0.3815397620201111,0.0013514459133148193,-217.63198344043275
20.0,1.8696835041046143,-157.10059662731888,0.44446510076522827,75.16431908392339,12.583793640136719,0.20462752878665924,0.0368465179454358,696.0,0.01897634007036686,-157.10059662731888,2.04402232170105,157.60352584634637,14,0.5483825206756592,30.500804901123047,0.019626755267381668,0.4344848096370697,1.0,31.321826934814453,20.0,0.032216139137744904,1.945526123046875,0.0,30.223857879638672,14000,14.0,-30.527542114257812,186.25858879089355,0.3804984986782074,0.08137620240449905,-190.82944706280568
21.0,2.8479440212249756,-129.81901193727734,0.43782299757003784,74.70432465083437,13.9613676071167,0.1819617748260498,0.03612049597631192,710.4761904761905,0.0019571222364902496,-129.81901193727734,2.1588799953460693,198.7914500124428,15,0.5390428304672241,34.277557373046875,0.018927881494164467,0.43415558338165283,1.0,35.60132598876953,21.0,0.03209949657320976,2.0886969566345215,0.0,32.94553756713867,15000,15.0,-33.56399917602539,200.791588306427,0.3819531500339508,0.10083452612161636,-164.85472059112243
22.0,2.782517910003662,-112.82147587040548,0.43473029136657715,74.72250885140456,15.216243743896484,0.19713068008422852,0.03540877950819716,723.6363636363636,0.0001153675839304924,-112.82147587040548,2.0962324142456055,-130.57131401441833,16,0.5323934555053711,37.65282440185547,0.020025361329317093,0.4409877061843872,1.0,38.85443878173828,22.0,0.04031269997358322,1.9992142915725708,0.0,36.13124465942383,16000,16.0,-36.0355339050293,214.125572681427,0.38079190254211426,0.07634852081537247,-162.71200768007847
23.0,3.172365427017212,-98.69374982754309,0.4229241609573364,74.28843323766131,16.572721481323242,0.21530643105506897,0.034027141129503384,735.6521739130435,-0.004488261416554451,-98.69374982754309,2.1342616081237793,-369.17493892917435,17,0.5271408557891846,40.22863006591797,0.020675143226981163,0.4222638010978699,1.0,41.23861312866211,23.0,0.04593943431973457,2.1415436267852783,0.0,37.247535705566406,17000,17.0,-39.0187873840332,228.83777809143066,0.3824440538883209,-0.12132775783538818,-174.85688598884883
24.0,2.7668683528900146,-82.96088051768062,0.47477754950523376,74.21899751758534,18.028940200805664,0.18251071870326996,0.03612049597631192,746.6666666666666,-0.07928822189569473,-82.96088051768062,2.160130500793457,-1061.144865609936,18,0.5225191116333008,42.757774353027344,0.01992674730718136,0.4808143377304077,1.0,43.8790283203125,24.0,0.039523497223854065,2.1072869300842285,0.0,41.22903060913086,18000,18.0,-42.07783126831055,242.5255069732666,0.38500645756721497,0.008916117250919342,-224.09510707890922
25.0,3.306889295578003,-65.52308318599697,0.3995872139930725,73.89756201250337,19.489604949951172,0.18237106502056122,0.03540877950819716,756.8,0.01048654317855835,-65.52308318599697,2.2568788528442383,260.9167876243143,19,0.5167460441589355,44.696205139160156,0.018926264718174934,0.44424933195114136,1.0,45.62840270996094,25.0,0.03717013821005821,2.194953203201294,0.0,44.738555908203125,19000,19.0,-44.414424896240234,257.11267709732056,0.3858421742916107,0.035273779183626175,-198.5681652524238
26.0,2.9949252605438232,-38.70744031693611,0.4426686465740204,74.00155600195573,20.9719181060791,0.3038107752799988,0.034711086666206405,766.1538461538462,-0.02115386724472046,-38.70744031693611,2.421156883239746,216.057571650444,20,0.5107566118240356,47.43693542480469,0.01927301101386547,0.4315497875213623,1.0,48.435997009277344,26.0,0.041794151067733765,2.3546838760375977,0.0,47.190860748291016,20000,20.0,-47.381752014160156,270.26458740234375,0.3856668472290039,-0.06873440742492676,-177.83687840728038
27.0,3.486410617828369,-21.594899974117894,0.44505244493484497,73.72628436220924,22.51426124572754,0.15865135192871094,0.034711086666206405,774.8148148148148,-0.17186635732650757,-21.594899974117894,2.6067955493927,79.20687358978695,21,0.507698655128479,50.311622619628906,0.01886555925011635,0.45328637957572937,1.0,51.368736267089844,27.0,0.0389578603208065,2.5003936290740967,0.0,48.97369384765625,21000,21.0,-50.309391021728516,284.83735728263855,0.3852107524871826,-0.1408187597990036,-165.59669974075337
28.0,3.7088937759399414,-9.554927163736608,0.41782620549201965,73.47054811750164,23.939266204833984,0.23502130806446075,0.03540877950819716,775.8928571428571,0.033965859562158585,-9.554927163736608,2.7166452407836914,148.58831445852485,22,0.5041683316230774,53.2218017578125,0.01792893186211586,0.47868239879608154,1.0,54.565330505371094,28.0,0.034456703811883926,2.686065196990967,0.0,55.45930099487305,22000,22.0,-53.030731201171875,299.43971514701843,0.3856004476547241,0.00292302668094635,-151.31556273169528
29.0,5.435718536376953,-4.897602936710502,0.4606057107448578,73.41364052204503,25.454397201538086,0.22719313204288483,0.034027141129503384,783.6206896551724,-0.0045936331152915955,-4.897602936710502,2.672341823577881,283.1965865159019,23,0.5023267865180969,56.579071044921875,0.017433220520615578,0.47931259870529175,1.0,57.82024383544922,29.0,0.028882775455713272,2.7289986610412598,0.0,57.98484420776367,23000,23.0,-55.80430221557617,313.2932767868042,0.38412725925445557,0.0016943365335464478,-132.42373015571278
31.0,3.5278427600860596,20.687544537039606,0.45696476101875305,73.52968297715219,26.850706100463867,0.19489139318466187,0.034711086666206405,767.8709677419355,-0.029443051666021347,20.687544537039606,2.7650113105773926,209.5514956947764,24,0.4977783262729645,58.71087646484375,0.017291897907853127,0.44594353437423706,1.0,59.78616714477539,31.0,0.02996966987848282,2.7361679077148438,0.0,61.36054611206055,24000,24.0,-58.780357360839844,326.39879608154297,0.38526085019111633,0.039453066885471344,-118.17476241194238
32.0,5.761168003082275,27.26489139865666,0.5084793567657471,73.4843876238263,28.24706268310547,0.2049906998872757,0.034027141129503384,775.125,-0.10485495626926422,27.26489139865666,2.865370750427246,404.0200623728305,25,0.4949479401111603,61.538944244384766,0.017203867435455322,0.4530543386936188,1.0,62.944698333740234,32.0,0.03460963815450668,2.8212428092956543,0.0,65.25822448730469,25000,25.0,-61.5166130065918,340.2083191871643,0.38446253538131714,-0.04746059328317642,-97.28696942055147
34.0,6.808452129364014,37.08189843276693,0.45022934675216675,73.41380581965024,29.691829681396484,0.19562596082687378,0.034027141129503384,759.5294117647059,-0.03554818034172058,37.08189843276693,2.8138887882232666,120.93094087332292,26,0.4914829730987549,64.79265594482422,0.016924792900681496,0.45179465413093567,1.0,65.659423828125,34.0,0.03251076117157936,2.802321434020996,0.0,63.183589935302734,26000,26.0,-64.50647735595703,354.15681982040405,0.3848150074481964,-0.13110379874706268,-88.89397287078707
35.0,5.938803195953369,41.64243719073746,0.49120044708251953,73.22750506789454,31.1436824798584,0.22063928842544556,0.034027141129503384,753.1142857142858,0.014046810567378998,41.64243719073746,2.9233484268188477,221.97636610583316,27,0.4883614480495453,66.5751953125,0.01651834510266781,0.5189351439476013,1.0,67.884765625,35.0,0.030531952157616615,3.0891945362091064,0.0,68.20291137695312,27000,27.0,-67.80325317382812,368.7139139175415,0.3852997422218323,-0.02415810525417328,-77.38025661239372
36.0,12.111261367797852,51.219810948593306,0.5318635702133179,73.06274586639846,32.59416580200195,0.20585493743419647,0.034027141129503384,759.9722222222222,0.06326411664485931,51.219810948593306,2.918341636657715,326.66872004867935,28,0.48531967401504517,69.53971099853516,0.015984531491994858,0.49996522068977356,1.0,71.14877319335938,36.0,0.026528816670179367,3.187973976135254,0.0,74.45848846435547,28000,28.0,-70.42565155029297,383.23224329948425,0.3849164545536041,-0.13529181480407715,-62.9499360173554
