eval/return,eval/Q,obs_rms_std,reference_action_std,rollout/Q_mean,rollout/return_history,reference_actor_Q_mean,total/steps,train/loss_actor,reference_perturbed_action_mean,total/duration,rollout/episode_steps,reference_perturbed_action_std,reference_action_mean,ret_rms_std,rollout/return,rollout/actions_mean,train/param_noise_distance,rollout/episodes,ret_rms_mean,eval/episodes,train/loss_critic,total/steps_per_second,total/episodes,reference_Q_std,reference_Q_mean,obs_rms_mean,reference_actor_Q_std,total/epochs,rollout/actions_std,param_noise_stddev,eval/return_history
-644.9062806649724,-203.7421875,0.42533063888549805,0.8626308441162109,-89.92774963378906,-1704.541230927301,-51.521934509277344,42000,159.9708709716797,-0.4819466173648834,572.8941082954407,682.1147540983607,0.8309701085090637,-0.4995201826095581,1.0,-1704.541230927301,-0.28582775592803955,0.1649637073278427,61.0,0.0,42.0,60.48548889160156,73.31197753973176,61.0,8.89999771118164,-53.32660675048828,0.017764059826731682,8.99683952331543,42,0.8879994750022888,0.005453718107902164,-1897.4829098386306
-137.30514583077877,-167.45216369628906,0.4245048463344574,0.8645232915878296,-90.46998596191406,-1669.1980001503325,-43.32411193847656,43000,161.32986450195312,-0.5185220241546631,582.9528865814209,666.515625,0.8362798690795898,-0.4989473223686218,1.0,-1669.1980001503325,-0.29026997089385986,0.20471543073654175,64.0,0.0,43.0,41.834922790527344,73.76239313636917,64.0,10.736319541931152,-44.782142639160156,0.017748456448316574,10.604228019714355,43,0.8875300884246826,0.005453718107902164,-1856.5485432337966
-1148.7385442888583,-230.48402404785156,0.4263550341129303,0.8455767631530762,-93.52444458007812,-1688.2960689076524,-35.16124725341797,44000,167.30809020996094,-0.4955231547355652,595.051632642746,671.6461538461539,0.8623046278953552,-0.4590420424938202,1.0,-1688.2960689076524,-0.2939307391643524,0.2723254859447479,65.0,0.0,44.0,53.612342834472656,73.9431632253272,65.0,11.786779403686523,-38.11939239501953,0.0172352846711874,11.848406791687012,44,0.8877195119857788,0.005563337841870998,-1840.4619523486845
-2527.186632063426,-224.59735107421875,0.4289574921131134,0.9948928356170654,-96.60882568359375,-1707.908032541138,-32.747032165527344,45000,168.42446899414062,-0.07472574710845947,609.3543393611908,676.6212121212121,0.9927390217781067,-0.06358526647090912,1.0,-1707.908032541138,-0.2951788902282715,0.16498513519763947,66.0,0.0,45.0,68.20592498779297,73.84865765816193,66.0,12.739981651306152,-32.80756759643555,0.016930891200900078,12.826934814453125,45,0.8887790441513062,0.005346258315755479,-1855.72250078679
-910.7129842999263,-217.36805725097656,0.4351467788219452,0.9983680844306946,-99.45634460449219,-1712.8706784957167,-27.58576202392578,46000,167.58216857910156,-0.0625724047422409,620.8564629554749,676.7014925373135,0.995940625667572,-0.0016187876462936401,1.0,-1712.8706784957167,-0.29211217164993286,0.1973828822374344,67.0,0.0,46.0,56.81623458862305,74.09119940706637,67.0,12.824366569519043,-29.242359161376953,0.01683521829545498,13.405815124511719,46,0.8912423849105835,0.005137649157968821,-1835.1788156457712
-3014.612898090421,-232.18882751464844,0.4398458003997803,0.9969843029975891,-101.98389434814453,-1700.3027697288962,-30.16006088256836,47000,165.65359497070312,-0.0018479228019714355,636.307950258255,669.5507246376811,0.9981238842010498,-0.0612187534570694,1.0,-1700.3027697288962,-0.2862094044685364,0.13974572718143463,69.0,0.0,47.0,107.0009765625,73.86360642032581,69.0,13.780601501464844,-28.790191650390625,0.016875360161066055,13.372872352600098,47,0.8945473432540894,0.005240915906043995,-1860.2731578254445
-1409.8049738342074,-236.43714904785156,0.4459301233291626,0.9973078966140747,-104.74787139892578,-1715.593623653658,-37.1744384765625,48000,169.69789123535156,-0.06145448982715607,648.8200173377991,671.6338028169014,0.9971160292625427,-0.06127205491065979,1.0,-1715.593623653658,-0.28307127952575684,0.23379257321357727,71.0,0.0,48.0,57.75732421875,73.98045485241167,71.0,14.774349212646484,-37.43602752685547,0.01661728508770466,14.436747550964355,48,0.8968915939331055,0.005137649157968821,-1850.8884039922941
-1913.9009442702384,-242.85182189941406,0.4510796070098877,0.9975616931915283,-107.5578384399414,-1712.3801092744482,-30.42586898803711,49000,170.09478759765625,-0.06101702153682709,662.2490763664246,667.8630136986301,0.997602105140686,-0.061052680015563965,1.0,-1712.3801092744482,-0.2802736759185791,0.2337842881679535,73.0,0.0,49.0,86.39591979980469,73.99028816899119,73.0,14.766855239868164,-32.795162200927734,0.016483377665281296,14.739956855773926,49,0.8990654945373535,0.005036417172795629,-1852.174374202048
-3001.145794139323,-236.03880310058594,0.4554700553417206,0.993434488773346,-110.46296691894531,-1730.365377423978,-19.590621948242188,50000,168.3356475830078,-0.13700830936431885,677.6397655010223,672.3513513513514,0.9899028539657593,-0.10968013107776642,1.0,-1730.365377423978,-0.27785757184028625,0.20713578164577484,74.0,0.0,50.0,93.21047973632812,73.78551635474315,74.0,15.768717765808105,-23.267414093017578,0.01637171022593975,15.594000816345215,50,0.9010605812072754,0.005036417172795629,-1875.1538026007934
-2283.6282646261106,-233.69610595703125,0.4586094319820404,0.9932530522346497,-113.13585662841797,-1747.4306162067905,-13.561874389648438,51000,166.28695678710938,-0.12337887287139893,691.7771573066711,676.72,0.9918490052223206,-0.11168535053730011,1.0,-1747.4306162067905,-0.2787272036075592,0.22528833150863647,75.0,0.0,51.0,128.48623657226562,73.72316281526369,75.0,18.03927230834961,-15.773870468139648,0.016112377867102623,18.24858283996582,51,0.901982843875885,0.0049371798576567285,-1883.1631057777604
