rollout/episodes,reference_actor_Q_mean,eval/Q,eval/episodes,total/steps,total/episodes,reference_action_std,total/duration,reference_action_mean,train/loss_critic,rollout/actions_mean,obs_rms_mean,rollout/episode_steps,reference_Q_std,rollout/Q_mean,eval/return,rollout/return,total/epochs,train/param_noise_distance,reference_actor_Q_std,rollout/actions_std,obs_rms_std,train/loss_actor,eval/return_history,rollout/return_history,total/steps_per_second,reference_Q_mean,ret_rms_mean,ret_rms_std
241.0,319.15576171875,366.4600524902344,241.0,241000,241.0,0.669009804725647,4350.299597024918,-0.06736257672309875,119.5655288696289,0.01351961400359869,0.06266194581985474,1000.0,20.935346603393555,216.2831573486328,2124.901844795778,846.4987031632426,241,0.0,21.150033950805664,0.6457462310791016,2.219942092895508,-343.66339111328125,1755.029928045939,1414.0593986741735,55.39848339751475,317.32354736328125,0.0,1.0
242.0,321.06573486328125,365.9981384277344,242.0,242000,242.0,0.7080959677696228,4368.490994930267,0.022086435928940773,56.44754409790039,0.01444617472589016,0.06280505657196045,1000.0,19.840436935424805,216.86184692382812,1877.1639742782256,847.5162835053172,242,0.0,19.864986419677734,0.6456738710403442,2.220266103744507,-344.9068603515625,1751.2017337878654,1408.282736548866,55.3967034110512,319.51220703125,0.0,1.0
243.0,322.3289794921875,366.5346984863281,243.0,243000,243.0,0.6743401885032654,4386.661783695221,0.12406662851572037,150.11935424804688,0.014413237571716309,0.06286030262708664,1000.0,21.309024810791016,217.46852111816406,1793.9311009829248,850.481584713411,243,0.0,20.514019012451172,0.6458970904350281,2.222409248352051,-345.0142517089844,1752.103681586702,1410.2764509511464,55.39519844069275,319.94866943359375,0.0,1.0
244.0,323.1070556640625,368.7540588378906,244.0,244000,244.0,0.6444779634475708,4404.920333623886,0.07466524094343185,144.00625610351562,0.014387166127562523,0.06303789466619492,1000.0,20.255094528198242,218.07867431640625,2360.895931315193,854.7117715257095,244,0.0,20.300765991210938,0.646217942237854,2.224712610244751,-345.8018798828125,1762.9544459316714,1419.1896195994475,55.39260225377641,321.061767578125,0.0,1.0
245.0,326.12249755859375,368.71435546875,245.0,245000,245.0,0.6414695978164673,4423.097358942032,-0.10216450691223145,52.37479019165039,0.014749396592378616,0.06324639916419983,1000.0,19.0892333984375,218.69070434570312,2233.279773156469,859.5617035371237,245,0.0,18.338895797729492,0.6462004780769348,2.2266902923583984,-345.5894775390625,1767.161952610142,1425.2563812606788,55.39104842553182,323.76641845703125,0.0,1.0
246.0,328.48114013671875,367.88775634765625,246.0,246000,246.0,0.6321351528167725,4441.414021730423,-0.10353799909353256,148.6901397705078,0.015698285773396492,0.06344062089920044,1000.0,17.712169647216797,219.2771453857422,1838.9975102075762,862.0686754342147,246,0.0,16.98015022277832,0.6463246941566467,2.2278270721435547,-345.5855712890625,1766.0439907732025,1425.0098114929713,55.387765877353566,325.51300048828125,0.0,1.0
247.0,327.49774169921875,368.6427001953125,247.0,247000,247.0,0.6444363594055176,4459.592087268829,-0.0280927661806345,35.76594543457031,0.016038866713643074,0.0636114850640297,1000.0,16.041379928588867,219.87977600097656,1911.5481523976669,866.4027618946958,247,0.0,16.161029815673828,0.6464052200317383,2.2290749549865723,-346.8731994628906,1764.538441244992,1435.4685858913688,55.38623155806818,326.2351989746094,0.0,1.0
248.0,329.4775390625,371.03662109375,248.0,248000,248.0,0.7221190929412842,4477.77919459343,0.017006557434797287,108.26950073242188,0.015578034333884716,0.06372842192649841,1000.0,14.42620849609375,220.48135375976562,2328.1625425930006,870.5159349441695,248,0.0,13.895195007324219,0.6465854644775391,2.2304344177246094,-345.98358154296875,1770.6181034752144,1440.268439379785,55.38459786035022,327.13092041015625,0.0,1.0
249.0,329.79254150390625,372.1516418457031,249.0,249000,249.0,0.6387811899185181,4495.920965909958,-0.13675202429294586,163.33767700195312,0.015989096835255623,0.06379316002130508,1000.0,13.510089874267578,221.0727081298828,2281.875919101479,873.8795034392998,249,0.0,12.99979305267334,0.6466963291168213,2.2316036224365234,-346.5049133300781,1775.509769959999,1443.1718288367179,55.38353585128099,327.5802001953125,0.0,1.0
250.0,329.03411865234375,373.56207275390625,250.0,250000,250.0,0.7108006477355957,4513.967660188675,-0.13780541718006134,166.65771484375,0.015953557565808296,0.06396514177322388,1000.0,16.53630256652832,221.67076110839844,2420.876823724986,878.2171019198566,250,0.0,16.14877700805664,0.6470772624015808,2.2337512969970703,-348.8589172363281,1788.9974880753043,1452.1742874512254,55.383648891616225,326.94921875,0.0,1.0
251.0,330.29644775390625,326.6726379394531,251.0,251000,251.0,0.6235295534133911,4532.079216957092,-0.10684242844581604,159.31854248046875,0.016135118901729584,0.0640154629945755,1000.0,18.03668975830078,222.22662353515625,1552.6144684880796,879.4348751304045,251,0.0,17.789926528930664,0.6471296548843384,2.2352564334869385,-349.4828796386719,1789.6154699129163,1452.7390736855145,55.38296838697477,328.9786071777344,0.0,1.0
252.0,329.35418701171875,324.5603942871094,252.0,252000,252.0,0.6451014876365662,4550.27427482605,-0.12803177535533905,99.79698944091797,0.016962729394435883,0.06419375538825989,1000.0,17.601411819458008,222.77072143554688,1237.590841246836,880.3879953179387,252,0.0,17.17250633239746,0.6473756432533264,2.236586332321167,-348.8251647949219,1793.2447785310267,1458.161030518868,55.38127699118392,326.9833984375,0.0,1.0
253.0,329.8629150390625,371.8290100097656,253.0,253000,253.0,0.5692551136016846,4568.452878713608,-0.20918023586273193,81.30977630615234,0.017082611098885536,0.06435572355985641,1000.0,17.748220443725586,223.3458251953125,2114.9733379154873,883.7191015451998,253,0.0,18.00897216796875,0.6475937962532043,2.2395358085632324,-350.9358215332031,1799.1803807903752,1464.7821689072232,55.37979852628799,328.21136474609375,0.0,1.0
254.0,331.9296569824219,376.3859558105469,254.0,254000,254.0,0.6268994808197021,4586.678986787796,-0.029599085450172424,82.3035659790039,0.01673421636223793,0.06437411159276962,1000.0,17.807493209838867,223.88107299804688,2102.9977920992746,884.4556689180491,254,0.0,17.544950485229492,0.6479654908180237,2.241338014602661,-351.8089599609375,1805.8216885167194,1461.9021537915555,55.377758228047405,329.22344970703125,0.0,1.0
255.0,333.8221435546875,377.1542053222656,255.0,255000,255.0,0.6010729074478149,4604.886574268341,0.09934893250465393,71.38427734375,0.016808273270726204,0.06447199732065201,1000.0,16.27515411376953,224.44358825683594,1920.0661513091923,887.1597848406738,255,0.0,16.47836685180664,0.6482439637184143,2.243008613586426,-353.51739501953125,1814.8406638789456,1463.0126140705886,55.37595679878745,331.8839416503906,0.0,1.0
256.0,333.7430725097656,372.21185302734375,256.0,256000,256.0,0.6131812334060669,4623.179350852966,0.0713791474699974,116.90777587890625,0.016803938895463943,0.06443345546722412,1000.0,17.55046272277832,224.99130249023438,1727.6085408692907,887.4375664697172,256,0.0,17.728466033935547,0.648208737373352,2.24332594871521,-354.6651611328125,1819.5021844439793,1457.679302520357,55.37314920580976,332.3130798339844,0.0,1.0
257.0,334.6632080078125,380.3846130371094,257.0,257000,257.0,0.6410346627235413,4641.379496097565,-0.05214798077940941,51.643043518066406,0.016912899911403656,0.06469084322452545,1000.0,17.868179321289062,225.59315490722656,2281.447404382632,892.8159358942041,257,0.0,17.189245223999023,0.6485599279403687,2.245962142944336,-355.23858642578125,1836.6263851754784,1474.5714928204025,55.371468809237335,332.47613525390625,0.0,1.0
258.0,335.3978271484375,383.6107482910156,258.0,258000,258.0,0.651110827922821,4659.556615829468,-0.07616207748651505,178.2699737548828,0.016881559044122696,0.0648624449968338,1000.0,18.542573928833008,226.16831970214844,2494.6558632029714,895.9392806616147,258,0.0,18.643413543701172,0.6488810777664185,2.2481653690338135,-355.4046630859375,1850.5841504151115,1480.6651396570755,55.370075153400045,333.6331787109375,0.0,1.0
259.0,336.9222412109375,384.245361328125,259.0,259000,259.0,0.6126209497451782,4677.666704416275,0.021916916593909264,64.94883728027344,0.01707194559276104,0.064943827688694,1000.0,19.18950653076172,226.73158264160156,2321.3053261922623,897.3749883864896,259,0.0,18.564287185668945,0.6489146947860718,2.2492194175720215,-357.787841796875,1858.7795651983438,1485.7132649483754,55.36948576423222,334.62652587890625,0.0,1.0
260.0,334.5037841796875,383.866943359375,260.0,260000,260.0,0.7406848073005676,4695.788141489029,-0.039846260100603104,106.14814758300781,0.016679788008332253,0.06501556187868118,1000.0,20.416383743286133,227.3136749267578,2008.6366910111014,900.7198137280516,260,0.0,19.435211181640625,0.6490132212638855,2.250655174255371,-359.0915222167969,1865.4921771569027,1492.566316314913,55.368767109146944,331.0529479980469,0.0,1.0
261.0,337.9684143066406,385.97711181640625,261.0,261000,261.0,0.7104074954986572,4713.94304394722,0.0031715333461761475,130.31796264648438,0.016826635226607323,0.06509938091039658,1000.0,18.076101303100586,227.9107666015625,2275.9242174480255,904.0702384882402,261,0.0,17.874526977539062,0.6491431593894958,2.25170636177063,-360.03082275390625,1873.116341110444,1497.5754519114632,55.367660908658685,335.0388488769531,0.0,1.0
262.0,341.3172607421875,390.31500244140625,262.0,262000,262.0,0.6429218053817749,4732.117693424225,-0.041299283504486084,97.35648345947266,0.016654888167977333,0.06527049094438553,1000.0,17.234580993652344,228.5196075439453,2541.1649845385155,908.6193597819579,262,0.0,16.473819732666016,0.649532675743103,2.2538487911224365,-362.5877685546875,1883.8199830783685,1504.6472958814413,55.36633215274349,338.56201171875,0.0,1.0
263.0,341.5840148925781,389.56280517578125,263.0,263000,263.0,0.7063626646995544,4750.277251243591,-0.05308331176638603,123.26203918457031,0.017069658264517784,0.06544278562068939,1000.0,16.08499526977539,229.1150360107422,2184.3492641847524,912.0896018493692,263,0.0,16.659631729125977,0.6498085856437683,2.2555503845214844,-363.55828857421875,1887.692799164552,1514.7366503733224,55.36518945944646,339.17626953125,0.0,1.0
264.0,342.78936767578125,391.104736328125,264.0,264000,264.0,0.6159815788269043,4768.49582195282,-0.07011667639017105,162.81680297851562,0.017688268795609474,0.06568817049264908,1000.0,19.600887298583984,229.71775817871094,2105.7970883294092,915.7087088187559,264,0.0,19.52203941345215,0.6498052477836609,2.256587028503418,-363.4788818359375,1892.118522442579,1522.626458122401,55.36337030738664,339.8980407714844,0.0,1.0
265.0,344.9407653808594,392.5740966796875,265.0,265000,265.0,0.6340067386627197,4786.722655534744,0.05131232365965843,55.2601432800293,0.01724604144692421,0.06571125239133835,1000.0,18.914743423461914,230.32159423828125,2144.875532710538,919.5218860123795,265,0.0,18.40580177307129,0.6498335003852844,2.257559061050415,-366.2452697753906,1896.673980918969,1526.2431720258494,55.36146943746332,342.0623779296875,0.0,1.0
266.0,347.40924072265625,394.04071044921875,266.0,266000,266.0,0.6483891606330872,4805.044675111771,0.15743926167488098,184.9457550048828,0.017031975090503693,0.06573588401079178,1000.0,21.287851333618164,230.9247589111328,2290.2814431991687,923.2088359360042,266,0.0,18.059398651123047,0.6498135328292847,2.2587361335754395,-368.45330810546875,1906.3997812044731,1533.6664091540315,55.358486337863766,341.9181823730469,0.0,1.0
267.0,351.0398864746094,395.6123352050781,267.0,267000,267.0,0.7135077118873596,4823.267829656601,0.2042870670557022,75.0286636352539,0.017000991851091385,0.06586571782827377,1000.0,17.500869750976562,231.53273010253906,2325.913193198155,927.3426432336289,267,0.0,17.288414001464844,0.6501875519752502,2.2602343559265137,-370.977294921875,1918.4246457506047,1538.349407109076,55.35666055248054,348.77880859375,0.0,1.0
268.0,350.0968933105469,395.1592102050781,268.0,268000,268.0,0.6587579846382141,4841.4628365039825,0.17858849465847015,143.84896850585938,0.01689816825091839,0.06609572470188141,1000.0,18.32520294189453,232.14370727539062,2101.3928849736326,932.1977216451609,268,0.0,18.841066360473633,0.6502450108528137,2.262012004852295,-371.2260437011719,1924.827715712034,1557.99917252937,55.355170338046555,348.802978515625,0.0,1.0
269.0,350.82025146484375,396.8768310546875,269.0,269000,269.0,0.6797438859939575,4859.612702846527,0.0015007257461547852,80.17499542236328,0.016548028215765953,0.0661812424659729,1000.0,19.465044021606445,232.74977111816406,2260.156059848465,936.4533456135654,269,0.0,19.866525650024414,0.6502823829650879,2.263631820678711,-371.61798095703125,1942.6174363919076,1570.5994967930458,55.35420545806721,349.6578369140625,0.0,1.0
270.0,347.587890625,393.448486328125,270.0,270000,270.0,0.694935142993927,4877.883870124817,0.01662278175354004,168.7796630859375,0.01678634062409401,0.066348135471344,1000.0,20.019298553466797,233.34690856933594,1859.2463619944779,939.9650825617167,270,0.0,20.538227081298828,0.6503624320030212,2.264496326446533,-371.79644775390625,1955.8701380840969,1574.013457170189,55.35187125992221,346.15399169921875,0.0,1.0
271.0,349.21441650390625,397.3800354003906,271.0,271000,271.0,0.7463656067848206,4896.036680698395,0.09067961573600769,158.44204711914062,0.017373813316226006,0.06650856137275696,1000.0,18.051551818847656,233.93772888183594,2336.5621593969736,943.2596946371733,271,0.0,17.95379066467285,0.6507031917572021,2.266092300415039,-372.0556640625,1965.5715057750754,1582.4071080040408,55.35089250216631,348.2355041503906,0.0,1.0
272.0,351.0535583496094,396.93560791015625,272.0,272000,272.0,0.7090352177619934,4914.158131122589,0.0075923725962638855,155.93508911132812,0.01803634874522686,0.06659406423568726,1000.0,17.37037467956543,234.48574829101562,2418.254665882734,943.2663872012919,272,0.0,17.68110466003418,0.650707483291626,2.2663731575012207,-373.0845031738281,1978.810888114033,1576.7371768161313,55.35027419597187,349.5467529296875,0.0,1.0
273.0,354.10272216796875,398.02130126953125,273.0,273000,273.0,0.7234278321266174,4932.297390460968,-0.07406000792980194,129.5250244140625,0.018371663987636566,0.06675683706998825,1000.0,17.826980590820312,235.0761260986328,1952.5408243195611,946.9299276541363,273,0.0,17.284942626953125,0.6508681774139404,2.268106460571289,-373.0269775390625,1980.2880192705882,1583.3442533163532,55.34946058361774,351.59832763671875,0.0,1.0
274.0,355.20745849609375,398.30224609375,274.0,274000,274.0,0.653161883354187,4950.531480789185,-0.09862077236175537,35.17885971069336,0.01802554354071617,0.06665834784507751,1000.0,16.49971580505371,235.64378356933594,1883.4328154943364,948.2418817786104,274,0.0,15.63189697265625,0.6509261131286621,2.2680749893188477,-374.85601806640625,1979.6599773515525,1591.6386953890237,55.34759269045604,351.6606750488281,0.0,1.0
275.0,356.6025085449219,400.84161376953125,275.0,275000,275.0,0.5688105225563049,4968.723920345306,0.08429181575775146,149.6798858642578,0.0178009532392025,0.066683828830719,1000.0,16.245990753173828,236.236572265625,2115.319549960118,951.599495750631,275,0.0,16.68531608581543,0.6510574817657471,2.2695939540863037,-377.067626953125,1984.051711804619,1598.712146442906,55.34620244726509,354.71832275390625,0.0,1.0
276.0,359.1964111328125,396.76910400390625,276.0,276000,276.0,0.636141836643219,4987.008661270142,0.062396109104156494,101.87319946289062,0.017704417929053307,0.0668443813920021,1000.0,17.82640266418457,236.83583068847656,1355.2015089719866,955.766387146924,276,0.0,17.510784149169922,0.6511338949203491,2.270744800567627,-377.6501159667969,1979.8330239296952,1609.603971637956,55.34379800529673,356.845458984375,0.0,1.0
277.0,358.7022399902344,404.10888671875,277.0,277000,277.0,0.6381596326828003,5005.22149515152,0.0470404215157032,85.23538970947266,0.017228111624717712,0.06662600487470627,1000.0,18.540721893310547,237.3943328857422,1902.1976987531816,955.243312725778,277,0.0,18.915916442871094,0.6513437032699585,2.2716426849365234,-380.2126159667969,1982.2722977081119,1603.2092685860675,55.34220618774326,357.236328125,0.0,1.0
278.0,357.5382995605469,405.2723388671875,278.0,278000,278.0,0.5514349937438965,5023.401716470718,-0.13939885795116425,101.17107391357422,0.016982631757855415,0.06671911478042603,1000.0,17.704702377319336,237.9989013671875,2090.97879454339,959.6085603166052,278,0.0,17.866769790649414,0.6516022086143494,2.2728259563446045,-380.46160888671875,1986.6034095025548,1609.2322112524187,55.34098519106967,355.56646728515625,0.0,1.0
279.0,360.0202331542969,407.6619873046875,279.0,279000,279.0,0.6383446455001831,5041.5920877456665,0.01585221290588379,87.05437469482422,0.016902048140764236,0.06674391031265259,1000.0,17.107301712036133,238.59097290039062,2238.0041082386715,962.4773168265002,279,0.0,17.821969985961914,0.6516571640968323,2.2740402221679688,-382.7772521972656,1991.9749311609746,1615.2400768366372,55.339661587884244,357.6877136230469,0.0,1.0
280.0,361.23492431640625,407.0954895019531,280.0,280000,280.0,0.6625305414199829,5059.831060171127,-0.02366575412452221,84.91583251953125,0.016034748405218124,0.0667000487446785,1000.0,18.448341369628906,239.19009399414062,1935.2636051740415,966.1101165174638,280,0.0,17.92294692993164,0.6518303751945496,2.2751920223236084,-382.65057373046875,2003.040874864302,1621.6622644398199,55.33781596070328,357.96844482421875,0.0,1.0
281.0,360.6384582519531,410.2440490722656,281.0,281000,281.0,0.6316331624984741,5078.001019716263,-0.02975163422524929,173.7856903076172,0.015827087685465813,0.06681560724973679,1000.0,18.57078742980957,239.7902069091797,2348.433720468879,970.2316148997926,281,0.0,18.437219619750977,0.6520292162895203,2.2769665718078613,-384.05133056640625,2009.0743299262822,1629.272821737501,55.33673563848577,358.4495544433594,0.0,1.0
282.0,361.0714111328125,411.6380920410156,282.0,282000,282.0,0.6958090662956238,5096.179243087769,0.16391125321388245,194.05245971679688,0.015528812073171139,0.06689953804016113,1000.0,21.373233795166016,240.39427185058594,2361.2467217773096,974.6561011035674,282,0.0,20.912250518798828,0.6520582437515259,2.2785801887512207,-386.6209411621094,2019.9986572746586,1637.060105879125,55.33557328904636,358.45477294921875,0.0,1.0
283.0,360.49188232421875,412.8482360839844,283.0,283000,283.0,0.6718410849571228,5114.327127695084,0.1210038885474205,18.716041564941406,0.015942992642521858,0.06704989075660706,1000.0,19.924026489257812,240.98631286621094,2431.862937724726,977.8709622710462,283,0.0,20.398395538330078,0.6519622802734375,2.279057264328003,-386.8022766113281,2031.39843261224,1644.639767472582,55.3347474524067,358.4637756347656,0.0,1.0
284.0,363.064453125,415.4353942871094,284.0,284000,284.0,0.5999302864074707,5132.545072793961,0.15496861934661865,60.771209716796875,0.015931859612464905,0.06714102625846863,1000.0,20.153867721557617,241.5814666748047,2614.3776326540583,981.548388903598,284,0.0,19.751012802124023,0.6519514322280884,2.2804970741271973,-387.6343994140625,2041.3265935411043,1646.9040040733953,55.333172134307496,360.36846923828125,0.0,1.0
285.0,363.670166015625,415.5917663574219,285.0,285000,285.0,0.6177648305892944,5150.771026611328,0.10347495228052139,162.92431640625,0.015936238691210747,0.06717672199010849,1000.0,19.453922271728516,242.1755828857422,2808.41803189775,984.7090175844147,285,0.0,19.842758178710938,0.6520461440086365,2.2818098068237305,-388.3153381347656,2053.9080968497233,1653.2451256542615,55.33152192701922,361.88922119140625,0.0,1.0
286.0,365.1478576660156,416.5479431152344,286.0,286000,286.0,0.6549801826477051,5169.125454902649,0.20496390759944916,119.1034164428711,0.01563098095357418,0.067407988011837,1000.0,19.231826782226562,242.3560028076172,2476.4142364273844,984.5768323882222,286,0.0,19.245134353637695,0.6525135636329651,2.281935930252075,-389.1083068847656,2061.2272271414936,1647.657002067753,55.32850817709285,363.4590148925781,0.0,1.0
287.0,365.78814697265625,418.42803955078125,287.0,287000,287.0,0.7316277623176575,5187.368476629257,-0.03978875279426575,120.46630096435547,0.015304802916944027,0.06752824783325195,1000.0,20.450979232788086,242.95960998535156,2627.054448571984,988.9155959198466,287,0.0,20.37211036682129,0.652785062789917,2.283506155014038,-390.9538269042969,2069.133256744078,1656.65161265103,55.326703952693194,363.4068298339844,0.0,1.0
288.0,366.71453857421875,417.1034851074219,288.0,288000,288.0,0.7011064887046814,5205.618218421936,0.11116858571767807,165.4413604736328,0.014857959933578968,0.06755083799362183,1000.0,19.09966278076172,243.55606079101562,2152.6909439219226,992.1267565467099,288,0.0,18.739837646484375,0.6529706120491028,2.2850170135498047,-390.346435546875,2071.7792892792563,1662.5396848262794,55.32484095372367,364.311767578125,0.0,1.0
289.0,365.4167785644531,418.2430725097656,289.0,289000,289.0,0.6625241041183472,5223.888254404068,0.06610208749771118,170.09674072265625,0.015219523571431637,0.06769020855426788,1000.0,21.057016372680664,244.1544647216797,2211.0636569651806,995.4306125169262,289,0.0,20.97858428955078,0.6530265212059021,2.285989999771118,-391.29522705078125,2074.1861038370007,1667.2267009254845,55.32277604834957,363.6939697265625,0.0,1.0
290.0,365.04144287109375,416.83953857421875,290.0,290000,290.0,0.7346263527870178,5242.129696130753,0.06072106957435608,133.91383361816406,0.015297360718250275,0.06782382726669312,1000.0,20.335399627685547,244.7480010986328,2161.7580133433116,998.8025884756041,290,0.0,20.303665161132812,0.6531105041503906,2.2873685359954834,-392.3493347167969,2076.2175193455114,1675.3772008258893,55.32102729431718,362.8592834472656,0.0,1.0
291.0,366.22265625,419.4656982421875,291.0,291000,291.0,0.7055484056472778,5260.365994930267,-0.07165181636810303,173.29708862304688,0.015909040346741676,0.06797768920660019,1000.0,20.903797149658203,245.33541870117188,2495.842577269719,1001.9488669309072,291,0.0,20.435102462768555,0.6534178853034973,2.288757562637329,-392.23016357421875,2084.650130251924,1683.3720288715201,55.31934475290394,364.29351806640625,0.0,1.0
292.0,368.9532775878906,417.4566345214844,292.0,292000,292.0,0.7151250839233398,5278.57766699791,-0.12369934469461441,119.89623260498047,0.01586603745818138,0.0680999606847763,1000.0,19.007055282592773,245.92750549316406,1912.675464342529,1005.8262400065303,292,0.0,18.831466674804688,0.6534881591796875,2.2898952960968018,-392.5992126464844,2089.593008340737,1689.6009707284072,55.31793191669934,366.9578857421875,0.0,1.0
293.0,369.82635498046875,417.13848876953125,293.0,293000,293.0,0.6609132885932922,5296.842219114304,0.0865849032998085,265.2195129394531,0.015842339023947716,0.06803590059280396,1000.0,18.940793991088867,246.4876251220703,1997.047183001471,1006.8229157538207,293,0.0,17.909013748168945,0.6534213423728943,2.2897655963897705,-393.69696044921875,2094.3492996643154,1688.1382306705198,55.31597655347815,366.900390625,0.0,1.0
294.0,368.8963317871094,419.10528564453125,294.0,294000,294.0,0.6863569617271423,5315.0122628211975,0.24470724165439606,157.20558166503906,0.016081346198916435,0.06816458702087402,1000.0,17.6539249420166,247.07009887695312,1966.999134618373,1009.9422481264438,294,0.0,18.064056396484375,0.6534885764122009,2.2908623218536377,-395.1366882324219,2095.1170049781795,1694.3202194197218,55.3150181903711,367.70343017578125,0.0,1.0
295.0,372.37542724609375,422.02801513671875,295.0,295000,295.0,0.5744526982307434,5333.131039857864,-0.12858855724334717,248.42152404785156,0.01606709696352482,0.06817489862442017,1000.0,18.45017433166504,247.64735412597656,2216.0809597421494,1012.1527313042732,295,0.0,17.854625701904297,0.6535629034042358,2.291325807571411,-397.373291015625,2097.2828209371546,1701.2635613723749,55.314598084179494,369.342529296875,0.0,1.0
296.0,372.8262939453125,423.6046142578125,296.0,296000,296.0,0.6546953916549683,5351.4442455768585,-0.045179206877946854,296.6612548828125,0.01630769483745098,0.06827644258737564,1000.0,18.289613723754883,248.23269653320312,2436.7919530016616,1015.241719254443,296,0.0,18.313112258911133,0.6536766886711121,2.292367935180664,-398.4696960449219,2105.3495656175037,1705.3565260440164,55.312171147938905,371.2802734375,0.0,1.0
297.0,373.71441650390625,423.47119140625,297.0,297000,297.0,0.50603848695755,5369.729568481445,-0.12172301858663559,190.9706268310547,0.016338853165507317,0.06838856637477875,1000.0,18.50998306274414,248.82041931152344,2293.7578975673946,1019.1186668008734,297,0.0,18.59879493713379,0.6537370085716248,2.293619394302368,-399.8445739746094,2110.9566976318565,1711.8739111351633,55.31004796652941,371.0982666015625,0.0,1.0
298.0,376.3335266113281,425.6784973144531,298.0,298000,298.0,0.5579553842544556,5387.94136929512,0.1318066567182541,89.94934844970703,0.01664588414132595,0.06854202598333359,1000.0,19.47463035583496,249.4061279296875,2299.6161372711067,1022.8255740914788,298,0.0,18.907058715820312,0.6540350317955017,2.2950267791748047,-400.88824462890625,2114.636228608041,1715.3610256483882,55.308693910116915,373.08648681640625,0.0,1.0
299.0,377.65667724609375,426.32135009765625,299.0,299000,299.0,0.7018583416938782,5406.219190359116,0.021897904574871063,203.30426025390625,0.01650836318731308,0.06861232966184616,1000.0,19.295988082885742,249.99452209472656,2355.600110270422,1026.9024061472194,299,0.0,19.456758499145508,0.654137372970581,2.2962052822113037,-401.87725830078125,2123.272579639364,1721.2049163768143,55.30667356832391,375.25836181640625,0.0,1.0
300.0,381.4515380859375,428.18646240234375,300.0,300000,300.0,0.728975772857666,5424.443421840668,0.006076591555029154,249.39736938476562,0.016314800828695297,0.06862439960241318,1000.0,17.3536434173584,250.5696258544922,2281.486853824407,1029.1748842441004,300,0.0,17.351459503173828,0.6541382670402527,2.2968626022338867,-403.8344421386719,2127.625418294619,1720.8974606685445,55.305213211755,378.19659423828125,0.0,1.0
301.0,381.62640380859375,427.6937561035156,301.0,301000,301.0,0.7770880460739136,5442.624922037125,-0.02972135879099369,152.77174377441406,0.016328033059835434,0.06876751035451889,1000.0,16.645801544189453,251.15731811523438,2295.0644167709524,1033.3261010692997,301,0.0,17.332656860351562,0.6544016003608704,2.298351526260376,-404.1328430175781,2132.7538999438,1726.0206413881629,55.304196837311814,379.19818115234375,0.0,1.0
302.0,381.57000732421875,429.0625,302.0,302000,302.0,0.7245972156524658,5460.767863750458,-0.012053382582962513,73.35607147216797,0.016287067905068398,0.06881619244813919,1000.0,21.016210556030273,251.73692321777344,2285.017231721851,1036.5041731277047,302,0.0,17.959550857543945,0.654561460018158,2.2992055416107178,-404.6151428222656,2136.2371631372325,1733.0374045565418,55.303577726628774,377.017333984375,0.0,1.0
303.0,385.24383544921875,427.87799072265625,303.0,303000,303.0,0.7234252095222473,5478.9656500816345,-0.008088291622698307,140.49179077148438,0.016385696828365326,0.06904880702495575,1000.0,16.755571365356445,252.3192596435547,2191.862230509558,1040.177456318955,303,0.0,16.203914642333984,0.654822587966919,2.3000409603118896,-405.0924987792969,2135.284741354272,1737.1560884112532,55.30240913181951,382.6734924316406,0.0,1.0
304.0,384.004638671875,429.3906555175781,304.0,304000,304.0,0.761897623538971,5497.152380466461,0.12686844170093536,148.1422576904297,0.0162749532610178,0.06918998062610626,1000.0,16.442798614501953,252.89759826660156,2433.081603604002,1044.1494944867939,304,0.0,17.220111846923828,0.6550379991531372,2.301248550415039,-405.01483154296875,2141.8971613820386,1740.9344500663353,55.301359496642526,382.39111328125,0.0,1.0
305.0,384.8126525878906,428.3941955566406,305.0,305000,305.0,0.7050197124481201,5515.322044849396,0.0020649235229939222,116.91520690917969,0.01659862883388996,0.06930036842823029,1000.0,19.186737060546875,253.45460510253906,2311.1659750157933,1045.8512519897076,305,0.0,18.73231315612793,0.6551547646522522,2.3016490936279297,-405.32965087890625,2142.775408770878,1738.3086950013844,55.30048789894888,382.7568664550781,0.0,1.0
306.0,380.7736511230469,426.8861999511719,306.0,306000,306.0,0.7161872982978821,5533.602406740189,0.19122280180454254,212.32406616210938,0.01631656102836132,0.06942153722047806,1000.0,21.46390151977539,254.0236358642578,2103.9442190753134,1049.5138943558916,306,0.0,20.937471389770508,0.6551846265792847,2.3026726245880127,-404.7283630371094,2141.284459462938,1742.8918022399519,55.298515778307014,378.33367919921875,0.0,1.0
307.0,379.1936950683594,427.556884765625,307.0,307000,307.0,0.6538819074630737,5551.818347454071,0.14656442403793335,153.02432250976562,0.016251981258392334,0.06948630511760712,1000.0,20.458261489868164,254.58470153808594,2192.846798850877,1052.686394640942,307,0.0,20.537389755249023,0.6553429961204529,2.3040895462036133,-404.2303771972656,2143.4948811338345,1748.4233817059683,55.29719828473544,377.8417053222656,0.0,1.0
308.0,378.7242431640625,428.4114990234375,308.0,308000,308.0,0.6494810581207275,5570.073513269424,0.2993268072605133,45.443138122558594,0.016391543671488762,0.06960222125053406,1000.0,21.606050491333008,255.14439392089844,2301.807357446424,1055.8797572659153,308,0.0,21.9006290435791,0.6551876068115234,2.3045005798339844,-405.48675537109375,2142.0125327483765,1756.316311562128,55.295500008439845,377.1153564453125,0.0,1.0
