total/episodes,reference_perturbed_action_std,reference_actor_Q_mean,reference_Q_mean,rollout/Q_mean,eval/return_history,train/loss_actor,total/steps,rollout/episode_steps,rollout/actions_mean,eval/Q,total/duration,total/steps_per_second,train/param_noise_distance,ret_rms_std,rollout/return_history,eval/return,reference_actor_Q_std,reference_action_std,rollout/actions_std,param_noise_stddev,reference_perturbed_action_mean,reference_Q_std,obs_rms_std,eval/episodes,train/loss_critic,rollout/return,obs_rms_mean,total/epochs,rollout/episodes,ret_rms_mean,reference_action_mean
522.0,0.5524144172668457,249.34536743164062,240.3967742919922,238.70118713378906,662.53225167264,-326.7729187011719,176000,335.411877394636,0.5322871208190918,345.6935119628906,2048.642632007599,85.91054254666471,0.173921138048172,1.0,695.9438897749641,1013.0843016076554,130.8846435546875,0.5021741986274719,0.5486791729927063,0.023313810312614223,0.5722509622573853,133.5640106201172,1.06280517578125,176.0,124.40673828125,437.7415027618684,0.08888936787843704,176,522.0,0.0,0.6589697003364563
525.0,0.4290246069431305,250.369140625,242.66537475585938,239.4110107421875,669.9414683456383,-327.4339904785156,177000,335.8457142857143,0.5322709083557129,351.2919006347656,2064.3863468170166,85.73976488117559,0.19276680052280426,1.0,700.466544143973,1167.953867588774,130.25953674316406,0.4937244653701782,0.548638641834259,0.02285443614607805,0.7223184108734131,132.6634521484375,1.0637781620025635,177.0,112.64546966552734,439.26841804128816,0.08858521282672882,177,525.0,0.0,0.6657295823097229
527.0,0.5403470993041992,255.06689453125,247.23094177246094,240.07571411132812,682.2809509535188,-331.30548095703125,178000,336.7988614800759,0.5320248603820801,378.98333740234375,2081.52770447731,85.51411524195753,0.19302593171596527,1.0,708.555880498005,1622.0487598256395,129.2530975341797,0.5108189582824707,0.5489503741264343,0.02285443614607805,0.6327463388442993,131.03427124023438,1.0658529996871948,178.0,75.23108673095703,441.02466690814765,0.08811239898204803,178,527.0,0.0,0.6598560810089111
531.0,0.425535649061203,259.3560791015625,252.37936401367188,240.39776611328125,687.7344555938444,-329.1673583984375,179000,336.77777777777777,0.5317339897155762,349.5411682128906,2097.3702340126038,85.34497014270316,0.1665351688861847,1.0,703.6020940008051,955.6077101582347,126.37252044677734,0.5057443380355835,0.5494121313095093,0.02285443614607805,0.6966035962104797,127.95559692382812,1.0716421604156494,179.0,142.10296630859375,440.43560435407255,0.08719346672296524,179,531.0,0.0,0.638660728931427
532.0,0.4467563033103943,261.51953125,253.43167114257812,241.06161499023438,688.6405223274991,-333.004638671875,180000,338.02443609022555,0.5314477682113647,365.59783935546875,2110.651555776596,85.28172237021404,0.23569858074188232,1.0,717.2764350638222,479.0363877824601,127.51689147949219,0.5365316271781921,0.5500022768974304,0.021529912675834345,0.6821751594543457,129.54563903808594,1.0727894306182861,180.0,35.25154113769531,443.1265500116565,0.08721476793289185,180,532.0,0.0,0.6073286533355713
534.0,0.5181708931922913,258.32806396484375,251.03717041015625,241.6720428466797,701.1694860400385,-333.48675537109375,181000,338.49812734082394,0.53122478723526,354.0853576660156,2125.2250957489014,85.16744902083795,0.21372155845165253,1.0,721.0624266212502,1458.5856122134578,129.3000946044922,0.4980796277523041,0.5503042340278625,0.021962663920618613,0.64347243309021,131.1367645263672,1.0737277269363403,181.0,100.15959167480469,444.6923205962723,0.08720715343952179,181,534.0,0.0,0.6571674942970276
535.0,0.5218409895896912,256.66070556640625,249.11083984375,242.31539916992188,711.1752584744906,-334.7577209472656,182000,339.73457943925234,0.5314438939094543,396.779541015625,2141.8286151885986,84.97411917525156,0.2026526778936386,1.0,726.4280999143593,1459.8660436727416,133.30223083496094,0.518585205078125,0.550212025642395,0.022404113465423047,0.6080371141433716,135.40115356445312,1.0749315023422241,182.0,100.39449310302734,445.609460403147,0.08708874136209488,182,535.0,0.0,0.6183566451072693
536.0,0.502692699432373,262.9432373046875,256.11175537109375,242.8080596923828,715.6376762685529,-333.4385070800781,183000,339.80037313432837,0.5310792922973633,377.1939392089844,2157.5886628627777,84.81690840792055,0.23257650434970856,1.0,718.2404545755854,1047.3728829855309,127.0600357055664,0.5571876168251038,0.5506681799888611,0.023313810312614223,0.6358442902565002,128.7930908203125,1.0780235528945923,183.0,74.3145523071289,445.80162152613775,0.08650656789541245,183,536.0,0.0,0.5849642157554626
538.0,0.5545333623886108,258.35601806640625,250.88864135742188,243.30010986328125,724.5068119562161,-335.9037170410156,184000,341.10408921933083,0.5303787589073181,379.4232482910156,2171.8119406700134,84.72188431896879,0.24582840502262115,1.0,723.6498654940846,1349.1836216861655,130.55465698242188,0.4663976728916168,0.5513684153556824,0.022404113465423047,0.598698079586029,132.41766357421875,1.079813003540039,184.0,171.5410614013672,446.62970801730665,0.08606524020433426,184,538.0,0.0,0.6550961136817932
539.0,0.4623587727546692,260.75396728515625,252.91043090820312,243.82188415527344,730.3661090993105,-338.847900390625,185000,341.4582560296846,0.5304273366928101,347.53704833984375,2186.508447408676,84.60978059300496,0.1955174207687378,1.0,727.7043541056353,1499.4965282507924,129.5491485595703,0.4520641267299652,0.5510820150375366,0.023313810312614223,0.6439976096153259,131.8777313232422,1.0779567956924438,185.0,83.53558349609375,447.4551227328827,0.0862942561507225,185,539.0,0.0,0.6850182414054871
