rollout/return,reference_Q_std,rollout/episode_steps,obs_rms_mean,total/episodes,ret_rms_std,reference_Q_mean,rollout/return_history,ret_rms_mean,train/param_noise_distance,total/duration,eval/return,rollout/actions_std,reference_actor_Q_mean,eval/Q,train/loss_critic,rollout/Q_mean,reference_action_std,reference_actor_Q_std,reference_action_mean,eval/return_history,total/steps_per_second,obs_rms_std,rollout/episodes,total/steps,train/loss_actor,rollout/actions_mean,total/epochs,eval/episodes
-198.44474925480242,0.735485315322876,1000.0,0.07991823554039001,1.0,1.0,0.2565419673919678,-198.44474925480242,0.0,0.0,18.696815252304077,-359.7906533202317,0.5688287615776062,0.6175181865692139,-0.2647775113582611,0.017220843583345413,-0.33474642038345337,0.8281506299972534,0.6959995031356812,-0.1563137173652649,-359.7906533202317,53.485044725826576,0.5553151965141296,1.0,1000,-0.5901828408241272,0.016699716448783875,1,1.0
-259.1262682098327,1.253678560256958,1000.0,0.07929608225822449,2.0,1.0,1.0292973518371582,-259.1262682098327,0.0,0.0,37.02056527137756,-149.15329290056425,0.6519150137901306,1.509519100189209,2.917280912399292,0.06654860824346542,-0.2306993156671524,0.8372306227684021,1.1636507511138916,-0.32006606459617615,-254.47197311039798,54.02402651983003,0.741731584072113,2.0,2000,-0.9210158586502075,-0.09837999194860458,2,2.0
-281.1251720926818,2.6471424102783203,1000.0,0.06425675004720688,3.0,1.0,4.903114318847656,-281.1251720926818,0.0,0.0,55.28011965751648,-453.0464461619798,0.678880512714386,5.6908650398254395,0.6784753799438477,0.24020850658416748,0.05203782021999359,0.7684740424156189,2.6963064670562744,-0.38675543665885925,-320.6634641275919,54.26905763927896,1.0946542024612427,3.0,3000,-2.2767412662506104,-0.23802699148654938,3,3.0
-297.907672047036,4.37826681137085,1000.0,0.09177082777023315,4.0,1.0,10.66630744934082,-297.907672047036,0.0,0.0,73.53282022476196,-203.34559717343075,0.7188799977302551,11.49972152709961,15.150823593139648,0.29649728536605835,0.427861750125885,0.7136868834495544,4.531520366668701,-0.1627064049243927,-291.33399738905166,54.39747840180094,1.1785054206848145,4.0,4000,-5.659358978271484,-0.11669642478227615,4,4.0
-273.44072253039275,3.6025338172912598,1000.0,0.09612531960010529,5.0,1.0,19.455551147460938,-273.44072253039275,0.0,0.0,91.7741687297821,169.53450577564658,0.7079489827156067,20.56715965270996,22.091514587402344,0.43517476320266724,2.4276180267333984,0.6733563542366028,3.4992835521698,-0.18466852605342865,-199.16029675611202,54.481561306448796,1.2787030935287476,5.0,5000,-11.229496002197266,-0.11409078538417816,5,5.0
-245.08271925824408,4.50520658493042,1000.0,0.0941786989569664,6.0,1.0,24.065649032592773,-245.08271925824408,0.0,0.0,110.16689395904541,14.400958640001523,0.6940354704856873,24.838829040527344,27.028249740600586,0.36335715651512146,6.090835094451904,0.6875236630439758,4.261466979980469,0.10709825903177261,-163.5667541900931,54.46282258107869,1.3230215311050415,6.0,6000,-15.281100273132324,-0.10970247536897659,6,6.0
-197.60439898797154,4.961141586303711,1000.0,0.09126859158277512,7.0,1.0,27.19649887084961,-197.60439898797154,0.0,0.0,128.5976278781891,8.00563713365333,0.676491379737854,27.906326293945312,28.510509490966797,0.652077317237854,9.591104507446289,0.6971706748008728,5.045862197875977,0.12518717348575592,-139.05641257241504,54.43335243034635,1.4310661554336548,7.0,7000,-19.797945022583008,-0.09491049498319626,7,7.0
-214.158168886849,5.4989423751831055,1000.0,0.07291717827320099,8.0,1.0,28.95339012145996,-214.158168886849,0.0,0.0,146.908194065094,-378.12853343420954,0.6667038202285767,29.673831939697266,43.05535125732422,1.286752462387085,13.427909851074219,0.6548222899436951,5.551421642303467,-0.045763421803712845,-168.94042768013935,54.45577798373354,1.5748721361160278,8.0,8000,-23.88364028930664,-0.10041581094264984,8,8.0
-184.72265606938709,7.04583740234375,1000.0,0.06274405866861343,9.0,1.0,33.54611587524414,-184.72265606938709,0.0,0.0,165.04547357559204,491.1630304048734,0.6615980267524719,34.65409469604492,57.12739944458008,1.5194156169891357,17.623371124267578,0.7160928249359131,7.006869792938232,-0.08347935229539871,-95.59559900402684,54.5304261002828,1.5659394264221191,9.0,9000,-30.425159454345703,-0.1096491888165474,9,9.0
-161.46640065259027,6.9711995124816895,1000.0,0.06657125800848007,10.0,1.0,39.26914978027344,-161.46640065259027,0.0,0.0,183.27352213859558,229.59567028189048,0.6663878560066223,40.15637969970703,61.82320022583008,1.3553739786148071,18.61410903930664,0.6933827996253967,6.986037731170654,-0.18670469522476196,-63.07647207543509,54.56325541906579,1.658074975013733,10.0,10000,-33.87687301635742,-0.10747353732585907,10,10.0
-126.5361032384644,7.267116069793701,1000.0,0.05950865149497986,11.0,1.0,43.10948944091797,-126.5361032384644,0.0,0.0,201.4963502883911,545.932881144859,0.6553135514259338,43.82496643066406,63.18269348144531,2.8413262367248535,22.703113555908203,0.6504887938499451,7.341256618499756,-0.16692036390304565,-7.711985419044719,54.59155952083638,1.6942338943481445,11.0,11000,-40.9075927734375,-0.11297017335891724,11,11.0
-83.5989528155947,7.908881187438965,1000.0,0.05547233298420906,12.0,1.0,46.31785583496094,-83.5989528155947,0.0,0.0,219.70505166053772,378.96390543683,0.6499758362770081,47.329444885253906,70.38790130615234,1.8644485473632812,26.71376609802246,0.6732410788536072,7.8845367431640625,-0.2726355791091919,24.511005485611506,54.618680404950275,1.702652931213379,12.0,12000,-46.4564094543457,-0.1138874813914299,12,12.0
