obs_rms_mean,total/duration,reference_actor_Q_mean,train/loss_actor,eval/return_history,rollout/actions_std,eval/return,eval/Q,train/loss_critic,rollout/episodes,rollout/actions_mean,rollout/episode_steps,reference_Q_mean,ret_rms_mean,reference_actor_Q_std,total/steps_per_second,ret_rms_std,total/steps,rollout/return,train/param_noise_distance,reference_Q_std,total/episodes,rollout/return_history,reference_action_std,rollout/Q_mean,reference_action_mean,eval/episodes,obs_rms_std,total/epochs
0.10632288455963135,308.6447603702545,35.40607833862305,-17.908119201660156,-374.05879369122533,0.7528300285339355,-221.0696224409052,14.343365669250488,0.8678283095359802,13.0,-0.07034911215305328,1000.0,34.78911209106445,0.0,0.8930930495262146,42.11961992941342,1.0,13000,-307.607521392743,0.0,1.099462628364563,13.0,-307.607521392743,0.7024118304252625,5.550478458404541,0.22519011795520782,13.0,2.19775128364563,13
0.10855544358491898,331.503835439682,37.829139709472656,-18.01897621154785,-352.2539821225306,0.7544936537742615,-68.79143172949934,34.47053527832031,0.46308526396751404,14.0,-0.08510152995586395,1000.0,37.263145446777344,0.0,0.9084708094596863,42.23178890654898,1.0,14000,-292.2649474626857,0.0,0.9745827317237854,14.0,-292.2649474626857,0.6613229513168335,5.723089694976807,0.3287926912307739,14.0,2.2956955432891846,14
0.1109752506017685,354.5906686782837,39.43901443481445,-18.793804168701172,-330.6664857601121,0.7562552690505981,-28.441536686252693,31.1932373046875,1.0051026344299316,15.0,-0.09120795130729675,1000.0,38.87468719482422,0.0,1.0449868440628052,42.30229762083598,1.0,15000,-283.0094940048608,0.0,1.3766732215881348,15.0,-283.0094940048608,0.6443736553192139,5.9515604972839355,0.3006685972213745,15.0,2.3654518127441406,15
0.11186280846595764,378.72437596321106,40.826873779296875,-19.36593246459961,-291.71914066575334,0.7550191283226013,292.4910357496281,40.50697326660156,0.7631896138191223,16.0,-0.10352414846420288,1000.0,40.226844787597656,0.0,1.0123192071914673,42.24708261597142,1.0,16000,-264.05255578744357,0.0,1.1447811126708984,16.0,-264.05255578744357,0.6549631953239441,6.493445873260498,0.312185674905777,16.0,2.423870086669922,16
0.11133857816457748,401.51676869392395,42.731658935546875,-22.062339782714844,-269.4665096809672,0.7426568865776062,86.57558607561174,39.974205017089844,0.8755705952644348,17.0,-0.09328688681125641,1000.0,42.000152587890625,0.0,1.1418379545211792,42.339452111299224,1.0,17000,-246.2965838604751,0.0,1.3501133918762207,17.0,-246.2965838604751,0.5809550881385803,8.44692611694336,0.4521369934082031,17.0,2.3814945220947266,17
0.11206574738025665,424.4749059677124,44.030921936035156,-24.253929138183594,-227.96379280077605,0.7340353727340698,477.5823941624732,43.95460510253906,0.6153913140296936,18.0,-0.0794524997472763,1000.0,43.4371337890625,0.0,1.0531368255615234,42.405333617929266,1.0,18000,-222.7598026250524,0.0,1.1775870323181152,18.0,-222.7598026250524,0.5137538313865662,10.32555866241455,0.41541123390197754,18.0,2.3730382919311523,18
0.11434882879257202,447.88977670669556,45.46920394897461,-26.59973907470703,-227.45383987481895,0.7337616086006165,-218.27468720759117,45.77507019042969,1.9783626794815063,19.0,-0.07442434132099152,1000.0,44.847923278808594,0.0,1.2608507871627808,42.42115133706727,1.0,19000,-198.6031604549313,0.0,1.4723438024520874,19.0,-198.6031604549313,0.5997149348258972,11.582446098327637,0.35597026348114014,19.0,2.407460927963257,19
0.1126345619559288,471.3806607723236,45.58622360229492,-29.227941513061523,-199.22415634133569,0.729573130607605,337.1398307948468,48.07620620727539,1.2975462675094604,20.0,-0.05960496515035629,1000.0,45.012794494628906,0.0,1.2410165071487427,42.42855438157226,1.0,20000,-189.5091869563368,0.0,1.4304683208465576,20.0,-189.5091869563368,0.41998356580734253,13.310468673706055,0.3574976921081543,20.0,2.381072759628296,20
0.11214718222618103,494.3107898235321,46.03065490722656,-31.690811157226562,-155.27484137964552,0.7237814664840698,723.7114578541577,51.8838005065918,2.255692958831787,21.0,-0.049558982253074646,1000.0,45.60484313964844,0.0,1.4464348554611206,42.483393913972535,1.0,21000,-170.38304349351003,0.0,1.546534538269043,21.0,-170.38304349351003,0.514809250831604,14.97199535369873,0.4538520872592926,21.0,2.3816592693328857,21
0.11223521828651428,517.4060697555542,49.03080749511719,-35.243595123291016,-118.39904611864449,0.7217386960983276,655.9926543623772,56.00019836425781,0.8869578838348389,22.0,-0.04737309366464615,1000.0,48.09442901611328,0.0,1.3871773481369019,42.51979496567132,1.0,22000,-144.36990966332016,0.0,1.3936954736709595,22.0,-144.36990966332016,0.6466319561004639,16.68663787841797,0.29777035117149353,22.0,2.4165871143341064,22
0.11413038522005081,540.8457696437836,53.05400848388672,-39.57961654663086,-86.0261013619167,0.7206228375434875,626.1786832860946,60.41657638549805,2.3853940963745117,23.0,-0.03888661786913872,1000.0,51.90045166015625,0.0,1.5902776718139648,42.52598668775473,1.0,23000,-114.95217936144854,0.0,1.6520929336547852,23.0,-114.95217936144854,0.560876190662384,18.463367462158203,0.5015268325805664,23.0,2.4539573192596436,23
0.11444992572069168,564.58496260643,55.837059020996094,-43.892478942871094,-44.477309668852286,0.714806079864502,911.1448992716284,65.62979125976562,2.756638288497925,24.0,-0.03300322964787483,1000.0,55.18750762939453,0.0,1.9004958868026733,42.50910241959509,1.0,24000,-92.93548274221763,0.0,1.9807699918746948,24.0,-92.93548274221763,0.7235144972801208,20.18643569946289,0.21573825180530548,24.0,2.4414567947387695,24
0.11564192920923233,589.6067094802856,60.64012145996094,-48.46522903442383,-9.375247534595482,0.7138015031814575,833.0742436875678,66.37202453613281,2.083618402481079,25.0,-0.030593957751989365,1000.0,59.70820617675781,0.0,1.7683931589126587,42.40114570954677,1.0,25000,-75.27962114920778,0.0,2.0205118656158447,25.0,-75.27962114920778,0.7274222373962402,21.695438385009766,0.1500842571258545,25.0,2.456580400466919,25
0.11669483780860901,613.9111008644104,64.9834976196289,-51.35017013549805,-6.226167062721479,0.7175670862197876,72.5008447341286,36.90510559082031,3.627924919128418,26.0,-0.038396865129470825,1000.0,64.33473205566406,0.0,2.303504467010498,42.35140880070584,1.0,26000,-66.75983644348602,0.0,2.445878267288208,26.0,-66.75983644348602,0.6955114603042603,22.25139808654785,0.21089713275432587,26.0,2.509448766708374,26
0.1174338236451149,637.9766101837158,71.50372314453125,-55.53302764892578,1.9301012391148806,0.7197436094284058,213.99307708686024,50.397132873535156,1.2319508790969849,27.0,-0.04650154337286949,1000.0,70.0848159790039,0.0,2.2620790004730225,42.32130076402787,1.0,27000,-58.01324440400881,0.0,2.507550001144409,27.0,-58.01324440400881,0.5850756764411926,23.111495971679688,0.3797016143798828,27.0,2.533466339111328,27
0.12127123028039932,660.6218507289886,77.55397033691406,-57.9908332824707,40.760863206952344,0.7232089638710022,1089.1914363385638,88.30829620361328,4.8974809646606445,28.0,-0.06660282611846924,1000.0,76.6166763305664,0.0,1.8610925674438477,42.384308010857225,1.0,28000,-70.56545726139439,0.0,1.997902274131775,28.0,-70.56545726139439,0.58781498670578,23.289640426635742,0.22186625003814697,28.0,2.524843692779541,28
0.12282023578882217,683.5277411937714,82.85781860351562,-63.940452575683594,74.45590106749412,0.722041130065918,1017.9169611626639,93.34083557128906,2.188180685043335,29.0,-0.059354446828365326,1000.0,81.53883361816406,0.0,1.6510902643203735,42.426953951206016,1.0,29000,-51.3633036451945,0.0,1.994240164756775,29.0,-51.3633036451945,0.5949161052703857,25.58692169189453,0.26991674304008484,29.0,2.5334362983703613,29
0.12482864409685135,706.3486042022705,88.18041229248047,-70.21697998046875,97.71930125383571,0.7201703190803528,772.3579066577416,90.42552947998047,4.813082695007324,30.0,-0.054313622415065765,1000.0,86.98660278320312,0.0,1.1866616010665894,42.471946318746,1.0,30000,-20.116384670314797,0.0,1.2580299377441406,30.0,-20.116384670314797,0.6390798687934875,27.99661636352539,0.17851118743419647,30.0,2.5312142372131348,30
0.12655119597911835,729.6963684558868,95.92657470703125,-74.15589904785156,135.0837097152137,0.721134603023529,1256.0159635565535,109.20118713378906,2.892202377319336,31.0,-0.04929868131875992,1000.0,94.32029724121094,0.0,0.9866071343421936,42.48342370895885,1.0,31000,-13.949954414354382,0.0,1.2771472930908203,31.0,-13.949954414354382,0.7559884190559387,29.097829818725586,0.04109134152531624,31.0,2.5191404819488525,31
0.12859751284122467,752.9361228942871,102.85948944091797,-80.32441711425781,160.20578224873753,0.7184265851974487,938.9900307879768,104.07281494140625,4.702070236206055,32.0,-0.045997101813554764,1000.0,101.27973937988281,0.0,1.2037357091903687,42.500285252608116,1.0,32000,17.285204146971942,0.0,1.3211722373962402,32.0,17.285204146971942,0.6502022743225098,31.733535766601562,0.2699863612651825,32.0,2.528871774673462,32
0.1297072172164917,776.0701460838318,109.19889068603516,-84.01399230957031,172.60133108538656,0.7210818529129028,569.258893858156,110.49161529541016,6.686441421508789,33.0,-0.045873481780290604,1000.0,107.79552459716797,0.0,1.5641844272613525,42.52192944996406,1.0,33000,16.238834742837582,0.0,1.7001937627792358,33.0,16.238834742837582,0.6835708022117615,32.45748519897461,0.15551026165485382,33.0,2.57500958442688,33
0.1315513402223587,798.7374994754791,116.61784362792969,-90.2960433959961,166.74355574299227,0.7184950709342957,-26.5630305560198,62.52767562866211,11.308836936950684,34.0,-0.041202444583177567,1000.0,114.86246490478516,0.0,1.4955989122390747,42.56717635309144,1.0,34000,40.00316823273438,0.0,1.69140625,34.0,40.00316823273438,0.6641073822975159,35.21762466430664,0.30656662583351135,34.0,2.582448720932007,34
0.13931630551815033,821.7044565677643,122.36238861083984,-93.31787109375,193.48988868329843,0.7244581580162048,1102.865208653708,137.9574432373047,8.585988998413086,35.0,-0.031848352402448654,1000.0,121.3768310546875,0.0,2.3767147064208984,42.594389893166685,1.0,35000,30.50793335309567,0.0,2.6841354370117188,35.0,30.50793335309567,0.6516610383987427,35.40296173095703,0.11486067622900009,35.0,2.573986530303955,35
0.1404280662536621,845.6003522872925,130.86245727539062,-98.98026275634766,219.51095365537788,0.7259315848350525,1130.248227678159,146.47817993164062,10.72468376159668,36.0,-0.032000962644815445,1000.0,129.2342529296875,0.0,2.044194221496582,42.573302982457854,1.0,36000,33.039704014099144,0.0,2.047579288482666,36.0,33.039704014099144,0.6958279609680176,36.57309341430664,0.1664234697818756,36.0,2.6082725524902344,36
0.1412549912929535,869.5583987236023,136.66744995117188,-105.27981567382812,232.0995842462273,0.7232969403266907,685.2902855168056,147.17579650878906,9.815621376037598,37.0,-0.029471972957253456,1000.0,135.08343505859375,0.0,2.012600898742676,42.55033365707369,1.0,37000,55.24880112481174,0.0,2.0815658569335938,37.0,55.24880112481174,0.6384548544883728,39.55682373046875,0.23854167759418488,37.0,2.6061220169067383,37
0.14212873578071594,892.7850453853607,144.82286071777344,-111.66845703125,243.3545473892847,0.7219900488853455,659.7881836824098,126.07528686523438,4.424505233764648,38.0,-0.025692299008369446,1000.0,143.1424102783203,0.0,1.8906269073486328,42.563436962138766,1.0,38000,71.63905792954449,0.0,1.9062687158584595,38.0,71.63905792954449,0.732767641544342,42.57004165649414,0.07303444296121597,38.0,2.606417417526245,38
0.14242760837078094,915.8447253704071,154.23764038085938,-116.94593811035156,265.5979245460291,0.7227227091789246,1110.846256502317,151.7645263671875,14.911346435546875,39.0,-0.02834383398294449,1000.0,152.03530883789062,0.0,1.6308494806289673,42.58363772770184,1.0,39000,74.55537452993924,0.0,1.756162405014038,39.0,74.55537452993924,0.7622196078300476,44.100399017333984,0.0039045412559062243,39.0,2.624662160873413,39
0.1412833034992218,940.1647610664368,160.2027130126953,-121.92574310302734,293.4213465795539,0.7230932116508484,1378.5348058870227,179.0489959716797,17.80403709411621,40.0,-0.034203045070171356,1000.0,158.27330017089844,0.0,2.210287570953369,42.54573416964455,1.0,40000,71.35121138810959,0.0,2.7216672897338867,40.0,71.35121138810959,0.6830007433891296,45.82725143432617,0.18346090614795685,40.0,2.6175694465637207,40
0.14228194952011108,964.9018006324768,167.943115234375,-134.3251495361328,320.4383237895076,0.7219638824462891,1401.1174121876534,186.28817749023438,30.635725021362305,41.0,-0.03465672954916954,1000.0,165.63800048828125,0.0,1.8488327264785767,42.491370596598735,1.0,41000,95.76263200271461,0.0,2.4404425621032715,41.0,95.76263200271461,0.7013126611709595,49.1164665222168,0.1454203873872757,41.0,2.6198201179504395,41
0.14196234941482544,989.1221241950989,176.34100341796875,-144.99180603027344,337.60568939570203,0.7216477394104004,1041.4676792496734,189.5204315185547,9.363917350769043,42.0,-0.03708270937204361,1000.0,174.56533813476562,0.0,1.7942901849746704,42.46189522267296,1.0,42000,108.93278090259358,0.0,1.8352807760238647,42.0,108.93278090259358,0.7362176775932312,52.339393615722656,0.14419184625148773,42.0,2.610726833343506,42
0.14141474664211273,1013.9234254360199,183.47830200195312,-155.1038055419922,334.26209879389063,0.7193593382835388,193.83129351781318,186.0935821533203,24.778200149536133,43.0,-0.04195990785956383,1000.0,181.290771484375,0.0,1.7104650735855103,42.40951429000529,1.0,43000,121.12320980855513,0.0,2.33602237701416,43.0,121.12320980855513,0.7416015863418579,55.53213882446289,0.10664040595293045,43.0,2.6019577980041504,43
0.1420843005180359,1037.2565035820007,190.45672607421875,-164.4073486328125,334.32304258278594,0.7205024361610413,336.943625505284,195.77273559570312,35.18212890625,44.0,-0.038523733615875244,1000.0,188.68515014648438,0.0,2.057863235473633,42.419594235421016,1.0,44000,125.1196172778533,0.0,1.9410679340362549,44.0,125.1196172778533,0.7330359816551208,58.254886627197266,0.1498280167579651,44.0,2.604879379272461,44
0.14085178077220917,1060.390016078949,197.2757568359375,-174.9158935546875,358.00555298158434,0.7189376950263977,1400.0360105287123,213.61341857910156,20.565515518188477,45.0,-0.042119693011045456,1000.0,195.33523559570312,0.0,2.680558443069458,42.43721585233185,1.0,45000,122.33088687249582,0.0,2.592663526535034,45.0,122.33088687249582,0.7506844401359558,61.251834869384766,0.16677339375019073,45.0,2.5862772464752197,45
0.141248881816864,1083.0018701553345,204.37619018554688,-183.65304565429688,380.941401675523,0.7186757326126099,1413.0545929027662,220.7915496826172,34.45472717285156,46.0,-0.039977919310331345,1000.0,202.5926971435547,0.0,2.112604856491089,42.47453422532155,1.0,46000,132.7894498609572,0.0,2.260162115097046,46.0,132.7894498609572,0.7357261776924133,64.4816665649414,0.11216775327920914,46.0,2.583773136138916,46
0.1410369724035263,1105.6547436714172,211.18499755859375,-189.57484436035156,391.1830130102425,0.7177316546440125,862.2971344073363,225.73825073242188,42.197021484375,47.0,-0.03900723159313202,1000.0,208.7802734375,0.0,2.0682883262634277,42.508749018642696,1.0,47000,133.13425154571775,0.0,2.506019115447998,47.0,133.13425154571775,0.7998096346855164,67.61421966552734,0.1658240109682083,47.0,2.574955940246582,47
0.13997074961662292,1128.4561700820923,215.30435180664062,-198.38290405273438,416.583828612243,0.7162452936172485,1610.4221619062687,234.443603515625,32.9038200378418,48.0,-0.04437060281634331,1000.0,213.16604614257812,0.0,2.7546885013580322,42.535989675618616,1.0,48000,136.13391095326008,0.0,2.8971827030181885,48.0,136.13391095326008,0.7382910847663879,70.8056411743164,0.14253199100494385,48.0,2.56390380859375,48
0.14100512862205505,1151.3285295963287,222.94808959960938,-207.16259765625,439.803508636361,0.7145603895187378,1554.3481497940259,239.08079528808594,26.59479522705078,49.0,-0.04250434413552284,1000.0,220.68875122070312,0.0,2.1412503719329834,42.55952904874168,1.0,49000,158.26387411198064,0.0,2.4461865425109863,49.0,158.26387411198064,0.7458600997924805,74.14891052246094,0.22198741137981415,49.0,2.5753633975982666,49
0.14097557961940765,1175.3357796669006,227.15634155273438,-213.9276123046875,460.58707006621074,0.7136578559875488,1478.9815801288453,243.3424530029297,49.140228271484375,50.0,-0.042416587471961975,1000.0,225.46112060546875,0.0,1.7296901941299438,42.541034540929566,1.0,50000,169.24670683626158,0.0,1.5135873556137085,50.0,169.24670683626158,0.7342147827148438,77.38147735595703,0.14146152138710022,50.0,2.5743627548217773,50
0.1400298774242401,1197.9988541603088,235.30902099609375,-220.4386749267578,454.2047683086949,0.7140278816223145,135.08968043290145,245.66134643554688,51.173770904541016,51.0,-0.043722912669181824,1000.0,233.1909942626953,0.0,1.417704701423645,42.57099230344964,1.0,51000,162.38663263220914,0.0,1.919965386390686,51.0,162.38663263220914,0.7015626430511475,80.36817932128906,0.27392542362213135,51.0,2.5583748817443848,51
0.1400780826807022,1221.8277316093445,241.87803649902344,-227.2565460205078,461.25660722657847,0.7130393385887146,820.9003920386415,252.4657745361328,40.06443405151367,52.0,-0.04281994700431824,1000.0,239.65216064453125,0.0,1.6759556531906128,42.559191164786874,1.0,52000,165.77731491423387,0.0,2.599513530731201,52.0,165.77731491423387,0.638383686542511,83.46111297607422,0.34425386786460876,52.0,2.5544087886810303,52
0.1400303840637207,1245.3831553459167,245.19021606445312,-232.14869689941406,465.20582344149125,0.7119484543800354,670.5650666169585,253.1940460205078,36.66312789916992,53.0,-0.041895791888237,1000.0,243.03236389160156,0.0,1.7160228490829468,42.55718392568009,1.0,53000,168.32948841020828,0.0,2.3799309730529785,53.0,168.32948841020828,0.6933531165122986,86.46569061279297,0.057003021240234375,53.0,2.5525875091552734,53
0.1393333226442337,1268.3036897182465,248.92239379882812,-238.56680297851562,466.46051376272476,0.7113088369369507,532.959100788098,250.6865997314453,36.01069641113281,54.0,-0.04435545206069946,1000.0,246.49676513671875,0.0,1.224686861038208,42.57655357921106,1.0,54000,170.9156918688261,0.0,2.4498393535614014,54.0,170.9156918688261,0.7317218780517578,89.48361206054688,0.035941045731306076,54.0,2.5498874187469482,54
0.13954627513885498,1291.2647061347961,252.82937622070312,-244.19871520996094,467.99362909259145,0.7104792594909668,550.7818569053935,258.5135192871094,55.027976989746094,55.0,-0.04433627054095268,1000.0,250.55438232421875,0.0,1.8476413488388062,42.593900180726,1.0,55000,180.14308654578554,0.0,2.055752754211426,55.0,180.14308654578554,0.716351330280304,92.61128234863281,0.20314329862594604,55.0,2.5517032146453857,55
0.13901327550411224,1314.0736730098724,257.55694580078125,-248.63433837890625,461.1542914361029,0.7098950147628784,84.99072032923038,250.90428161621094,28.19986343383789,56.0,-0.04637099429965019,1000.0,255.44979858398438,0.0,1.623420000076294,42.61557106743685,1.0,56000,179.59778297930166,0.0,2.283587694168091,56.0,179.59778297930166,0.7621921896934509,95.42720794677734,0.09757076948881149,56.0,2.5525729656219482,56
0.13905389606952667,1336.7563288211823,264.2646484375,-253.08692932128906,457.2252456829285,0.7100822329521179,237.19868350516404,251.60079956054688,62.72767639160156,57.0,-0.04515659436583519,1000.0,262.003173828125,0.0,1.9405664205551147,42.64053124047329,1.0,57000,182.15884895642216,0.0,2.2303965091705322,57.0,182.15884895642216,0.7791058421134949,98.39000701904297,0.16317258775234222,57.0,2.5519633293151855,57
0.13919468224048615,1359.7915577888489,268.242431640625,-257.6957702636719,460.52236770730224,0.7100449800491333,648.458323096604,272.3587951660156,96.38323974609375,58.0,-0.044598277658224106,1000.0,265.6181335449219,0.0,2.0773909091949463,42.65359618375154,1.0,58000,183.40827274870094,0.0,2.0733470916748047,58.0,183.40827274870094,0.7405932545661926,101.20416259765625,0.24488215148448944,58.0,2.5601892471313477,58
0.13974691927433014,1382.4982197284698,270.7027893066406,-262.1815185546875,465.4391444972328,0.7103732228279114,750.6121983132041,280.4473876953125,74.79779052734375,59.0,-0.042758677154779434,1000.0,269.3355712890625,0.0,1.9663941860198975,42.67636598590913,1.0,59000,192.3104354860417,0.0,2.2222251892089844,59.0,192.3104354860417,0.7504583597183228,104.25231170654297,0.2817809283733368,59.0,2.564830780029297,59
0.1401720941066742,1405.907880783081,273.2053527832031,-265.4394836425781,472.45291854681693,0.7104101777076721,886.2655874722811,286.8880920410156,79.64116668701172,60.0,-0.04017141833901405,1000.0,271.53289794921875,0.0,3.097792148590088,42.67704934307674,1.0,60000,198.59967018176545,0.0,3.027557373046875,60.0,198.59967018176545,0.6698718070983887,107.25579833984375,0.18693222105503082,60.0,2.5699987411499023,60
0.14006970822811127,1428.7343015670776,277.52239990234375,-268.7060852050781,468.615179562301,0.710128903388977,238.35084049134838,271.97528076171875,61.3474235534668,61.0,-0.04065784066915512,1000.0,275.301513671875,0.0,4.527243614196777,42.695132281134015,1.0,61000,199.48641049007125,0.0,4.339235305786133,61.0,199.48641049007125,0.7126004099845886,109.81867980957031,0.18680407106876373,61.0,2.574838638305664,61
0.14019757509231567,1451.601687669754,279.30126953125,-271.9890441894531,470.3114289163624,0.7098442912101746,573.7826395141045,288.4303283691406,28.528160095214844,62.0,-0.03954378515481949,1000.0,277.5892333984375,0.0,4.336185932159424,42.7114411113204,1.0,62000,204.18596241662456,0.0,4.250020503997803,62.0,204.18596241662456,0.7196308374404907,112.62246704101562,0.18351809680461884,62.0,2.575608253479004,62
0.13993442058563232,1475.0227267742157,282.9783020019531,-273.7148132324219,478.35387993363554,0.7093040347099304,976.98584300457,300.92181396484375,109.18282318115234,63.0,-0.03952200338244438,1000.0,280.4979553222656,0.0,3.9709715843200684,42.71120631325942,1.0,63000,200.82545663645803,0.0,4.414353370666504,63.0,200.82545663645803,0.6708521842956543,114.91480255126953,0.21263568103313446,63.0,2.578359842300415,63
0.13992629945278168,1499.014531135559,289.21649169921875,-277.0975646972656,484.8993326574155,0.7085902094841003,897.2628542555589,304.8523864746094,97.6559829711914,64.0,-0.0393189899623394,1000.0,286.498779296875,0.0,4.155674457550049,42.69471620900007,1.0,64000,204.4302487086714,0.0,4.360862731933594,64.0,204.4302487086714,0.6461759209632874,117.74937438964844,0.2777859568595886,64.0,2.5730440616607666,64
0.13910487294197083,1522.7681276798248,292.19744873046875,-279.81085205078125,492.11952188732647,0.7087016701698303,954.2116326016273,304.55169677734375,96.3424301147461,65.0,-0.04226884990930557,1000.0,290.45013427734375,0.0,3.8818609714508057,42.68542190926839,1.0,65000,203.40532668393197,0.0,3.880545139312744,65.0,203.40532668393197,0.68973708152771,120.33377075195312,0.2706491947174072,65.0,2.566987991333008,65
0.13947902619838715,1546.169373035431,294.93353271484375,-282.8547058105469,500.9128045531051,0.7078098654747009,1072.476177828721,312.1084289550781,46.44613265991211,66.0,-0.040421873331069946,1000.0,292.60101318359375,0.0,3.956651210784912,42.68613849880442,1.0,66000,212.32072357115217,0.0,4.178272247314453,66.0,212.32072357115217,0.7184603214263916,123.10692596435547,0.23400141298770905,66.0,2.570594310760498,66
