reference_actor_Q_mean,rollout/return,eval/return,rollout/Q_mean,rollout/episodes,rollout/actions_mean,reference_perturbed_action_mean,eval/episodes,reference_Q_mean,param_noise_stddev,obs_rms_mean,total/episodes,eval/Q,train/loss_critic,rollout/return_history,total/steps,ret_rms_mean,reference_perturbed_action_std,obs_rms_std,total/epochs,rollout/episode_steps,rollout/actions_std,eval/return_history,reference_action_std,ret_rms_std,train/param_noise_distance,total/steps_per_second,reference_actor_Q_std,total/duration,reference_action_mean,train/loss_actor,reference_Q_std
2.5692825317382812,-438.48407225235565,-1410.0517856436445,0.4384174048900604,1.0,0.43370264768600464,-0.4096218943595886,1.0,1.4133967161178589,0.16720346283821505,0.03192399442195892,1.0,2.6229562759399414,0.13172078132629395,-438.48407225235565,1000,0.0,0.3560905158519745,0.33230119943618774,1,1000.0,0.3939070701599121,-1410.0517856436445,0.032320231199264526,1.0,0.2526126503944397,67.334476513032,0.8253876566886902,14.851233005523682,-0.7950560450553894,-2.37343430519104,1.3485008478164673
4.202688217163086,-538.8781788752551,-785.3245609851033,0.07310475409030914,2.0,-0.0633961483836174,-0.4832252264022827,2.0,3.3935089111328125,0.14259466822295333,0.01735437661409378,2.0,0.7892884016036987,0.14673732221126556,-538.8781788752551,2000,0.0,0.5068386197090149,0.3166825473308563,2,1000.0,0.611069917678833,-1097.688173314374,0.5933321118354797,1.0,0.5229183435440063,68.1844147772521,1.1769641637802124,29.332216262817383,-0.37021544575691223,-1.8674077987670898,1.6012318134307861
5.177360534667969,-765.8215702884748,-697.0533513188648,0.36679843068122864,3.0,-0.22638963162899017,-0.053194910287857056,3.0,4.38680362701416,0.11686267184170265,0.01683458499610424,3.0,3.7795913219451904,0.1936614215373993,-765.8215702884748,3000,0.0,0.4788401126861572,0.29591625928878784,3,1000.0,0.6208693385124207,-964.1432326492042,0.6836125254631042,1.0,0.46247217059135437,68.63869607057764,2.188892126083374,43.70712399482727,0.12467215210199356,-2.8072080612182617,2.4341700077056885
5.3194122314453125,-527.573001620642,-356.8144788967926,1.0907596349716187,4.0,-0.09946516156196594,0.5574769377708435,4.0,4.705043315887451,0.09577415649670935,0.021908434107899666,4.0,4.933875560760498,0.4192380905151367,-527.573001620642,4000,0.0,0.5124486088752747,0.3201977014541626,4,877.25,0.6429147720336914,-812.3110442111013,0.6562711000442505,1.0,0.49220070242881775,69.23384511522329,2.6399426460266113,57.77521085739136,-0.037519581615924835,-4.849152088165283,2.934947967529297
7.569472312927246,-592.2439368719981,-1017.1434049257192,1.9721156358718872,6.0,-0.036184199154376984,-0.20022466778755188,5.0,6.769206523895264,0.07849118035809692,0.02361901104450226,6.0,7.978486061096191,0.49999386072158813,-592.2439368719981,5000,0.0,0.6612852215766907,0.3300904929637909,5,754.6666666666666,0.6653376221656799,-853.2775163540249,0.6849032640457153,1.0,0.3945768475532532,69.25859768142853,1.7045871019363403,72.19320297241211,-0.18165045976638794,-7.834088325500488,2.102766752243042
9.262645721435547,-625.6536434224139,-1063.7349149530025,3.2537550926208496,7.0,-0.023067587986588478,0.22276030480861664,6.0,8.542155265808105,0.06432701283272566,0.024136215448379517,7.0,10.43803596496582,0.5342866778373718,-625.6536434224139,6000,0.0,0.6149600744247437,0.3454288840293884,6,789.7142857142857,0.6643106937408447,-888.3537494538546,0.6976157426834106,1.0,0.37445512413978577,69.27412619964977,1.7980200052261353,86.61242413520813,0.18396703898906708,-10.240067481994629,2.094961166381836
10.604392051696777,-557.4596717998212,-207.55375548057523,4.189249515533447,9.0,0.01405827421694994,0.27096110582351685,7.0,9.926279067993164,0.052718847660376544,0.02283644489943981,9.0,11.95751953125,0.7203856110572815,-557.4596717998212,7000,0.0,0.6875786781311035,0.36009854078292847,7,729.7777777777778,0.6660649180412292,-791.0966074576718,0.5406861305236816,1.0,0.23175649344921112,70.78410190119747,2.0965497493743896,98.89226269721985,-0.12391584366559982,-11.70088005065918,2.3120181560516357
12.821123123168945,-601.9119176489725,-105.07381067732555,5.454926490783691,10.0,0.04038800671696663,0.018447957932949066,8.0,11.842992782592773,0.04407386942827646,0.022794965654611588,10.0,13.484404563903809,0.8861923217773438,-601.9119176489725,8000,0.0,0.5820591449737549,0.3713556230068207,8,756.8,0.661288857460022,-705.3437578601284,0.5457926988601685,1.0,0.354912132024765,72.33339970959356,2.282191753387451,110.59897685050964,-0.020760953426361084,-14.174683570861816,2.6106557846069336
15.366589546203613,-551.4215739237184,-7.3815278646797164,6.404495716094971,11.0,0.03900008648633957,0.03423549607396126,9.0,14.536114692687988,0.039899499036260555,0.021732021123170853,11.0,15.505057334899902,1.0254544019699097,-551.4215739237184,9000,0.0,0.5437508225440979,0.37740007042884827,9,737.4545454545455,0.6444684863090515,-627.7923989717452,0.5337461829185486,1.0,0.18298868834972382,72.13085700936978,2.50319242477417,124.7732298374176,0.011332917958498001,-15.91702651977539,2.7024576663970947
18.135643005371094,-504.8614027351818,91.42822092648133,7.965147018432617,12.0,0.021601790562272072,-0.011300977319478989,10.0,16.841527938842773,0.03834263432855746,0.02041732892394066,12.0,18.060258865356445,1.2001302242279053,-504.8614027351818,10000,0.0,0.47901979088783264,0.3768208920955658,10,759.3333333333334,0.6269975900650024,-555.8703369819226,0.5257652401924133,1.0,0.16901631653308868,71.85149972393567,2.562413215637207,139.1759397983551,0.071383997797966,-18.907909393310547,2.950087547302246
