total/episodes,train/param_noise_distance,rollout/episode_steps,rollout/Q_mean,total/epochs,eval/return,total/steps,eval/return_history,rollout/actions_mean,reference_Q_std,ret_rms_mean,ret_rms_std,rollout/episodes,train/loss_actor,eval/episodes,reference_action_mean,reference_action_std,reference_actor_Q_std,rollout/actions_std,obs_rms_std,reference_actor_Q_mean,eval/Q,rollout/return,obs_rms_mean,total/steps_per_second,reference_Q_mean,rollout/return_history,train/loss_critic,total/duration
16.0,0.0,1000.0,5.819990158081055,16,-155.57554131316394,16000,-299.54893755057236,-0.08838994055986404,6.482369899749756,0.0,1.0,16.0,-13.313750267028809,16.0,0.05936872959136963,0.5724328756332397,6.521026134490967,0.7013401985168457,1.6266355514526367,18.203540802001953,19.995267868041992,-293.56342083639277,0.06461042165756226,84.9689777581611,17.872663497924805,-293.56342083639277,0.5082492828369141,188.3040189743042
17.0,0.0,1000.0,6.644232749938965,17,235.61039192936482,17000,-268.06897699292904,-0.0772961750626564,7.306427478790283,0.0,1.0,17.0,-13.778947830200195,17.0,0.10523369163274765,0.5802032351493835,7.281105995178223,0.695635974407196,1.602654218673706,18.877971649169922,26.40735626220703,-286.6791882567041,0.06647953391075134,84.94389046519055,18.56455421447754,-286.6791882567041,0.4470834732055664,200.1321096420288
18.0,0.0,1000.0,7.702987194061279,18,67.06862662417626,18000,-249.45022123642315,-0.07961951196193695,7.747678279876709,0.0,1.0,18.0,-14.555893898010254,18.0,0.0524672269821167,0.5936933755874634,7.809871196746826,0.6917651295661926,1.5888309478759766,18.690340042114258,24.284393310546875,-271.47867711110115,0.06160634383559227,84.90019480928895,18.414833068847656,-271.47867711110115,0.3338226079940796,212.0136477947235
19.0,0.0,1000.0,8.631439208984375,19,-123.90366172864228,19000,-242.84250757811887,-0.06142469868063927,7.981690406799316,0.0,1.0,19.0,-15.916053771972656,19.0,0.05673478916287422,0.5435196161270142,7.997339725494385,0.6910179257392883,1.580451250076294,19.93414306640625,22.322418212890625,-260.06182225622564,0.061379823833703995,84.92147896429101,19.214588165283203,-260.06182225622564,0.3817939758300781,223.73609399795532
20.0,0.0,1000.0,9.616255760192871,20,686.0230519950343,20000,-196.39922959946122,-0.05645707994699478,7.8758111000061035,0.0,1.0,20.0,-17.34890365600586,20.0,-0.0110276835039258,0.6376047134399414,7.860243320465088,0.6875407695770264,1.5855571031570435,21.65648078918457,32.19683837890625,-243.68349443182964,0.05910319462418556,84.93801798689965,20.945898056030273,-243.68349443182964,0.8249592781066895,235.46581935882568
21.0,0.0,1000.0,10.355047225952148,21,-18.8407855372288,21000,-187.94406559649778,-0.041151031851768494,8.11448860168457,0.0,1.0,21.0,-18.910871505737305,21.0,0.20611310005187988,0.5275038480758667,8.05239486694336,0.6837379932403564,1.587769627571106,22.416173934936523,25.369516372680664,-236.86929607024442,0.06045769900083542,84.9707643384443,21.95656967163086,-236.86929607024442,0.5865911245346069,247.1438283920288
22.0,0.0,1000.0,11.27424430847168,22,140.10926453027292,22000,-173.03255059073547,-0.03321078047156334,8.040410041809082,0.0,1.0,22.0,-20.01372528076172,22.0,0.24092133343219757,0.5082575678825378,7.974435329437256,0.6792176961898804,1.5773597955703735,22.42034149169922,26.912174224853516,-229.38404469370437,0.05801517143845558,84.99227649936543,21.998458862304688,-229.38404469370437,0.5935454964637756,258.8470494747162
23.0,0.0,1000.0,11.809412956237793,23,66.14011515116536,23000,-162.6337390367398,-0.020904242992401123,8.441028594970703,0.0,1.0,23.0,-20.616060256958008,23.0,0.25075191259384155,0.5527257323265076,8.401283264160156,0.6769872307777405,1.5878835916519165,22.99170684814453,24.03369140625,-218.31197151962047,0.06081125885248184,84.9944566418535,22.60854721069336,-218.31197151962047,0.4847188889980316,270.6058831214905
24.0,0.0,1000.0,12.315685272216797,24,-5.202547211427961,24000,-156.07410604401846,-0.019747251644730568,8.785579681396484,0.0,1.0,24.0,-21.49828338623047,24.0,-0.03810068592429161,0.6444555521011353,8.745200157165527,0.6732495427131653,1.5987893342971802,23.408035278320312,24.617822647094727,-208.80856034589476,0.06192798539996147,84.97725487214657,22.87124252319336,-208.80856034589476,0.6108120083808899,282.4285161495209
25.0,0.0,1000.0,12.946395874023438,25,159.03107594090562,25000,-143.4698987646215,-0.014333883300423622,9.630569458007812,0.0,1.0,25.0,-22.618879318237305,25.0,-0.045348186045885086,0.6597698926925659,9.768794059753418,0.6709372997283936,1.6228708028793335,24.53777313232422,38.48529815673828,-196.56244212599088,0.06356844305992126,85.00721279118328,23.775075912475586,-196.56244212599088,0.984385073184967,294.0926914215088
26.0,0.0,1000.0,14.015222549438477,26,803.2312877662744,26000,-107.05831466727933,-0.016162334010004997,10.528650283813477,0.0,1.0,26.0,-24.642250061035156,26.0,-0.11325540393590927,0.6918551325798035,10.5483980178833,0.6660519242286682,1.6293776035308838,26.00765037536621,43.409751892089844,-171.80746377146318,0.0617358535528183,85.03219752857457,25.32093048095703,-171.80746377146318,0.644787073135376,305.76653027534485
27.0,0.0,1000.0,15.093238830566406,27,695.3011380226519,27000,-77.34129790098558,-0.021199213340878487,11.238554954528809,0.0,1.0,27.0,-26.739229202270508,27.0,-0.08980665355920792,0.7185705900192261,11.187896728515625,0.660828173160553,1.6259148120880127,28.111467361450195,47.0140495300293,-145.33620162547393,0.05980725958943367,85.06020929204594,27.13734245300293,-145.33620162547393,1.2305254936218262,317.42221450805664
28.0,0.0,1000.0,16.17963409423828,28,705.8896557134242,28000,-49.36876384332809,-0.02316824160516262,11.264705657958984,0.0,1.0,28.0,-30.441354751586914,28.0,-0.062239233404397964,0.6748654842376709,11.235296249389648,0.656832754611969,1.6218650341033936,31.365665435791016,49.77138900756836,-126.1081741537786,0.05791155621409416,85.04779109215275,30.220909118652344,-126.1081741537786,0.9447670578956604,329.22665762901306
