train/param_noise_distance,rollout/actions_std,rollout/episodes,eval/Q,ret_rms_std,param_noise_stddev,eval/episodes,total/steps_per_second,rollout/Q_mean,rollout/return_history,train/loss_actor,total/duration,rollout/return,reference_Q_std,eval/return,ret_rms_mean,obs_rms_mean,reference_actor_Q_std,reference_actor_Q_mean,eval/return_history,reference_Q_mean,reference_perturbed_action_mean,total/epochs,rollout/episode_steps,reference_perturbed_action_std,reference_action_mean,rollout/actions_mean,train/loss_critic,obs_rms_std,reference_action_std,total/steps,total/episodes
0.759860634803772,0.7669816017150879,41.0,40.21297073364258,1.0,0.16720346283821505,1.0,53.33038210776096,18.201148986816406,114.05062277359087,-38.293540954589844,18.75103759765625,114.05062277359087,7.309091091156006,125.49010889026427,0.0,0.7751801013946533,6.5838704109191895,40.58279037475586,125.49010889026427,39.87624740600586,-0.26012101769447327,1,24.121951219512194,0.7515193223953247,-0.1851332038640976,-0.11074412614107132,2.7632839679718018,8.177562713623047,0.6388689279556274,1000,41.0
0.7892405390739441,0.777383029460907,70.0,63.593109130859375,1.0,0.1370306733903066,2.0,53.3606306906804,38.52289962768555,137.22754223116314,-76.94861602783203,37.48081636428833,137.22754223116314,23.11318588256836,130.8159756643916,0.0,1.080593466758728,21.564027786254883,80.9930191040039,128.15304227732793,78.74153137207031,0.05750783160328865,2,28.4,0.7990305423736572,-0.0003190224524587393,-0.09966570138931274,4.256799221038818,7.998621940612793,0.7352622151374817,2000,70.0
0.7668744921684265,0.7932138442993164,89.0,123.89671325683594,1.0,0.11230273064362171,3.0,53.05286326214215,54.82037353515625,161.93102614711012,-117.19107055664062,56.54737210273743,161.93102614711012,37.63248062133789,387.80493861512554,0.0,1.3598392009735107,34.13839340209961,122.54705047607422,214.70367438992716,117.95417785644531,-0.0053835297003388405,3,33.62921348314607,0.8146372437477112,0.057889483869075775,-0.05001866817474365,9.028465270996094,7.553979873657227,0.7514777183532715,3000,89.0
0.6721013784408569,0.7970860004425049,111.0,132.8527069091797,1.0,0.09203708190275892,4.0,53.02912063447462,76.336181640625,182.1584719532476,-158.79148864746094,75.43025326728821,173.190885111092,56.54990768432617,238.01519575637235,0.0,1.5006422996520996,51.59010696411133,166.1329345703125,220.53155473153845,159.24978637695312,0.17169438302516937,4,35.85585585585586,0.8029153347015381,0.06768625974655151,-0.021004103124141693,26.46078109741211,7.392859935760498,0.8134743571281433,4000,111.0
0.6547797918319702,0.8082809448242188,126.0,215.9040985107422,1.0,0.07542848153938683,5.0,53.052547689487035,94.48477172851562,211.52606048399542,-199.80690002441406,94.24618077278137,191.42348911228763,69.9896011352539,151.02301311207725,0.0,1.6110857725143433,64.19588470458984,213.44496154785156,206.6298464076462,203.3192138671875,0.07849685102701187,5,39.507936507936506,0.8357160091400146,0.11616409569978714,0.0026025159750133753,20.718896865844727,7.152191638946533,0.7990553975105286,5000,126.0
0.6119058132171631,0.8097830414772034,143.0,271.8563537597656,1.0,0.06181699495154324,6.0,53.07491141472552,114.8724365234375,240.64520775544378,-239.91934204101562,113.04776287078857,202.944454789774,90.34507751464844,140.9492592665856,0.0,1.6900854110717773,82.80218505859375,259.7092590332031,195.6830818841361,247.08428955078125,0.12729282677173615,6,41.81818181818182,0.8375118374824524,0.07738945633172989,0.028253668919205666,50.8671760559082,7.083822250366211,0.7978391647338867,6000,143.0
0.5160765647888184,0.8134456872940063,159.0,297.988525390625,1.0,0.05066177638540577,7.0,52.94692470661116,136.5574951171875,261.4465199019662,-285.75732421875,132.2078673839569,211.33577235105054,108.28279113769531,331.843636079968,0.0,1.7498602867126465,99.46397399902344,308.34075927734375,215.13458962639783,293.65875244140625,0.12807929515838623,7,43.691823899371066,0.8342093825340271,0.09717724472284317,0.05024057254195213,48.657535552978516,6.997154712677002,0.8064960837364197,7000,159.0
0.4595211446285248,0.8165298700332642,176.0,339.145751953125,1.0,0.04151957869412388,8.0,52.92811949621742,155.63563537597656,272.2874765408513,-319.2337951660156,151.14838910102844,219.3472948334773,133.39279174804688,269.1764995015505,0.0,1.8066115379333496,121.12173461914062,349.5162353515625,221.8898283607919,328.3453063964844,0.11302445083856583,8,45.27840909090909,0.8067082166671753,0.05461354926228523,0.06758309155702591,94.12586975097656,7.021101474761963,0.8169935941696167,8000,176.0
0.40301284193992615,0.8186101317405701,194.0,347.9794616699219,1.0,0.034027141129503384,9.0,52.90413557557023,174.79336547851562,280.1854957033854,-350.502685546875,170.11902570724487,223.17694506686087,160.7882843017578,272.3999070906219,0.0,1.8389720916748047,147.6715850830078,393.0395812988281,227.50205933077302,369.89190673828125,0.2598070204257965,9,46.21649484536083,0.7811539769172668,0.22553908824920654,0.08383278548717499,143.47154235839844,6.965822219848633,0.7864599823951721,9000,194.0
0.36352962255477905,0.820543110370636,216.0,346.9176025390625,1.0,0.027886755354071244,10.0,52.95628604732519,188.9878387451172,273.5745515833902,-372.74920654296875,188.83499479293823,222.66239150780694,194.35110473632812,141.68526193737324,0.0,1.8740952014923096,181.97698974609375,426.6841735839844,218.92037959143303,400.9014892578125,0.06228682026267052,10,46.041666666666664,0.8200883865356445,0.03548484668135643,0.09590287506580353,234.74879455566406,6.947474479675293,0.8050637245178223,10000,216.0
