reference_actor_Q_std,train/param_noise_distance,total/steps,rollout/return_history,reference_Q_std,rollout/episode_steps,ret_rms_mean,reference_action_std,eval/episodes,ret_rms_std,reference_action_mean,rollout/return,train/loss_actor,rollout/actions_mean,total/steps_per_second,total/episodes,eval/return_history,train/loss_critic,eval/Q,total/duration,reference_Q_mean,total/epochs,obs_rms_std,rollout/actions_std,rollout/Q_mean,obs_rms_mean,rollout/episodes,eval/return,reference_actor_Q_mean
2.2904303073883057,0.0,11000,-287.93336414406883,2.425429105758667,1000.0,0.0,0.6807658076286316,11.0,1.0,0.15732987225055695,-287.93336414406883,-4.6731157302856445,-0.02393348701298237,90.21996739797693,11.0,-251.9515790749955,0.2087382823228836,-3.5187950134277344,121.92422938346863,17.82118034362793,11,0.9631600975990295,0.7365309000015259,-0.13997355103492737,0.09903975576162338,11.0,-389.7566219662982,18.58568572998047
2.4015214443206787,0.0,12000,-297.9195716275103,2.4264252185821533,1000.0,0.0,0.5477275848388672,12.0,1.0,0.32004666328430176,-297.9195716275103,-4.994665622711182,-0.07747536897659302,90.25783113789021,12.0,-234.12932776656214,0.21873830258846283,15.581350326538086,132.95245242118835,20.051231384277344,12,0.9681693911552429,0.7423916459083557,-0.45483940839767456,0.09309956431388855,12.0,-38.08456337379519,20.82123565673828
2.681192636489868,0.0,13000,-280.9554789740268,2.7436888217926025,1000.0,0.0,0.5906238555908203,13.0,1.0,0.3350273072719574,-280.9554789740268,-5.7689127922058105,-0.07962385565042496,90.316392319051,13.0,-211.31412588458576,0.19906121492385864,16.703500747680664,143.9384331703186,21.892295837402344,13,1.017836570739746,0.7290614247322083,1.0258147716522217,0.09138642996549606,13.0,62.46829669913109,22.491546630859375
3.0656802654266357,0.0,14000,-279.88012668931594,3.0979576110839844,1000.0,0.0,0.5818905830383301,14.0,1.0,0.3075660467147827,-279.88012668931594,-5.663580894470215,-0.07391044497489929,90.3597877159925,14.0,-190.02271309876826,0.33276212215423584,21.02105712890625,154.93617630004883,23.283300399780273,14,1.1280337572097778,0.7256573438644409,1.1070575714111328,0.09456546604633331,14.0,86.76565311685928,23.82447624206543
2.9889113903045654,0.0,15000,-284.2663207371224,3.0422189235687256,1000.0,0.0,0.6585143804550171,15.0,1.0,0.33970916271209717,-284.2663207371224,-5.253915786743164,-0.062061332166194916,90.40092979964301,15.0,-191.24189205278353,0.298816442489624,20.74456214904785,165.92749691009521,24.970458984375,15,1.1737325191497803,0.7284268736839294,1.0334805250167847,0.09911657124757767,15.0,-208.31039740899732,25.30801010131836
3.099480628967285,0.0,16000,-273.28616961241573,3.137000799179077,1000.0,0.0,0.5744291543960571,16.0,1.0,0.1727815419435501,-273.28616961241573,-5.62559700012207,-0.06959301978349686,90.42219806362604,16.0,-179.03250358136836,0.35253429412841797,21.17615509033203,176.9477002620697,26.09032440185547,16,1.222862958908081,0.7170544266700745,2.3263931274414062,0.09724575281143188,16.0,4.108323489859404,26.547412872314453
3.1251776218414307,0.0,17000,-252.46763410822024,3.2005558013916016,1000.0,0.0,0.4163872301578522,17.0,1.0,0.23977945744991302,-252.46763410822024,-7.106082916259766,-0.08209228515625,90.44288690193807,17.0,-159.78830729846663,0.4603164792060852,24.003225326538086,187.96392488479614,26.98004913330078,17,1.2356663942337036,0.7069162130355835,3.514183521270752,0.09573531150817871,17.0,148.1188332279607,27.403976440429688
3.239637613296509,0.0,18000,-235.1264645464951,3.477076768875122,1000.0,0.0,0.4957774877548218,18.0,1.0,0.1670519858598709,-235.1264645464951,-8.88208293914795,-0.08148912340402603,90.46542847285681,18.0,-145.3647512427985,0.48851460218429565,23.70877456665039,198.97103571891785,27.934246063232422,18,1.2640246152877808,0.6970493197441101,4.658682346343994,0.09503472596406937,18.0,99.83570170355993,28.46660041809082
2.8217976093292236,0.0,19000,-226.70349696849118,2.886805534362793,1000.0,0.0,0.5324130058288574,19.0,1.0,0.015097265131771564,-226.70349696849118,-10.100772857666016,-0.08346012234687805,90.46683816862529,19.0,-133.25773130712483,0.5532578229904175,25.5628719329834,210.02170944213867,28.883615493774414,19,1.2998631000518799,0.6882802248001099,5.631555080413818,0.09404613077640533,19.0,84.66862753500098,29.38579750061035
3.2597928047180176,0.0,20000,-215.49593661892146,3.213174343109131,1000.0,0.0,0.5598511695861816,20.0,1.0,0.20945625007152557,-215.49593661892146,-11.538744926452637,-0.07441935688257217,90.49226335467758,20.0,-115.53538096053532,0.633538007736206,26.265052795410156,221.01336908340454,29.861135482788086,20,1.3126766681671143,0.6823552250862122,6.673643112182617,0.09398842602968216,20.0,221.18927562466516,30.386125564575195
2.9559168815612793,0.0,21000,-190.9655757558759,3.0657095909118652,1000.0,0.0,0.5380054116249084,21.0,1.0,0.194832906126976,-190.9655757558759,-13.664031982421875,-0.08365423232316971,90.54622965323912,21.0,-93.91820571217093,0.6225249767303467,27.343280792236328,231.9257254600525,30.675289154052734,21,1.3401283025741577,0.674605131149292,7.630738258361816,0.09365793317556381,21.0,338.4252992551171,31.15643882751465
3.0980889797210693,0.0,22000,-173.1347060410693,3.2147021293640137,1000.0,0.0,0.4581373631954193,22.0,1.0,0.305584192276001,-173.1347060410693,-15.198917388916016,-0.08078153431415558,90.51494619921526,22.0,-70.04433143715755,0.9201468825340271,29.056665420532227,243.05378198623657,31.804426193237305,22,1.3649067878723145,0.667191207408905,8.511646270751953,0.09494598954916,22.0,431.30702833812313,32.27656173706055
3.07131290435791,0.0,23000,-162.4005981202258,3.1136116981506348,1000.0,0.0,0.4023895859718323,23.0,1.0,0.42698025703430176,-162.4005981202258,-16.63706398010254,-0.08504977822303772,90.5221575948903,23.0,-51.72989111098488,0.41442885994911194,30.231830596923828,254.08143830299377,33.146583557128906,23,1.382509708404541,0.6631869673728943,9.408008575439453,0.09411570429801941,23.0,351.1877960648138,33.714237213134766
2.8129262924194336,0.0,24000,-146.25858820056627,2.986126661300659,1000.0,0.0,0.3561449944972992,24.0,1.0,0.3308813273906708,-146.25858820056627,-18.40361976623535,-0.089762382209301,90.51419631772521,24.0,-31.815475575687827,0.6531446576118469,31.344974517822266,265.1517770290375,34.13679122924805,24,1.4127527475357056,0.6594850420951843,10.278777122497559,0.09427320957183838,24.0,426.2160817361445,34.53411102294922
2.6875240802764893,0.0,25000,-130.39501127456052,2.7762866020202637,1000.0,0.0,0.4224787652492523,25.0,1.0,0.31293192505836487,-130.39501127456052,-19.547245025634766,-0.09174636751413345,90.54011778691014,25.0,-20.51239585041195,0.9211929440498352,31.66358184814453,276.1206922531128,34.90538024902344,25,1.4485509395599365,0.6560425162315369,11.094139099121094,0.09488197416067123,25.0,250.76151755620918,35.39992904663086
2.5476202964782715,0.0,26000,-114.50466465525876,2.645827293395996,1000.0,0.0,0.4795120656490326,26.0,1.0,0.2699654698371887,-114.50466465525876,-20.720178604125977,-0.09687178581953049,90.58894547637698,26.0,-7.159502131999091,0.6597961187362671,32.76527404785156,287.01073694229126,35.78248977661133,26,1.4797308444976807,0.6524888873100281,11.905831336975098,0.09498649090528488,26.0,326.6628408283224,36.316898345947266
2.185225009918213,0.0,27000,-98.78472956015248,2.4019582271575928,1000.0,0.0,0.3819504678249359,27.0,1.0,0.19702519476413727,-98.78472956015248,-22.023942947387695,-0.09662564098834991,90.6307145954462,27.0,9.411949216888926,0.9567225575447083,34.10527801513672,297.9122488498688,36.13340759277344,27,1.5011262893676758,0.6473859548568726,12.699639320373535,0.09559316188097,27.0,440.2696842879774,36.65631866455078
1.8820520639419556,0.0,28000,-91.34051002610002,1.9960203170776367,1000.0,0.0,0.3774615526199341,28.0,1.0,0.29473745822906494,-91.34051002610002,-22.67803192138672,-0.09275174140930176,90.66229171550596,28.0,20.176298690462776,0.35897183418273926,35.157623291015625,308.83843183517456,37.298095703125,28,1.5151528120040894,0.6455910205841064,13.45166301727295,0.0964214950799942,28.0,310.8137344769567,37.80992126464844
2.014677047729492,0.0,29000,-82.60871194277756,2.271515369415283,1000.0,0.0,0.40188151597976685,29.0,1.0,0.17950718104839325,-82.60871194277756,-24.14954376220703,-0.09096398204565048,90.6701605436759,29.0,20.93140267402934,1.6631643772125244,34.10597229003906,319.8406159877777,37.83255386352539,29,1.5351389646530151,0.640700101852417,14.218993186950684,0.09646780788898468,29.0,42.07431421389308,38.3759765625
1.5600395202636719,0.0,30000,-74.85875040779634,1.679085612297058,1000.0,0.0,0.4267708957195282,30.0,1.0,0.2410343438386917,-74.85875040779634,-25.04544448852539,-0.10080673545598984,90.68055241067673,30.0,35.07965134123904,0.6162567138671875,37.4163932800293,330.8316855430603,38.92979431152344,30,1.5537874698638916,0.6397161483764648,14.922074317932129,0.09524720907211304,30.0,445.3788626903206,39.459205627441406
1.4272704124450684,0.0,31000,-70.0743597971596,1.503947138786316,1000.0,0.0,0.4060765504837036,31.0,1.0,0.28449746966362,-70.0743597971596,-26.125988006591797,-0.09497727453708649,90.7145418126119,31.0,45.19404564617395,0.4411235749721527,37.96546173095703,341.7313187122345,39.77467346191406,31,1.558547019958496,0.639334499835968,15.103313446044922,0.09732499718666077,31.0,348.62587479422103,40.21959686279297
1.367647647857666,0.0,32000,-54.99879562277391,1.39247727394104,1000.0,0.0,0.5523278117179871,32.0,1.0,0.22739790380001068,-54.99879562277391,-28.212017059326172,-0.09754542261362076,90.72643733785506,32.0,63.09771224907824,0.4734562039375305,41.12715148925781,352.70865845680237,40.84870910644531,32,1.595132827758789,0.6374629139900208,15.858264923095703,0.09761642664670944,32.0,618.1113769391114,41.49224853515625
1.3401858806610107,0.0,33000,-43.47008006531457,1.4157860279083252,1000.0,0.0,0.5149472951889038,33.0,1.0,0.2765500545501709,-43.47008006531457,-29.457304000854492,-0.10206686705350876,90.73458730332514,33.0,76.03298960689064,0.6034560799598694,41.956966400146484,363.69813299179077,42.14436721801758,33,1.6235147714614868,0.6361308693885803,16.5935001373291,0.09745503962039948,33.0,489.96186505688746,42.76139831542969
1.228049397468567,0.0,34000,-36.36171624505021,1.3043522834777832,1000.0,0.0,0.5108631253242493,34.0,1.0,0.27327054738998413,-36.36171624505021,-30.43073272705078,-0.09951122850179672,90.75618533374909,34.0,92.64750799136284,0.469584196805954,43.8099250793457,374.630113363266,42.944923400878906,34,1.6447196006774902,0.6351867318153381,17.345428466796875,0.09792999178171158,34.0,640.9266146789457,43.56632995605469
1.2940890789031982,0.0,35000,-21.246025382739507,1.2906419038772583,1000.0,0.0,0.5006441473960876,35.0,1.0,0.33279451727867126,-21.246025382739507,-32.432151794433594,-0.10014314204454422,90.78040473706734,35.0,110.17710110839386,0.9731849431991577,45.3010368347168,385.54575848579407,44.191001892089844,35,1.6739144325256348,0.6335204839706421,18.111371994018555,0.09862320870161057,35.0,706.1832670874484,44.81321716308594
1.1865736246109009,0.0,36000,-10.759519379516265,1.3369255065917969,1000.0,0.0,0.48623332381248474,36.0,1.0,0.200630322098732,-10.759519379516265,-33.29911422729492,-0.09630805999040604,90.79926920569392,36.0,112.34446652901221,0.7475578784942627,45.83629608154297,396.4789619445801,45.518924713134766,36,1.6926116943359375,0.6333945989608765,18.488094329833984,0.10050132125616074,36.0,188.20225625065513,46.084571838378906
1.0297662019729614,0.0,37000,-13.400759606154837,1.105782389640808,1000.0,0.0,0.5307583212852478,37.0,1.0,0.21921688318252563,-13.400759606154837,-34.61619186401367,-0.09270548075437546,90.78825051274038,37.0,102.59364975218863,1.5659995079040527,11.507999420166016,407.54172253608704,46.69940948486328,37,1.6982272863388062,0.6373358964920044,18.643123626708984,0.10165613889694214,37.0,-248.43575421346094,47.25301742553711
1.146544337272644,0.0,38000,-24.38034178569331,1.1296385526657104,1000.0,0.0,0.5057197213172913,38.0,1.0,0.2942226231098175,-24.38034178569331,-34.490867614746094,-0.09203211218118668,90.79621776133108,38.0,120.75735607841426,0.7326526641845703,51.12340545654297,418.5196359157562,48.35914993286133,38,1.6839938163757324,0.6456148028373718,18.063257217407227,0.10333794355392456,38.0,792.8144901487635,48.95035934448242
1.328721284866333,0.0,39000,-11.907093013023188,1.4644502401351929,1000.0,0.0,0.5623437166213989,39.0,1.0,0.19123844802379608,-11.907093013023188,-35.79108810424805,-0.08622976392507553,90.8076937449993,39.0,123.82367092026766,0.9233392477035522,42.60447311401367,429.47902750968933,50.52836608886719,39,1.7034584283828735,0.6450509428977966,18.91901969909668,0.10421105474233627,39.0,240.3436349106966,51.50285339355469
1.1621181964874268,0.0,40000,-2.316020638316494,1.228370189666748,1000.0,0.0,0.5189850926399231,40.0,1.0,0.23267491161823273,-2.316020638316494,-37.171268463134766,-0.08417688310146332,90.80483361789135,40.0,112.14737169617088,1.1226916313171387,2.9478862285614014,440.50518465042114,52.415809631347656,40,1.7303903102874756,0.6452959179878235,19.77201271057129,0.10425619781017303,40.0,-343.2282980436042,53.434444427490234
1.2335209846496582,0.0,41000,-11.0602513014816,1.205460548400879,1000.0,0.0,0.5498613715171814,41.0,1.0,0.011465292423963547,-11.0602513014816,-37.499813079833984,-0.08355193585157394,90.78873762407967,41.0,96.77076379111335,1.825093388557434,-8.95258903503418,451.597864151001,54.85307312011719,41,1.7195912599563599,0.6503841280937195,19.1287841796875,0.10566576570272446,41.0,-518.2935524111878,55.61091613769531
1.1732064485549927,0.0,42000,-21.296418236595702,1.330058217048645,1000.0,0.0,0.5292466878890991,42.0,1.0,0.03224458172917366,-21.296418236595702,-37.02037048339844,-0.0822688490152359,90.77141244614648,42.0,81.99621518708067,3.9430625438690186,-9.052690505981445,462.7007431983948,56.633766174316406,42,1.7058165073394775,0.6573382019996643,18.410968780517578,0.10725349932909012,42.0,-523.7602775782595,57.23175048828125
0.933587372303009,0.0,43000,-30.703666126286723,1.2569612264633179,1000.0,0.0,0.5591505765914917,43.0,1.0,-2.8992692023166455e-05,-30.703666126286723,-36.971473693847656,-0.08614305406808853,90.77783575729848,43.0,68.88622511539857,2.6464309692382812,-5.645407676696777,473.68390798568726,58.60713195800781,43,1.6933164596557617,0.6627892851829529,17.71614646911621,0.10777580738067627,43.0,-481.73335789524924,59.407630920410156
1.0449568033218384,0.0,44000,-38.9197961096382,1.1900941133499146,1000.0,0.0,0.4885628819465637,44.0,1.0,0.21959273517131805,-38.9197961096382,-36.62286376953125,-0.0917506217956543,90.78339596326613,44.0,55.61418834118613,3.180558443069458,-12.422587394714355,484.67012643814087,60.26968765258789,44,1.6850780248641968,0.6657256484031677,17.353450775146484,0.1071523129940033,44.0,-515.0833929499489,61.05522537231445
1.008980631828308,0.0,45000,-46.60859455286449,1.177119493484497,1000.0,0.0,0.4843640625476837,45.0,1.0,0.07803453505039215,-46.60859455286449,-35.1866569519043,-0.09578973054885864,90.79193650538875,45.0,43.69994846323852,3.29571533203125,-8.552213668823242,495.6387288570404,62.23610305786133,45,1.6721179485321045,0.6692437529563904,16.64345359802246,0.10755439847707748,45.0,-480.52660616645625,62.89385986328125
0.8416756987571716,0.0,46000,-55.37748426960323,1.0283851623535156,1000.0,0.0,0.5284935235977173,46.0,1.0,0.10702717304229736,-55.37748426960323,-36.1674690246582,-0.09398510307073593,90.78335575545827,46.0,34.00771898951409,2.6638290882110596,-10.045714378356934,506.7008111476898,64.38761138916016,46,1.6594146490097046,0.6751732230186462,15.957596778869629,0.10902313888072968,46.0,-402.1426073280852,65.34630584716797
0.7782658934593201,0.0,47000,-62.86627140106385,1.051459789276123,1000.0,0.0,0.5331427454948425,47.0,1.0,0.0833204910159111,-62.86627140106385,-36.09968566894531,-0.09813404828310013,90.77765311783791,47.0,22.895471611559223,3.0122439861297607,-13.218737602233887,517.7485690116882,66.67059326171875,47,1.6468191146850586,0.6789972186088562,15.253045082092285,0.10924146324396133,47.0,-488.26790777436474,67.39535522460938
1.097568392753601,0.0,48000,-69.64882759418053,1.019503116607666,1000.0,0.0,0.49684906005859375,48.0,1.0,0.2532765567302704,-69.64882759418053,-37.38327407836914,-0.10254917293787003,90.7767112008242,48.0,17.300970794862216,5.040571689605713,16.84254264831543,528.7699825763702,68.29895782470703,48,1.6349526643753052,0.6820985674858093,14.57296085357666,0.1093716025352478,48.0,-245.64056758989722,69.213623046875
1.2439476251602173,0.0,49000,-75.97783126718332,1.2392390966415405,1000.0,0.0,0.5676215291023254,49.0,1.0,0.13222450017929077,-75.97783126718332,-36.24832534790039,-0.10756421089172363,90.76695090602955,49.0,9.782289604237759,7.5041937828063965,-0.8522834181785583,539.8440678119659,70.08776092529297,49,1.6268081665039062,0.6848942637443542,14.062487602233887,0.10915514826774597,49.0,-351.1144075457362,70.80270385742188
0.9298957586288452,0.0,50000,-82.9569878982441,1.2448139190673828,1000.0,0.0,0.5725369453430176,50.0,1.0,0.0542798787355423,-82.9569878982441,-36.885372161865234,-0.11175541579723358,90.76634178019964,50.0,2.508470423520282,2.3844971656799316,-2.2091519832611084,550.8649904727936,72.33503723144531,50,1.6175510883331299,0.6897226572036743,13.520572662353516,0.10920733213424683,50.0,-353.9086694316361,73.0551986694336
0.9815154671669006,0.0,51000,-77.53794897922366,1.1140131950378418,1000.0,0.0,0.4962335526943207,51.0,1.0,0.2704307734966278,-77.53794897922366,-35.95991134643555,-0.11166265606880188,90.77540619183694,51.0,1.2871384164587714,1.7398697137832642,42.52729415893555,561.8261833190918,73.74968719482422,51,1.6343621015548706,0.6890267729759216,14.70596981048584,0.10929087549448013,51.0,-59.77946193661677,74.52933502197266
1.1790449619293213,0.0,52000,-78.87676844690161,1.1017307043075562,1000.0,0.0,0.4914996325969696,52.0,1.0,0.22063381969928741,-78.87676844690161,-36.68157958984375,-0.11706069856882095,90.77920735703873,52.0,-0.2026554488804001,2.2802066802978516,56.315635681152344,572.8183965682983,75.15962982177734,52,1.643168330192566,0.6898961663246155,14.905238151550293,0.1088528111577034,52.0,-76.18214258117814,75.96302795410156
0.9243250489234924,0.0,53000,-75.00776251935591,1.078215479850769,1000.0,0.0,0.5105906128883362,53.0,1.0,0.23154591023921967,-75.00776251935591,-39.0887451171875,-0.11437896639108658,90.77582957504153,53.0,-2.3929149652596458,4.557133197784424,25.64444351196289,583.8558595180511,76.73786163330078,53,1.6551239490509033,0.6884816288948059,16.057476043701172,0.10886921733617783,53.0,-116.28640981698042,77.4521484375
1.095618724822998,0.0,54000,-81.70967109064942,1.0641425848007202,1000.0,0.0,0.4551045298576355,54.0,1.0,0.2936514914035797,-81.70967109064942,-35.653053283691406,-0.1223052516579628,90.77545905658738,54.0,2.638507665259822,3.005596399307251,68.86995697021484,594.8744359016418,78.13583374023438,54,1.6453382968902588,0.6915140151977539,15.35912799835205,0.10825522989034653,54.0,269.3039070827916,79.0692367553711
1.0764201879501343,0.0,55000,-77.28616747785163,1.2292042970657349,1000.0,0.0,0.5419055819511414,55.0,1.0,0.13801920413970947,-77.28616747785163,-38.77082443237305,-0.12069360911846161,90.77619763006157,55.0,13.019660060073468,16.18855857849121,82.20721435546875,605.8856995105743,78.49486541748047,55,1.6527128219604492,0.6896899938583374,16.53179168701172,0.1073746606707573,55.0,573.6018893800103,79.68441009521484
1.127795934677124,0.0,56000,-64.05785732553738,0.8749061822891235,1000.0,0.0,0.4923524260520935,56.0,1.0,0.30719900131225586,-64.05785732553738,-40.6715202331543,-0.12013430148363113,90.78398729143508,56.0,21.340898723560468,5.500514984130859,83.25406646728516,616.8488702774048,80.53150939941406,56,1.6762499809265137,0.6882694363594055,17.676546096801758,0.10781671851873398,56.0,479.0090252153453,81.3386001586914
1.0470911264419556,0.0,57000,-60.42289780215267,1.1427009105682373,1000.0,0.0,0.538405179977417,57.0,1.0,0.2552067041397095,-60.42289780215267,-42.115699768066406,-0.11679963767528534,90.77942669117826,57.0,22.92888019203717,4.1854376792907715,83.40696716308594,627.8955714702606,82.12373352050781,57,1.6868938207626343,0.6871882081031799,18.806718826293945,0.10765989869832993,57.0,111.85584242673235,82.90641021728516
0.8969438672065735,0.0,58000,-57.41096899378787,1.0171191692352295,1000.0,0.0,0.5501886010169983,58.0,1.0,0.26769188046455383,-57.41096899378787,-42.478050231933594,-0.11741185933351517,90.78963553865167,58.0,32.21706273851348,9.162358283996582,87.49677276611328,638.8394408226013,83.73312377929688,58,1.6898096799850464,0.6857232451438904,19.927526473999023,0.10680312663316727,58.0,561.6434678876627,84.78147888183594
0.6887539625167847,0.0,59000,-52.26008568930803,0.7628570199012756,1000.0,0.0,0.5815542340278625,59.0,1.0,0.28485724329948425,-52.26008568930803,-43.68826675415039,-0.118923120200634,90.80237644687048,59.0,43.582268686138285,12.438355445861816,90.3363037109375,649.762729883194,85.36222839355469,59,1.6957348585128784,0.6848066449165344,21.071369171142578,0.1062573567032814,59.0,702.7642136483776,86.46492004394531
0.9109938144683838,0.0,60000,-43.62131272288136,0.9260820746421814,1000.0,0.0,0.5987274050712585,60.0,1.0,0.28315770626068115,-43.62131272288136,-45.995941162109375,-0.12011638283729553,90.81473279504469,60.0,52.68837857918922,7.495407581329346,91.52676391601562,660.6857516765594,86.54693603515625,60,1.7087996006011963,0.683308482170105,22.212799072265625,0.1060221940279007,60.0,589.9488622691941,87.27229309082031
0.8928015828132629,0.0,61000,-34.81671923978166,0.8489531874656677,1000.0,0.0,0.635330080986023,61.0,1.0,0.19190537929534912,-34.81671923978166,-47.2241096496582,-0.12072630971670151,90.82597468141915,61.0,52.282487142845284,7.627108097076416,68.76184844970703,671.6140422821045,88.18569946289062,61,1.724043846130371,0.6830081343650818,23.349258422851562,0.10626805573701859,61.0,27.92900096220917,89.02639770507812
1.0047730207443237,0.0,62000,-32.26868505189211,1.0468331575393677,1000.0,0.0,0.5771116614341736,62.0,1.0,0.2619978189468384,-32.26868505189211,-50.1766471862793,-0.11833786964416504,90.84232204901483,62.0,57.95979757004988,13.982519149780273,92.3249282836914,682.5012681484222,89.69648742675781,62,1.7310622930526733,0.6816118955612183,24.422677993774414,0.10591134428977966,62.0,404.27573362953046,90.68230438232422
0.9119513034820557,0.0,63000,-35.20576827030087,0.966609001159668,1000.0,0.0,0.5306572914123535,63.0,1.0,0.3114096224308014,-35.20576827030087,-49.68153762817383,-0.1238250657916069,90.85371490731508,63.0,65.90774065046477,1.817075252532959,95.41801452636719,693.4223885536194,90.89295196533203,63,1.7256546020507812,0.6833063364028931,24.13937759399414,0.10536134988069534,63.0,558.6802116361885,91.80412292480469
0.8418028354644775,0.0,64000,-31.34662056833189,0.9503406882286072,1000.0,0.0,0.5489212274551392,64.0,1.0,0.13219419121742249,-31.34662056833189,-51.331275939941406,-0.1226152777671814,90.8535539634233,64.0,64.29590839666382,7.998543739318848,73.01512145996094,704.4303410053253,92.33700561523438,64,1.7296137809753418,0.6821328997612,25.206298828125,0.1051316112279892,64.0,-37.24952359279696,93.22407531738281
1.137821078300476,0.0,65000,-27.797700085448355,1.135675311088562,1000.0,0.0,0.5065417885780334,65.0,1.0,0.2556426525115967,-27.797700085448355,-52.072269439697266,-0.12274196743965149,90.85257841855667,65.0,65.65444390734328,4.872389316558838,57.27432632446289,715.444747209549,92.81582641601562,65,1.7374634742736816,0.6809158325195312,26.266071319580078,0.10465824604034424,65.0,152.60071659082854,93.72714233398438
