rollout/return_history,reference_action_std,eval/return,eval/episodes,ret_rms_mean,rollout/episodes,reference_Q_std,rollout/actions_std,rollout/Q_mean,total/duration,total/steps,total/episodes,reference_actor_Q_mean,eval/Q,rollout/return,reference_actor_Q_std,eval/return_history,train/param_noise_distance,reference_Q_mean,ret_rms_std,train/loss_critic,reference_action_mean,obs_rms_mean,rollout/actions_mean,total/steps_per_second,train/loss_actor,obs_rms_std,total/epochs,rollout/episode_steps
-289.26265949788467,0.899396538734436,58.48181838069701,1.0,0.0,1.0,1.878003478050232,0.7225903272628784,-0.2922922372817993,32.19295930862427,1000,1.0,1.6044282913208008,1.7357882261276245,-289.26265949788467,1.7519477605819702,58.48181838069701,0.0,1.0327339172363281,1.0,0.046211350709199905,-0.143265962600708,0.07189223170280457,0.14379970729351044,31.06269263453848,-1.3896515369415283,0.8115512728691101,1,1000.0
-197.614146727451,0.8213702440261841,13.587302799350391,2.0,0.0,2.0,3.344397783279419,0.7861052751541138,1.5168975591659546,64.40714621543884,2000,2.0,8.176980018615723,8.889496803283691,-197.614146727451,3.0514557361602783,36.0345605900237,0.0,7.53776741027832,1.0,0.12888072431087494,0.05843648314476013,0.06840716302394867,-0.01925187185406685,31.052454851983274,-7.905393600463867,1.4818079471588135,2,1000.0
-16.641538260650652,0.7928473353385925,525.7969205719916,3.0,0.0,3.0,2.3310205936431885,0.7794739007949829,5.774474143981934,96.83597326278687,3000,3.0,16.498703002929688,20.766393661499023,-16.641538260650652,2.0171916484832764,199.288680584013,0.0,15.523900032043457,1.0,0.25765910744667053,0.025741225108504295,0.08629179000854492,0.03011607937514782,30.980222523904462,-17.409399032592773,1.8546810150146484,3,1000.0
116.83392566263606,0.7961921095848083,633.3419385970278,4.0,0.0,4.0,1.8484914302825928,0.768983781337738,10.833808898925781,129.55640268325806,4000,4.0,27.85894775390625,34.340057373046875,116.83392566263606,1.6552271842956543,307.80199508726673,0.0,26.89493179321289,1.0,0.8588802218437195,0.07689758390188217,0.09809067100286484,0.031216079369187355,30.87458371146099,-30.877431869506836,2.0615832805633545,4,1000.0
232.71744114496877,0.816291332244873,-58.96631661885503,5.0,0.0,5.0,2.091458797454834,0.7624582648277283,17.025083541870117,162.24055767059326,5000,5.0,43.954254150390625,44.939273834228516,232.71744114496877,1.7845534086227417,234.44833274604238,0.0,42.50038146972656,1.0,1.0893181562423706,0.07656709104776382,0.10638212412595749,0.03738972172141075,30.818434501142434,-47.335689544677734,2.129129648208618,5,1000.0
279.42348803121854,0.8139784932136536,776.4268787232243,6.0,0.0,6.0,2.974517345428467,0.7566772699356079,23.479562759399414,194.44169235229492,6000,6.0,58.98712158203125,65.46784973144531,279.42348803121854,2.4155004024505615,324.77809040890605,0.0,57.68705749511719,1.0,1.4078444242477417,-0.17927692830562592,0.11404316127300262,0.060896024107933044,30.857579603498984,-62.67079162597656,2.1600918769836426,6,1000.0
252.7176988158005,0.6887640953063965,-130.25876673712875,7.0,0.0,7.0,3.1777589321136475,0.7530900835990906,28.87885093688965,226.41404008865356,7000,7.0,75.31771850585938,75.0853500366211,252.7176988158005,2.6808600425720215,259.77282510232965,0.0,73.41053771972656,1.0,3.7188100814819336,-0.39132118225097656,0.12287619709968567,0.06826603412628174,30.91681062384256,-77.46211242675781,2.1276967525482178,7,1000.0
169.08140214599007,0.8430425524711609,549.6333758021617,8.0,0.0,8.0,3.6733384132385254,0.7606422305107117,34.64425277709961,258.3839318752289,8000,8.0,89.17440032958984,95.0040283203125,169.08140214599007,3.405940055847168,296.00539393980864,0.0,87.47505187988281,1.0,4.073704719543457,-0.033878449350595474,0.07582302391529083,0.02338271588087082,30.961677616482447,-89.88189697265625,2.0943470001220703,8,1000.0
209.6259291788636,0.7338318824768066,812.8602885010513,9.0,0.0,9.0,1.955641508102417,0.757931113243103,42.067867279052734,290.43197774887085,9000,9.0,104.53125762939453,109.53368377685547,209.6259291788636,1.7738054990768433,353.4337155577245,0.0,102.94241333007812,1.0,4.108668327331543,-0.24062760174274445,0.08224032819271088,0.025760743767023087,30.988323220324144,-103.5032730102539,2.1080245971679688,9,1000.0
236.56564126815556,0.8102845549583435,887.15892323637,10.0,0.0,10.0,2.6084649562835693,0.7465335726737976,49.09214782714844,322.5134997367859,10000,10.0,116.19902801513672,123.01962280273438,236.56564126815556,1.8169924020767212,406.80623632558905,0.0,114.51515197753906,1.0,9.899417877197266,0.07402721047401428,0.08711526542901993,0.027522291988134384,31.006454018704137,-115.85225677490234,2.137101888656616,10,1000.0
285.9970633151839,0.8321120738983154,1094.946260393451,11.0,0.0,11.0,2.549889326095581,0.7464976906776428,56.26681900024414,354.56706142425537,11000,11.0,128.60934448242188,135.9678955078125,285.9970633151839,2.0354416370391846,469.3644203317583,0.0,126.76402282714844,1.0,5.402622699737549,-0.17967349290847778,0.09272908419370651,0.030278421938419342,31.023750361396395,-128.68975830078125,2.153911828994751,11,1000.0
310.2361867331336,0.8801307678222656,919.7814430211616,12.0,0.0,12.0,6.4922003746032715,0.7417696714401245,63.01736831665039,386.5705797672272,12000,12.0,140.10691833496094,144.07049560546875,310.2361867331336,2.5283260345458984,506.89917222254195,0.0,137.9949951171875,1.0,9.418478965759277,-0.10773682594299316,0.0948755294084549,0.031970616430044174,31.04219676320371,-140.6788330078125,2.1708266735076904,12,1000.0
