eval/episodes,reference_perturbed_action_mean,total/duration,train/loss_critic,reference_perturbed_action_std,reference_actor_Q_std,reference_actor_Q_mean,rollout/return,obs_rms_std,total/steps,reference_Q_std,reference_action_std,rollout/episodes,total/epochs,total/steps_per_second,eval/return,reference_action_mean,eval/Q,obs_rms_mean,eval/return_history,rollout/Q_mean,rollout/actions_mean,rollout/return_history,ret_rms_mean,reference_Q_mean,train/loss_actor,train/param_noise_distance,total/episodes,rollout/actions_std,param_noise_stddev,rollout/episode_steps,ret_rms_std
23.0,0.6174125075340271,204.45453524589539,25.060762405395508,0.6003689765930176,56.49799346923828,72.13136291503906,147.1229858076866,1.7500168085098267,23000,54.41727066040039,0.5723562836647034,190.0,23,112.49444759118762,309.5213612923733,0.6539800763130188,143.9814910888672,-0.024532968178391457,143.28477254803255,62.40968322753906,0.5825579762458801,163.96103273668967,0.0,67.40522003173828,-115.37651062011719,0.16192173957824707,190.0,0.5565376281738281,0.024748079434129402,120.9,1.0
24.0,0.671126127243042,213.69527387619019,24.439075469970703,0.5605674386024475,62.374568939208984,75.85295867919922,149.37847386615567,1.7441623210906982,24000,60.72200012207031,0.5734716653823853,194.0,24,112.30945619277014,412.1662824536801,0.6210585832595825,146.66183471679688,-0.023325134068727493,154.48816879410117,64.93675994873047,0.5827713012695312,169.92239313820198,0.0,70.97909545898438,-120.32233428955078,0.20890267193317413,194.0,0.5579565167427063,0.025245515830755405,122.82474226804123,1.0
25.0,0.6700564026832581,222.71718072891235,28.082597732543945,0.5331649780273438,61.834041595458984,74.06582641601562,156.17613623564299,1.7491014003753662,25000,60.09862518310547,0.5690984725952148,198.0,25,112.2499841196786,353.01638825443024,0.5917639136314392,149.58615112304688,-0.020016485825181007,162.42929757251434,68.51126861572266,0.5803123712539673,181.7669467224227,0.0,69.91853332519531,-125.13348388671875,0.21368655562400818,198.0,0.5595293045043945,0.023782417899897774,125.75757575757575,1.0
26.0,0.5541688799858093,231.57692337036133,34.0040168762207,0.6015751957893372,64.14996337890625,73.86637878417969,158.65138197319857,1.771013855934143,26000,61.36346435546875,0.5986334085464478,208.0,26,112.27370854399926,272.9363551049404,0.5433534979820251,150.1916961669922,-0.023426301777362823,166.67956901606917,71.31480407714844,0.5726273059844971,188.78344505635405,0.0,68.5594482421875,-128.31883239746094,0.199691504240036,208.0,0.5669503808021545,0.02240411346542305,124.88942307692308,1.0
27.0,0.5830962061882019,240.68111085891724,33.624481201171875,0.6217753887176514,64.62699127197266,79.42909240722656,161.9318525308201,1.7750217914581299,27000,62.101749420166016,0.6052188277244568,213.0,27,112.18163279887342,355.4182583899494,0.5701205730438232,164.43121337890625,-0.022471021860837936,173.66989084473138,74.44842529296875,0.5676026940345764,197.9157235638925,0.0,72.89603424072266,-136.0702667236328,0.20242328941822052,213.0,0.5698152780532837,0.023782417899897774,125.77464788732394,1.0
28.0,0.5779270529747009,249.60544276237488,30.852798461914062,0.6002150774002075,68.89655303955078,85.31566619873047,164.57426646885892,1.765854835510254,28000,66.37998962402344,0.5938747525215149,217.0,28,112.17704105377254,272.79699097466187,0.5825666189193726,169.42405700683594,-0.019808607175946236,177.21014442080033,77.54500579833984,0.5681368708610535,203.7858312893121,0.0,79.23063659667969,-142.76434326171875,0.19861343502998352,217.0,0.5689019560813904,0.024748079434129402,127.44700460829493,1.0
29.0,0.6013863682746887,258.76325726509094,42.85405349731445,0.574895441532135,68.25296020507812,87.87965393066406,168.40770639347625,1.7621299028396606,29000,65.94580078125,0.5750529766082764,223.0,29,112.07155260953779,432.74037229186507,0.6405162215232849,180.18421936035156,-0.01829809881746769,186.02153158876808,80.26707458496094,0.5663591623306274,214.6539246137372,0.0,82.39252471923828,-146.54270935058594,0.19255758821964264,223.0,0.5699345469474792,0.02240411346542305,129.26008968609867,1.0
30.0,0.6034101843833923,267.9499034881592,46.60478591918945,0.5880917310714722,68.7618637084961,86.83687591552734,172.93560502326943,1.7549549341201782,30000,65.77342987060547,0.5765693187713623,227.0,30,111.9612271154474,181.77740794905225,0.6075037717819214,153.4268341064453,-0.015544758178293705,185.88006080077756,83.05091857910156,0.5651760697364807,225.71797986945398,0.0,81.2613525390625,-152.79092407226562,0.20416010916233063,227.0,0.5717332363128662,0.022854436146078055,131.58590308370043,1.0
31.0,0.5915963649749756,277.2436442375183,50.50115203857422,0.5874806642532349,70.06863403320312,87.95770263671875,176.13519506005812,1.7424829006195068,31000,67.32130432128906,0.5996460914611816,233.0,31,111.81500692380847,347.60564936197204,0.6035144329071045,167.4271697998047,-0.013616879470646381,191.09701527049347,85.65705108642578,0.5641772747039795,232.2162274036811,0.0,82.37019348144531,-159.2418212890625,0.2067115753889084,233.0,0.5726356506347656,0.023782417899897774,132.54077253218884,1.0
32.0,0.4807535707950592,285.9884259700775,39.34297180175781,0.6658763289451599,70.78005981445312,91.70169067382812,178.7378148665795,1.747257947921753,32000,68.154541015625,0.6264079213142395,239.0,32,111.89264003064272,161.4112745867312,0.5431806445121765,162.82485961914062,-0.013261930085718632,190.16933587412598,88.64019012451172,0.5626322627067566,239.8538152966513,0.0,85.75232696533203,-165.55816650390625,0.1769186407327652,239.0,0.5740256905555725,0.02426044449968572,133.86192468619248,1.0
33.0,0.6153060793876648,294.7649099826813,39.3026123046875,0.570550262928009,73.1037368774414,97.94564819335938,181.20995531622634,1.7481175661087036,33000,70.09060668945312,0.5351095795631409,243.0,33,111.95362433723503,195.0958856857555,0.6673161387443542,183.64022827148438,-0.012721674516797066,190.31862526235716,91.28805541992188,0.5599749684333801,245.8393845068897,0.0,90.87457275390625,-169.8731231689453,0.2414327710866928,243.0,0.5772570967674255,0.023782417899897774,135.34156378600824,1.0
34.0,0.6288823485374451,303.6081511974335,48.444679260253906,0.5458924770355225,71.32706451416016,96.30784606933594,185.601647420881,1.7544857263565063,34000,68.29644775390625,0.5520614385604858,248.0,34,111.98645314990283,261.85446831106685,0.6601581573486328,169.8450927734375,-0.012932012788951397,192.42262064614275,93.9640121459961,0.5538985133171082,256.39263017583806,0.0,88.58228302001953,-172.8807830810547,0.1914404183626175,248.0,0.5829902291297913,0.023313810312614227,136.4959677419355,1.0
35.0,0.6206583380699158,312.44629430770874,46.393226623535156,0.5581746697425842,73.4662094116211,101.46311950683594,189.79568978818023,1.753118872642517,35000,69.71955108642578,0.549825131893158,254.0,35,112.01925142863335,244.5714709136117,0.6357387900352478,186.31124877929688,-0.014497716911137104,193.91258779664184,96.6594467163086,0.5483438968658447,264.81538413305793,0.0,94.19163513183594,-178.80963134765625,0.16671307384967804,254.0,0.5876722931861877,0.02426044449968572,137.28346456692913,1.0
36.0,0.6074809432029724,321.4957377910614,53.70954513549805,0.565004289150238,78.82746124267578,106.51904296875,192.99356802187722,1.7564617395401,36000,76.02420806884766,0.5276848673820496,259.0,36,111.97660114360905,366.10226646679746,0.6886938214302063,202.5453338623047,-0.016611292958259583,198.6956344263684,99.3840560913086,0.5430666208267212,277.0399766088667,0.0,99.93832397460938,-183.80303955078125,0.19651953876018524,259.0,0.5918527245521545,0.023313810312614227,138.43629343629343,1.0
37.0,0.7505986094474792,330.3804292678833,45.47444152832031,0.498090535402298,81.83219146728516,113.22345733642578,194.4935654958606,1.752318024635315,37000,78.78408813476562,0.5464625954627991,263.0,37,111.99210583384522,263.4891564997074,0.6563442349433899,166.64682006835938,-0.019033996388316154,200.4468106986208,102.69112396240234,0.5382040143013,285.86931853045644,0.0,105.81858825683594,-192.4968719482422,0.21760638058185577,263.0,0.5960055589675903,0.023782417899897774,138.3764258555133,1.0
38.0,0.7287645936012268,340.5368938446045,53.49876022338867,0.47590965032577515,89.75479888916016,123.8948974609375,197.92953538943996,1.7463406324386597,38000,86.43186950683594,0.5006552934646606,266.0,38,111.58849653847008,527.4981450687674,0.6951403617858887,224.532470703125,-0.020023304969072342,209.05342476099307,105.74041748046875,0.5344910621643066,298.3205763671325,0.0,117.13452911376953,-194.71142578125,0.17768821120262146,266.0,0.5993494987487793,0.023782417899897774,142.27443609022558,1.0
39.0,0.7381210327148438,349.56319999694824,39.392887115478516,0.48638004064559937,95.12185668945312,131.67962646484375,198.53773727118664,1.7357503175735474,39000,93.0215835571289,0.5371972918510437,268.0,39,111.5678080539956,321.2414542790148,0.6797633171081543,214.21817016601562,-0.02318050153553486,211.9300409024808,109.2533950805664,0.5286781191825867,299.13825523305894,0.0,124.04887390136719,-203.83062744140625,0.2342776209115982,268.0,0.6042736768722534,0.02426044449968572,142.1865671641791,1.0
40.0,0.6424238681793213,359.69589042663574,55.98249816894531,0.5148745775222778,98.05580139160156,136.94403076171875,203.05160148535649,1.731846809387207,40000,95.58120727539062,0.5202717185020447,274.0,40,111.20505144653154,537.4679224516407,0.6906092166900635,231.34817504882812,-0.02367670089006424,220.06848794120984,112.64287567138672,0.527570366859436,307.34733361724693,0.0,128.94775390625,-206.98326110839844,0.1849174201488495,274.0,0.6045957207679749,0.02426044449968572,145.68613138686132,1.0
41.0,0.6536020636558533,368.9338188171387,52.25102615356445,0.5971872806549072,97.65125274658203,141.02676391601562,204.46358443441366,1.7213844060897827,41000,96.07720184326172,0.5159331560134888,278.0,41,111.13104277469768,443.01148645576757,0.691362202167511,236.8258514404297,-0.02180120162665844,225.506122051321,115.77474212646484,0.5286418199539185,313.9248501303909,0.0,132.75515747070312,-213.16432189941406,0.21339769661426544,278.0,0.6043023467063904,0.023782417899897774,145.9208633093525,1.0
42.0,0.7126474380493164,378.2139868736267,70.36066436767578,0.5222625732421875,106.50409698486328,148.59698486328125,208.314997609437,1.707146406173706,42000,104.79768371582031,0.5264740586280823,280.0,42,111.04824638342508,464.6732441964147,0.6893978118896484,255.11753845214844,-0.018773453310132027,231.20057734048987,119.20343780517578,0.5327103734016418,326.3177401171074,0.0,139.8795928955078,-216.20352172851562,0.25297147035598755,280.0,0.6008745431900024,0.02426044449968572,149.325,1.0
43.0,0.7338245511054993,387.34867215156555,59.72260284423828,0.486866295337677,105.14151763916016,148.02993774414062,211.30169491125088,1.695927619934082,43000,103.55351257324219,0.5361766219139099,284.0,43,111.01109437435878,388.0173440305745,0.6535593271255493,259.48193359375,-0.016425510868430138,234.8474788914221,122.4848403930664,0.5359622836112976,333.9284919982813,0.0,139.5294189453125,-221.6242218017578,0.20546965301036835,284.0,0.5988675951957703,0.023782417899897774,151.02464788732394,1.0
44.0,0.7248311042785645,396.72791838645935,86.37061309814453,0.49339136481285095,109.27991485595703,157.39370727539062,211.51789810199864,1.690730333328247,44000,108.11463928222656,0.5035979747772217,287.0,44,110.90724388380164,482.9974937248433,0.7174857258796692,272.2816162109375,-0.01590554416179657,240.487251955818,124.09994506835938,0.5385386943817139,333.35009727966195,0.0,149.25860595703125,-226.99005126953125,0.2230750322341919,287.0,0.5971139073371887,0.02426044449968572,152.6794425087108,1.0
45.0,0.7127020359039307,406.01776337623596,57.01529312133789,0.47322964668273926,122.14044189453125,162.42855834960938,211.27978166337934,1.6845324039459229,45000,121.0075912475586,0.41003549098968506,290.0,45,110.83258925866451,449.05585130147546,0.7599995732307434,261.370361328125,-0.015673154965043068,245.12210971905483,125.7974853515625,0.5421003699302673,333.17769378919553,0.0,154.00604248046875,-231.0098419189453,0.1933610439300537,290.0,0.5952354073524475,0.025245515830755405,154.3655172413793,1.0
46.0,0.6904981136322021,415.32176995277405,81.75220489501953,0.4575484097003937,122.57965087890625,169.87643432617188,213.3948517449346,1.6749224662780762,46000,121.92818450927734,0.4989982843399048,294.0,46,110.75749774742275,460.548514495392,0.6933674216270447,264.8881530761719,-0.01433449238538742,249.80529243158392,128.19866943359375,0.5454061031341553,337.5866248297658,0.0,161.08485412597656,-233.7779541015625,0.18143722414970398,294.0,0.5931370854377747,0.025245515830755405,156.3843537414966,1.0
47.0,0.737901508808136,425.10606837272644,58.62245559692383,0.47686150670051575,127.5118637084961,170.5637664794922,215.6742912403064,1.665177583694458,47000,126.8944091796875,0.4009479582309723,297.0,47,110.56064238252917,589.1743057941628,0.7459273934364319,259.4073791503906,-0.012271162122488022,257.0259097371707,131.26571655273438,0.5469126105308533,334.47544276273555,0.0,162.86415100097656,-235.5659942626953,0.21877120435237885,297.0,0.5916586518287659,0.025245515830755405,157.23905723905725,1.0
48.0,0.8225626945495605,434.8599886894226,71.88632202148438,0.324815034866333,127.94966125488281,176.21144104003906,217.2825241942374,1.6537079811096191,48000,126.3059310913086,0.4146726727485657,301.0,48,110.38035516825082,619.7807145146086,0.7453746795654297,269.8834533691406,-0.010815104469656944,264.5833015033673,133.8079376220703,0.549298107624054,337.386655067076,0.0,168.2640380859375,-239.9429473876953,0.24674135446548462,301.0,0.5896769165992737,0.026270585008002556,158.77408637873754,1.0
49.0,0.8119686245918274,444.35061502456665,60.34709548950195,0.38175126910209656,134.86627197265625,169.756103515625,220.19613042994015,1.6440116167068481,49000,133.7705078125,0.4042752981185913,304.0,49,110.2732804753538,313.46361650996175,0.7638028264045715,251.1300811767578,-0.009207378141582012,265.5808589524815,136.51622009277344,0.5522447228431702,348.67064378985503,0.0,162.67318725585938,-237.77554321289062,0.2314361333847046,304.0,0.588214635848999,0.02575295069895359,160.50986842105263,1.0
50.0,0.8406953811645508,453.73418378829956,103.34294891357422,0.29662200808525085,136.59152221679688,170.7063751220703,223.15453806560672,1.6350889205932617,50000,135.8489532470703,0.3463006615638733,307.0,50,110.1966785542627,464.7412518319278,0.7992684245109558,274.73052978515625,-0.006981038022786379,269.5640668100704,139.9098358154297,0.5554478764533997,357.2894591458308,0.0,162.90301513671875,-245.9040069580078,0.19914528727531433,307.0,0.5858777165412903,0.02733727610437334,162.70358306188925,1.0
51.0,0.7984479069709778,463.60094809532166,96.48956298828125,0.37598463892936707,138.39593505859375,172.539794921875,224.5193942739004,1.6239311695098877,51000,137.45208740234375,0.3838759958744049,310.0,51,110.0084031526049,420.8249991831764,0.7841617465019226,256.6357727050781,-0.005114538595080376,272.52996744483715,142.41725158691406,0.5581985116004944,360.82542320775775,0.0,164.86767578125,-245.52597045898438,0.19287395477294922,310.0,0.5833838582038879,0.02575295069895359,163.89354838709679,1.0
52.0,0.7128112316131592,473.3046598434448,98.59639739990234,0.5147944092750549,143.2076873779297,175.22171020507812,225.53777145157244,1.6190780401229858,52000,141.8530731201172,0.5579817295074463,313.0,52,109.86581035817407,223.435730326967,0.6362389326095581,244.78248596191406,-0.003566014813259244,271.58584750026273,144.23997497558594,0.5607978105545044,361.0183787527749,0.0,166.7118377685547,-249.89981079101562,0.2154449075460434,313.0,0.582077145576477,0.02575295069895359,165.56549520766774,1.0
53.0,0.6716442108154297,482.8856177330017,70.90306854248047,0.5198519825935364,148.77943420410156,183.735107421875,225.42119061609586,1.6093027591705322,53000,147.1682891845703,0.43289685249328613,317.0,53,109.75684106894417,194.76530771590168,0.7628223896026611,224.93954467773438,-0.0027682885993272066,270.136403353388,145.481201171875,0.5637211799621582,357.45901601559984,0.0,175.39044189453125,-249.05078125,0.20712101459503174,317.0,0.5805432796478271,0.025245515830755405,166.99684542586752,1.0
54.0,0.6820691227912903,492.2096116542816,133.9918975830078,0.48031100630760193,154.923828125,186.60391235351562,223.44082002095303,1.6044199466705322,54000,154.17381286621094,0.503648579120636,321.0,54,109.70935699225748,89.12099543445093,0.653680145740509,225.53494262695312,-0.0031381254084408283,266.784266169704,146.89768981933594,0.566019594669342,346.93084661717484,0.0,179.02386474609375,-252.6101531982422,0.1807936280965805,321.0,0.5787131786346436,0.025245515830755405,167.80373831775702,1.0
55.0,0.683295726776123,501.9499440193176,134.4780731201172,0.49890899658203125,153.8402557373047,198.7647705078125,225.84703182429368,1.5913218259811401,55000,153.5177764892578,0.521264374256134,322.0,55,109.57267882050668,480.3701067996746,0.6636990904808044,294.3072814941406,-0.0010113457683473825,270.66764509024887,151.1363525390625,0.5683716535568237,353.899717035458,0.0,191.37066650390625,-259.1756896972656,0.2087908387184143,322.0,0.5761594176292419,0.02426044449968572,170.38819875776397,1.0
56.0,0.743100643157959,511.5306169986725,105.53744506835938,0.4520625174045563,154.58848571777344,196.90859985351562,225.92375942751724,1.5890861749649048,56000,154.75819396972656,0.5163693428039551,324.0,56,109.47536303608065,138.9511261256247,0.697852373123169,250.7607421875,0.0006893458194099367,268.31556439445205,152.75390625,0.5697949528694153,351.47337648369495,0.0,188.69931030273438,-260.2976989746094,0.24697789549827576,324.0,0.5750741362571716,0.02426044449968572,171.679012345679,1.0
