rollout/return_history,total/duration,ret_rms_std,reference_perturbed_action_mean,eval/episodes,rollout/return,reference_Q_mean,eval/return_history,rollout/Q_mean,train/loss_critic,eval/Q,ret_rms_mean,obs_rms_std,obs_rms_mean,total/epochs,total/episodes,reference_Q_std,rollout/actions_mean,train/loss_actor,rollout/episode_steps,reference_action_std,reference_actor_Q_std,rollout/actions_std,train/param_noise_distance,total/steps_per_second,total/steps,rollout/episodes,reference_perturbed_action_std,param_noise_stddev,reference_action_mean,reference_actor_Q_mean,eval/return
125.63435721278888,12.111708164215088,1.0,0.1837914139032364,1.0,125.63435721278888,19.050092697143555,318.22769446248714,9.298736572265625,1.6175377368927002,20.346195220947266,0.0,6.543184280395508,0.8806509375572205,1,38.0,3.724487781524658,0.026905696839094162,-19.09105682373047,25.86842105263158,0.4130373001098633,3.188861846923828,0.5373349785804749,0.5465620756149292,82.56473706612019,1000,38.0,0.5839645862579346,0.16720346283821505,0.09980212152004242,19.322404861450195,318.22769446248714
161.93218745739625,24.221630096435547,1.0,0.08002761751413345,2.0,161.93218745739625,38.287391662597656,395.354876208761,19.03425407409668,4.025821685791016,41.90791702270508,0.0,6.252607822418213,1.1898605823516846,2,59.0,9.557981491088867,0.06971446424722672,-39.28425216674805,33.389830508474574,0.552257239818573,7.892514228820801,0.5603424310684204,0.5260270833969116,82.57082582952664,2000,59.0,0.6627989411354065,0.1370306733903066,0.0218687504529953,39.301597595214844,472.4820579550349
181.78546481029812,35.508716344833374,1.0,0.1420959234237671,3.0,181.78546481029812,56.791465759277344,290.15439844210636,29.212406158447266,3.407057523727417,59.920677185058594,0.0,6.14523458480835,1.3153733015060425,3,80.0,17.001800537109375,0.07194536924362183,-59.940101623535156,37.05,0.6038286685943604,14.4777250289917,0.5737224817276001,0.5257304310798645,84.48629826170861,3000,80.0,0.5859092473983765,0.11230273064362171,0.03958249092102051,58.619022369384766,79.75344290879693
192.13851171621454,47.12616181373596,1.0,0.21559223532676697,4.0,192.13851171621454,74.50096893310547,289.29527297322267,39.62648010253906,10.529253005981445,81.91617584228516,0.0,6.124989032745361,1.3765746355056763,4,100.0,24.95394515991211,0.0835338607430458,-79.00691223144531,39.24,0.6664922833442688,22.952810287475586,0.5844605565071106,0.5052385330200195,84.87854401998237,4000,100.0,0.6383543610572815,0.09203708190275892,0.12279084324836731,76.66181945800781,286.71789656657165
217.51262738549278,58.64602065086365,1.0,0.17086248099803925,5.0,200.73129564144236,88.42318725585938,267.88381899053763,49.34408187866211,13.205848693847656,87.0269546508789,0.0,6.1475114822387695,1.435044288635254,5,121.0,35.4071044921875,0.09581199288368225,-96.33548736572266,41.18181818181818,0.7041684985160828,33.78478240966797,0.5978190898895264,0.5029184222221375,85.25727652974811,5000,121.0,0.6181523203849792,0.07542848153938683,0.16703097522258759,91.02448272705078,182.23800305979762
243.37613011557642,70.12125301361084,1.0,0.2391948103904724,6.0,210.9544825046639,103.61550903320312,251.93634097624977,59.301578521728516,12.572171211242676,99.3615951538086,0.0,6.2905988693237305,1.492465853691101,6,138.0,46.602500915527344,0.12008855491876602,-115.11981201171875,43.391304347826086,0.7177911400794983,45.28907012939453,0.6015286445617676,0.40038612484931946,85.56606937464986,6000,138.0,0.6659623980522156,0.06181699495154324,0.19922378659248352,107.37185668945312,172.19895090481037
245.64751619183065,81.95641875267029,1.0,0.19040317833423615,7.0,216.11729495006898,120.81351470947266,263.48924915842565,68.17626953125,12.790692329406738,127.69962310791016,0.0,6.562865734100342,1.5236324071884155,7,156.0,56.419246673583984,0.1345897614955902,-132.90232849121094,44.666666666666664,0.7586612701416016,54.426612854003906,0.617057740688324,0.35133421421051025,85.41124791121901,7000,156.0,0.73287034034729,0.05066177638540577,0.12567313015460968,125.81684875488281,332.8066982514812
258.7666071532416,93.71228504180908,1.0,0.21065965294837952,8.0,224.5793440760966,135.55300903320312,273.66250234533663,77.68604278564453,24.762659072875977,162.4414520263672,0.0,6.642673015594482,1.5812395811080933,8,173.0,66.90137481689453,0.14544080197811127,-147.37026977539062,46.09826589595376,0.7468302249908447,64.94709777832031,0.6318114995956421,0.32913079857826233,85.36767614225666,8000,173.0,0.7292033433914185,0.04151957869412388,0.19282092154026031,140.8126220703125,344.87527465371335
268.7517665329499,105.2440140247345,1.0,0.10902560502290726,9.0,229.3565400885958,146.56178283691406,272.3209203353741,87.57061004638672,29.130260467529297,179.74395751953125,0.0,6.624788284301758,1.6066747903823853,9,192.0,80.37889862060547,0.1501757800579071,-165.44979858398438,46.791666666666664,0.7748445272445679,79.0839614868164,0.6417901515960693,0.2930767238140106,85.51555243688078,9000,192.0,0.7674567699432373,0.034027141129503384,0.11664596945047379,152.28897094726562,261.58826425567395
272.0308580431524,116.80833315849304,1.0,0.1081584095954895,10.0,233.28941782967735,160.22537231445312,270.399197569585,96.19609069824219,45.179534912109375,137.632080078125,0.0,6.610780239105225,1.6368811130523682,10,210.0,90.99706268310547,0.1550508439540863,-179.18930053710938,47.41904761904762,0.7562020421028137,89.09192657470703,0.6517978310585022,0.26254019141197205,85.61033044133383,10000,210.0,0.76447594165802,0.027886755354071244,0.1785195767879486,166.93777465820312,253.10369267748305
279.49210525743774,128.57931089401245,1.0,0.21174441277980804,11.0,237.03799065449337,173.0115203857422,285.4022149394983,104.99473571777344,60.62526321411133,173.66061401367188,0.0,6.715493679046631,1.6651630401611328,11,227.0,99.10975646972656,0.16640016436576843,-196.09486389160156,48.42290748898679,0.7634106874465942,97.22144317626953,0.6596783995628357,0.2208642214536667,85.5503107266399,11000,227.0,0.7306872606277466,0.022854436146078055,0.1369166225194931,180.4580078125,435.43238863863155
276.58680332343073,140.20597338676453,1.0,0.26341450214385986,12.0,239.34123750631906,184.55929565429688,282.76379296740913,111.9237289428711,68.71467590332031,233.54025268554688,0.0,6.785100936889648,1.6791023015975952,12,244.0,110.3260498046875,0.17299003899097443,-208.2674560546875,49.09426229508197,0.7393136024475098,107.88382720947266,0.6676554083824158,0.17982888221740723,85.58836481879025,12000,244.0,0.7251783013343811,0.023313810312614227,0.22755712270736694,193.49652099609375,253.74115127442784
288.39420307600574,151.87149691581726,1.0,0.20190170407295227,13.0,244.8454986294086,197.71490478515625,280.8688792249757,120.77793884277344,62.036376953125,208.66758728027344,0.0,6.828052043914795,1.707763671875,13,258.0,118.92267608642578,0.17976883053779602,-226.70523071289062,50.34108527131783,0.7707651257514954,114.53217315673828,0.6732315421104431,0.19871936738491058,85.59868220174278,13000,258.0,0.7581093311309814,0.023782417899897774,0.18947921693325043,208.97962951660156,258.12991431577404
286.49021472325126,163.7392921447754,1.0,0.09400920569896698,14.0,247.64572104376825,213.63153076171875,283.0734428625265,129.94351196289062,71.70299530029297,261.3456115722656,0.0,6.841267108917236,1.7283828258514404,14,275.0,126.2037582397461,0.18229667842388153,-237.31475830078125,50.86909090909091,0.7652057409286499,123.1102066040039,0.6802725195884705,0.1838163435459137,85.50177429386618,14000,275.0,0.7808258533477783,0.023782417899897774,0.12070212513208389,224.59573364257812,311.7327701506875
